Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	gamma	kappa	TL
4220	-11153.8	-11160.64	6.837769	0.155281	0.0659518	0.00652593	0.00331177	0.115173	0.0156413	0.0844567	0.0558406	0.0370931	0.0522853	0.0813346	0.0142929	0.0300665	0.159392	0.00298593	0.0433446	0.149152	0.0247908	0.0112196	0.0559884	0.0994167	0.052816	0.074993	0.0633321	0.131535	0.0188399	0.0105079	0.0200642	0.0405765	0.0781393	0.140727	0.0277179	0.12111	0.00171911	0.0114854	0.0444919	0.0118376	0.0579678	0.00701262	0.0252256	0.0833045	0.124961	0.0041613	0.0842221	0.025161	0.0301597	0.0151273	0.0611765	0.039475	0.00394564	0.0894446	0.0695259	0.0166476	0.0323644	0.0369631	0.00694383	0.0424766	0.040363	0.0271332	0.0205686	0.152376	0.0415175	0.0354395	0.0706228	0.00253811	0.0175013	0.010763	0.000250338	0.00803873	0.00418569	0.0106554	0.000268431	0.00196314	0.0222322	0.00983786	0.00476786	0.0251691	0.0218078	0.00164101	0.0522958	0.0107223	0.00160544	0.0187737	0.000761957	0.0034809	0.00477249	0.0290183	0.0145898	0.00245815	0.0252741	0.0226024	0.0021988	0.0188313	0.00210944	0.00350832	0.0154674	0.0239456	0.0181273	0.0207311	0.0660755	0.0066301	0.0215811	0.0560135	0.105363	0.0265127	0.00786505	0.148302	0.0298983	0.0145615	0.00353315	0.0143226	0.00181194	0.0154928	0.0195986	0.0182129	0.00794048	0.0037136	0.0308855	0.00407594	0.015369	0.0121643	0.0126951	0.0663786	0.0485274	0.0360457	0.4860336	4.497074	4.58419
4230	-11144.26	-11150.45	6.193729	0.126227	0.0479256	0.00529861	0.00390712	0.142368	0.00730691	0.0821886	0.0376066	0.0532646	0.036125	0.0595739	0.015595	0.0293472	0.173879	0.00660877	0.028422	0.111894	0.029543	0.0252992	0.0866033	0.125889	0.0641713	0.0618278	0.0660212	0.162539	0.0120715	0.00738407	0.0261384	0.0381062	0.0771265	0.170429	0.037892	0.115043	0.00271724	0.00855837	0.0668684	0.00375284	0.0655222	0.0153126	0.0279973	0.109204	0.094088	0.00262126	0.0847119	0.021564	0.0356241	0.0117337	0.0546957	0.0148732	0.00467021	0.137701	0.0617384	0.0189588	0.0513991	0.0329687	0.0125614	0.0592402	0.0442962	0.0249815	0.0271581	0.180158	0.0535963	0.0492606	0.0521733	0.00767421	0.00765103	0.00899394	0.000102958	0.015985	0.0144987	0.00559898	0.00347633	0.00189083	0.0314153	0.0112514	0.0131585	0.0223559	0.0217127	0.00171173	0.0372057	0.0099095	0.00145878	0.027696	0.000429265	0.00466546	0.00971194	0.0324147	0.0148421	0.00175366	0.029492	0.00976168	0.00215882	0.0215769	0.00199018	0.00587012	0.0110292	0.0364167	0.00531453	0.0147528	0.052302	0.00616845	0.0186744	0.0591469	0.111699	0.0292287	0.0105677	0.126528	0.0090863	0.0143021	0.0061365	0.0143784	0.00118417	0.0215015	0.0197649	0.0156551	0.00624841	0.000948653	0.0134674	0.00169411	0.0126336	0.0101966	0.0166165	0.0422517	0.042522	0.0361355	0.4769547	4.42724	4.649292
4240	-11162.74	-11168.15	5.408576	0.145445	0.0725956	0.00330691	0.00631157	0.130522	0.0166173	0.0844518	0.0372556	0.0446541	0.0506155	0.0566689	0.0094797	0.0138594	0.158513	0.00844468	0.0308198	0.122413	0.0478315	0.0124817	0.101952	0.115275	0.0464499	0.0790481	0.0609468	0.153361	0.0201919	0.0142904	0.0325102	0.0424742	0.0905647	0.275499	0.0369521	0.125201	0.00227448	0.00954641	0.0279916	0.00591324	0.0802735	0.0151436	0.0200725	0.0772829	0.0861567	0.00866167	0.0973989	0.0219503	0.0529367	0.0143982	0.0435716	0.013572	0.00896152	0.102838	0.0675533	0.0104865	0.0454487	0.0357376	0.00943458	0.0439377	0.0367016	0.0220941	0.0383683	0.1404	0.062002	0.0420197	0.0761681	0.00837256	0.0109009	0.00903369	0.000113847	0.0038678	0.0272818	0.00742561	0.0118012	0.00411063	0.0184316	0.00630389	0.00693768	0.0123773	0.0257723	0.000526226	0.0405444	0.00829189	0.00174852	0.0311619	6.11615e-05	0.00741515	0.0100053	0.0269482	0.004492	0.00425887	0.0148463	0.0135367	0.00085204	0.0134061	0.00435901	0.00786096	0.00826969	0.0307398	0.0176262	0.00821832	0.0510351	0.0112547	0.0189807	0.0569892	0.112931	0.0291629	0.00591066	0.161889	0.0029788	0.00841116	0.00261572	0.0125771	0.00164582	0.0142369	0.0205545	0.00599353	0.0115664	0.00116239	0.0194492	0.00621297	0.0292059	0.00741546	0.010529	0.0593672	0.0442657	0.0481336	0.4853562	4.340737	4.728673
4250	-11139.09	-11148.45	9.366014	0.160135	0.0593454	0.00575278	0.00777171	0.163007	0.0181126	0.0757827	0.0446523	0.0526809	0.0681022	0.0684585	0.00985324	0.0384978	0.113381	0.00303553	0.0272547	0.113793	0.0252818	0.013995	0.0747644	0.10461	0.0725554	0.0859495	0.0479124	0.141086	0.0150789	0.0174521	0.0298512	0.0277914	0.0509506	0.0521363	0.0280463	0.114526	0.00628582	0.00742035	0.0544923	0.00906459	0.0711322	0.0146984	0.0329832	0.0642272	0.0785443	0.00404101	0.0412835	0.0296425	0.0295492	0.0117614	0.076335	0.0121283	0.00398553	0.0985243	0.0646323	0.0200784	0.0301125	0.0355401	0.0123068	0.047322	0.0271567	0.0170456	0.0357165	0.156566	0.0605084	0.0279107	0.0705389	0.0052613	0.0114262	0.00685941	0.000117206	0.0055117	0.0139239	0.0105071	0.0110659	0.00469532	0.0239507	0.00573856	0.00939102	0.00718144	0.0226925	0.000500281	0.039923	0.00982992	0.00025616	0.0275315	6.71691e-05	0.0109027	0.0072068	0.0404943	0.0133357	0.00199349	0.0246117	0.0126652	0.00175062	0.0285679	0.00248587	0.00452314	0.0157594	0.0228609	0.00691669	0.0166694	0.044357	0.00375005	0.0137261	0.0738416	0.132924	0.0201555	0.0123896	0.128203	0.00428721	0.0144298	0.00257703	0.00765817	0.000787941	0.0177314	0.0128362	0.0103796	0.00637048	0.00157896	0.0177881	0.0125461	0.0197596	0.0166694	0.0201488	0.0447156	0.0434807	0.0395252	0.48721	4.340737	4.332929
4260	-11154.26	-11162.73	8.460716	0.131621	0.0609383	0.018303	0.00355166	0.140284	0.00838386	0.0855018	0.0265885	0.0415963	0.0483694	0.056351	0.00886618	0.027442	0.0646132	0.0137977	0.0425036	0.122262	0.0327799	0.0137921	0.0873113	0.110854	0.0740182	0.0681944	0.0343689	0.163912	0.0119128	0.0083461	0.03022	0.048556	0.0841894	0.126442	0.0351637	0.112354	0.00981697	0.0164954	0.0361538	0.00497738	0.0420246	0.0163585	0.0332305	0.0962208	0.0791587	0.00307728	0.0726953	0.0369319	0.0302549	0.00521283	0.0636512	0.0121794	0.00127342	0.171676	0.0637798	0.0147628	0.0329177	0.0395612	0.0075403	0.0460104	0.0339672	0.0260216	0.0221653	0.141764	0.0684727	0.0363722	0.0760008	0.00476673	0.0226999	0.00407703	0.000340024	0.00415628	0.0033738	0.00643656	0.00950748	0.00344837	0.0118375	0.00457119	0.0022034	0.0150991	0.0203477	0.000338975	0.0470302	0.0166048	0.00102439	0.0177286	0.0001441	0.00381756	0.00322686	0.0387942	0.0118623	0.00499024	0.0146156	0.014913	0.000795344	0.025508	0.00152267	0.006188	0.0162336	0.0376664	0.018949	0.0156676	0.0549469	0.00384137	0.0125274	0.0415099	0.12485	0.019346	0.0196854	0.14352	0.00526738	0.0134872	0.00568831	0.0151962	0.000442364	0.0247929	0.00562086	0.00927585	0.00888772	0.00463111	0.0237974	0.0195527	0.0163603	0.00690135	0.0157817	0.0516617	0.0381499	0.0431935	0.4902102	4.335089	4.423515
4270	-11135.57	-11145.42	9.850111	0.126492	0.0715781	0.00903964	0.00236323	0.141279	0.0186089	0.046999	0.0439988	0.0440385	0.0478171	0.0737011	0.0065435	0.0358617	0.0371031	0.00749865	0.0359906	0.109383	0.0359322	0.0148987	0.0909418	0.0985954	0.0705	0.0659451	0.0376159	0.160953	0.0106646	0.0103397	0.0259784	0.0386005	0.0932679	0.0562431	0.0408684	0.123497	0.0135609	0.00712803	0.0419398	0.0106494	0.0331684	0.00672505	0.0370846	0.0835885	0.112592	0.00261843	0.0545964	0.0170184	0.0425921	0.00948831	0.0638658	0.0253672	0.00399663	0.107908	0.071623	0.0150058	0.0390956	0.0371364	0.0115894	0.043067	0.0329643	0.0207842	0.0453485	0.136551	0.0414265	0.0380926	0.0741522	0.00552502	0.0110607	0.00488284	0.000192523	0.0039111	0.00400609	0.0124125	0.00777811	0.0047109	0.0261289	0.00933658	0.000860728	0.00947738	0.0251006	0.000257198	0.04023	0.0212808	0.0012793	0.0322547	0.00290636	0.00123543	0.0013219	0.0208216	0.00497586	0.00194347	0.0241367	0.019699	0.00107451	0.0175815	0.00344318	0.0035968	0.00981199	0.0268732	0.0204201	0.0176525	0.0591649	0.00370245	0.0160924	0.0471777	0.130336	0.0332114	0.0119004	0.1715	0.00793445	0.0265483	0.00974148	0.0133666	0.000253203	0.0168503	0.0040803	0.00499638	0.00558602	0.00671009	0.0222811	0.00540616	0.0179799	0.00965188	0.0062368	0.0678351	0.0346792	0.0393123	0.4846774	4.335089	4.284576
4280	-11137.28	-11147.1	9.825841	0.139712	0.045299	0.00517549	0.00350122	0.147578	0.0300025	0.0623078	0.0441519	0.0526236	0.0531983	0.0662976	0.013948	0.0253636	0.0441308	0.0127617	0.0221445	0.138696	0.0216714	0.0124391	0.0808395	0.129616	0.0656793	0.0695292	0.0422854	0.147124	0.0100745	0.00835344	0.0234958	0.0348553	0.0417562	0.0627954	0.0443702	0.10905	0.0138543	0.0089955	0.0421066	0.0106949	0.0766635	0.0128031	0.0299515	0.0965397	0.0867393	0.00321395	0.0741642	0.0215705	0.0545499	0.0105296	0.0623466	0.00726646	0.00369712	0.123972	0.0604069	0.0104372	0.0505101	0.0520152	0.0132528	0.0517643	0.0270071	0.0261461	0.0466983	0.160523	0.0570715	0.0417481	0.0566923	0.00589288	0.0091146	0.00430122	0.00211757	0.00775896	0.00556967	0.00932419	0.00437122	0.00238024	0.0300684	0.00767259	0.00127168	0.0112561	0.0225582	0.00027663	0.0338742	0.00759177	0.00094949	0.0251353	0.00811452	0.00750285	0.00425649	0.03357	0.00800222	0.00118898	0.0140747	0.0130761	0.000339762	0.0112341	0.00250143	0.00127302	0.0211693	0.0303302	0.0192458	0.00655788	0.0638826	0.00350211	0.0293083	0.0471777	0.117161	0.0253444	0.0137296	0.158739	0.00274611	0.00727874	0.0126559	0.0102547	0.000397184	0.0174918	0.0121039	0.00846571	0.00279597	0.00621093	0.0161187	0.00407498	0.0134126	0.00320992	0.00448259	0.0680504	0.0263121	0.0277534	0.4903422	4.901301	4.281341
4290	-11146.39	-11157.38	10.98816	0.127041	0.0798395	0.00674947	0.00730025	0.17255	0.0307288	0.071617	0.0370658	0.038428	0.0556853	0.0724997	0.0183021	0.0341386	0.0477649	0.00992024	0.0225477	0.101301	0.0307965	0.0109903	0.0811421	0.0922243	0.0774239	0.0854434	0.0562087	0.134108	0.0118116	0.0176645	0.0346176	0.030357	0.0244185	0.0183871	0.0409297	0.0983024	0.00979876	0.00619294	0.0532137	0.00530135	0.0626545	0.00803744	0.0193678	0.0848521	0.104703	0.000946856	0.0631877	0.0337762	0.0478582	0.0148064	0.0656708	0.00800317	0.00273209	0.125511	0.0628148	0.0136127	0.0424234	0.0278773	0.00709172	0.0384344	0.0217507	0.0230659	0.0625828	0.141494	0.0559704	0.0531848	0.0480091	0.00493111	0.0102316	0.00776245	0.00156788	0.00253945	0.00602879	0.00843693	0.00654004	0.00288129	0.0379101	0.00638099	0.000836448	0.00417202	0.0218239	0.000412312	0.0314711	0.0252337	0.000916541	0.0303099	0.00334595	0.00478028	0.00663722	0.0287101	0.00997813	0.00101574	0.025309	0.0185164	0.00047192	0.0226873	0.00416372	0.00238951	0.00961394	0.0473843	0.0216494	0.00217028	0.061953	0.00339884	0.00911033	0.0463509	0.0943438	0.0140827	0.00843374	0.134768	0.00664686	0.0160927	0.010251	0.0133871	0.00106349	0.0193122	0.0127766	0.0153241	0.00286075	0.00823446	0.0145848	0.00246733	0.0137266	0.00946548	0.00822734	0.0660369	0.0426313	0.0253242	0.4821525	4.082683	4.173295
4300	-11141.27	-11151.21	9.937313	0.128303	0.054675	0.00527879	0.00178896	0.124115	0.0227768	0.0591038	0.0510173	0.0419116	0.0574304	0.0832787	0.0130947	0.0311338	0.0331597	0.0045028	0.0330089	0.124073	0.0284205	0.0209868	0.0932184	0.114661	0.0842156	0.0930121	0.0540949	0.133858	0.0149924	0.0088987	0.0257824	0.0298595	0.0573922	0.00211046	0.0233609	0.11765	0.00871614	0.00632596	0.042503	0.0229926	0.0377	0.00891219	0.0476294	0.0745358	0.0951984	0.00270861	0.0713501	0.0178602	0.0403019	0.0103009	0.0856112	0.00672986	0.00140243	0.116769	0.0781981	0.0191126	0.068323	0.0364732	0.0141557	0.0420229	0.0477995	0.0129307	0.0439869	0.187083	0.0450433	0.0450609	0.0728075	0.00321204	0.015237	0.0100633	0.00293745	0.00207823	0.00625431	0.00668776	0.00710466	0.00131627	0.0181197	0.00764207	0.00140075	0.0102536	0.0313341	0.000322042	0.0176955	0.0133919	0.000534202	0.0376144	0.000606445	0.0121115	0.0053352	0.0400078	0.00954895	0.00432522	0.0272278	0.0161368	0.000177221	0.0277831	0.0053463	0.00231355	0.0159389	0.0401383	0.0150748	0.0082289	0.0434102	0.00588397	0.00954189	0.0603566	0.119567	0.0127203	0.00821105	0.138582	0.0161484	0.00953149	0.00912293	0.00815447	0.000828532	0.0196142	0.0102528	0.00931962	0.00573396	0.00415299	0.0174731	0.00748771	0.0256534	0.0120503	0.0113648	0.0482892	0.0403205	0.0193979	0.4922472	4.082683	4.27838
4310	-11148.76	-11157.84	9.079961	0.110998	0.0426502	0.0135068	0.00422953	0.123625	0.0190235	0.06897	0.0466122	0.0587445	0.0360449	0.0663419	0.0150718	0.0172121	0.0795612	0.00183822	0.0436562	0.149338	0.0562837	0.0122174	0.103006	0.125082	0.077602	0.0704039	0.0419148	0.12927	0.0247012	0.00912783	0.0264784	0.0356759	0.100296	0.0099535	0.0374692	0.0939549	0.00956647	0.00454838	0.034159	0.017102	0.0758223	0.00925139	0.0233982	0.0772859	0.104226	0.00395413	0.0775261	0.0185565	0.029625	0.00765808	0.0642971	0.0214834	0.00462168	0.136253	0.0506548	0.011344	0.0406381	0.0312568	0.0106939	0.0418404	0.0232686	0.0238058	0.0428157	0.161389	0.0487303	0.0374816	0.0623711	0.00345777	0.00571149	0.00707084	0.00265016	0.000892233	0.00138424	0.010153	0.0055279	0.00225752	0.0204368	0.0136531	0.00469684	0.0181552	0.0235031	0.000215313	0.0505635	0.0195176	0.000650567	0.0456464	0.00161152	0.00787076	0.00791558	0.0400672	0.00693005	0.00653191	0.0240993	0.0193969	0.000396588	0.0311962	0.00500339	0.00398228	0.016559	0.0328938	0.0262268	0.00484839	0.0535069	0.00692816	0.00856888	0.0653529	0.114111	0.0309569	0.00813396	0.143909	0.0145925	0.0233599	0.00876477	0.00969224	0.000234174	0.0209408	0.0131775	0.00770855	0.00925297	0.00355193	0.0170403	0.0125655	0.0179851	0.00676015	0.012507	0.0639163	0.0371678	0.0226184	0.4922472	4.348071	4.361461
4320	-11152.17	-11161.23	9.053086	0.157285	0.0557406	0.00384769	0.00228829	0.129133	0.0404162	0.0765677	0.0426958	0.0777653	0.0529232	0.0421338	0.0104162	0.0341051	0.0415244	0.00169322	0.0293213	0.106096	0.0312248	0.0148557	0.0742488	0.0903762	0.0828185	0.078063	0.0561833	0.137295	0.0245215	0.00793863	0.0324286	0.0313516	0.0192907	0.00330006	0.0428331	0.122519	0.00341544	0.00556785	0.0367535	0.0151786	0.0818465	0.00976298	0.0269965	0.0612671	0.0822865	0.00270317	0.0674378	0.0270188	0.0476802	0.00888677	0.0842583	0.0245442	0.00902771	0.172136	0.0777922	0.0109952	0.0429751	0.0313222	0.0109596	0.0380094	0.0394725	0.022688	0.04651	0.169747	0.0488991	0.0448616	0.0672114	0.00358521	0.0051097	0.00895481	0.00123371	0.000971362	0.00121561	0.0180441	0.0096828	0.00392092	0.032367	0.0146939	0.00516866	0.0137021	0.0200863	0.000364188	0.0461952	0.0129758	0.000582668	0.0205187	0.00327003	0.00565892	0.00226341	0.0292497	0.00797965	0.00302878	0.0257337	0.0214027	0.00474661	0.0232518	0.00912763	0.00370471	0.0183192	0.0243003	0.0146799	0.0151419	0.0654776	0.0037732	0.0121021	0.0588528	0.117447	0.0256723	0.00834613	0.140963	0.0131235	0.0251805	0.0129597	0.0110837	0.000789007	0.0172141	0.0116642	0.0139745	0.0106518	0.00497916	0.0429189	0.00644216	0.0333708	0.0125554	0.0164628	0.0568569	0.0106514	0.0251607	0.4783939	4.631235	4.361317
4330	-11162.7	-11169.86	7.161881	0.161362	0.0579316	0.00411282	0.00232266	0.159673	0.056825	0.0683193	0.026652	0.0456463	0.0411225	0.0734585	0.00642414	0.0173589	0.23954	0.00106889	0.0370957	0.108407	0.0219756	0.0149186	0.0713448	0.0695459	0.0710265	0.0791378	0.0426475	0.151103	0.014399	0.0173265	0.0296327	0.0342917	0.0889503	0.00230898	0.040001	0.122031	0.00140465	0.00883628	0.0400464	0.0274903	0.0618348	0.0102293	0.0290771	0.0944797	0.0962423	0.00252997	0.0757703	0.0434516	0.0305803	0.00834629	0.0839094	0.0258893	0.0136925	0.0953044	0.0640859	0.020093	0.0393891	0.0452107	0.00901593	0.0472234	0.0366871	0.0212155	0.0426061	0.18313	0.0423322	0.0261562	0.0718456	0.0113726	0.0103638	0.00934751	0.00417317	0.00144342	0.00271042	0.00650178	0.0124052	0.00323067	0.0301901	0.0095844	0.00409135	0.00766514	0.020451	0.00226819	0.0354982	0.0217588	0.000474855	0.0263837	0.00725006	0.0045391	0.00227986	0.0433165	0.00995813	0.00285733	0.0493572	0.00980095	0.000915869	0.0312288	0.0166214	0.00587721	0.0165074	0.0178426	0.0154769	0.0158177	0.0489156	0.00688063	0.018073	0.0533822	0.134148	0.0146276	0.00770584	0.114209	0.013018	0.0159347	0.0233481	0.00969663	0.0013995	0.0234442	0.00860241	0.0103142	0.0159927	0.00864063	0.0198757	0.0064921	0.0210079	0.0248808	0.00987774	0.061164	0.0101168	0.0255218	0.4857439	4.38509	4.552899
4340	-11138.83	-11147.06	8.235453	0.108505	0.0467255	0.00825395	0.00301156	0.153233	0.0411384	0.0766849	0.0255484	0.0321017	0.0342674	0.0781252	0.0104357	0.0294333	0.402798	0.00112426	0.0367438	0.120357	0.0351357	0.0119857	0.061731	0.0957706	0.0715696	0.0709858	0.0365408	0.161641	0.0206229	0.0129518	0.0312645	0.0568903	0.0499514	0.00469231	0.0367699	0.11169	0.00719754	0.015433	0.0258523	0.0179768	0.0519231	0.0120306	0.0362521	0.0932784	0.0747445	0.00534689	0.0444074	0.0222521	0.045457	0.0117137	0.0616354	0.0168955	0.00712094	0.108789	0.061796	0.0116893	0.04018	0.0335987	0.00713259	0.0324287	0.0237125	0.0364016	0.0304757	0.165455	0.0626279	0.0420977	0.0538779	0.00555535	0.0066656	0.00882818	0.00667856	0.00150929	0.00539152	0.00559465	0.00560822	0.00213666	0.0195681	0.00530488	0.00195647	0.00469882	0.0153164	0.000830379	0.0356497	0.0276268	0.000915598	0.0169481	0.00525439	0.0143935	0.00624325	0.0369152	0.00552354	0.00153371	0.0295598	0.0221814	0.00121276	0.0245551	0.00434074	0.00503189	0.0132895	0.0257331	0.0108513	0.0157665	0.055071	0.00572939	0.0148783	0.057428	0.123689	0.0246219	0.0131525	0.126536	0.0209345	0.0124996	0.00437099	0.0121142	0.000754268	0.0216953	0.00969137	0.0103794	0.00839416	0.0114178	0.0117412	0.00294195	0.0140653	0.01332	0.011617	0.0474642	0.0316792	0.042294	0.4813167	4.328319	4.446109
4350	-11152.88	-11158.52	5.647342	0.123817	0.0596806	0.0105152	0.0055962	0.148742	0.016398	0.0707461	0.0412507	0.0382662	0.0523062	0.0560777	0.00818954	0.0137969	0.347764	0.0014671	0.0331916	0.130126	0.0171723	0.0131836	0.0790686	0.107572	0.0757377	0.104918	0.0488081	0.123801	0.010548	0.0138015	0.0299233	0.0382369	0.0185596	0.00208102	0.0331492	0.170805	0.00800719	0.0125256	0.0483014	0.00545701	0.043571	0.0092492	0.0348933	0.118182	0.0848751	0.00174666	0.0864816	0.0231729	0.042454	0.0105327	0.0516592	0.0197523	0.00336015	0.13353	0.0527772	0.0168357	0.0447764	0.0464722	0.00544732	0.0482672	0.0460715	0.0246043	0.0473347	0.191088	0.0495053	0.0431703	0.0608378	0.00849673	0.0073272	0.00675508	0.00329995	0.00234456	0.00921504	0.00590785	0.00572357	0.00306476	0.0335324	0.00521608	0.00448446	0.00655828	0.0394792	0.000569723	0.0262666	0.0266681	0.00264685	0.0300213	0.00699015	0.0220358	0.00651809	0.0472185	0.00334552	0.00160583	0.0336518	0.0143722	0.00107513	0.0202898	0.0147627	0.00644194	0.00744491	0.0240332	0.00648069	0.0202219	0.0546632	0.00460174	0.00543477	0.052608	0.145011	0.0278505	0.00986137	0.150847	0.00792357	0.017362	0.0044307	0.00757627	0.000536684	0.0188946	0.0100688	0.015899	0.0203272	0.0122088	0.0110038	0.00926524	0.0163654	0.0234187	0.00985219	0.0656654	0.0394644	0.0377147	0.4812739	4.504693	4.703157
4360	-11149.87	-11156.98	7.11304	0.124619	0.0673197	0.00263352	0.00517595	0.16311	0.0194372	0.0893407	0.038246	0.0467794	0.0420394	0.0724707	0.00763773	0.027149	0.290126	0.00151204	0.020676	0.134275	0.040782	0.0134565	0.0757592	0.136219	0.0608785	0.0529808	0.0694982	0.132031	0.0154047	0.0115633	0.0311375	0.0333473	0.0918658	0.00288339	0.0436858	0.176673	0.00698807	0.0163316	0.0515745	0.00537381	0.0581601	0.00784337	0.0258953	0.102611	0.075529	0.00348424	0.0566772	0.0302062	0.0337046	0.0106437	0.0701395	0.0143219	0.00423465	0.100802	0.0636781	0.0185219	0.0499055	0.0356146	0.00984885	0.0381619	0.0482436	0.010636	0.0504188	0.169368	0.0622882	0.0306168	0.0489769	0.00622963	0.00803441	0.0105675	0.00599504	0.00512435	0.00145856	0.0060858	0.00322614	0.00226464	0.0304369	0.00351347	0.00637522	0.0199499	0.0151741	0.00201592	0.0238967	0.0217074	0.00375121	0.0238168	0.0037647	0.00393296	0.00713018	0.0375518	0.00178652	0.000585325	0.0227574	0.0212128	0.00019151	0.0314869	0.00975805	0.00629313	0.0148364	0.0193723	0.0159759	0.00797198	0.045786	0.00582751	0.00732002	0.0328014	0.138966	0.0255249	0.00991865	0.121183	0.00667461	0.0148283	0.00473202	0.0149736	0.00103953	0.0282446	0.0130787	0.00983562	0.00819712	0.00957277	0.0128635	0.00341972	0.0170916	0.0208047	0.0150053	0.045244	0.036012	0.0545434	0.477535	4.24008	4.559233
4370	-11142.91	-11151.37	8.460655	0.0976898	0.0685173	0.00776009	0.00629711	0.12722	0.0222868	0.0773581	0.0417511	0.0384615	0.0371722	0.0632964	0.00757306	0.0254654	0.0616347	0.00284382	0.036278	0.107478	0.0306445	0.0152063	0.0683928	0.091983	0.0489764	0.0875825	0.0596486	0.127789	0.0193536	0.00831629	0.0201924	0.0489743	0.277136	0.00110548	0.0465671	0.145898	0.0146559	0.00714592	0.0417102	0.00212804	0.0470569	0.0158133	0.0341892	0.0930543	0.120464	0.00531271	0.0636693	0.0239426	0.0423854	0.00627996	0.0603034	0.0201212	0.00194602	0.113418	0.0729585	0.00946125	0.0490431	0.0394442	0.00419855	0.03717	0.0351912	0.0268053	0.0247391	0.168897	0.0499286	0.0289913	0.07198	0.0134754	0.00971884	0.0192213	0.00406498	0.00421421	0.00246062	0.0109913	0.00620677	0.00202403	0.015517	0.00237716	0.0138476	0.0109503	0.0227785	0.00552063	0.0384028	0.0133417	0.00258054	0.0202649	0.00426329	0.00636295	0.0053877	0.0460617	0.00547157	0.000261177	0.0202157	0.0169119	0.000634362	0.0213047	0.00860516	0.00239522	0.00614315	0.0277837	0.0168079	0.0122019	0.068658	0.00685028	0.0215821	0.0402392	0.134673	0.0146952	0.00657788	0.121426	0.0195458	0.0124249	0.00837186	0.0150956	0.00132435	0.0175048	0.0158156	0.0169089	0.00764834	0.003907	0.0241282	0.00259187	0.0278812	0.0218899	0.00804294	0.0487457	0.0321941	0.0472982	0.4924334	4.282761	4.424045
4380	-11142.47	-11150.39	7.926171	0.140265	0.050984	0.00662851	0.00930198	0.153961	0.033534	0.0816468	0.0498808	0.0368339	0.063317	0.0551887	0.0117778	0.0262022	0.0361556	0.00471327	0.0343189	0.128242	0.0361805	0.00777147	0.0793078	0.122376	0.0516109	0.0594433	0.0456114	0.157997	0.0226952	0.0100827	0.0224674	0.0306669	0.218524	0.000993855	0.0458289	0.105172	0.0120138	0.0100731	0.0364627	0.00263372	0.066858	0.0167199	0.0338517	0.0987906	0.101909	0.00382718	0.0624967	0.0252933	0.0336276	0.00920413	0.0703149	0.0133127	0.00600009	0.121167	0.0556467	0.00558133	0.0374677	0.0373012	0.0155005	0.0415955	0.0416058	0.0222663	0.0519854	0.183389	0.0375438	0.028622	0.0818281	0.0102816	0.00652898	0.0125381	0.00340338	0.00563285	0.00624028	0.00970631	0.0100303	0.00188969	0.0237558	0.00735436	0.00567901	0.0156307	0.0203809	0.00532992	0.0406328	0.0239898	0.00331408	0.0303635	0.0029389	0.00808467	0.00608342	0.045948	0.00780387	0.000501453	0.0300652	0.00804238	0.000760516	0.0301622	0.00992242	0.00736345	0.00759291	0.0479831	0.0131312	0.00448851	0.0409156	0.005227	0.0148288	0.039433	0.106669	0.0194543	0.0143641	0.160861	0.0110286	0.0084783	0.00660896	0.0194062	0.00133713	0.01764	0.0172843	0.013562	0.0149684	0.00820216	0.0125826	0.00198956	0.0146071	0.0165921	0.0127045	0.0588991	0.0317437	0.0299789	0.4957159	4.282761	4.477493
