Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	disc_rates[1]	disc_rates[2]	disc_rates[3]	disc_rates[4]	gamma	gene_alpha	gene_rate[1]	gene_rate[2]	gene_rate[3]	gene_rate[4]	gene_rate[5]	gene_rate[6]	gene_rate[7]	gene_rate[8]	gene_rate[9]	gene_rate[10]	gene_rate[11]	gene_rate[12]	gene_rate[13]	gene_rate[14]	gene_rate[15]	gene_rate[16]	gene_rate[17]	gene_rate_var	kappa	rate_var	TL
410	-190080.5	-190074.1	-6.416942	0.5838197	0.0724274	0.0616406	0.171932	0.0773647	0.123267	0.0940614	0.135839	0.0852807	0.0439771	0.11417	0.131065	0.0435458	0.0962087	0.103518	0.0064211	0.111781	0.051257	0.215284	0.011362	0.0540249	0.10268	0.0574531	0.0508177	0.110276	0.0522959	0.114298	0.0914885	0.151795	0.285963	0.0802939	0.0997995	0.0217188	0.242989	0.040633	0.491786	0.105495	0.0923978	0.00578609	0.203745	0.0598308	0.0430682	0.505059	0.062223	0.0065855	0.003601	0.012933	0.0219167	0.00116433	0.023286	0.0126158	0.00209668	0.0129604	0.0656984	0.00244238	0.00507731	0.0151125	0.0130455	0.00235118	0.0522005	0.00924324	0.00536476	0.0340419	0.0117589	0.0164156	0.0150304	0.000840316	0.0130041	0.00424216	0.0388473	0.0250034	0.0326491	0.0225507	0.00669802	0.0116837	0.0118727	0.0386994	0.00386899	0.035095	0.00804224	0.00575312	0.0104285	0.0497889	0.303158	0.872834	2.77422	0.5513918	6.199811	0.815226	0.737481	0.557709	0.684417	0.488556	0.513971	0.73108	0.723779	0.64388	0.904323	0.738755	0.536405	1.17181	0.718509	0.656297	1.07359	1	0.1612953	4.612093	1.712858	5.490541
420	-190034.1	-190028.6	-5.498845	0.5838197	0.0766026	0.0640464	0.167415	0.0773647	0.119286	0.0959288	0.144536	0.0764529	0.0428888	0.110036	0.134937	0.0450204	0.0937898	0.0942349	0.00741124	0.118995	0.0486578	0.216552	0.00966743	0.0505644	0.0966478	0.0571634	0.0568644	0.11049	0.0534816	0.117366	0.0833446	0.14737	0.269294	0.0797063	0.100261	0.0258969	0.244355	0.0435707	0.449218	0.107519	0.101981	0.0060942	0.199712	0.0610444	0.0437529	0.461416	0.0623936	0.00639562	0.00366246	0.0130876	0.0191033	0.000899928	0.020097	0.00924636	0.00170348	0.0107904	0.067713	0.00110693	0.00608711	0.0134911	0.0156153	0.00218652	0.0511808	0.0127341	0.00447912	0.0385182	0.0137238	0.0138294	0.0189718	0.00150157	0.011412	0.00486956	0.0351184	0.023333	0.0328309	0.0201298	0.00507452	0.0152087	0.0118173	0.0369486	0.00271619	0.0329512	0.00969697	0.00586988	0.00836085	0.0497889	0.303158	0.872834	2.77422	0.5496542	5.407602	0.775612	0.745024	0.543632	0.66739	0.473993	0.560795	0.736234	0.703645	0.594147	0.827854	0.743743	0.54225	1.19086	0.728691	0.688482	1.06534	1	0.1849249	4.599375	1.712858	5.375793
430	-189962.9	-189960.3	-2.610609	0.5838197	0.0810286	0.0587563	0.164792	0.0739953	0.121804	0.087089	0.130442	0.0661606	0.0443534	0.111943	0.129405	0.0426017	0.0920983	0.0940686	0.00601126	0.105375	0.0527072	0.199629	0.0106955	0.0522292	0.0994953	0.051109	0.0527768	0.107496	0.051495	0.106218	0.0851745	0.141454	0.289916	0.0719581	0.0986505	0.0213141	0.235375	0.0381442	0.398613	0.101837	0.0927808	0.00440304	0.192689	0.0508183	0.044566	0.406914	0.068146	0.0063786	0.00478137	0.0169388	0.0191685	0.00136772	0.0167623	0.00943139	0.00187466	0.0115623	0.0613088	0.000889111	0.00600224	0.0111808	0.0164514	0.00307767	0.0513986	0.0219722	0.00405443	0.0308813	0.0116181	0.0142537	0.0159985	0.00143841	0.0112432	0.00546182	0.0331655	0.0184353	0.035265	0.0192869	0.00510202	0.0121136	0.0143283	0.041991	0.00182119	0.0272031	0.0163711	0.0044339	0.011724	0.0497889	0.303158	0.872834	2.77422	0.5495011	6.211777	0.659325	0.794349	0.624185	0.754886	0.484716	0.573826	0.817745	0.696917	0.651843	0.813077	0.758859	0.556184	1.217	0.722846	0.728235	1.21657	1	0.1609845	4.60702	1.712858	5.133266
440	-189880.5	-189880.3	-0.223979	0.5838197	0.0691453	0.059929	0.156118	0.0695942	0.119292	0.0841807	0.126409	0.0752604	0.0442756	0.105739	0.121096	0.0427962	0.0844116	0.0868145	0.0062983	0.108268	0.0459454	0.205581	0.0101961	0.0491998	0.0929857	0.0480373	0.0504313	0.115788	0.0449884	0.113632	0.0845858	0.153173	0.256006	0.0804351	0.0959294	0.0227576	0.209801	0.0281944	0.367933	0.0895986	0.10022	0.0039128	0.186972	0.054232	0.041124	0.370416	0.0570724	0.0072777	0.00707453	0.0115584	0.020625	0.00132341	0.02142	0.0102052	0.00209175	0.0101476	0.0635068	0.00110381	0.00666347	0.0122113	0.014937	0.00178311	0.0498574	0.0273383	0.00459161	0.0322645	0.0127264	0.0127109	0.0164624	0.00168144	0.0114861	0.00584029	0.0336069	0.0188594	0.0337724	0.0187724	0.00588274	0.0135588	0.0105304	0.0342188	0.00179194	0.0288377	0.0139329	0.00593669	0.00875835	0.0497889	0.303158	0.872834	2.77422	0.546121	9.026573	0.751447	0.769301	0.550702	0.70845	0.527464	0.53575	0.828868	0.722518	0.692066	0.90486	0.827387	0.606123	1.1869	0.721784	0.707455	1.26995	1	0.110784	4.479094	1.712858	4.934125
450	-189666.2	-189669.4	3.178694	0.5988142	0.0669682	0.0578731	0.153687	0.0708376	0.106871	0.0800806	0.120738	0.0737059	0.0355589	0.101623	0.11887	0.0411889	0.0844479	0.0827521	0.00647937	0.108589	0.0481313	0.176308	0.00892114	0.0493324	0.0872604	0.0502908	0.047061	0.10897	0.0452787	0.100299	0.0840974	0.138812	0.252578	0.0728163	0.0941423	0.0189789	0.208074	0.0386317	0.31832	0.0857741	0.0888813	0.00542503	0.19735	0.0544166	0.041106	0.29394	0.0595177	0.00411539	0.00675806	0.0139883	0.017604	0.00127852	0.0161609	0.00987701	0.00227564	0.0132177	0.0607519	0.00091797	0.0056126	0.012341	0.0149044	0.00148866	0.0431728	0.0441926	0.00448977	0.0328285	0.0115793	0.0140155	0.0155773	0.00169154	0.0116796	0.00659765	0.0295708	0.0203272	0.0292939	0.0193206	0.00527323	0.0113745	0.0127228	0.0333148	0.0019652	0.0278347	0.013042	0.0054538	0.00692205	0.0528636	0.311612	0.880713	2.75481	0.5457456	8.347112	1.02221	0.811103	0.66009	0.767191	0.548149	0.579226	0.84734	0.763181	0.648852	0.921421	0.854096	0.538885	1.30828	0.826673	0.802175	1.18744	1	0.1198019	4.601041	1.669967	4.668516
460	-189398.1	-189405.7	7.605509	0.5988099	0.0705454	0.0526997	0.153369	0.0648362	0.101802	0.0759285	0.121109	0.0679638	0.0408657	0.0955858	0.109325	0.0398105	0.0844479	0.0837106	0.00588147	0.0967161	0.0441817	0.175306	0.00998936	0.0492174	0.0878304	0.0479842	0.0449537	0.0971883	0.0428857	0.0939022	0.0719384	0.127785	0.239952	0.07147	0.0866678	0.0197999	0.189039	0.0343342	0.200329	0.0888857	0.0818399	0.00467716	0.173401	0.0511381	0.036141	0.229409	0.0462026	0.00378626	0.00531059	0.0130165	0.01695	0.0016682	0.0189614	0.00812648	0.00203517	0.00966677	0.0544398	0.000727481	0.00377021	0.0118594	0.0144068	0.0010877	0.0431728	0.0618742	0.00418453	0.031753	0.0114213	0.0110716	0.0191803	0.00145931	0.0101593	0.00449109	0.0306463	0.0217082	0.0290619	0.0165953	0.00460084	0.0112998	0.0110503	0.0353288	0.0018706	0.0292666	0.00835255	0.00546195	0.00606616	0.0528627	0.31161	0.880711	2.75482	0.5528665	15.23855	0.884503	0.875231	0.604358	0.808173	0.537261	0.665815	0.882279	0.836294	0.702044	0.993388	0.872124	0.647768	1.42185	0.84262	0.790628	1.24179	1	0.06562306	4.535686	1.669979	4.286934
470	-189090.9	-189101.4	10.49212	0.5988099	0.0589621	0.0485289	0.139029	0.0596163	0.0984645	0.0733292	0.112782	0.0583167	0.0312354	0.0960198	0.108165	0.0370975	0.0765452	0.0799512	0.00540929	0.100776	0.0439515	0.164729	0.00916484	0.0492174	0.0793386	0.0471335	0.0442664	0.102111	0.0420096	0.0932686	0.0703266	0.122188	0.222165	0.0657008	0.0845876	0.0196314	0.181614	0.037032	0.160436	0.0908294	0.0805911	0.00395086	0.159365	0.0480757	0.0351205	0.175051	0.0475028	0.00434176	0.00630904	0.0130955	0.0160945	0.00169349	0.0179967	0.00964712	0.00222324	0.0101852	0.0496649	0.000593783	0.00373155	0.0116641	0.0110527	0.00107995	0.0396983	0.0896065	0.00361633	0.0284103	0.0116329	0.0119396	0.0162682	0.00137808	0.00948407	0.00390188	0.0320809	0.0178051	0.0275358	0.0159257	0.00561547	0.0117458	0.0094264	0.0326029	0.00125107	0.030445	0.0112724	0.00401055	0.00529242	0.0528627	0.31161	0.880711	2.75482	0.550529	11.2324	1.05509	0.876881	0.584382	0.885725	0.63145	0.648954	0.900809	0.855292	0.746491	1.03286	0.889525	0.65214	1.42506	0.905189	0.894358	1.35394	1	0.08902819	4.540135	1.669979	4.043905
480	-188743.2	-188755.5	12.30272	0.5988099	0.0606605	0.0485289	0.136447	0.0567951	0.101164	0.075644	0.116083	0.0574403	0.031891	0.0861017	0.0917714	0.0351821	0.0706068	0.0756314	0.00639016	0.0936556	0.0383904	0.172279	0.00845629	0.0400757	0.0757601	0.0446751	0.0459219	0.0974807	0.036368	0.0898185	0.0671093	0.121681	0.220384	0.0653396	0.0814988	0.019949	0.181571	0.0326422	0.10968	0.0877807	0.0813925	0.00427428	0.156483	0.0473646	0.034775	0.129095	0.0445205	0.00449288	0.00467965	0.0130885	0.0161545	0.00182813	0.015634	0.0072839	0.00164399	0.0093643	0.0522137	0.000556788	0.00407608	0.0125548	0.0114397	0.000707099	0.0371748	0.135257	0.00304623	0.0288858	0.0106925	0.00960869	0.0168258	0.00111646	0.00877794	0.00439605	0.0312654	0.0178731	0.0218725	0.0148731	0.00427854	0.0102376	0.00750211	0.0317443	0.00101224	0.0262774	0.00879266	0.00335058	0.00633429	0.0528627	0.31161	0.880711	2.75482	0.5437304	16.93321	1.09715	0.974277	0.681286	0.913508	0.631465	0.744798	0.978729	0.913212	0.768093	1.00909	0.977956	0.591553	1.50229	0.908871	0.931357	1.43498	1	0.05905555	4.554502	1.669979	3.875672
490	-188565.1	-188579.3	14.14134	0.6194026	0.0618666	0.0476177	0.131549	0.0598383	0.0898396	0.0715321	0.100539	0.0602333	0.0294093	0.0883585	0.0992003	0.0301834	0.0729669	0.0772843	0.00467249	0.0864269	0.0390896	0.168584	0.00758215	0.0405813	0.0782876	0.0427095	0.0393759	0.0849288	0.0390048	0.0913183	0.0632119	0.117632	0.210535	0.0648731	0.0767141	0.0173835	0.176874	0.0332981	0.101883	0.0750936	0.0688265	0.00326961	0.163824	0.0422782	0.034775	0.0965515	0.0460717	0.00500568	0.00534073	0.0107548	0.0147917	0.00232282	0.0144822	0.00788287	0.00218252	0.00938168	0.0522465	0.000766889	0.00446022	0.0126158	0.0122474	0.000503349	0.0379804	0.169582	0.00289651	0.0284984	0.00917887	0.0109456	0.0146696	0.000795748	0.00755768	0.00428627	0.0269189	0.0187745	0.0243529	0.0179515	0.00308921	0.00970128	0.010447	0.0272205	0.00109849	0.0295911	0.00661851	0.00371144	0.00579933	0.0571329	0.322887	0.890904	2.72908	0.5527706	14.68693	1.07626	0.983612	0.732343	0.913508	0.650011	0.744798	0.976671	0.853735	0.846027	0.914049	0.943077	0.701587	1.5897	0.993481	0.852505	1.45591	1	0.06808773	4.519508	1.614459	3.762725
500	-188399.7	-188415.2	15.50025	0.6194026	0.0593852	0.0469517	0.115883	0.0540487	0.0848949	0.0681997	0.101521	0.0552086	0.0327841	0.08153	0.0933504	0.0331788	0.0659997	0.068254	0.00467406	0.0776537	0.03481	0.163158	0.00695932	0.039914	0.0777647	0.0357557	0.0392918	0.0807339	0.0372536	0.0849153	0.0587644	0.106835	0.198384	0.057902	0.0734172	0.0182575	0.15812	0.0302834	0.0911911	0.0725821	0.0687024	0.00346259	0.15265	0.0413556	0.0312382	0.0766784	0.0473873	0.0048645	0.00569813	0.00948851	0.015508	0.00319402	0.0161909	0.009118	0.00205611	0.0082434	0.0468031	0.000641047	0.00364315	0.0119523	0.0107449	0.000433082	0.0331378	0.250769	0.00408094	0.0220051	0.00815134	0.00907863	0.0133172	0.000736166	0.010013	0.00345678	0.027178	0.0157498	0.022816	0.0159256	0.00252012	0.00935143	0.00885056	0.0293347	0.000841287	0.0247451	0.00801452	0.00353196	0.00473777	0.0571329	0.322887	0.890904	2.72908	0.5442517	26.14569	1.22228	1.07065	0.748718	1.01317	0.627429	0.778551	1.04516	1.00567	0.889189	1.00453	1.10177	0.755021	1.5057	1.02204	1.00706	1.46305	1	0.03824722	4.416278	1.614459	3.608208
510	-188381.8	-188397.7	15.92585	0.6194026	0.0552321	0.0430976	0.128166	0.0566294	0.0876046	0.0634325	0.100235	0.0544562	0.0295826	0.0797427	0.0964135	0.0337487	0.0632204	0.0717744	0.00544628	0.0791147	0.0348255	0.165931	0.00668915	0.0388534	0.0727463	0.039041	0.0390673	0.0829715	0.0369547	0.0769183	0.0611471	0.106324	0.198384	0.0578936	0.0751103	0.0156656	0.158236	0.0269338	0.0876578	0.074369	0.0698207	0.00503258	0.133816	0.0428758	0.0337387	0.0789932	0.0436837	0.00585236	0.00688088	0.0125561	0.0135693	0.00255972	0.013796	0.00741695	0.00126305	0.00991264	0.0439052	0.000493037	0.00331861	0.0118221	0.00988621	0.000322503	0.034325	0.287309	0.00473876	0.0178464	0.00659413	0.010007	0.0112047	0.00047485	0.00997747	0.00360673	0.0261403	0.016233	0.0244114	0.0152739	0.00244594	0.00756317	0.0100425	0.0304906	0.000977676	0.0236627	0.00726117	0.00367836	0.00509262	0.0571329	0.322887	0.890904	2.72908	0.5468715	25.61233	1.12554	1.08862	0.775181	1.00422	0.653408	0.776805	1.04516	0.964569	0.913542	1.11316	1.02197	0.801027	1.56625	0.940075	1.01391	1.4849	1	0.0390437	4.554981	1.614459	3.614489
520	-188374.9	-188389.4	14.50225	0.6194026	0.0513105	0.0444773	0.127177	0.052177	0.0841937	0.0638629	0.0962855	0.0524118	0.0295137	0.0821678	0.090209	0.0345697	0.0643097	0.0701924	0.00431147	0.0813829	0.0342356	0.157089	0.00776144	0.038483	0.0722408	0.0358527	0.0416817	0.0830014	0.0330896	0.0775424	0.0631188	0.108375	0.186507	0.0570836	0.0739359	0.0167762	0.152625	0.0310523	0.0882062	0.070381	0.0678688	0.0038174	0.137078	0.0407689	0.0307045	0.0782899	0.0432889	0.0056752	0.00702153	0.0111768	0.0141244	0.00274398	0.0120565	0.0068589	0.00131206	0.00910172	0.0403933	0.000384592	0.00314747	0.00900858	0.0117619	0.000373095	0.036305	0.293202	0.00460782	0.0187982	0.00902455	0.0104645	0.013187	0.000613817	0.0091791	0.00374092	0.0326209	0.012728	0.0234238	0.0134931	0.00281709	0.00962449	0.00958288	0.0258611	0.00133584	0.0209466	0.00902201	0.00383835	0.00406565	0.0571329	0.322887	0.890904	2.72908	0.5472475	15.06913	1.17809	1.07854	0.75664	1.01416	0.674016	0.812699	1.07603	0.959127	0.927329	1.29743	1.10023	0.718077	1.65867	1.08594	0.928293	1.48259	1	0.06636085	4.549708	1.614459	3.56303
530	-188376.9	-188391	14.09191	0.5997922	0.0575522	0.0459885	0.127394	0.0551361	0.0902394	0.0703813	0.0976383	0.0509707	0.0270434	0.0879096	0.093503	0.0312586	0.0690848	0.0769706	0.00414187	0.0757286	0.0357036	0.154271	0.00825535	0.0376398	0.0727021	0.0377391	0.0369487	0.0874824	0.0361306	0.0845409	0.0646353	0.109354	0.19572	0.0592283	0.0725026	0.019034	0.167819	0.0287239	0.0857798	0.0756188	0.0719182	0.00239248	0.152838	0.0453948	0.0322195	0.0834151	0.0470013	0.00509285	0.00781937	0.0112462	0.0133553	0.0028275	0.0153026	0.00693006	0.00134093	0.00821565	0.0418595	0.000436301	0.00421668	0.0096681	0.0131521	0.000360254	0.0354659	0.307562	0.00335046	0.0197105	0.00857369	0.00975322	0.0136924	0.000895206	0.00990851	0.00380807	0.030166	0.0162233	0.0254835	0.0151691	0.0027766	0.00898998	0.00881334	0.0259381	0.0013818	0.0245345	0.00992738	0.00414778	0.00378793	0.0530652	0.312157	0.881213	2.75357	0.5481678	13.87736	1.10507	1.04938	0.797529	0.909007	0.629253	0.744446	1.03733	0.972183	0.82989	1.10331	1.0562	0.698597	1.66434	0.955897	0.965144	1.39569	1	0.07205981	4.611156	1.667244	3.697832
540	-188374.4	-188388.7	14.36478	0.5997922	0.0534742	0.0424705	0.126965	0.0542019	0.0865642	0.0656995	0.0901054	0.0511575	0.0278257	0.0850733	0.0923182	0.0338032	0.0662067	0.0662834	0.00458015	0.0785881	0.0334923	0.164281	0.00854288	0.0423663	0.0752567	0.0405238	0.036277	0.0833525	0.0394735	0.0845409	0.0650217	0.104162	0.211681	0.0596017	0.0725026	0.0181278	0.155568	0.0288897	0.0874223	0.0728336	0.0676678	0.00309487	0.153294	0.0407175	0.0328153	0.0833364	0.0460413	0.00432807	0.00730219	0.0104816	0.0120445	0.00273922	0.0175206	0.00688845	0.00122794	0.00787462	0.0486857	0.000289782	0.0043623	0.00677163	0.0110013	0.000533733	0.0372168	0.304257	0.00364801	0.0227559	0.00872156	0.00943581	0.0140943	0.00108714	0.00768605	0.00309925	0.0297502	0.0171617	0.0232591	0.0144713	0.00259202	0.00879435	0.0109805	0.0322892	0.00166212	0.0241882	0.0071948	0.00380125	0.00621278	0.0530652	0.312157	0.881213	2.75357	0.5497919	18.27253	1.13444	1.04865	0.824816	0.978105	0.667449	0.744446	1.02038	0.969965	0.863942	1.18768	1.04622	0.703699	1.56296	0.976966	0.936954	1.56899	1	0.05472697	4.513224	1.667244	3.672613
550	-188385.2	-188396.6	11.40762	0.5997922	0.0618435	0.0465387	0.121414	0.0609706	0.0896468	0.0676769	0.102128	0.0535202	0.0320043	0.0874089	0.0939504	0.0362676	0.0683083	0.0725158	0.0049649	0.0843228	0.0357659	0.162637	0.00960021	0.037204	0.0682111	0.0422904	0.0379264	0.0875171	0.0350215	0.0856763	0.064211	0.11711	0.205556	0.0613405	0.075779	0.0186077	0.164744	0.0311077	0.0801988	0.0784957	0.068863	0.00310439	0.15047	0.0427522	0.0321234	0.0887554	0.044655	0.0053081	0.00490435	0.0125889	0.0125908	0.0031114	0.0170752	0.0081356	0.00138346	0.0101431	0.0459735	0.000276916	0.00421806	0.00691424	0.014665	0.000990528	0.036467	0.311364	0.00283155	0.0266482	0.00830245	0.012034	0.0133911	0.000920828	0.00852994	0.00434879	0.0277051	0.0156519	0.0250152	0.0154687	0.00235796	0.0106044	0.010016	0.0267404	0.00189354	0.0221549	0.00817791	0.0034963	0.00559985	0.0530652	0.312157	0.881213	2.75357	0.553458	26.62749	0.958665	1.09062	0.729913	0.950707	0.684114	0.742323	1.02007	0.892162	0.848042	1.22162	1.07186	0.709257	1.7011	0.900813	1.00003	1.49041	1	0.03755517	4.593423	1.667244	3.761205
560	-188371	-188385.5	14.49471	0.5997922	0.0543885	0.0451145	0.122657	0.0519824	0.0934569	0.0701533	0.100375	0.0541147	0.0312181	0.084712	0.0939504	0.0314639	0.0654462	0.0725183	0.00427843	0.076725	0.034348	0.156507	0.00827026	0.0371971	0.0739783	0.0406516	0.0394519	0.0872762	0.037306	0.0811357	0.0603877	0.114558	0.196881	0.0556769	0.0748583	0.0183578	0.16308	0.0315013	0.0843881	0.073016	0.0691855	0.0033999	0.150128	0.0458581	0.0330658	0.0907384	0.0425393	0.00554712	0.00611096	0.00969259	0.0151975	0.00343089	0.0154478	0.00598655	0.000761842	0.00821377	0.046847	0.000295799	0.00358393	0.00456072	0.0113098	0.00126916	0.0327397	0.302873	0.00346286	0.0265861	0.00726338	0.00883838	0.0117451	0.000873331	0.0106292	0.00587337	0.0237908	0.0190241	0.0228928	0.0144294	0.00140224	0.0105941	0.00869925	0.028792	0.00160127	0.0237231	0.00853926	0.00378959	0.00499098	0.0530652	0.312157	0.881213	2.75357	0.5468576	16.57344	1.06419	1.04318	0.812757	0.970493	0.695425	0.774494	1.02958	0.900913	0.840814	1.19431	1.08992	0.755487	1.61416	0.975373	0.944896	1.56572	1	0.06033751	4.580188	1.667244	3.677706
570	-188384	-188399.1	15.10288	0.6041355	0.0573469	0.0443175	0.125074	0.0540557	0.0833227	0.0683013	0.0952041	0.0527788	0.033818	0.0852636	0.0939504	0.0333972	0.0666298	0.0728917	0.00380614	0.0741577	0.0376724	0.159002	0.00688925	0.0362593	0.0682824	0.0460626	0.03863	0.0832096	0.0362492	0.0862285	0.0625419	0.11108	0.199096	0.0584309	0.070826	0.0178703	0.152388	0.0320677	0.0808491	0.0713659	0.0688139	0.00405537	0.154518	0.0426815	0.0339431	0.0764962	0.042194	0.00537713	0.00687691	0.0103594	0.0132698	0.00551131	0.0131794	0.00601736	0.00117941	0.00912165	0.0407621	0.000557672	0.00387691	0.0056361	0.00927704	0.00179442	0.0308478	0.311244	0.00330649	0.024344	0.00833917	0.0110327	0.011366	0.000871737	0.00748008	0.00612005	0.029217	0.0193708	0.0223897	0.0143744	0.00166076	0.00718028	0.0087268	0.0246179	0.00120861	0.0236871	0.00815597	0.00372931	0.00392766	0.0539621	0.314563	0.883414	2.74806	0.5468595	16.86919	1.18353	1.03713	0.782924	0.938405	0.647557	0.777174	1.04931	0.951426	0.854574	1.20024	1.07376	0.673938	1.50663	1.04855	1.03508	1.44575	1	0.05927968	4.601397	1.655258	3.638013
580	-188375	-188388.1	13.02926	0.6041355	0.0528435	0.0439654	0.131405	0.0522588	0.0836984	0.0672398	0.089696	0.0544493	0.0268278	0.0817714	0.0879315	0.0324823	0.0644318	0.0676949	0.00407824	0.0809833	0.0352276	0.162514	0.00762521	0.0347624	0.070827	0.0374519	0.0346661	0.0857451	0.0369532	0.0793465	0.062492	0.116099	0.199096	0.0569944	0.073402	0.0158112	0.157178	0.0278038	0.0843352	0.0748996	0.0681792	0.00341022	0.142948	0.041565	0.031298	0.0761113	0.0416191	0.00456292	0.00607352	0.00981786	0.0135082	0.00525366	0.0190516	0.00630517	0.000888512	0.00852648	0.0407621	0.000538357	0.00320569	0.00612199	0.0113079	0.00201233	0.0362701	0.284622	0.00249826	0.0207698	0.00701366	0.010095	0.011946	0.000861303	0.00892202	0.00519064	0.0297687	0.0186186	0.0234717	0.0152211	0.00218731	0.00857027	0.00713768	0.0291522	0.000988263	0.0205565	0.00715988	0.00370687	0.00304054	0.0539621	0.314563	0.883414	2.74806	0.5482072	8.602278	1.09549	1.07378	0.83449	0.942926	0.668221	0.667986	1.07634	1.02794	0.883924	1.29063	1.07707	0.76237	1.615	0.943721	0.909797	1.56337	1	0.1162483	4.578057	1.655258	3.575823
590	-188390.3	-188404.1	13.76531	0.5883352	0.057294	0.047516	0.127786	0.049952	0.084831	0.0608129	0.0936804	0.0587601	0.0312017	0.0811569	0.0915313	0.0324725	0.0632007	0.0657419	0.00431036	0.0824716	0.0353795	0.153228	0.0075861	0.0358994	0.0716593	0.0409899	0.0368307	0.0775793	0.0370873	0.0848391	0.0582332	0.105329	0.195508	0.0586779	0.070395	0.0152188	0.161741	0.032259	0.0832733	0.0700926	0.071869	0.00383614	0.147171	0.0417458	0.0322936	0.0833023	0.0413473	0.00461429	0.00490576	0.00834579	0.01278	0.00532719	0.0194112	0.00654047	0.00159617	0.00800086	0.0399584	0.000535623	0.00313488	0.00672737	0.012057	0.0020685	0.0337482	0.281128	0.00224816	0.0243668	0.00603285	0.00995709	0.0141133	0.00151897	0.0107344	0.00599243	0.0269659	0.0177999	0.0265119	0.013948	0.00301322	0.00618484	0.00896776	0.0282206	0.000965824	0.0235844	0.00557315	0.00345544	0.00422902	0.0507114	0.305726	0.875249	2.76831	0.5495731	14.87335	1.17771	1.11539	0.850851	1.05639	0.659543	0.813386	1.0153	1.03071	0.889998	1.16299	1.07021	0.719028	1.68257	1.05345	1.07547	1.61315	1	0.06723435	4.63334	1.699711	3.581355
600	-188369.3	-188383.7	14.33404	0.6039565	0.0529487	0.0438802	0.123522	0.0491692	0.084831	0.0647641	0.0934994	0.0497239	0.0317136	0.0811569	0.093329	0.0332694	0.059468	0.0687874	0.00496065	0.080838	0.0340159	0.153183	0.00734224	0.0407689	0.0702339	0.0395415	0.0386408	0.0827187	0.034597	0.0832039	0.0592894	0.109624	0.193425	0.0560351	0.0713173	0.0182284	0.159259	0.0289949	0.0874385	0.0708003	0.0662572	0.00327217	0.150986	0.0359166	0.0332241	0.0807473	0.0442778	0.00382879	0.00628214	0.0091735	0.0121932	0.00406874	0.01427	0.00698302	0.00134558	0.00946725	0.050607	0.000792475	0.00300857	0.00769512	0.0121066	0.00203803	0.0314465	0.288363	0.00185593	0.0207835	0.00730753	0.00951197	0.0098305	0.00142619	0.0086961	0.00368366	0.0250005	0.0161481	0.0226121	0.0139723	0.00190932	0.00817414	0.00852716	0.0270538	0.00169274	0.0205957	0.00759549	0.00395661	0.00436636	0.0539251	0.314464	0.883324	2.74829	0.5427796	24.59194	1.11652	1.055	0.774894	0.99519	0.716385	0.719847	1.06209	0.996123	0.861715	1.11151	1.07629	0.672561	1.61937	1.00064	0.924054	1.57207	1	0.04066373	4.557856	1.655748	3.55757
610	-188362.9	-188378.1	15.12751	0.598741	0.0572405	0.0428045	0.129691	0.0538207	0.082326	0.0649	0.0963767	0.0514156	0.0257658	0.0784737	0.0887689	0.0325798	0.0653043	0.0671819	0.00413504	0.0823937	0.0350435	0.149531	0.00885574	0.0372957	0.07168	0.0344236	0.0357383	0.0819026	0.0379917	0.0822654	0.0611677	0.111831	0.197412	0.0560478	0.0713173	0.0154188	0.153372	0.0272294	0.0830935	0.0708003	0.0679022	0.00410193	0.14647	0.0390424	0.0337405	0.0744304	0.0480013	0.00489931	0.003916	0.0105875	0.0143013	0.00442622	0.0143228	0.00687462	0.00218816	0.00791819	0.0437768	0.00108742	0.00474127	0.00492695	0.0114774	0.00235706	0.0354566	0.297992	0.00261922	0.021957	0.00834435	0.0110001	0.0128537	0.00124043	0.0110268	0.00387418	0.0260825	0.015206	0.0249646	0.0151829	0.00137174	0.00913872	0.0101205	0.0279735	0.00138692	0.0218066	0.00847897	0.00434073	0.00475552	0.0528485	0.311572	0.880675	2.7549	0.547696	21.40203	1.05289	1.07914	0.789037	1.00592	0.642673	0.819359	1.06209	0.962417	0.923386	1.08604	1.01387	0.715152	1.65475	1.08221	0.975576	1.53157	1	0.04672454	4.615207	1.670171	3.574259
