Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	disc_rates[1]	disc_rates[2]	disc_rates[3]	disc_rates[4]	gamma[1]	gamma[2]	gamma[3]	gamma[4]	gamma[5]	gamma[6]	gamma[7]	gamma[8]	gamma[9]	gamma[10]	gamma[11]	gamma[12]	gamma[13]	gamma[14]	gamma[15]	gamma[16]	gamma[17]	gcalpha	gcbeta	gcinvconc	kappa	meangc	rate_var	TL
300	-188832.2	-188861.7	29.56346	0.5765958	0.0641451	0.0429127	0.132109	0.0571772	0.0924236	0.0688188	0.119046	0.0540399	0.0320636	0.0986084	0.0977194	0.0563108	0.0641115	0.0773816	0.00420908	0.0810076	0.0358909	0.176415	0.00857249	0.0404235	0.0784043	0.0383334	0.0415421	0.087695	0.0395188	0.0855216	0.0690704	0.121343	0.203291	0.0617662	0.080235	0.0189286	0.175326	0.0567042	0.0934628	0.0801676	0.0746633	0.00491211	0.15988	0.0463259	0.0344513	0.0837114	0.0284253	0.00836416	0.00151873	0.32516	0.0282663	0.00153983	0.000728388	0.00548195	0.00578553	0.0173521	0.0361754	0.0457222	0.0299816	0.00315542	0.033233	0.0015912	0.00259126	0.0132906	0.00437775	0.00532184	0.00620157	0.00164483	0.0162283	0.00642926	0.0145383	0.000414924	0.00189396	0.0465238	0.00509344	0.00990044	0.00543449	0.00480381	0.0102311	0.00599212	0.0175613	0.00373277	0.0136655	0.00508142	0.0145436	0.0483196	0.29901	0.868892	2.78378	0.587922	0.610055	0.579449	0.459999	0.413374	0.634466	0.479391	0.634877	0.525111	0.638834	0.647637	0.515163	0.564463	0.664472	0.519922	0.622194	0.374828	19.62149	16.08702	0.02800453	4.670125	0.5494907	1.734317	3.926617
310	-188811.9	-188840.7	28.82601	0.5692925	0.059074	0.0443697	0.129044	0.0554176	0.0949049	0.067988	0.10864	0.0514454	0.0295189	0.0976762	0.0973718	0.0584379	0.0656533	0.0700956	0.00458189	0.084387	0.0388281	0.176966	0.00639672	0.0387808	0.0695002	0.0417045	0.0410865	0.087695	0.0363328	0.085052	0.0660448	0.116615	0.198958	0.0571013	0.0783168	0.0156729	0.175616	0.0499073	0.0912941	0.0773155	0.0716155	0.00341756	0.146885	0.0404706	0.0355873	0.0799127	0.0320599	0.00872179	0.00150606	0.31266	0.0271878	0.00142464	0.000709212	0.0043315	0.00512885	0.0156835	0.0363711	0.0479316	0.0305122	0.00344891	0.0309489	0.00141356	0.00256017	0.0132798	0.00512387	0.00585836	0.00963276	0.0033164	0.0122736	0.00688457	0.0129307	0.000454434	0.00176399	0.0476355	0.0047322	0.0112865	0.00540622	0.00337624	0.00973483	0.00396627	0.0159052	0.0041166	0.0140416	0.00475137	0.0162418	0.0468429	0.294766	0.864806	2.79359	0.57627	0.63263	0.562702	0.466565	0.422809	0.669256	0.479391	0.609571	0.538039	0.625773	0.665029	0.491922	0.576714	0.680755	0.520281	0.632404	0.387218	9.866983	8.089615	0.05568984	4.812098	0.5494907	1.756566	3.820992
320	-188811.2	-188842.3	31.13644	0.5692925	0.0580161	0.0437354	0.117601	0.0620223	0.0890521	0.0677169	0.108967	0.0559116	0.0335377	0.0960359	0.0922082	0.0532158	0.0665775	0.0712468	0.00473962	0.0826134	0.0351818	0.176966	0.00996361	0.0393955	0.0685356	0.0382261	0.0427786	0.0911119	0.0360156	0.0872035	0.0652398	0.108889	0.212868	0.0634003	0.0788586	0.016115	0.168331	0.0527092	0.0953673	0.0781433	0.0765822	0.00338477	0.156985	0.0423212	0.0332866	0.074053	0.0315288	0.00708221	0.00105133	0.304382	0.0293319	0.00122222	0.000689567	0.00267964	0.00445061	0.0170136	0.0355475	0.0469793	0.0278091	0.0037093	0.0327183	0.0012029	0.00326668	0.0122513	0.00618161	0.00587345	0.0103723	0.00280364	0.016539	0.00974245	0.0133295	0.000621345	0.00250772	0.0424323	0.00408192	0.00917992	0.00489925	0.00194762	0.00990168	0.00283724	0.0144056	0.00322887	0.0116154	0.00390615	0.0152903	0.0468429	0.294766	0.864806	2.79359	0.55988	0.617401	0.570447	0.471611	0.442214	0.66857	0.479391	0.620639	0.53693	0.605686	0.652177	0.486065	0.567664	0.684755	0.532592	0.633554	0.423364	24.26382	20.6635	0.02225817	4.725618	0.5400683	1.756566	3.809724
330	-188808.6	-188838.7	30.1143	0.5692925	0.056927	0.0448461	0.12874	0.0618719	0.0849452	0.069218	0.115732	0.0587516	0.0277476	0.0979716	0.104341	0.0562746	0.0645294	0.0754154	0.00540323	0.0819974	0.0348322	0.180961	0.0089632	0.0398522	0.0804225	0.0404799	0.0381527	0.0860371	0.0367743	0.0836318	0.069663	0.112942	0.206592	0.0596462	0.0788586	0.016937	0.160754	0.0492268	0.0911502	0.0771343	0.0692728	0.00319162	0.148913	0.0400994	0.0339326	0.0723976	0.0323685	0.00890038	0.00133691	0.293924	0.0272571	0.000771394	0.00100896	0.00237612	0.00447607	0.0161224	0.0349801	0.0417075	0.0275227	0.00487411	0.0299661	0.00119531	0.0017815	0.0119332	0.00636645	0.00530673	0.0109891	0.00364547	0.0161752	0.0107083	0.0141064	0.000520041	0.00193551	0.0433658	0.00269681	0.00946907	0.00503766	0.00165213	0.00826059	0.00294027	0.0190935	0.00337823	0.0108977	0.00555997	0.014871	0.0468429	0.294766	0.864806	2.79359	0.574184	0.600383	0.597236	0.462481	0.432121	0.668118	0.476672	0.618708	0.514198	0.604595	0.663137	0.484456	0.571298	0.669875	0.515613	0.641546	0.438004	11.08346	9.43887	0.04872741	4.740191	0.5400683	1.756566	3.795009
340	-188714.9	-188744.9	30.04563	0.5855133	0.0605099	0.0460332	0.127534	0.0550668	0.0902669	0.0693059	0.125583	0.0580929	0.0296847	0.0972176	0.0983453	0.0535423	0.0717563	0.0755393	0.00445564	0.080833	0.0375881	0.188908	0.00903037	0.0402403	0.0758381	0.0421943	0.0435364	0.0917928	0.0371373	0.0865697	0.0683831	0.123532	0.207753	0.0636931	0.0775924	0.0169575	0.165806	0.0416556	0.0924679	0.0774991	0.07609	0.00354955	0.157099	0.0401815	0.0355343	0.0834909	0.0312982	0.00810787	0.00271555	0.309952	0.0306189	0.000735663	0.00153394	0.00348401	0.00368775	0.0151812	0.0387304	0.0456369	0.0260854	0.00505006	0.029949	0.000854962	0.00112698	0.0113476	0.00611416	0.00466781	0.00965314	0.00418068	0.0148383	0.0091583	0.0130915	0.00107899	0.0018944	0.0463697	0.00197415	0.010291	0.00683745	0.00116892	0.0098512	0.00286058	0.0190801	0.00453385	0.0101602	0.00536248	0.0140233	0.0501345	0.304123	0.873744	2.772	0.563336	0.600226	0.530142	0.471396	0.439449	0.653513	0.485843	0.607268	0.520342	0.610944	0.668286	0.494062	0.562846	0.691902	0.524868	0.632705	0.435232	18.83979	16.92968	0.0279568	4.740191	0.5267002	1.707903	3.891174
350	-188681.6	-188710.9	29.30179	0.5855133	0.0606717	0.0460382	0.134539	0.0585473	0.0902929	0.0703539	0.108744	0.0559581	0.0270596	0.0938808	0.0946559	0.0535423	0.064333	0.0730535	0.00488096	0.0803661	0.0356671	0.171171	0.00899601	0.039653	0.0811426	0.0434562	0.0411602	0.090529	0.0387672	0.0863452	0.0686992	0.113924	0.212117	0.0599647	0.0774179	0.0212458	0.16448	0.0424628	0.0875325	0.0764342	0.0737166	0.00366285	0.157099	0.0427304	0.0343571	0.0824373	0.0357165	0.00698927	0.00292398	0.311238	0.0263565	0.000710325	0.00196753	0.00435384	0.00641778	0.0176496	0.0371108	0.0442591	0.0290984	0.00563968	0.0296599	0.00123916	0.00178677	0.0110917	0.00541859	0.00534889	0.0118048	0.00368127	0.0160697	0.00760153	0.0112303	0.00127463	0.00217461	0.0473776	0.00240912	0.00978147	0.00725435	0.00104862	0.0101789	0.00327131	0.0168772	0.0041554	0.00814435	0.00424256	0.0150346	0.0501345	0.304123	0.873744	2.772	0.572827	0.617363	0.528731	0.454046	0.44592	0.666048	0.481893	0.613091	0.481153	0.556479	0.660919	0.489842	0.569063	0.653765	0.490039	0.624912	0.44393	9.514676	8.550013	0.05535661	4.691413	0.5267002	1.707903	3.840674
360	-188662.6	-188691.4	28.81277	0.5855133	0.0573897	0.0501077	0.133953	0.0560405	0.0928032	0.0714206	0.117058	0.0559854	0.0317169	0.0927875	0.104737	0.0515573	0.0676817	0.0738924	0.00474719	0.0803661	0.0376783	0.179476	0.00939777	0.0398724	0.0845961	0.0388257	0.0394149	0.0847381	0.0390065	0.0810521	0.0672175	0.121119	0.212486	0.0618323	0.0755096	0.0180948	0.176758	0.0423471	0.0900654	0.0792269	0.0767555	0.00448136	0.146739	0.0390448	0.0319398	0.0771466	0.0279319	0.00833121	0.00384604	0.319118	0.0246477	0.000631785	0.00192381	0.00720588	0.00507382	0.020506	0.0375082	0.0451784	0.031092	0.00493726	0.0288001	0.00179621	0.00186885	0.0136496	0.00562302	0.00690786	0.00914083	0.00476754	0.0141616	0.00856577	0.0136977	0.00145676	0.00163326	0.0487938	0.00195487	0.0114455	0.012215	0.00164389	0.00933459	0.00325193	0.0180427	0.00478852	0.00786267	0.00395041	0.0140591	0.0501345	0.304123	0.873744	2.772	0.594499	0.616327	0.559395	0.449709	0.448244	0.662258	0.49657	0.597539	0.519441	0.552126	0.666471	0.48447	0.583286	0.681829	0.553096	0.607861	0.33637	19.81557	17.13184	0.02706549	4.704149	0.5363182	1.707903	3.88441
370	-188612.2	-188642.8	30.63022	0.5855133	0.0589285	0.0467187	0.129655	0.0586894	0.0830659	0.0690021	0.112141	0.0576008	0.032235	0.0949515	0.0927304	0.0486875	0.0662123	0.0789474	0.0044765	0.0808519	0.0408425	0.183953	0.00868907	0.0388637	0.0743656	0.0372001	0.0435478	0.091985	0.0373635	0.086122	0.0649367	0.117974	0.212486	0.0578142	0.0788674	0.0155301	0.168641	0.0388818	0.0820589	0.0714767	0.0749898	0.00404117	0.155835	0.0450183	0.0364377	0.0903256	0.0299998	0.00728237	0.00401541	0.303802	0.0283028	0.000702013	0.000987766	0.00519379	0.00542752	0.0183836	0.0362236	0.0461727	0.0279774	0.00381406	0.0279106	0.00219774	0.00378153	0.00963078	0.00532478	0.00574882	0.00991387	0.00483086	0.015399	0.00853506	0.0133475	0.00170365	0.00175861	0.0505342	0.00185035	0.0126561	0.0105358	0.00208887	0.0114667	0.00299661	0.0170828	0.00335072	0.00639593	0.00420487	0.0179706	0.0501345	0.304123	0.873744	2.772	0.569855	0.597173	0.575555	0.436714	0.452857	0.658555	0.485777	0.60039	0.512453	0.580609	0.629511	0.465157	0.550986	0.673583	0.512201	0.61521	0.363758	16.98575	14.68528	0.0315746	4.625208	0.5363182	1.707903	3.842642
380	-188563.3	-188593.9	30.68136	0.5855133	0.05944	0.0456003	0.122434	0.0512754	0.0881379	0.0699607	0.108282	0.0585902	0.0308545	0.10047	0.101925	0.047017	0.066475	0.0708168	0.00369939	0.0891251	0.0395175	0.175732	0.00787797	0.0364486	0.0779927	0.0388433	0.0361427	0.0787143	0.0381366	0.086331	0.0661811	0.119587	0.204779	0.0583152	0.0732598	0.016159	0.171707	0.0379812	0.096096	0.0766311	0.0775996	0.00344387	0.144901	0.0438283	0.0315243	0.0816599	0.0306071	0.00588323	0.00616744	0.301852	0.0258978	0.00105565	0.000976507	0.00501636	0.00562334	0.01526	0.0367077	0.0473353	0.0262048	0.0034007	0.0284258	0.00314553	0.0067248	0.0100021	0.00628132	0.00466953	0.00891389	0.00351058	0.0164344	0.00677764	0.012742	0.00202321	0.000956496	0.0510262	0.00177777	0.0127526	0.0100307	0.00333659	0.008088	0.00291264	0.0190319	0.00363938	0.00551881	0.00478074	0.0143657	0.0501345	0.304123	0.873744	2.772	0.594768	0.598107	0.569778	0.447773	0.428721	0.636384	0.486522	0.607858	0.528859	0.596089	0.667214	0.493767	0.584037	0.693806	0.548163	0.62226	0.417434	13.25621	11.46086	0.04045787	4.761239	0.5363182	1.707903	3.793349
390	-188514.9	-188544.2	29.26239	0.5836337	0.0581526	0.0465682	0.124788	0.0598875	0.0856726	0.0713222	0.106514	0.0551229	0.032216	0.0922111	0.0966476	0.0457365	0.0693813	0.0723758	0.00448263	0.0827296	0.0383061	0.170341	0.00828712	0.0411701	0.0743392	0.0428313	0.0418074	0.0794973	0.0378789	0.0874077	0.0695318	0.112937	0.200885	0.0613597	0.0810734	0.0184615	0.168913	0.0368862	0.0884491	0.0830787	0.0794291	0.00359805	0.152753	0.041443	0.0348142	0.0713469	0.0262334	0.00833776	0.00601238	0.301852	0.0267902	0.000665254	0.00220077	0.00556697	0.00452216	0.0160011	0.0358638	0.0459478	0.0276692	0.00449763	0.0286312	0.00451574	0.00917847	0.0101425	0.00551076	0.00558458	0.0100647	0.00274276	0.015817	0.00772508	0.0158029	0.00225097	0.000847519	0.0428985	0.00247479	0.0101483	0.00925416	0.00376833	0.0116693	0.00243421	0.0171268	0.00340155	0.00370215	0.00438482	0.0150328	0.049751	0.303052	0.872734	2.77446	0.600712	0.613522	0.567323	0.474522	0.442479	0.653788	0.480745	0.59005	0.496181	0.612176	0.67076	0.457433	0.569145	0.69256	0.535294	0.609293	0.430979	9.021728	7.799868	0.05944739	4.712402	0.5363182	1.713403	3.787906
400	-188501	-188529.2	28.15701	0.5836337	0.0589971	0.0478509	0.124788	0.0550013	0.0936781	0.068766	0.101078	0.055706	0.0319502	0.0946013	0.0949214	0.0459653	0.0703867	0.0729234	0.00515283	0.0850126	0.033583	0.173835	0.00879146	0.0349729	0.0808676	0.0431749	0.0392916	0.0821984	0.0408647	0.0844537	0.0643126	0.111999	0.213604	0.0630657	0.0735832	0.0169136	0.16127	0.0381662	0.0894802	0.0746817	0.0709944	0.00363412	0.149415	0.0438913	0.0336486	0.0829898	0.0248787	0.00561988	0.00538994	0.303992	0.0270364	0.00066186	0.00236745	0.00529651	0.00508335	0.0144326	0.0396523	0.0455326	0.0256666	0.00517709	0.0328261	0.00556362	0.0121314	0.00956443	0.0056683	0.00456567	0.010352	0.0026154	0.0135026	0.00942029	0.0152357	0.0022617	0.000835138	0.0441785	0.00312919	0.0117515	0.00882267	0.00421576	0.00878515	0.00278903	0.0181684	0.00425951	0.00215625	0.00381379	0.016155	0.049751	0.303052	0.872734	2.77446	0.59326	0.615297	0.554908	0.454621	0.445076	0.676445	0.49648	0.609047	0.503743	0.565093	0.65576	0.486198	0.57996	0.69256	0.523008	0.605299	0.382032	12.37683	12.29983	0.04052413	4.712295	0.5015602	1.713403	3.784015
410	-188463.6	-188493.5	29.89587	0.582707	0.0591575	0.0482754	0.128664	0.055891	0.0917116	0.067933	0.100818	0.0589113	0.0365515	0.0885311	0.0948024	0.0477726	0.0680758	0.0775058	0.00401779	0.0828281	0.0382084	0.17223	0.00811038	0.0415485	0.0813105	0.0423082	0.0393284	0.0866008	0.0396416	0.0849142	0.0649709	0.113387	0.211657	0.0603306	0.0735832	0.0180035	0.164351	0.0351456	0.0886931	0.0807112	0.0700638	0.00343871	0.148849	0.0402438	0.0378058	0.0830995	0.027783	0.00638613	0.00440093	0.303992	0.0273813	0.00101066	0.00206779	0.00674988	0.00789125	0.0159976	0.0343877	0.044616	0.0267347	0.00405304	0.0303165	0.00858088	0.0131449	0.00968901	0.00448076	0.00529308	0.00903753	0.00265303	0.0138541	0.00771956	0.0129008	0.00213815	0.000733693	0.0428124	0.00433032	0.0122488	0.00919469	0.00316281	0.0123049	0.00234636	0.0181526	0.00348561	0.00165739	0.00457665	0.0122187	0.0495621	0.302522	0.872233	2.77568	0.562266	0.63211	0.554636	0.443428	0.427223	0.6439	0.495036	0.593068	0.517777	0.589091	0.669762	0.48505	0.58652	0.676221	0.537136	0.59012	0.344113	21.99286	17.4125	0.02537726	4.816575	0.5581185	1.716128	3.800466
420	-188451.9	-188484.6	32.70049	0.595564	0.0574457	0.0437995	0.13046	0.0581636	0.0869417	0.0684119	0.101192	0.0594247	0.0279849	0.0859796	0.102544	0.0447661	0.0640442	0.0711486	0.00453481	0.0789013	0.0387238	0.163889	0.00757027	0.0419557	0.0767099	0.0412069	0.0416001	0.084741	0.0377558	0.081103	0.0658	0.113937	0.209646	0.060806	0.0734325	0.016436	0.153131	0.0370535	0.0837022	0.0808809	0.0751422	0.00374108	0.148849	0.0444349	0.0334102	0.0830959	0.0260011	0.00657822	0.0034798	0.296095	0.024928	0.000789976	0.00245322	0.00519864	0.00850195	0.0142556	0.0363605	0.0466682	0.0261699	0.00510469	0.0266037	0.0119006	0.013081	0.0102602	0.00511248	0.00440787	0.0102451	0.00261034	0.0131395	0.00875085	0.0149121	0.00222218	0.00108583	0.050957	0.00449563	0.0139635	0.0108927	0.00347946	0.00952852	0.0019677	0.0148228	0.00318036	0.00171752	0.00531482	0.0149091	0.0521944	0.309797	0.879039	2.75897	0.59087	0.601126	0.556253	0.455746	0.429265	0.601115	0.488495	0.614866	0.531575	0.575143	0.676576	0.459475	0.568647	0.672832	0.520769	0.604976	0.472875	14.55753	11.52569	0.03833883	4.605351	0.5581185	1.679081	3.746642
430	-188383.1	-188415.6	32.47078	0.595564	0.060712	0.0478868	0.123878	0.0608974	0.0913206	0.0693406	0.0994698	0.0523714	0.0332412	0.0883964	0.0932211	0.0422411	0.0703363	0.0735792	0.00395482	0.0839928	0.0414433	0.164569	0.00711832	0.0402747	0.0798738	0.0388073	0.0409403	0.0878225	0.0370195	0.0849142	0.0645622	0.118925	0.205647	0.0568525	0.0754073	0.0167642	0.174033	0.0315884	0.089454	0.0814392	0.0756896	0.00391015	0.159543	0.040603	0.0368416	0.0822943	0.0253434	0.00702493	0.00391365	0.308685	0.0257487	0.00105389	0.00262884	0.0072074	0.00771891	0.0152733	0.033303	0.0446021	0.0312723	0.00390915	0.0305585	0.0200151	0.0141843	0.0111553	0.00406974	0.00456354	0.00841097	0.0024664	0.014906	0.00924461	0.0156026	0.00302088	0.00147367	0.0453221	0.00776899	0.0109755	0.00953356	0.00290394	0.00896805	0.00201742	0.0158957	0.00447961	0.00161677	0.00531939	0.013459	0.0521944	0.309797	0.879039	2.75897	0.576706	0.59985	0.557358	0.462665	0.414474	0.654253	0.491566	0.624058	0.526051	0.575135	0.664831	0.480692	0.548279	0.66417	0.534702	0.601901	0.470195	17.01181	13.46883	0.03280772	4.72061	0.5581185	1.679081	3.816793
440	-188390.1	-188420.2	30.09228	0.5792137	0.0549652	0.048177	0.135519	0.0597027	0.0946618	0.0728753	0.106925	0.0521389	0.0310312	0.0872574	0.102399	0.0382952	0.0663525	0.0735792	0.00469419	0.0834291	0.0371419	0.171111	0.00773569	0.0415336	0.078215	0.0420505	0.0387988	0.0942635	0.0379665	0.0868301	0.0642955	0.121279	0.20598	0.0636942	0.0743676	0.0190637	0.16702	0.0280415	0.0930212	0.0748654	0.0723241	0.00325802	0.154821	0.0452096	0.0377789	0.0767833	0.0279094	0.00569075	0.00382335	0.306785	0.0230429	0.00108412	0.00215797	0.00626281	0.00874974	0.0173655	0.042307	0.0409351	0.0282849	0.00356958	0.0321866	0.0254229	0.0130444	0.0105676	0.00476083	0.00340915	0.00773587	0.00213143	0.0148282	0.00972536	0.0166791	0.00349991	0.00213676	0.0468581	0.00689915	0.00969086	0.00716428	0.00224504	0.00860274	0.00302028	0.0220992	0.00371108	0.0021633	0.00715643	0.0138697	0.0488511	0.300519	0.870332	2.7803	0.579423	0.629387	0.557549	0.46928	0.458658	0.624752	0.491566	0.61071	0.541704	0.569926	0.664871	0.496131	0.569899	0.697697	0.510993	0.596099	0.376032	21.25203	19.13892	0.02475802	4.667313	0.5261582	1.726479	3.847026
450	-188370.3	-188401.3	30.97409	0.5823946	0.060865	0.0422429	0.123956	0.0543484	0.100084	0.0720389	0.105311	0.0521389	0.0283731	0.0837869	0.0889414	0.0342172	0.0687587	0.0741809	0.00473821	0.0845176	0.0383032	0.166457	0.00780069	0.0392164	0.0797071	0.044515	0.0405045	0.0822587	0.0379665	0.0842673	0.0671775	0.113127	0.206101	0.0600254	0.0796865	0.0190286	0.173851	0.0282917	0.090859	0.0783194	0.0705098	0.00383864	0.147253	0.0459349	0.0331178	0.0872926	0.0298311	0.00642614	0.00426411	0.323063	0.0264337	0.000950982	0.00163172	0.00544636	0.00701115	0.0168192	0.0389657	0.049457	0.03163	0.00377077	0.0278386	0.0270739	0.0106313	0.0110569	0.00382745	0.00411469	0.00873893	0.00134611	0.01471	0.0100103	0.0154726	0.00292283	0.00335544	0.0495123	0.00572249	0.0123031	0.0100748	0.00306815	0.00957732	0.00226254	0.0191412	0.00328376	0.00207249	0.00366503	0.0170818	0.0494984	0.302343	0.872064	2.77609	0.591332	0.617794	0.553612	0.447322	0.444535	0.636355	0.493322	0.604144	0.517678	0.599612	0.641379	0.494806	0.581107	0.680409	0.505566	0.612271	0.404209	18.89303	17.01448	0.02784933	4.766673	0.5261582	1.717049	3.828473
460	-188374.8	-188405.4	30.61921	0.58324	0.0647212	0.0490268	0.125317	0.060781	0.090709	0.0718806	0.108594	0.053929	0.0327431	0.0890245	0.0956367	0.0354176	0.0644719	0.0741809	0.00521393	0.0846318	0.0363584	0.164413	0.00866063	0.0433904	0.0731022	0.0423032	0.0403417	0.0823512	0.0328612	0.080619	0.0639048	0.112298	0.207173	0.057871	0.0746118	0.0187783	0.16177	0.0253883	0.0920049	0.0783194	0.0710023	0.00383052	0.155194	0.0413818	0.0331471	0.0935795	0.0298311	0.00620136	0.00306892	0.301985	0.0245518	0.000889667	0.0019366	0.00562095	0.00618897	0.0169609	0.0324477	0.0459805	0.0285278	0.00354148	0.0318927	0.0208703	0.011142	0.0120208	0.00225855	0.00523504	0.00930616	0.00078567	0.0164727	0.00991178	0.0171396	0.00549424	0.00382685	0.0466403	0.00486898	0.00933622	0.0086152	0.00344819	0.00882118	0.00224179	0.0189442	0.00337956	0.0017462	0.00355725	0.0121884	0.0496707	0.302827	0.872521	2.77498	0.582742	0.627927	0.552499	0.458304	0.447507	0.629409	0.493322	0.602485	0.511607	0.598352	0.66371	0.437034	0.56474	0.686068	0.526863	0.629695	0.432352	23.72294	21.36415	0.0221793	4.672539	0.5261582	1.71456	3.778812
470	-188358.8	-188387.9	29.10206	0.58324	0.0572449	0.04808	0.125579	0.0564446	0.0902406	0.0747373	0.103268	0.0558046	0.0327448	0.0848316	0.0976394	0.0354176	0.067059	0.0734079	0.00466769	0.0836209	0.0400013	0.15594	0.0081186	0.0399765	0.0791143	0.0402123	0.0407318	0.0803455	0.0391118	0.0857383	0.0609006	0.120486	0.215457	0.0622759	0.0770917	0.017712	0.16177	0.028671	0.0843347	0.0783194	0.0733703	0.00371347	0.141367	0.0468591	0.0346578	0.0857061	0.0267317	0.00846078	0.00259068	0.307863	0.0259254	0.000562134	0.00179377	0.00808463	0.00643194	0.0158218	0.0353209	0.0429329	0.0269035	0.00495969	0.0290218	0.0250687	0.0102945	0.0107479	0.0029341	0.00500329	0.00863949	0.00134908	0.0143694	0.00997424	0.0148789	0.00450371	0.00519327	0.04403	0.00629783	0.010148	0.00935762	0.00213746	0.0101562	0.00231792	0.0160126	0.00376122	0.00137867	0.00386892	0.0110979	0.0496707	0.302827	0.872521	2.77498	0.605263	0.61217	0.551551	0.461255	0.433511	0.654584	0.495874	0.6355	0.494688	0.58089	0.655167	0.492352	0.576561	0.695901	0.500695	0.59953	0.333828	12.84341	11.56638	0.04096718	4.677886	0.5261582	1.71456	3.769696
480	-188345.3	-188375.3	30.00234	0.5764648	0.0565282	0.0451157	0.126499	0.0526811	0.0955345	0.074886	0.0977089	0.0574185	0.0279322	0.0843976	0.0977409	0.0348048	0.0643343	0.073694	0.00456361	0.0836751	0.0373084	0.155151	0.00764712	0.0405011	0.0794553	0.0392502	0.0388294	0.0912087	0.0367068	0.0852576	0.0652833	0.113147	0.204908	0.058253	0.0722838	0.0184134	0.16494	0.0293788	0.0886062	0.0766523	0.0733326	0.00380018	0.144261	0.0424229	0.0345424	0.0740373	0.0285655	0.00700711	0.00266533	0.305995	0.0256586	0.000906054	0.00131765	0.00833147	0.00778122	0.0160219	0.0352989	0.0448871	0.0263723	0.00425207	0.027816	0.0229791	0.0156768	0.0120198	0.00279414	0.00464291	0.0106499	0.00151745	0.0141298	0.00966413	0.0148754	0.00428637	0.007912	0.0451052	0.0074555	0.0113347	0.00908191	0.00211818	0.00972853	0.00288488	0.0164328	0.00391685	0.00157368	0.0047203	0.012521	0.0482931	0.298934	0.86882	2.78395	0.566964	0.62575	0.564449	0.479347	0.446364	0.632924	0.487726	0.617792	0.511546	0.630124	0.663719	0.481225	0.572696	0.678679	0.520953	0.618929	0.387018	10.54143	9.493284	0.04991337	4.69495	0.5261582	1.734711	3.743989
490	-188359.4	-188389.9	30.47477	0.5764648	0.0572387	0.0455148	0.117917	0.0551926	0.0900854	0.0757023	0.110357	0.0574185	0.0310216	0.0836129	0.0982081	0.0329552	0.0727232	0.0756108	0.00460932	0.0795278	0.0357708	0.159133	0.00718501	0.0412592	0.0731222	0.0402115	0.0407855	0.0886602	0.0364687	0.0809353	0.0676712	0.114598	0.209445	0.0650641	0.0748574	0.0173297	0.160903	0.0265751	0.0841828	0.0819911	0.070557	0.00375746	0.145392	0.0450314	0.0345424	0.0768766	0.0228673	0.00859515	0.00207722	0.30663	0.0233662	0.00122693	0.00093227	0.00753162	0.00770167	0.0141191	0.0376927	0.0446646	0.0326251	0.00441654	0.0299361	0.0269781	0.0117396	0.010797	0.00321587	0.00452072	0.00928365	0.000861438	0.0171432	0.00856536	0.0172884	0.00238216	0.00737362	0.0448306	0.00651531	0.0102446	0.0101617	0.00188324	0.0084272	0.00200248	0.0158746	0.00484633	0.00192003	0.00299478	0.0144606	0.0482931	0.298934	0.86882	2.78395	0.581057	0.62434	0.537187	0.463021	0.449798	0.642718	0.503138	0.611601	0.531682	0.585741	0.681065	0.468625	0.561915	0.699593	0.533269	0.614921	0.367915	23.3415	19.51822	0.02333193	4.665839	0.5446023	1.734711	3.758694
