Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
12070	-4082.638	-4081.472	-1.165837	0.3415446	0.135849	0.462155	0.493141	0.376961	0.219495	0.18166	0.105609	0.31696	0.0958952	0.152193	0.123487	0.170843	0.0182455	0.0878066	0.223011	0.075597	0.0645558	0.493331	0.0556987	0.356257	0.285236	0.133472	0.225035	0.00926151	0.136968	0.65941	3.19436	2.852492
12080	-4085.633	-4084.205	-1.428329	0.3383711	0.199725	0.468342	0.47165	0.387795	0.295063	0.178937	0.12347	0.238421	0.141608	0.107669	0.0614262	0.170843	0.0337914	0.0852683	0.239768	0.104304	0.0420347	0.489478	0.0391467	0.299317	0.297181	0.133681	0.26982	0.00891735	0.13449	0.654958	3.20163	2.878742
12090	-4084.553	-4082.21	-2.34263	0.353808	0.176872	0.4609	0.602696	0.478617	0.251055	0.212409	0.156504	0.261205	0.0239182	0.0660177	0.014029	0.170843	0.0951054	0.1108	0.284799	0.0710423	0.0594951	0.453461	0.0204023	0.30579	0.305109	0.135011	0.254091	0.0106529	0.146513	0.676036	3.1668	2.970172
12100	-4081.18	-4081.605	0.4259151	0.3729224	0.195916	0.413719	0.569318	0.383471	0.17622	0.180773	0.117351	0.128058	0.140771	0.103425	0.0319808	0.170843	0.0814725	0.103612	0.216235	0.0902228	0.0663135	0.509948	0.0136684	0.348643	0.277834	0.130164	0.243359	0.0130097	0.161258	0.700234	3.1255	2.693317
12110	-4086.628	-4087.238	0.6101241	0.4109422	0.132864	0.40551	0.492721	0.49657	0.275675	0.133051	0.181766	0.108476	0.140771	0.0424283	0.0407336	0.170843	0.0534874	0.11656	0.24807	0.0826654	0.0354237	0.470583	0.0466982	0.326558	0.293017	0.134848	0.245577	0.0183241	0.189882	0.742855	3.04894	2.674896
12120	-4086.116	-4086.621	0.505269	0.3389303	0.143677	0.521661	0.402714	0.393158	0.215612	0.131934	0.222574	0.184046	0.0686709	0.0763248	0.0628384	0.170843	0.0913284	0.0963354	0.337624	0.0685218	0.0576785	0.402945	0.0368956	0.307575	0.309891	0.11445	0.268084	0.00897751	0.134927	0.655747	3.20035	2.685382
12130	-4083.229	-4080.22	-3.008961	0.3489007	0.176994	0.543032	0.570987	0.353648	0.147118	0.260082	0.179833	0.255802	0.0909812	0.108969	0.0398386	0.170843	0.138676	0.0748918	0.255702	0.129994	0.0620876	0.446206	0.0311183	0.323066	0.30324	0.126375	0.247319	0.0100845	0.1427	0.669491	3.17772	3.036805
12140	-4086.994	-4082.97	-4.023372	0.3918208	0.14747	0.53857	0.570987	0.436657	0.213741	0.305501	0.116483	0.265638	0.11051	0.105024	0.00578639	0.170843	0.151037	0.0892773	0.266178	0.0924597	0.0531672	0.474526	0.0243914	0.319528	0.29415	0.1466	0.239721	0.0155523	0.17562	0.722276	3.08655	3.138246
12150	-4085.997	-4089.187	3.19038	0.3498964	0.0914868	0.274156	0.560671	0.346519	0.199794	0.205142	0.117559	0.207419	0.109692	0.0180689	0.0390531	0.170843	0.0764671	0.130098	0.217843	0.0909729	0.0589331	0.460562	0.0415916	0.332263	0.294235	0.148173	0.225329	0.0101986	0.143475	0.67083	3.1755	2.416871
12160	-4081.25	-4083.593	2.342898	0.3726263	0.167272	0.391975	0.511242	0.286888	0.221617	0.153724	0.13889	0.247238	0.0530309	0.0981912	0.0107814	0.143883	0.0768874	0.113313	0.247646	0.0814153	0.049539	0.464264	0.0438218	0.326028	0.314438	0.136468	0.223066	0.0129715	0.161031	0.699875	3.12612	2.501619
12170	-4082.148	-4085.206	3.058607	0.3990865	0.110862	0.415508	0.349315	0.329938	0.295892	0.184695	0.143726	0.196697	0.0914429	0.0688837	0.0555683	0.143883	0.0436397	0.0871011	0.268313	0.0982083	0.0228579	0.463278	0.0602409	0.341373	0.312768	0.126023	0.219836	0.0165828	0.181073	0.73029	3.07205	2.430048
12180	-4083.416	-4083.933	0.5169471	0.3785859	0.197006	0.385437	0.459144	0.372018	0.273596	0.19993	0.158837	0.20608	0.0797652	0.0839155	0.0267051	0.228453	0.0133267	0.122645	0.261768	0.103161	0.0268553	0.445513	0.0400569	0.330732	0.284378	0.149441	0.235449	0.0137502	0.165587	0.707028	3.11363	2.684214
12190	-4080.595	-4083.225	2.629166	0.3269925	0.141286	0.420448	0.426798	0.326395	0.252699	0.158137	0.110094	0.240505	0.112509	0.0973723	0.0337031	0.126868	0.0261768	0.109452	0.276486	0.110118	0.0659756	0.416286	0.021683	0.330558	0.294711	0.142762	0.231969	0.00773839	0.125591	0.638469	3.2282	2.472992
12200	-4089.241	-4092.628	3.386901	0.3657145	0.0977221	0.287199	0.456785	0.287849	0.304308	0.275192	0.108372	0.133665	0.130651	0.105716	0.063675	0.126868	0.0192162	0.114656	0.277491	0.0855918	0.0290727	0.417799	0.0753897	0.319621	0.302438	0.132382	0.245558	0.0120948	0.155721	0.691345	3.14084	2.397219
12210	-4083.271	-4083.291	0.0194077	0.330877	0.113373	0.454902	0.449261	0.468235	0.23527	0.139357	0.166692	0.301369	0.112598	0.0922632	0.0662504	0.0942263	0.0401712	0.100017	0.285544	0.0746635	0.0559466	0.452234	0.0315954	0.32976	0.291641	0.125127	0.253472	0.00813112	0.128631	0.644193	3.21905	2.733968
12220	-4082.71	-4077.452	-5.257376	0.331281	0.162969	0.560325	0.644042	0.467523	0.271957	0.26903	0.10505	0.166157	0.0586098	0.0760569	0.122188	0.293586	0.0641512	0.087784	0.218904	0.0818471	0.0180641	0.535043	0.0583577	0.336425	0.300746	0.129627	0.233202	0.00817254	0.128947	0.644782	3.2181	3.261646
12230	-4088.13	-4077.811	-10.319	0.3611382	0.150919	0.57082	0.640154	0.531729	0.359386	0.307272	0.206047	0.304434	0.165623	0.0439121	0.125977	0.315191	0.0463458	0.0826837	0.236213	0.0854101	0.0492966	0.528799	0.0175976	0.342322	0.291777	0.127131	0.23877	0.0115302	0.15219	0.685555	3.15072	3.767808
12240	-4090.302	-4084.884	-5.41889	0.3240493	0.159951	0.459707	0.50604	0.486354	0.32124	0.261041	0.135407	0.353895	0.0675976	0.0172418	0.116129	0.259035	0.134159	0.0775277	0.183917	0.0909487	0.0266568	0.590267	0.0306827	0.338879	0.29842	0.120378	0.242323	0.00744762	0.123287	0.634065	3.2352	3.277798
12250	-4088.87	-4079.411	-9.459187	0.3038653	0.164442	0.669755	0.764921	0.476815	0.356333	0.264165	0.212428	0.280368	0.14832	0.0253031	0.129569	0.0913744	0.0980342	0.0580679	0.172809	0.0854557	0.0360732	0.610237	0.0373574	0.358069	0.29343	0.14146	0.207041	0.00561409	0.107505	0.602237	3.28464	3.681827
12260	-4087.45	-4079.46	-7.989476	0.3427092	0.19086	0.691411	0.487086	0.567166	0.258698	0.218618	0.209237	0.320465	0.0780166	0.106087	0.0926946	0.22257	0.0919469	0.072958	0.190564	0.0689181	0.0233449	0.575034	0.0691808	0.347851	0.290896	0.130266	0.230987	0.00938947	0.137877	0.661028	3.19171	3.534856
12270	-4081.983	-4078.733	-3.249711	0.3268261	0.174476	0.503878	0.476465	0.3787	0.249499	0.250676	0.169157	0.259313	0.0899295	0.102004	0.0566197	0.22257	0.127593	0.0921212	0.226615	0.0772735	0.0535802	0.533904	0.0165056	0.366511	0.294476	0.118725	0.220288	0.00772179	0.12546	0.638221	3.2286	3.06088
12280	-4083.219	-4077.89	-5.3298	0.3348123	0.184749	0.646784	0.587696	0.381702	0.340412	0.272326	0.124626	0.161577	0.113008	0.120331	0.0394408	0.22257	0.0736684	0.0786981	0.19073	0.0882964	0.0359347	0.568482	0.0378582	0.350412	0.297451	0.137899	0.214238	0.00853932	0.131709	0.649891	3.20986	3.268889
12290	-4082.366	-4081.738	-0.6279809	0.3483735	0.205844	0.484621	0.385995	0.396281	0.181587	0.211359	0.127853	0.3101	0.0352434	0.123314	0.0972181	0.234359	0.00493243	0.0867787	0.234162	0.0864202	0.0161096	0.503953	0.072576	0.343982	0.298719	0.127417	0.229882	0.0100244	0.14229	0.668779	3.17891	2.798707
12300	-4083.432	-4084.43	0.9984812	0.3457455	0.163678	0.517187	0.392138	0.346233	0.228559	0.248151	0.103758	0.18134	0.0317017	0.11329	0.0705074	0.234359	0.0051584	0.0781002	0.209906	0.11891	0.0375048	0.502254	0.0533252	0.357357	0.293787	0.139697	0.209158	0.00972722	0.140244	0.665207	3.18482	2.636061
12310	-4080.677	-4079.471	-1.205821	0.3578463	0.196013	0.483426	0.491142	0.382088	0.186486	0.195854	0.170547	0.239297	0.0693739	0.11329	0.0662177	0.234359	0.0283969	0.0917933	0.217964	0.0702266	0.0164871	0.527716	0.0758136	0.364044	0.279722	0.135697	0.220538	0.0111321	0.149644	0.681318	3.15791	2.856491
12320	-4087.194	-4085.134	-2.05932	0.3666113	0.204139	0.500163	0.44528	0.359515	0.311592	0.279342	0.10343	0.278716	0.0946986	0.104178	0.0705927	0.118539	0.0716575	0.0950341	0.216384	0.0883484	0.0140904	0.472253	0.11389	0.326503	0.297558	0.13486	0.24108	0.0122069	0.156411	0.692466	3.13892	2.941841
12330	-4082.095	-4081.453	-0.6417707	0.3426068	0.207301	0.386471	0.563291	0.44225	0.144278	0.183881	0.132855	0.262482	0.0721373	0.0945109	0.032565	0.208845	0.0692179	0.100266	0.216259	0.0741215	0.0207744	0.543729	0.0448499	0.341721	0.287745	0.13175	0.238784	0.00937818	0.137797	0.660886	3.19194	2.800086
12340	-4082.701	-4081.117	-1.58448	0.3572305	0.180135	0.445956	0.524327	0.382649	0.205398	0.250296	0.137908	0.264861	0.0434463	0.17157	0.0142447	0.208845	0.0647195	0.112555	0.205556	0.0938006	0.0195138	0.502637	0.0659382	0.322862	0.288485	0.158631	0.230021	0.0110583	0.149167	0.680519	3.15926	2.894357
12350	-4089.745	-4085.733	-4.012359	0.3528154	0.181515	0.527155	0.534835	0.302854	0.150637	0.274484	0.154093	0.234938	0.274634	0.0975475	0.0183676	0.186619	0.199466	0.0931541	0.269559	0.0739565	0.0190546	0.465157	0.0791189	0.342225	0.303803	0.120084	0.233888	0.0105367	0.145743	0.674724	3.169	3.137145
12360	-4083.03	-4083.51	0.4800125	0.3118314	0.141425	0.434034	0.510933	0.379197	0.231547	0.186	0.163341	0.210244	0.0699048	0.145722	0.00703875	0.108644	0.0998766	0.0849483	0.177086	0.11473	0.028845	0.539913	0.0544765	0.321901	0.302915	0.129841	0.245343	0.00630402	0.113725	0.615147	3.26482	2.687907
12370	-4086.91	-4079.181	-7.728331	0.3374406	0.136944	0.55058	0.606821	0.422465	0.322302	0.290781	0.144249	0.44394	0.0725581	0.101524	0.101366	0.243975	0.0712375	0.094978	0.262905	0.0768317	0.0320408	0.500809	0.0324364	0.339458	0.297577	0.136963	0.226003	0.0088177	0.133763	0.653641	3.20378	3.508742
12380	-4085.218	-4082.047	-3.170619	0.3546857	0.228672	0.589631	0.457908	0.407783	0.198823	0.234741	0.12869	0.302786	0.0170646	0.120043	0.0596124	0.216198	0.0910182	0.0771895	0.311843	0.0885334	0.0507997	0.438505	0.0331299	0.328468	0.307623	0.116282	0.247627	0.0107562	0.147194	0.677192	3.16486	3.052971
12390	-4091.439	-4087.638	-3.800822	0.3275829	0.169337	0.49598	0.496327	0.482846	0.211823	0.158299	0.16092	0.196513	0.115245	0.157069	0.0501361	0.307092	0.114406	0.0774733	0.329675	0.0592536	0.100611	0.389372	0.0436145	0.35595	0.292351	0.113193	0.238506	0.00779742	0.126053	0.639345	3.2268	3.115991
12400	-4088.47	-4084.53	-3.939447	0.3026246	0.147939	0.524198	0.679043	0.323882	0.160617	0.230306	0.172721	0.198871	0.127919	0.0713621	0.0654115	0.260869	0.166715	0.0670282	0.342262	0.0814576	0.0257902	0.427835	0.0556277	0.350791	0.294958	0.118533	0.235719	0.00551062	0.106538	0.600184	3.28777	3.129853
12410	-4082.244	-4078.271	-3.973387	0.3905769	0.226849	0.455628	0.677779	0.432537	0.265819	0.226708	0.152683	0.198871	0.117159	0.0864697	0.0535864	0.201967	0.0371913	0.0920725	0.225061	0.0767789	0.0517325	0.507982	0.0463735	0.322398	0.311022	0.125558	0.241022	0.0153788	0.174682	0.720879	3.08906	3.133247
12420	-4082.689	-4081.694	-0.994986	0.3469559	0.121241	0.533896	0.503171	0.37664	0.302416	0.192431	0.121832	0.248943	0.101604	0.0164613	0.0608906	0.162461	0.093421	0.073296	0.29533	0.0887763	0.0414793	0.438939	0.0621798	0.33787	0.284918	0.115086	0.262127	0.00986353	0.141186	0.666858	3.18209	2.835407
12430	-4089.641	-4084.817	-4.823941	0.2927316	0.0911242	0.478781	0.630363	0.430377	0.316671	0.245241	0.112698	0.177521	0.101604	0.230875	0.131629	0.175484	0.0959347	0.0727137	0.333932	0.0607175	0.0546419	0.435751	0.0422444	0.348448	0.302269	0.108235	0.241048	0.00472426	0.0988539	0.583392	3.31303	3.218303
12440	-4086.323	-4083.927	-2.395167	0.3810675	0.118241	0.54119	0.537952	0.433302	0.266008	0.157243	0.193184	0.259018	0.0674694	0.178026	0.0344084	0.12863	0.0607548	0.101547	0.337551	0.0710836	0.0557632	0.365234	0.0688209	0.337485	0.296366	0.115334	0.250816	0.0140805	0.167478	0.709953	3.10849	2.975425
12450	-4082.829	-4082.147	-0.6814657	0.3238659	0.149104	0.496024	0.500201	0.408102	0.259486	0.173686	0.126203	0.181092	0.0902051	0.128796	0.00982474	0.12863	0.152702	0.0988523	0.301755	0.106504	0.0516323	0.428046	0.0132107	0.325428	0.30708	0.127581	0.239911	0.0074297	0.123143	0.633789	3.23564	2.804055
12460	-4082.579	-4081.849	-0.7299553	0.362394	0.116433	0.467008	0.46366	0.326273	0.253778	0.298238	0.126203	0.160931	0.160796	0.0295857	0.0572298	0.25939	0.0893793	0.0725673	0.233855	0.0959259	0.0413705	0.504972	0.0513096	0.333846	0.305491	0.130762	0.229902	0.0116838	0.15316	0.687155	3.148	2.808904
12470	-4086.328	-4077.59	-8.738037	0.3122782	0.129773	0.582113	0.57933	0.486471	0.389487	0.272643	0.203683	0.24554	0.146324	0.0631849	0.0770731	0.25939	0.174701	0.0634503	0.300883	0.0662897	0.0978566	0.451667	0.0198526	0.336082	0.305828	0.11653	0.24156	0.00634403	0.114074	0.615858	3.26372	3.609712
12480	-4091.104	-4082.124	-8.979857	0.2937018	0.177183	0.47539	0.662288	0.486471	0.403087	0.166877	0.139067	0.364478	0.168613	0.141171	0.0462105	0.25939	0.143671	0.044212	0.344854	0.0859179	0.0819591	0.381296	0.0617615	0.343812	0.298641	0.120752	0.236795	0.00479834	0.0996052	0.585072	3.31052	3.633894
12490	-4087.106	-4083.666	-3.439319	0.3593787	0.145999	0.447835	0.410198	0.42048	0.313037	0.195702	0.22345	0.23278	0.107124	0.112344	0.0714108	0.183144	0.216336	0.0830407	0.250765	0.0672137	0.0600722	0.486659	0.0522487	0.349051	0.285582	0.116333	0.249034	0.0113166	0.15083	0.683298	3.15456	3.079841
12500	-4084.867	-4083.93	-0.9370106	0.335827	0.157327	0.432079	0.577418	0.341593	0.199001	0.179448	0.121248	0.339279	0.106503	0.0376723	0.0667373	0.183144	0.0881602	0.0815302	0.198522	0.0781881	0.0761874	0.526634	0.0389385	0.372251	0.274874	0.134236	0.218639	0.00864625	0.132502	0.651344	3.20751	2.82961
12510	-4081.949	-4081.695	-0.2533869	0.35547	0.111508	0.421565	0.615658	0.337874	0.22305	0.227644	0.168598	0.177871	0.106503	0.0491666	0.0667055	0.19814	0.0569648	0.0683538	0.192517	0.129701	0.0429028	0.522984	0.0435411	0.323768	0.290741	0.153317	0.232173	0.0108489	0.147803	0.678222	3.16313	2.761247
12520	-4087.228	-4087.204	-0.02389162	0.3166249	0.144638	0.612042	0.458771	0.325523	0.167649	0.1941	0.136368	0.212503	0.17562	0.127161	0.0387979	0.111547	0.0335778	0.0770436	0.172302	0.116237	0.0480525	0.557807	0.0285573	0.314232	0.291301	0.148121	0.246347	0.00674044	0.117474	0.622694	3.25309	2.738298
12530	-4084.314	-4085.136	0.8212336	0.3309068	0.129724	0.35875	0.550525	0.451129	0.197974	0.228879	0.166147	0.189514	0.042406	0.0393035	0.0972474	0.111547	0.0906388	0.0833366	0.171517	0.0966922	0.0520659	0.579315	0.0170727	0.360411	0.28937	0.140943	0.209277	0.00813417	0.128654	0.644236	3.21898	2.653785
12540	-4079.116	-4080.488	1.372078	0.3270754	0.129439	0.440897	0.447727	0.391555	0.213565	0.18458	0.115989	0.17133	0.042406	0.0178875	0.136253	0.237871	0.0692014	0.0884691	0.177548	0.111627	0.0266699	0.559488	0.0361971	0.338402	0.282044	0.147861	0.231693	0.00774666	0.125656	0.638592	3.22801	2.598701
12550	-4083.336	-4084.355	1.018155	0.3578467	0.100737	0.384975	0.588728	0.471507	0.221625	0.198262	0.104767	0.177914	0.1025	0.025926	0.0824919	0.120271	0.0543899	0.0790831	0.209244	0.142879	0.0244369	0.507801	0.0365552	0.31081	0.305067	0.157622	0.226501	0.0111321	0.149644	0.681319	3.15791	2.634093
12560	-4080.358	-4080.083	-0.2743587	0.3480817	0.132585	0.4302	0.588728	0.379303	0.2455	0.198262	0.130826	0.186784	0.0447769	0.0726828	0.0616403	0.239621	0.0524346	0.0739825	0.223285	0.0936055	0.0448212	0.491632	0.0726744	0.319221	0.303984	0.136916	0.23988	0.00999116	0.142063	0.668385	3.17956	2.763345
12570	-4076.539	-4078.802	2.26224	0.3829178	0.11652	0.506763	0.353075	0.398723	0.214386	0.166546	0.124637	0.200472	0.0827016	0.0759584	0.0406379	0.134753	0.0945112	0.104467	0.229178	0.088335	0.0412368	0.49795	0.0388339	0.331991	0.305398	0.130904	0.231707	0.0143291	0.168885	0.712114	3.10467	2.509685
12580	-4079.943	-4081.327	1.384531	0.3397553	0.14453	0.399719	0.438205	0.376802	0.274983	0.214038	0.16733	0.223086	0.0865871	0.0269935	0.0513609	0.134753	0.0590662	0.0851342	0.208483	0.106999	0.0375819	0.499235	0.0625671	0.310585	0.30762	0.136602	0.245193	0.00906665	0.135571	0.656908	3.19845	2.597456
12590	-4087.557	-4090.311	2.753504	0.3643269	0.169395	0.34666	0.588939	0.206303	0.221465	0.16521	0.143939	0.236162	0.0643356	0.050914	0.101207	0.134753	0.0312757	0.119656	0.205461	0.0986799	0.0557787	0.464834	0.0555905	0.320218	0.298728	0.146584	0.23447	0.0119222	0.154651	0.689601	3.14383	2.460558
12600	-4088.463	-4090.32	1.857776	0.4130512	0.166953	0.442003	0.38608	0.443122	0.222542	0.163626	0.156356	0.158944	0.12847	0.0641669	0.0545091	0.0957864	0.0675737	0.137297	0.281673	0.0777884	0.0307311	0.406998	0.0655124	0.316462	0.276952	0.151458	0.255128	0.0186414	0.191436	0.745026	3.0449	2.550131
12610	-4084.421	-4082.471	-1.950713	0.3869955	0.20672	0.486371	0.386414	0.424981	0.306391	0.204782	0.14193	0.266929	0.0629903	0.0273303	0.139932	0.186497	0.0897117	0.0965716	0.194683	0.105145	0.0205825	0.531268	0.0517497	0.316654	0.294491	0.140606	0.248249	0.0148839	0.171977	0.716816	3.09632	2.93098
12620	-4080.123	-4079.44	-0.6836981	0.3777307	0.186458	0.433313	0.494761	0.457657	0.19841	0.21168	0.165314	0.266938	0.105856	0.00754988	0.0413575	0.117412	0.117571	0.106057	0.210081	0.0852478	0.0233395	0.504315	0.0709598	0.338564	0.300897	0.134489	0.22605	0.0136372	0.164935	0.706012	3.11542	2.804279
12630	-4081.348	-4080.069	-1.278588	0.3192561	0.174764	0.513389	0.533008	0.347668	0.203631	0.226918	0.125079	0.273042	0.0737596	0.014984	0.0795864	0.207763	0.0901745	0.0941123	0.196013	0.0814418	0.0309713	0.521948	0.0755139	0.333544	0.275452	0.143381	0.247622	0.00698674	0.119534	0.626768	3.24671	2.863768
12640	-4087.991	-4082.408	-5.58248	0.293692	0.19409	0.618576	0.492949	0.557195	0.24345	0.266607	0.15601	0.213742	0.0547676	0.0505272	0.105947	0.214472	0.125824	0.097529	0.206448	0.0548626	0.0456168	0.548966	0.0465774	0.358396	0.292489	0.143409	0.205707	0.00479759	0.0995977	0.585056	3.31055	3.294157
12650	-4079.598	-4082.819	3.221675	0.4149813	0.121004	0.32262	0.450705	0.371419	0.17744	0.213937	0.116311	0.181011	0.112745	0.0326175	0.0485512	0.214472	0.0509103	0.144114	0.259208	0.0950114	0.0471621	0.424412	0.0300925	0.327897	0.295553	0.132644	0.243906	0.0189337	0.192856	0.746996	3.04121	2.413741
12660	-4092.666	-4091.39	-1.27677	0.3760477	0.200383	0.474951	0.544872	0.348501	0.168938	0.244628	0.153564	0.296777	0.0380114	0.0445436	0.0415963	0.214472	0.0923485	0.148827	0.211689	0.0618592	0.0648168	0.464158	0.04865	0.316621	0.276728	0.140629	0.266022	0.013416	0.16365	0.704004	3.11893	2.863586
12670	-4085.874	-4085.787	-0.08721553	0.3834325	0.187037	0.428937	0.526486	0.356304	0.29121	0.168864	0.131688	0.234175	0.0697904	0.0366667	0.0572188	0.214472	0.0417819	0.141484	0.285393	0.0643278	0.0500722	0.409844	0.0488798	0.307226	0.307745	0.133192	0.251837	0.0143986	0.169275	0.712712	3.10361	2.74463
12680	-4082.312	-4086.007	3.694363	0.3463499	0.131036	0.317828	0.37297	0.350156	0.199209	0.133541	0.107979	0.226591	0.149495	0.0254646	0.0670375	0.173573	0.111594	0.144489	0.284988	0.069201	0.0437278	0.418549	0.0390464	0.308359	0.298936	0.127688	0.265016	0.00979516	0.140715	0.666032	3.18346	2.366472
12690	-4086.299	-4089.355	3.055549	0.3568129	0.162016	0.373104	0.340226	0.268877	0.330605	0.156859	0.101139	0.236824	0.130633	0.0436703	0.0516144	0.0936446	0.141142	0.0917513	0.287446	0.0961041	0.01487	0.462116	0.0477123	0.33209	0.29227	0.127113	0.248527	0.0110085	0.148843	0.679975	3.16017	2.430354
12700	-4084.983	-4086.478	1.49537	0.3856166	0.15291	0.462136	0.320371	0.371408	0.266877	0.141031	0.103156	0.277494	0.0982101	0.0220452	0.0590038	0.183059	0.128671	0.117464	0.268676	0.0925898	0.0408407	0.439822	0.0406073	0.313132	0.328651	0.11894	0.239277	0.0146952	0.170932	0.715235	3.09914	2.586372
12710	-4082.455	-4085.328	2.87279	0.3714018	0.124871	0.363496	0.484549	0.353694	0.186776	0.182409	0.127379	0.167054	0.17231	0.0589912	0.0528441	0.132881	0.0413752	0.14126	0.280552	0.0928652	0.0115817	0.433844	0.0398972	0.300777	0.308816	0.143495	0.246912	0.0128141	0.160093	0.698382	3.12871	2.44863
12720	-4081.778	-4086.28	4.502216	0.3646512	0.111908	0.340496	0.437456	0.251828	0.219126	0.182569	0.0927501	0.196749	0.11715	0.0181487	0.0503639	0.132881	0.134261	0.109207	0.191564	0.0812885	0.0516467	0.526716	0.0395774	0.342176	0.288236	0.128385	0.241203	0.0119624	0.154901	0.69001	3.14313	2.285687
12730	-4084.753	-4084.141	-0.6118565	0.3624096	0.153469	0.512006	0.587187	0.260661	0.129663	0.207359	0.164426	0.275875	0.112423	0.0911426	0.0397108	0.132881	0.13029	0.109261	0.240509	0.0845601	0.0754573	0.45896	0.0312533	0.330559	0.282254	0.126287	0.260901	0.0116857	0.153172	0.687175	3.14797	2.797094
12740	-4087.506	-4086.291	-1.215008	0.3142444	0.120807	0.433642	0.459066	0.395849	0.129782	0.20063	0.184797	0.28822	0.0413552	0.232957	0.0458727	0.238187	0.0862452	0.091508	0.225445	0.0792639	0.024537	0.5378	0.0414463	0.351123	0.29432	0.141515	0.213042	0.00652173	0.115612	0.618967	3.2589	2.85741
12750	-4081.341	-4077.746	-3.594576	0.3716239	0.18472	0.527717	0.553163	0.438978	0.229208	0.173124	0.156288	0.184083	0.133153	0.127709	0.0245193	0.249273	0.113433	0.0877423	0.220575	0.125638	0.0334484	0.498937	0.0336605	0.322666	0.308409	0.140822	0.228103	0.0128426	0.160263	0.698653	3.12824	3.095366
12760	-4084.689	-4081.926	-2.763709	0.3266079	0.137435	0.434463	0.439018	0.488089	0.369257	0.208018	0.111763	0.250649	0.154631	0.0743511	0.0317849	0.136216	0.176603	0.0770686	0.237488	0.0880198	0.0242861	0.549336	0.0238014	0.341602	0.290243	0.134861	0.233294	0.00770006	0.12529	0.637897	3.22911	3.01228
12770	-4083.559	-4081.761	-1.798384	0.3536712	0.116219	0.533721	0.455446	0.484757	0.270873	0.148563	0.124153	0.243377	0.147857	0.102229	0.010855	0.136216	0.141481	0.128216	0.243556	0.0785464	0.0523097	0.473012	0.0243599	0.338131	0.296692	0.128782	0.236395	0.0106369	0.146407	0.675856	3.1671	2.915747
12780	-4085.102	-4082.504	-2.597656	0.3802972	0.191922	0.47122	0.490191	0.430476	0.252395	0.2395	0.164641	0.253265	0.0975692	0.00957267	0.0711006	0.136216	0.187607	0.10057	0.218867	0.0984145	0.0463157	0.494001	0.0418317	0.335665	0.300755	0.109594	0.253986	0.0139776	0.166891	0.709048	3.11008	2.995674
12790	-4081.876	-4081.91	0.03423434	0.3821239	0.145011	0.478843	0.4341	0.362111	0.268692	0.273651	0.132257	0.246724	0.034298	0.0194091	0.0422324	0.136216	0.158941	0.109175	0.233071	0.0912345	0.0306486	0.459709	0.0761616	0.328106	0.309373	0.117675	0.244846	0.0142222	0.168281	0.711188	3.10631	2.732485
12800	-4083.001	-4088.578	5.576323	0.3857789	0.137541	0.341631	0.298556	0.307468	0.275451	0.126448	0.0948382	0.183523	0.144367	0.0583878	0.0490489	0.1107	0.0503154	0.113069	0.261521	0.086309	0.0469541	0.43489	0.0572571	0.333604	0.298992	0.125057	0.242347	0.0147174	0.171055	0.715421	3.09881	2.178276
12810	-4080.056	-4082.257	2.201141	0.4379449	0.144533	0.381272	0.427157	0.329036	0.200774	0.151917	0.111129	0.267008	0.125676	0.0359621	0.0704554	0.146997	0.123878	0.0918669	0.189416	0.127977	0.0398906	0.516873	0.0339768	0.323805	0.302838	0.142342	0.231015	0.0225474	0.20949	0.769281	2.99868	2.515795
12820	-4087.047	-4087.438	0.3912301	0.3437388	0.1928	0.402736	0.565101	0.346655	0.194668	0.205047	0.119265	0.185307	0.0907478	0.0413952	0.174137	0.116388	0.06254	0.0808347	0.20691	0.158459	0.031352	0.489101	0.0333431	0.298713	0.331037	0.134849	0.235401	0.00950332	0.13868	0.662451	3.18937	2.696786
12830	-4078.747	-4079.902	1.154743	0.3940081	0.14149	0.401327	0.471162	0.468849	0.185709	0.164177	0.139255	0.217431	0.120558	0.0262184	0.10928	0.116388	0.0585882	0.113164	0.221269	0.115982	0.0286311	0.480533	0.0404209	0.311164	0.304042	0.134767	0.250026	0.0158595	0.177266	0.724714	3.08216	2.620434
12840	-4083.5	-4081.881	-1.618928	0.3728877	0.121613	0.513181	0.471162	0.383142	0.248009	0.298581	0.120074	0.175143	0.0823244	0.0543402	0.143536	0.249047	0.0376481	0.103161	0.206006	0.120728	0.0384262	0.478128	0.053551	0.338822	0.303163	0.132513	0.225502	0.0130052	0.161232	0.700192	3.12557	2.897802
12850	-4089.931	-4085.534	-4.396792	0.3267983	0.147319	0.535455	0.543918	0.405449	0.247079	0.147532	0.14746	0.396251	0.102043	0.132363	0.0827693	0.249047	0.0389019	0.0999332	0.152747	0.078735	0.0722314	0.567939	0.028414	0.342792	0.275576	0.132425	0.249207	0.00771902	0.125439	0.63818	3.22866	3.175588
