Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	bls_prop[1]	bls_prop[2]	bls_prop[3]	bls_prop[4]	bls_prop[5]	bls_prop[6]	bls_prop[7]	bls_prop[8]	bls_prop[9]	bls_prop[10]	bls_prop[11]	bls_prop[12]	bls_prop[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
4720	-4074.11	-4081.674	7.564234	0.1309443	0.641389	13.0588	8.95053	2.83753	2.21564	1.37177	0.414747	2.19435	0.0393851	5.73601	0.289556	0.24422	1.05243	0.0164264	0.334443	0.229228	0.0726709	0.0567439	0.0351318	0.0106219	0.0561985	0.00100867	0.146903	0.0074157	0.00625463	0.0269534	0.375265	0.293507	0.111821	0.219406	0.00918426	0.16044	0.0377072	0.0451456	0.736491	0.0110317	1.387e-05	0.00551526	0.183927	3.81054	39.04636
4730	-4078.803	-4082.692	3.888652	0.1537887	0.603386	6.34867	6.80727	1.88231	1.7039	0.936304	0.272617	2.28555	1.01667	2.82672	0.195186	0.540964	0.304673	0.023456	0.246797	0.264625	0.0731726	0.0662371	0.0363977	0.0105977	0.0888483	0.039522	0.109886	0.00758764	0.0210294	0.0118438	0.351889	0.303392	0.109794	0.234925	0.00777332	0.163416	0.0384066	0.0161808	0.750152	0.0240711	6.66124e-05	0.0120507	0.253222	3.73466	25.72423
4740	-4075.563	-4080.48	4.916823	0.1515026	0.815415	5.65337	9.26117	3.36608	2.53115	0.917487	0.715493	1.50015	0.547827	2.41041	0.284425	0.652761	0.0825904	0.0283738	0.196719	0.322258	0.117128	0.0880758	0.0319255	0.0248968	0.0522003	0.0190626	0.0838745	0.00989706	0.022714	0.00287388	0.353482	0.308657	0.10761	0.230252	0.00763326	0.160472	0.0377146	0.0296984	0.736636	0.0278466	5.81607e-05	0.0112639	0.246354	3.74232	28.73833
4750	-4069.785	-4074.01	4.225485	0.1503841	0.786331	7.56957	5.44492	3.88346	1.56547	1.04332	1.09413	0.762024	0.355132	2.54067	0.885481	0.51433	0.219841	0.0294896	0.28388	0.2042	0.145641	0.0587096	0.0391275	0.041033	0.028578	0.0133184	0.0952823	0.033208	0.0192888	0.00824465	0.365826	0.301789	0.111368	0.221017	0.00850629	0.178825	0.042028	0.0269522	0.712657	0.0310314	5.43432e-05	0.0108896	0.242985	3.74607	26.66468
4760	-4075.63	-4077.718	2.088478	0.1417034	0.428647	6.49424	4.24826	3.29858	0.930821	0.506005	0.188908	1.06716	0.416564	1.12444	0.893415	1.40512	0.345621	0.0200792	0.304211	0.199002	0.154516	0.0436027	0.0237029	0.00884906	0.0499893	0.0195132	0.0526723	0.0418504	0.0658205	0.01619	0.362383	0.298949	0.119759	0.218909	0.0246463	0.186693	0.0407865	0.026156	0.691604	0.0301147	3.09358e-05	0.00822577	0.216681	3.77506	21.3478
4770	-4074.938	-4080.824	5.886253	0.1377483	0.969674	10.2228	5.29448	4.81575	2.20061	1.25476	0.461133	1.47967	0.271001	2.98973	1.46602	0.33495	0.259565	0.0302832	0.319262	0.165348	0.150397	0.0687257	0.0391866	0.0144013	0.0462106	0.00846345	0.0933701	0.0457843	0.0104606	0.00810628	0.361786	0.297818	0.121848	0.218548	0.0248562	0.188282	0.0411338	0.0263787	0.697493	0.021856	2.33739e-05	0.00715371	0.20464	3.78818	32.02018
4780	-4078.804	-4082.089	3.284759	0.1584671	1.00487	4.90557	5.52335	3.2305	2.2283	0.771894	0.579338	1.77452	0.133502	1.83389	1.10471	0.481984	0.568666	0.0416249	0.203204	0.228795	0.133817	0.0923031	0.0319742	0.023998	0.0735062	0.00553007	0.0759655	0.0457607	0.0199653	0.0235559	0.368378	0.303245	0.107501	0.220876	0.0183097	0.148256	0.0355163	0.0194312	0.762388	0.0160996	8.68624e-05	0.0137517	0.267191	3.71897	24.14111
4790	-4073.645	-4075.198	1.553845	0.1687371	0.528756	5.26322	3.89626	2.42509	1.62613	0.937492	0.860473	1.13639	0.0534307	2.21737	0.855721	0.0923627	0.335217	0.0261399	0.260196	0.192618	0.119888	0.0803903	0.0463465	0.0425389	0.0561793	0.00264144	0.109619	0.042304	0.0045661	0.016572	0.371988	0.306216	0.104248	0.217549	0.0162024	0.240053	0.037451	0.0171949	0.674646	0.0144525	0.000147713	0.0179051	0.297357	3.68459	20.22791
4800	-4084.183	-4084.666	0.4829564	0.1599025	0.582236	2.95384	4.84349	1.41512	1.97811	0.412611	0.544	1.68858	0.141138	1.98594	0.514699	0.744284	0.38527	0.0320098	0.162394	0.266282	0.0777994	0.108751	0.0226843	0.0299077	0.0928337	0.00775938	0.109182	0.0282968	0.0409187	0.0211811	0.362477	0.302269	0.105804	0.22945	0.0330876	0.319097	0.0399179	0.025355	0.567138	0.0154045	9.39385e-05	0.0142979	0.271451	3.71416	18.18932
4810	-4082.951	-4079.167	-3.783949	0.1608445	0.237862	2.92992	2.6891	1.78212	0.640694	0.338195	0.381616	0.428999	0.188853	0.815456	0.699898	0.559238	0.425685	0.0196294	0.24179	0.221916	0.147068	0.0528728	0.0279093	0.0314927	0.0354029	0.015585	0.067295	0.0577586	0.0461507	0.0351294	0.346663	0.295913	0.115175	0.242249	0.0333139	0.270536	0.0614087	0.0482138	0.571017	0.0155098	9.88179e-05	0.0146625	0.274239	3.711	12.11763
4820	-4077.571	-4076.34	-1.23049	0.1817536	0.604603	4.5377	2.98669	1.9368	0.8513	0.550293	0.464528	1.08875	0.153804	0.627363	0.607954	0.674617	0.323295	0.0392403	0.294509	0.193844	0.125703	0.0552516	0.0357155	0.0301491	0.0706625	0.00998226	0.0407175	0.0394578	0.0437844	0.0209827	0.344172	0.312	0.108851	0.234977	0.0300044	0.24366	0.0553082	0.0516786	0.60538	0.013969	0.000265546	0.0239566	0.334391	3.64139	15.40769
4830	-4078.1	-4075.227	-2.873871	0.1754829	0.27437	2.20307	3.33642	2.13864	1.00352	0.53192	0.391747	0.516909	0.210435	0.721294	1.00249	0.431495	0.427374	0.0208018	0.16703	0.252957	0.162145	0.0760839	0.0403284	0.029701	0.0391904	0.0159545	0.0546862	0.0760058	0.0327146	0.0324021	0.347085	0.314641	0.118027	0.220247	0.0256319	0.259746	0.0472483	0.0441476	0.580728	0.0424973	0.000202375	0.0209354	0.316732	3.66213	13.18969
4840	-4071.454	-4071.93	0.4759182	0.1569536	0.560178	4.61156	3.69521	2.06381	1.70784	0.669202	0.536614	1.16634	0.0541536	1.40186	0.624619	0.658371	0.42699	0.0308184	0.253707	0.203293	0.113541	0.0939573	0.0368164	0.029522	0.0641669	0.00297928	0.0771237	0.0343636	0.0362205	0.023491	0.377816	0.299831	0.112472	0.209881	0.00996703	0.260997	0.0531616	0.028315	0.599743	0.047816	7.98532e-05	0.0131881	0.262686	3.72405	18.17675
4850	-4076.493	-4075.076	-1.417476	0.17677	0.580765	3.82436	2.73178	1.58732	1.41883	0.465872	0.696901	1.19554	0.328116	1.31335	0.44895	0.323674	0.219584	0.0383722	0.252682	0.180494	0.104877	0.0937449	0.030781	0.0460455	0.0789914	0.0216792	0.0867754	0.0296629	0.0213857	0.0145083	0.375396	0.300703	0.11341	0.210491	0.00923564	0.223226	0.0456561	0.0262372	0.651338	0.0443072	0.000214317	0.0215397	0.320385	3.65786	15.13504
4860	-4075.963	-4080.767	4.804137	0.1545248	0.582132	4.81628	7.4209	3.59639	2.19738	0.716477	0.744192	1.70078	0.0505789	3.49017	1.32462	0.708566	1.03786	0.0205075	0.169669	0.261425	0.126694	0.0774099	0.0252402	0.0262166	0.0599155	0.0017818	0.122953	0.0466641	0.0249615	0.0365619	0.372725	0.303492	0.103643	0.22014	0.0087999	0.23029	0.047908	0.0270676	0.671952	0.0139815	6.95275e-05	0.0123103	0.255428	3.73219	28.38634
4870	-4072.365	-4072.196	-0.1687728	0.1632985	0.467978	3.90576	3.58288	2.21029	1.2282	0.595846	0.941607	0.95979	0.0368637	1.68861	0.636621	0.572304	0.24072	0.0274193	0.228842	0.209925	0.129503	0.0719615	0.0349112	0.0551696	0.056235	0.00215988	0.0989375	0.0373003	0.0335318	0.014104	0.346985	0.315945	0.107896	0.229173	0.00380489	0.228459	0.047527	0.0268524	0.666608	0.0267482	0.000112442	0.0156349	0.281475	3.70278	17.06748
4880	-4071.057	-4073.339	2.282118	0.1646186	0.373795	4.54246	5.21048	2.75551	1.59766	0.746185	1.11296	0.967905	0.0422192	2.66901	0.880797	0.601369	0.271523	0.0171687	0.208639	0.239322	0.126563	0.0733816	0.0342729	0.0511193	0.0444566	0.00193916	0.12259	0.0404557	0.0276214	0.0124713	0.346985	0.315945	0.107896	0.229173	0.00451851	0.243308	0.0564409	0.0259676	0.624033	0.0457324	0.00012034	0.0161714	0.28535	3.69836	21.77188
4890	-4074.432	-4075.122	0.6894672	0.1629847	0.530705	3.91212	4.36344	2.43092	0.945464	0.498392	0.47152	1.17108	0.0209747	2.87897	0.152439	0.651166	0.535529	0.0285898	0.210751	0.235065	0.130957	0.0509335	0.0268491	0.0254014	0.0630876	0.00112994	0.155094	0.00821211	0.0350793	0.0288497	0.346822	0.315797	0.108315	0.229066	0.00466216	0.218428	0.0582353	0.0276159	0.643873	0.0471863	0.000110625	0.0155087	0.280552	3.70383	18.56272
4900	-4074.817	-4077.159	2.342321	0.1505395	0.665325	4.34833	5.48233	4.15926	0.952444	0.615736	0.236268	1.22578	0.0209896	3.06856	0.369501	0.382259	0.379039	0.0303721	0.198501	0.250268	0.18987	0.043479	0.0281083	0.0107856	0.0559568	0.000958176	0.14008	0.0168677	0.0174501	0.0173031	0.345435	0.325373	0.107882	0.221309	0.00487104	0.203973	0.0608443	0.0082926	0.672719	0.0493004	5.48616e-05	0.0109412	0.243453	3.74555	21.90582
4910	-4080.755	-4086.805	6.050034	0.162157	1.35975	8.66159	8.51202	3.80143	1.72405	0.319527	0.588885	0.880314	0.118272	5.15951	0.697131	0.433168	0.368281	0.0416796	0.265498	0.260913	0.116523	0.0528462	0.00979425	0.0180507	0.0269837	0.00362533	0.158151	0.0213687	0.0132776	0.0112887	0.351155	0.30806	0.102141	0.238644	0.00517953	0.216891	0.0417855	0.0222437	0.656121	0.0577801	0.000105937	0.0151785	0.278114	3.7066	32.62393
4920	-4076.272	-4080.72	4.447845	0.1483511	0.801068	6.23507	6.12744	4.42752	1.13224	0.891976	0.21603	1.73633	0.235444	2.94068	0.630322	1.05676	0.878924	0.0293326	0.228309	0.224368	0.162122	0.0414592	0.0326614	0.00791035	0.0635789	0.00862122	0.107679	0.0230804	0.0386952	0.0321834	0.361717	0.306642	0.113057	0.218584	0.00558659	0.233936	0.0450694	0.0239919	0.629095	0.0623211	4.79088e-05	0.0102275	0.236847	3.75288	27.30981
4930	-4073.009	-4074.686	1.676987	0.1543832	0.43103	6.38391	3.79133	2.17094	0.677502	0.402037	0.213356	1.00187	0.52697	3.34283	0.348568	0.750232	0.438864	0.021047	0.311723	0.185128	0.106006	0.0330821	0.0196313	0.010418	0.0489207	0.0257317	0.163229	0.0170204	0.0366335	0.0214295	0.378275	0.300207	0.107522	0.213996	0.00508954	0.277139	0.0410595	0.0409519	0.573123	0.0626366	6.89593e-05	0.0122601	0.255004	3.73267	20.47944
4940	-4071.062	-4076.056	4.994292	0.1426125	0.79901	8.81695	6.97728	2.52583	1.76636	0.71189	0.306238	1.48947	0.351419	3.79159	0.466904	0.127551	0.853157	0.0275676	0.304204	0.240732	0.0871468	0.0609433	0.0245618	0.0105659	0.0513901	0.0121247	0.130818	0.0161092	0.0044008	0.0294358	0.372839	0.295892	0.105977	0.225292	0.0100398	0.268845	0.0229033	0.0324012	0.601867	0.0639437	3.29219e-05	0.00848472	0.219445	3.77204	28.98365
4950	-4076.278	-4081.272	4.994292	0.1462771	0.798161	7.81987	7.31554	3.18397	1.15738	1.48297	0.388688	1.98627	0.351045	3.48536	0.642464	0.135	0.236922	0.0275383	0.269803	0.252402	0.109854	0.0399321	0.0511658	0.0134106	0.0685307	0.0121118	0.120253	0.0221664	0.00465779	0.00817434	0.368658	0.310003	0.1028	0.218539	0.0108702	0.291083	0.0247978	0.0350813	0.568935	0.0692329	4.19767e-05	0.00957609	0.230569	3.75981	28.98365
4960	-4071.165	-4078.087	6.922154	0.1353256	0.80789	10.3414	8.94545	4.46151	1.78854	0.569273	0.542263	1.31054	0.14604	5.66429	0.404599	0.883063	0.255628	0.0223665	0.286304	0.247656	0.123517	0.0495158	0.0157604	0.0150126	0.0362826	0.00404314	0.156816	0.0112014	0.0244477	0.00707709	0.358365	0.308116	0.102174	0.231345	0.00363699	0.292464	0.0249154	0.0459886	0.571633	0.061362	1.95274e-05	0.00654063	0.19726	3.79618	36.12051
4970	-4078.301	-4084.084	5.783871	0.1378152	0.422606	8.22452	7.53448	4.4343	2.58031	0.533042	0.703566	2.45267	0.472618	3.04705	0.852918	0.310006	0.0823973	0.0133523	0.259855	0.238052	0.140102	0.0815252	0.0168415	0.0222292	0.0774924	0.0149324	0.0962718	0.026948	0.00979468	0.00260335	0.358365	0.308116	0.102174	0.231345	0.00364365	0.314207	0.024961	0.0460728	0.528443	0.0826725	2.34882e-05	0.00717111	0.204844	3.78796	31.6505
4980	-4076.056	-4080.545	4.488965	0.142918	0.372327	9.85083	5.53557	2.85564	1.28358	0.458776	0.469249	1.89919	0.127186	3.64984	0.386944	0.160583	0.381609	0.0135731	0.359109	0.201797	0.104101	0.0467924	0.0167245	0.0171063	0.0692344	0.00463651	0.133054	0.0141059	0.00585399	0.0139114	0.359813	0.31892	0.105757	0.21551	0.00361851	0.312039	0.0247888	0.045755	0.524797	0.0890015	3.36116e-05	0.00857278	0.220374	3.77102	27.43131
4990	-4075.157	-4078.883	3.725683	0.144824	0.968742	6.64408	5.71177	3.53649	1.12202	1.05315	0.530594	1.62808	1.44394	1.78248	0.115835	0.208869	0.538351	0.0383138	0.262774	0.225901	0.139868	0.0443758	0.0416523	0.0209851	0.0643906	0.0571078	0.0704972	0.00458128	0.00826077	0.0212918	0.353804	0.313594	0.103991	0.228612	0.0035797	0.30957	0.0466495	0.032985	0.519169	0.0880469	3.81775e-05	0.00913424	0.226163	3.76466	25.28439
5000	-4075.054	-4079.296	4.242176	0.1412472	0.819804	6.36834	7.09746	2.3393	1.18274	0.849474	0.68435	2.29071	2.22589	1.8303	0.215126	0.524002	0.28492	0.03069	0.238404	0.265699	0.0875737	0.0442767	0.0318007	0.0256192	0.0857544	0.0833279	0.0685189	0.00805342	0.0196164	0.0106662	0.384968	0.307853	0.102087	0.205093	0.00384629	0.284059	0.0324219	0.0279638	0.557833	0.0938762	2.99756e-05	0.00809759	0.215293	3.77658	26.71242
5010	-4072.136	-4076.412	4.276053	0.1462963	0.631105	6.99474	6.2777	3.41275	1.362	0.529754	0.650567	1.91498	1.07308	2.27722	0.162779	1.0536	0.469372	0.0235402	0.260904	0.234158	0.127296	0.0508024	0.0197598	0.0242662	0.0714288	0.0400258	0.0849405	0.00607166	0.0392992	0.0175076	0.344131	0.314395	0.105821	0.235653	0.00842341	0.250706	0.0345556	0.0282325	0.593394	0.0846881	4.20287e-05	0.00958199	0.230627	3.75975	26.80965
5020	-4074.546	-4079.716	5.169599	0.1475109	0.480413	8.5497	7.08598	2.47759	2.18921	0.643781	1.37892	1.60477	0.0824525	2.20496	1.24438	0.663314	0.943607	0.0162581	0.289339	0.239804	0.0838465	0.0740872	0.0217868	0.0466655	0.0543087	0.00279036	0.0746204	0.0421122	0.0224479	0.0319335	0.346465	0.313276	0.105445	0.234815	0.00774956	0.301077	0.0317912	0.0298799	0.605985	0.023518	4.54312e-05	0.00996068	0.234306	3.75569	29.54908
5030	-4071.525	-4076.806	5.281062	0.1420871	0.186794	7.78913	8.01537	2.46597	1.284	0.689499	0.742444	1.39434	0.564207	5.24802	0.487574	0.585033	0.463837	0.00624389	0.260365	0.267927	0.0824292	0.0429198	0.0230477	0.0248175	0.0466083	0.0188596	0.175424	0.016298	0.0195557	0.0155045	0.346465	0.313276	0.105445	0.234815	0.0069261	0.269085	0.0284131	0.0267049	0.594546	0.0743251	3.17622e-05	0.0083345	0.217848	3.77379	29.91622
5040	-4071.947	-4078.933	6.98608	0.1365237	0.918741	9.81053	8.11658	3.41943	1.72897	1.0026	0.586824	2.61028	0.993857	6.36055	0.453946	0.167405	0.227592	0.025242	0.26954	0.222999	0.0939474	0.0475028	0.027546	0.0161227	0.0717162	0.0273058	0.174753	0.012472	0.00459937	0.00625299	0.354968	0.299687	0.105012	0.240332	0.00781042	0.218539	0.0285679	0.0301146	0.670457	0.0445109	2.13603e-05	0.00683969	0.20091	3.79223	36.3973
5050	-4070.433	-4077.528	7.094659	0.1408251	0.643991	10.9428	8.07375	4.56099	1.69192	1.41011	0.955	1.40084	2.20364	3.69962	1.00094	0.018428	0.272395	0.0174644	0.296759	0.218952	0.12369	0.0458833	0.0382408	0.0258987	0.0379896	0.0597606	0.10033	0.0271444	0.000499751	0.0073871	0.374465	0.310876	0.101382	0.213277	0.00942336	0.19785	0.0182597	0.0302291	0.70248	0.0417577	2.91086e-05	0.00798006	0.214008	3.77798	36.87446
5060	-4074.635	-4081.152	6.517458	0.1475296	1.20417	9.39398	6.8139	3.02303	2.31011	0.613079	1.58432	2.53	1.96185	4.37568	0.323309	0.275392	0.026999	0.0349685	0.272797	0.197872	0.0877873	0.0670845	0.0178035	0.0460079	0.0734701	0.0569711	0.127068	0.00938875	0.00799724	0.000784037	0.361526	0.319902	0.0991033	0.219469	0.00523359	0.275577	0.0206336	0.0325617	0.618808	0.0471864	4.54851e-05	0.00996656	0.234362	3.75563	34.43581
5070	-4075.321	-4076.879	1.55856	0.1663817	0.776657	5.28763	4.3178	1.35764	1.30331	0.663796	0.931145	1.09242	1.33425	2.7318	0.324497	0.0995821	0.0169521	0.0383772	0.261279	0.213357	0.0670855	0.0644007	0.0328003	0.0460109	0.0539801	0.0659297	0.134987	0.0160345	0.00492068	0.000837657	0.361526	0.319902	0.0991033	0.219469	0.0169355	0.266897	0.0199837	0.0315361	0.599317	0.0653314	0.000131539	0.0169026	0.290506	3.69246	20.23747
5080	-4075.416	-4080.254	4.83793	0.1585679	0.551435	7.04401	6.97058	2.81162	0.772816	1.18814	0.878321	1.67884	1.05107	2.5947	1.5877	1.05836	0.303721	0.0193545	0.247234	0.244656	0.0986833	0.0271246	0.0417019	0.0308277	0.0589247	0.0368909	0.0910697	0.0557257	0.0371468	0.0106601	0.356567	0.319113	0.105392	0.218928	0.0172431	0.271744	0.0203466	0.0139484	0.610201	0.0665178	8.73454e-05	0.0137897	0.267491	3.71863	28.4913
5090	-4077.895	-4083.123	5.227805	0.1498744	0.489241	8.59177	5.85994	2.8949	0.607107	1.0526	0.934465	1.76822	0.715286	2.54437	2.20691	1.43776	0.637485	0.0164506	0.288896	0.197039	0.0973402	0.0204138	0.0353933	0.0314211	0.0594559	0.0240513	0.0855536	0.0742066	0.0483442	0.0214352	0.355858	0.325203	0.100447	0.218493	0.0165868	0.2614	0.0202725	0.0507803	0.586974	0.063986	5.26701e-05	0.0107214	0.241448	3.74778	29.74005
5100	-4073.518	-4078.655	5.137074	0.1602876	0.876463	6.84293	6.50448	2.81192	1.17515	1.05903	0.925561	2.69365	0.17837	4.15588	1.30094	0.102184	0.816525	0.0297681	0.232412	0.220917	0.0955036	0.0399126	0.0359688	0.0314356	0.0914867	0.00605814	0.14115	0.0441849	0.00347056	0.0277323	0.374957	0.293929	0.100894	0.23022	0.00951368	0.281461	0.0213623	0.0546774	0.6031	0.0298858	9.59102e-05	0.0144463	0.272591	3.71287	29.44308
5110	-4074.71	-4079.265	4.554565	0.1572487	0.705735	5.62199	6.63442	4.37841	2.26422	0.73006	0.995779	1.07055	0.126786	3.38095	0.678958	0.348127	0.690608	0.0255455	0.203499	0.240146	0.158485	0.0819578	0.026426	0.0360442	0.0387508	0.00458927	0.12238	0.0245763	0.0126012	0.024998	0.372356	0.298828	0.100194	0.228622	0.00751365	0.245239	0.0168714	0.0855198	0.618833	0.0260236	8.11842e-05	0.013297	0.263565	3.72306	27.6266
5120	-4078.964	-4080.391	1.426916	0.1685323	0.53005	3.46186	5.16998	2.52491	1.54475	0.649099	0.375763	2.06971	0.16994	1.67916	0.216003	1.07631	0.505001	0.026539	0.173331	0.258855	0.126419	0.0773436	0.0324996	0.018814	0.103628	0.00850869	0.0840735	0.010815	0.0538896	0.0252848	0.334241	0.311466	0.104432	0.249861	0.00671804	0.291859	0.0359622	0.068663	0.550622	0.0461759	0.000146249	0.0178168	0.296763	3.68527	19.97253
5130	-4085.339	-4086.486	1.146198	0.1619031	0.233486	6.3167	4.02606	1.3923	1.08249	0.760105	0.427153	2.33098	0.37457	1.37316	0.142609	0.671476	0.290225	0.0120222	0.325246	0.207301	0.0716891	0.0557372	0.0391377	0.021994	0.120022	0.0192865	0.0707037	0.00734291	0.0345742	0.0149436	0.3568	0.292082	0.109402	0.241716	0.00515474	0.232754	0.0410035	0.0207165	0.632284	0.0680866	0.00010453	0.0150779	0.277366	3.70745	19.42132
5140	-4076.194	-4078.74	2.546283	0.1633721	0.601066	4.5166	6.16176	2.02476	1.62873	0.93763	0.97866	0.647689	0.0336084	3.68856	0.924876	0.142711	0.0805063	0.0268727	0.20193	0.275483	0.0905237	0.072818	0.0419199	0.0437544	0.0289572	0.00150258	0.16491	0.0413497	0.00638037	0.00359931	0.372024	0.30508	0.11407	0.208826	0.00382175	0.220612	0.0417285	0.0210828	0.643464	0.0692905	0.000112872	0.0156646	0.281692	3.70253	22.36716
5150	-4075.098	-4077.909	2.810841	0.1545787	0.715955	6.33206	4.78219	2.70553	1.7619	0.437222	0.543833	1.16077	0.0782999	2.47015	0.729831	0.584734	0.681017	0.0311508	0.275505	0.20807	0.117716	0.0766595	0.0190233	0.0236619	0.0505044	0.00340679	0.107475	0.0317546	0.0254415	0.0296307	0.374665	0.296286	0.113744	0.215305	0.00505693	0.291913	0.0552149	0.071426	0.538326	0.0380628	6.97446e-05	0.0123294	0.25559	3.73201	22.98349
5160	-4075.739	-4075.651	-0.08788414	0.155593	0.619709	3.87861	3.35132	2.26553	1.74852	0.19037	0.292279	0.805323	0.305077	1.58798	0.902337	0.45704	0.798117	0.0360249	0.225472	0.194819	0.1317	0.101645	0.0110666	0.0169908	0.0468151	0.0177348	0.0923125	0.0524547	0.0265687	0.0463961	0.358994	0.293199	0.112558	0.235249	0.00454845	0.262561	0.049663	0.0641757	0.584816	0.0342355	7.39327e-05	0.0126923	0.258624	3.72861	17.20222
5170	-4077.119	-4078.042	0.9224662	0.1698811	0.539078	3.88599	3.69678	2.73491	1.06288	0.691483	0.346581	1.69695	0.575178	2.11195	0.261433	0.825991	0.565759	0.0283801	0.20458	0.194619	0.143981	0.0559561	0.0364035	0.018246	0.0893367	0.0302806	0.111185	0.0137633	0.0434848	0.0297847	0.371137	0.285609	0.111085	0.232169	0.00471447	0.272144	0.0514757	0.0300182	0.606162	0.0354851	0.000156089	0.0184025	0.300669	3.68077	18.99497
5180	-4075.178	-4074.476	-0.7026192	0.1698772	0.443492	3.82254	3.22486	2.07593	1.14818	0.846174	0.131451	1.00774	1.05125	1.35803	0.0846292	0.493763	0.520337	0.0273619	0.235837	0.198963	0.128078	0.0708388	0.052206	0.00811005	0.062174	0.0648583	0.0837857	0.00522132	0.0304634	0.032103	0.379079	0.282002	0.109682	0.229237	0.00553315	0.230128	0.0604147	0.0281155	0.629843	0.0459656	0.000156061	0.0184008	0.300658	3.68078	16.20838
5190	-4076.429	-4079.026	2.596613	0.1564878	0.509212	6.41855	4.88373	2.05841	1.05294	0.733996	0.0285584	1.13034	1.2924	2.58785	0.880321	0.63935	0.267164	0.0226489	0.285487	0.217221	0.0915549	0.046833	0.032647	0.00127023	0.0502755	0.0574839	0.115103	0.0391553	0.0284373	0.011883	0.379079	0.282002	0.109682	0.229237	0.00608812	0.159755	0.0536551	0.0309355	0.693016	0.0565496	7.77865e-05	0.0130172	0.261297	3.72561	22.48283
5200	-4073.309	-4077.462	4.15308	0.1364504	0.454418	8.16211	5.71402	3.61087	1.19672	0.995709	0.0182863	1.72163	1.61113	1.84455	0.698647	0.106072	0.324693	0.0171745	0.308483	0.215959	0.136471	0.0452296	0.0376324	0.000691123	0.0650681	0.0608918	0.0697138	0.0264051	0.00400893	0.0122716	0.372868	0.286022	0.115629	0.225481	0.00932044	0.164939	0.0553962	0.0319393	0.715504	0.022901	2.12444e-05	0.00682117	0.200686	3.79247	26.45885
5210	-4080.859	-4082.652	1.792524	0.1460526	0.459094	6.86723	2.77853	2.86546	0.950086	0.851874	0.0269724	1.2026	0.798862	2.41864	0.500798	0.21138	0.787337	0.0221583	0.331448	0.134106	0.138302	0.0458561	0.0411159	0.00130183	0.0580438	0.0385572	0.116736	0.0241711	0.0102023	0.038001	0.362752	0.288544	0.121234	0.227469	0.00928172	0.165004	0.0421823	0.0481947	0.712531	0.0228059	4.13709e-05	0.00950703	0.229889	3.76056	20.71886
5220	-4072.07	-4074.461	2.390382	0.1604665	0.715613	6.30145	5.33265	2.10399	1.05073	0.745239	0.483313	1.27255	0.920863	1.89795	0.153497	0.54181	0.493814	0.032508	0.286254	0.242245	0.0955774	0.0477314	0.0338538	0.0219553	0.0578076	0.0418318	0.0862178	0.00697287	0.0246127	0.0224324	0.370688	0.294856	0.102011	0.232445	0.00909223	0.175958	0.0413211	0.0483044	0.69466	0.0306642	9.6837e-05	0.0145156	0.273121	3.71227	22.01347
5230	-4070.944	-4071.718	0.773181	0.1711089	0.423194	4.30046	4.4236	2.2164	1.39729	0.782218	0.761434	1.66794	1.1225	1.03429	0.300687	0.10984	0.176804	0.0226106	0.229766	0.236346	0.118419	0.0746548	0.0417926	0.0406822	0.0891155	0.0599731	0.0552606	0.0160652	0.00586856	0.00944636	0.377998	0.300671	0.102327	0.219005	0.00226506	0.226758	0.0417983	0.0580449	0.640115	0.0310183	0.000165473	0.0189439	0.304212	3.67668	18.71667
