Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	bls_prop[1]	bls_prop[2]	bls_prop[3]	bls_prop[4]	bls_prop[5]	bls_prop[6]	bls_prop[7]	bls_prop[8]	bls_prop[9]	bls_prop[10]	bls_prop[11]	bls_prop[12]	bls_prop[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
4170	-4071.128	-4075.052	3.924318	0.1641251	0.31417	6.51909	5.62306	3.88807	1.66912	0.846968	0.267867	1.97345	0.722053	1.25921	0.523818	0.55994	1.65497	0.0121669	0.252465	0.217764	0.150573	0.0646399	0.0328005	0.0103737	0.0764257	0.027963	0.0487654	0.0202859	0.0216848	0.0640921	0.351747	0.30746	0.113629	0.227164	0.00851	0.198209	0.0504743	0.0177452	0.687566	0.0374948	0.00011734	0.0159698	0.283903	3.70001	25.82178
4180	-4076.258	-4077.357	1.098805	0.1573653	0.351047	4.14051	4.12539	2.81588	1.40493	0.752354	0.45384	1.90517	0.208215	1.76715	0.849841	0.11171	0.444009	0.0181607	0.214201	0.213419	0.145674	0.0726812	0.0389214	0.0234785	0.0985601	0.0107716	0.0914199	0.0439647	0.00577906	0.0229699	0.370131	0.301657	0.111484	0.216728	0.00875126	0.203829	0.0519053	0.0285915	0.629121	0.0778027	8.17149e-05	0.0133402	0.263913	3.72267	19.33006
4190	-4073.86	-4075.179	1.319023	0.1525261	0.680541	5.74622	3.61104	2.27897	1.23262	0.695451	0.654175	0.572327	0.0268979	2.26186	0.468854	0.124902	1.40463	0.034443	0.290823	0.182759	0.115341	0.0623844	0.0351976	0.0331086	0.0289661	0.00136134	0.114475	0.0237292	0.00632142	0.0710899	0.348562	0.316926	0.117127	0.217386	0.00759138	0.279089	0.0328856	0.0284545	0.594904	0.057075	6.18345e-05	0.0116125	0.249432	3.73889	19.75848
4200	-4071.188	-4072.507	1.319023	0.1671864	0.759172	5.07215	4.23729	2.92492	1.09387	0.844878	0.623879	0.904381	0.0300058	1.85006	0.218178	0.0986345	1.10106	0.0384226	0.256707	0.214454	0.148034	0.0553619	0.0427602	0.0315752	0.0457718	0.00151863	0.0936339	0.0110422	0.00499201	0.0557261	0.344004	0.307125	0.115595	0.233276	0.00823296	0.261716	0.0431385	0.0308593	0.594154	0.0618986	0.000136906	0.0172418	0.292852	3.68977	19.75848
4210	-4074.294	-4073.952	-0.3418153	0.1608651	0.607648	4.63226	3.10114	2.07938	0.895714	0.410723	0.280767	1.82053	0.424939	1.19979	0.363597	0.15819	0.808671	0.0362054	0.276003	0.184775	0.123895	0.0533692	0.0244721	0.0167289	0.108472	0.0253191	0.071487	0.0216642	0.0094254	0.0481829	0.36367	0.297918	0.11213	0.226283	0.0085413	0.232375	0.0513983	0.0415005	0.582801	0.0833832	9.89268e-05	0.0146705	0.2743	3.71093	16.78334
4220	-4073.43	-4076.785	3.355405	0.1521572	0.519565	7.13249	5.43634	2.89692	1.62582	0.667031	0.164381	1.54493	0.775718	1.81773	0.587948	0.171978	0.979006	0.0213638	0.293279	0.223535	0.119118	0.0668514	0.0274274	0.00675913	0.0635254	0.0318965	0.0747426	0.0241756	0.00707152	0.0402554	0.363878	0.298089	0.11162	0.226413	0.00668725	0.23362	0.0516736	0.0417228	0.582466	0.0838299	6.04901e-05	0.0114862	0.248323	3.74013	24.31985
4230	-4068.984	-4070.949	1.964511	0.1508978	0.435382	4.97817	4.154	2.92053	1.56538	0.582984	0.403569	1.51883	0.450175	2.70086	0.396527	0.063384	0.911788	0.0206523	0.236138	0.197044	0.138535	0.0742534	0.0276537	0.0191432	0.0720454	0.021354	0.128115	0.0188092	0.0030066	0.0432505	0.375715	0.307785	0.104803	0.211696	0.00251279	0.232475	0.0526429	0.0517427	0.62488	0.035746	5.60715e-05	0.0110607	0.244533	3.74435	21.08158
4240	-4072.912	-4076.277	3.364699	0.1561652	0.654686	6.09989	4.64988	3.6515	1.40544	0.751528	0.641236	1.20426	0.352412	2.42491	0.343552	0.0738976	2.09029	0.0268937	0.250576	0.191011	0.149999	0.0577339	0.0308718	0.0263412	0.0494694	0.0144766	0.0996124	0.0141127	0.00303562	0.0858665	0.369179	0.302431	0.101624	0.226766	0.00305737	0.327461	0.0381691	0.0629564	0.522527	0.0458296	7.63796e-05	0.0128996	0.260334	3.72669	24.34349
4250	-4069.841	-4072.134	2.29232	0.1569218	0.350164	5.65433	5.5211	2.61385	1.30102	0.61516	1.00662	1.06801	0.0787091	2.30627	0.361267	0.271989	0.646021	0.0160666	0.259438	0.253325	0.119931	0.059695	0.0282255	0.046187	0.0490035	0.00361142	0.105819	0.0165761	0.0124797	0.0296415	0.363253	0.313629	0.099993	0.223125	0.00311939	0.254739	0.0401012	0.0680692	0.574211	0.0597597	7.97109e-05	0.0131764	0.262591	3.72415	21.79451
4260	-4075.345	-4077.033	1.688255	0.1529904	0.63802	6.26049	2.78413	2.59057	1.19229	0.787148	0.745101	1.37058	0.0456134	1.74716	0.40684	0.541067	1.39364	0.0311189	0.305351	0.135794	0.126353	0.058153	0.0383925	0.0363417	0.0668491	0.00222476	0.0852161	0.0198433	0.0263901	0.0679735	0.36377	0.314075	0.0987117	0.223443	0.00303496	0.258623	0.0553021	0.066227	0.55867	0.0581423	6.35593e-05	0.0117726	0.250827	3.73734	20.50264
4270	-4071.118	-4075.349	4.230752	0.1559878	0.788684	7.08262	4.94877	3.3306	1.31956	0.571851	0.871127	1.57257	0.0135348	3.45124	0.4021	0.559436	1.76764	0.0295612	0.265468	0.185488	0.124836	0.0494592	0.0214339	0.0326513	0.0589426	0.000507306	0.129358	0.0150714	0.0209686	0.066254	0.352599	0.319074	0.0956804	0.232647	0.00441188	0.270118	0.0350044	0.0419194	0.611744	0.0368021	7.56142e-05	0.0128351	0.259804	3.72729	26.67973
4280	-4073.916	-4075.739	1.822704	0.1608666	0.750142	4.25731	5.53389	2.31237	1.56838	0.322581	0.59451	0.790068	0.0630366	2.10245	0.4317	0.444012	1.61151	0.0360958	0.204856	0.266284	0.111268	0.0754684	0.0155222	0.028607	0.038017	0.00303323	0.101167	0.0207728	0.0213653	0.0775436	0.366913	0.312019	0.093565	0.227503	0.00436157	0.267038	0.0422061	0.0414414	0.608571	0.0363824	9.89344e-05	0.0146711	0.274304	3.71093	20.78196
4290	-4076.714	-4080.062	3.347666	0.1689872	0.684923	6.21992	4.17847	1.92613	1.6933	0.861632	0.910703	1.05171	0.275776	2.32044	0.480132	2.06748	1.62956	0.0281859	0.255962	0.171952	0.0792639	0.0696825	0.0354578	0.0374772	0.0432801	0.0113487	0.0954908	0.0197584	0.0850809	0.0670596	0.367165	0.306865	0.102224	0.223745	0.00376314	0.186756	0.0342752	0.0167057	0.696663	0.0618369	0.000149514	0.0180133	0.298082	3.68375	24.30019
4300	-4075.146	-4080.089	4.943553	0.1428899	0.477983	7.58106	6.65697	2.91249	1.47857	0.980411	0.786827	2.33478	0.0616773	2.75706	0.165707	1.07165	1.55749	0.0165836	0.263024	0.230963	0.101049	0.0512988	0.0340153	0.0272989	0.0810048	0.00213989	0.095656	0.00574918	0.0371807	0.0540368	0.342048	0.308734	0.10121	0.248008	0.00521612	0.310225	0.0475092	0.0231559	0.559225	0.0546683	3.35477e-05	0.00856466	0.220288	3.77111	28.82266
4310	-4072.115	-4075.349	3.233657	0.1455038	0.63312	5.29716	5.9582	1.79682	1.64448	0.807302	0.706484	1.98125	0.0228344	2.3615	0.470865	0.54708	1.78573	0.0263659	0.220597	0.248126	0.0748275	0.0684835	0.0336196	0.0294211	0.082508	0.000950922	0.0983433	0.0196089	0.0227828	0.0743658	0.351345	0.317328	0.103961	0.227367	0.00526559	0.313167	0.0389709	0.0228806	0.564529	0.0551868	3.99194e-05	0.00933944	0.228225	3.7624	24.01284
4320	-4083.224	-4087.495	4.271491	0.1597566	0.521226	6.63086	6.07877	4.16644	0.625443	0.808101	0.779213	1.30712	0.100064	4.23816	0.385052	0.647738	0.508336	0.0194512	0.247452	0.226849	0.155484	0.0233404	0.0301569	0.0290789	0.0487794	0.00373423	0.158161	0.0143695	0.0241725	0.0189702	0.34379	0.332006	0.101725	0.222478	0.00448686	0.340387	0.0423582	0.0248693	0.523007	0.0648917	9.31997e-05	0.0142419	0.271018	3.71465	26.79653
4330	-4084.068	-4087.107	3.039386	0.1629671	1.248	6.35785	6.16031	1.74787	0.225548	0.867649	0.722188	1.47412	0.350999	3.12596	0.0976717	0.364965	0.789788	0.053032	0.270168	0.261774	0.0742734	0.00958436	0.0368696	0.0306884	0.0626409	0.0149152	0.132833	0.00415043	0.0155087	0.033561	0.360597	0.322037	0.101568	0.215798	0.00547339	0.208198	0.0516715	0.0303374	0.638001	0.0663194	0.000110523	0.0155016	0.2805	3.70389	23.53292
4340	-4079.088	-4081.585	2.497218	0.1537384	0.538796	4.79389	4.97615	3.4523	1.37356	0.875529	0.492034	1.16591	0.347893	1.90508	0.0613394	1.50306	0.769548	0.02421	0.215406	0.223596	0.155124	0.0617189	0.0393406	0.0221088	0.0523885	0.0156321	0.0856019	0.00275619	0.067538	0.0345785	0.378845	0.286458	0.107979	0.226718	0.00490208	0.186466	0.0503104	0.0271708	0.647955	0.0831957	6.64166e-05	0.012033	0.253071	3.73483	22.2551
4350	-4078.597	-4081.71	3.113302	0.1488753	0.549509	5.95118	4.272	3.04506	1.074	0.888381	0.813419	0.712398	0.0992416	3.71401	0.120681	2.03152	0.442691	0.0231722	0.250956	0.180146	0.128407	0.0452896	0.0374622	0.0343011	0.0300411	0.00418492	0.156616	0.00508901	0.0856671	0.0186679	0.358875	0.303412	0.108952	0.228761	0.00486799	0.185169	0.0499605	0.0339354	0.643449	0.0826172	4.95075e-05	0.010396	0.238431	3.75112	23.7141
4360	-4077.137	-4080.528	3.391839	0.1587425	0.664279	6.00587	5.32845	2.97939	1.32637	1.11664	0.614805	0.97391	2.6249	1.94192	0.129256	0.119634	0.587269	0.0272104	0.246014	0.218265	0.122043	0.0543311	0.0457401	0.0251838	0.0398936	0.107522	0.0795455	0.00529463	0.0049005	0.0240559	0.380006	0.307861	0.0985374	0.213596	0.00500183	0.19026	0.0513341	0.0348684	0.633646	0.0848887	8.81869e-05	0.0138556	0.268009	3.71805	24.41268
4370	-4074.234	-4072.889	-1.344443	0.1704183	0.364506	4.5132	3.28858	1.41251	1.05146	0.679226	0.205071	1.03624	0.541703	1.1985	0.161957	0.313918	0.473999	0.0239163	0.296125	0.215774	0.092679	0.0689896	0.0445661	0.0134553	0.0679907	0.0355428	0.0786374	0.0106265	0.0205971	0.0311005	0.370384	0.308125	0.107352	0.214139	0.00379157	0.207135	0.0402934	0.0251965	0.656953	0.0666311	0.000160144	0.0186384	0.302221	3.67898	15.24087
4380	-4072.487	-4075.551	3.063869	0.1717168	0.632692	6.7341	4.6002	2.39245	1.96014	1.14437	0.385081	1.66842	0.919931	1.70274	0.134074	0.562569	0.755966	0.0268172	0.285431	0.194984	0.101406	0.0830824	0.0485051	0.016322	0.0707174	0.0389921	0.0721723	0.00568284	0.023845	0.0320423	0.364687	0.307935	0.107286	0.220092	0.00379157	0.207135	0.0402934	0.0251965	0.656953	0.0666311	0.000170273	0.0192148	0.305962	3.67465	23.59274
4390	-4077.913	-4082.8	4.887345	0.1334107	0.250962	5.81011	6.01326	5.36207	1.87871	0.932443	0.362492	1.62274	1.14149	3.79836	0.335356	0.58661	0.551097	0.00876091	0.202827	0.209918	0.187186	0.0655842	0.0325509	0.0126543	0.0566487	0.0398485	0.132598	0.011707	0.0204781	0.0192384	0.364687	0.307935	0.107286	0.220092	0.00400406	0.20723	0.0468106	0.0266086	0.693771	0.0215757	1.68621e-05	0.00607932	0.191429	3.80247	28.6457
4400	-4066.961	-4073.015	6.054597	0.1453726	0.6015	11.1239	6.55828	3.84622	1.68824	0.649214	0.641111	1.72429	0.988554	3.27507	0.793837	0.268555	0.482241	0.0184278	0.340795	0.200922	0.117834	0.0517214	0.0198895	0.0196413	0.0528259	0.0302857	0.100336	0.0243203	0.00822754	0.0147741	0.356011	0.311442	0.109948	0.222598	0.00398376	0.20618	0.0465733	0.0264737	0.695323	0.0214663	3.95785e-05	0.00929965	0.227827	3.76283	32.64097
4410	-4079.492	-4084.021	4.528911	0.1496747	0.749227	7.51049	4.4553	4.84735	2.48271	0.836308	0.174786	1.18202	0.318134	3.50745	0.54503	0.671368	0.26985	0.0271952	0.272613	0.161717	0.175947	0.0901163	0.030356	0.0063443	0.0429047	0.0115475	0.127312	0.0197833	0.0243691	0.00979492	0.343452	0.316387	0.114027	0.226133	0.00399211	0.207587	0.0466709	0.0265292	0.696781	0.0184404	5.20257e-05	0.010656	0.240845	3.74845	27.55002
4420	-4074.423	-4079.156	4.733148	0.1365995	0.635188	9.34993	6.57092	2.24558	1.47222	0.769926	0.0971701	1.8349	0.54547	2.82119	0.31321	1.25473	0.257061	0.0225504	0.331941	0.23328	0.0797224	0.0522665	0.0273338	0.00344972	0.0651424	0.0193652	0.100158	0.0111195	0.0445453	0.00912618	0.372746	0.314748	0.104757	0.207749	0.00377848	0.186975	0.0387079	0.0525701	0.659494	0.0584754	2.14807e-05	0.00685887	0.20114	3.79198	28.16749
4430	-4076.608	-4078.681	2.073654	0.16869	0.666146	4.93713	6.06668	2.27121	1.44847	0.590952	0.0297672	0.981878	0.777549	2.1172	0.343329	0.845297	0.240135	0.0312513	0.231619	0.28461	0.106551	0.0679533	0.0277237	0.00139649	0.0460635	0.0364777	0.0993257	0.0161068	0.039656	0.0112656	0.335558	0.324113	0.11517	0.225159	0.00375277	0.192506	0.0384445	0.0522125	0.655007	0.0580776	0.000147375	0.0178848	0.297221	3.68475	21.31575
4440	-4080.448	-4079.009	-1.439214	0.1638439	0.435013	3.08149	3.88822	1.59864	1.13281	0.445683	0.184076	0.905085	0.288495	2.33834	0.20113	0.513648	0.0910685	0.0288017	0.204022	0.257435	0.105844	0.0750021	0.0295082	0.0121875	0.0599247	0.0191009	0.154819	0.0133166	0.034008	0.00602954	0.33515	0.324312	0.11524	0.225297	0.00439436	0.299998	0.0450172	0.0388993	0.583682	0.0280087	0.000115656	0.0158554	0.283078	3.70095	15.10371
4450	-4076.983	-4076.701	-0.2821319	0.1594017	0.47828	4.938	3.91901	1.73242	0.706779	0.641483	0.456426	0.906186	0.318386	1.50278	0.413395	0.457226	0.410355	0.0283329	0.292523	0.232159	0.102627	0.041869	0.0380009	0.0270383	0.0536817	0.0188609	0.0890232	0.0244892	0.0270857	0.0243091	0.369386	0.299431	0.119067	0.212116	0.00350476	0.290392	0.0718614	0.0557442	0.564993	0.013504	9.14213e-05	0.0141061	0.269966	3.71584	16.88072
4460	-4073.368	-4076.093	2.724251	0.157267	0.691874	5.2046	5.97018	2.53872	0.753698	0.54114	0.179844	1.30749	0.54882	2.9155	0.381671	1.14801	0.597941	0.0303727	0.228478	0.262086	0.111448	0.0330867	0.0237556	0.00789501	0.0573975	0.0240927	0.127988	0.016755	0.0503969	0.0262491	0.34686	0.321763	0.100548	0.230829	0.00354325	0.293582	0.0556976	0.0563564	0.571198	0.0196229	8.12675e-05	0.0133038	0.26362	3.723	22.77948
4470	-4070.954	-4076.162	5.20739	0.1363345	0.562762	7.19058	8.05621	3.35851	1.25459	0.847411	0.0955666	1.18729	1.08582	3.74277	0.443356	0.982392	0.865633	0.0189655	0.242328	0.271501	0.113184	0.0422806	0.0285584	0.00322067	0.0400126	0.0365929	0.126134	0.0149415	0.0331074	0.0291725	0.348687	0.323458	0.105839	0.222016	0.00276003	0.215974	0.0433859	0.043899	0.690326	0.00365467	2.1062e-05	0.00679192	0.200333	3.79285	29.67288
4480	-4076.767	-4082.986	6.219389	0.1492767	0.792571	8.96722	10.2472	2.41433	1.69457	0.241982	0.450606	2.3451	0.505253	4.74873	0.362786	0.0471734	0.447251	0.0238261	0.269571	0.30805	0.0725791	0.0509419	0.00727443	0.013546	0.070498	0.0151888	0.142756	0.010906	0.00141812	0.0134452	0.35812	0.307768	0.100706	0.233406	0.0028401	0.193228	0.0446445	0.0451726	0.710354	0.00376069	5.07596e-05	0.0105261	0.239644	3.74978	33.26479
4490	-4075.278	-4082.48	7.201531	0.14551	1.18542	11.0768	8.56821	4.33695	1.89406	1.15594	0.571768	1.30812	0.502136	6.25448	0.09305	0.186954	0.21912	0.0317357	0.296543	0.229385	0.116107	0.0507071	0.0309463	0.0153072	0.0350206	0.013443	0.167443	0.0024911	0.00500506	0.00586619	0.350133	0.31771	0.103959	0.228199	0.00484697	0.244677	0.041561	0.0395419	0.661291	0.00808209	3.99357e-05	0.00934134	0.228244	3.76237	37.35299
4500	-4083.667	-4085.113	1.445592	0.154572	0.949542	3.96236	4.57959	3.96862	1.02466	0.644075	0.148997	1.30408	0.685805	2.01658	0.0409497	0.0539417	0.630668	0.0474537	0.19802	0.228866	0.198333	0.0512075	0.0321879	0.00744618	0.0651718	0.0342734	0.100779	0.00204648	0.00269576	0.0315179	0.353614	0.320869	0.104992	0.220526	0.00516834	0.201981	0.0412899	0.0421636	0.705137	0.00426023	6.97177e-05	0.012327	0.25557	3.73203	20.00986
4510	-4072.762	-4078.042	5.280226	0.150634	0.337039	8.23346	6.19369	4.22347	1.42325	1.26419	0.572526	1.44632	0.796982	4.31009	0.551028	0.074925	0.486484	0.0112672	0.275243	0.207054	0.14119	0.0475788	0.0422615	0.0191394	0.04835	0.0266429	0.144085	0.0184208	0.00250473	0.0162631	0.345967	0.313929	0.102722	0.237382	0.00516834	0.201981	0.0412899	0.0421636	0.705137	0.00426023	5.51786e-05	0.0109726	0.243738	3.74523	29.91344
4520	-4074.641	-4079.312	4.670453	0.1535105	0.286499	7.09969	7.39484	2.81792	1.49982	1.15386	0.342045	2.05501	0.675186	4.16306	0.244871	0.0233044	0.219923	0.0102409	0.253778	0.264328	0.100726	0.053611	0.0412446	0.0122264	0.0734561	0.0241344	0.148808	0.0087529	0.000833012	0.00786113	0.343665	0.318493	0.102038	0.235804	0.0100871	0.191129	0.0408297	0.0599877	0.693754	0.00421275	6.55359e-05	0.0119534	0.252388	3.73559	27.97604
4530	-4080.507	-4088.588	8.081478	0.1414393	0.649408	11.1161	9.08357	5.99617	0.903351	1.17017	0.154366	3.00498	0.572584	7.27469	0.747803	0.0388131	0.953846	0.0155861	0.266792	0.21801	0.143911	0.0216808	0.0280846	0.00370486	0.0721208	0.0137423	0.174596	0.0179476	0.000931531	0.0228927	0.345179	0.319895	0.121539	0.213386	0.00997838	0.200937	0.0403898	0.0582489	0.686278	0.00416736	3.0377e-05	0.00815143	0.215877	3.77594	41.66588
4540	-4075.796	-4080.748	4.952022	0.141799	0.62369	6.0581	6.34421	4.86125	1.5509	1.06032	0.547324	2.27537	0.4804	3.71513	0.1925	0.0284422	1.11182	0.0216188	0.20999	0.219907	0.168504	0.0537583	0.0367536	0.0189717	0.0788705	0.0166519	0.128777	0.00667256	0.000985885	0.0385386	0.345179	0.319895	0.121539	0.213386	0.00946022	0.190503	0.0379678	0.032196	0.725922	0.00395095	3.11401e-05	0.00825279	0.216971	3.77474	28.84945
4550	-4075.117	-4079.626	4.509128	0.1359899	0.740444	6.56962	7.66211	3.12159	1.16503	0.658298	0.69254	1.57568	1.00106	3.46256	0.2087	0.0525976	0.58093	0.0269339	0.238972	0.278712	0.113549	0.0423783	0.0239458	0.0251914	0.0573158	0.0364138	0.125952	0.00759153	0.00191326	0.0211315	0.350613	0.31896	0.119907	0.21052	0.0170219	0.18632	0.0371342	0.0314891	0.72417	0.00386421	2.05273e-05	0.00670544	0.199283	3.79399	27.49115
4560	-4077.18	-4081.448	4.268705	0.1499076	0.690167	5.87512	5.38544	4.58823	1.3969	0.891723	1.33416	1.16688	0.720348	3.90458	0.197073	0.00438169	0.633522	0.0257636	0.219315	0.201035	0.171276	0.0521454	0.0332875	0.0498032	0.0435588	0.0268902	0.145756	0.00735662	0.000163566	0.023649	0.355396	0.323312	0.1079	0.213392	0.00458064	0.203656	0.0441591	0.034419	0.708962	0.00422374	5.27777e-05	0.0107323	0.241548	3.74767	26.78852
4570	-4073.397	-4077.391	3.99371	0.1418072	0.883053	5.99935	5.33169	2.59151	1.71319	1.16395	0.216628	2.3711	0.744467	4.24681	0.437325	0.0045284	0.309326	0.0339467	0.230629	0.204963	0.099624	0.0658591	0.0447452	0.00832771	0.0911508	0.0286191	0.163258	0.0168118	0.000174083	0.0118912	0.379485	0.288432	0.10808	0.224004	0.00385486	0.171388	0.0371623	0.0374034	0.716564	0.0336274	3.11577e-05	0.00825512	0.216997	3.77472	26.01294
4580	-4075.36	-4082.494	7.13412	0.1387601	0.454855	11.7017	8.61107	5.64718	1.96097	1.26352	0.80882	3.0109	0.342389	2.60688	0.509251	0.0670683	0.0654791	0.0122767	0.315835	0.232417	0.15242	0.0529274	0.0341029	0.0218304	0.0812655	0.00924124	0.070361	0.0137449	0.0018102	0.00176731	0.372469	0.2831	0.104681	0.239751	0.00391329	0.174035	0.0377256	0.0227615	0.727427	0.0341372	2.51498e-05	0.00741954	0.207722	3.78483	37.05011
4590	-4073.995	-4079.602	5.606173	0.1399303	0.56358	9.82571	8.29599	3.01298	1.77789	1.31497	0.524082	1.69539	0.347391	2.78399	0.477852	0.217636	0.18502	0.0181668	0.316729	0.267419	0.0971225	0.0573098	0.0423877	0.0168936	0.0546505	0.011198	0.089741	0.0154034	0.00701543	0.00596408	0.384402	0.292169	0.108034	0.215395	0.0042222	0.187773	0.0407036	0.0245583	0.704631	0.0381124	2.73365e-05	0.00773423	0.211285	3.78095	31.02248
4600	-4078.219	-4081.457	3.237913	0.1413251	0.764005	6.5693	6.07324	2.62677	0.535382	0.800746	1.02841	1.54011	0.602221	2.7385	0.411307	0.198068	0.135432	0.0318024	0.273453	0.252804	0.109342	0.0222858	0.0333318	0.0428084	0.0641087	0.025068	0.113992	0.017121	0.00824478	0.00563749	0.365207	0.285657	0.130452	0.218684	0.00519633	0.200709	0.0485943	0.0302243	0.668371	0.0469055	3.01379e-05	0.0081194	0.21553	3.77632	24.02349
4610	-4074.723	-4078.234	3.510042	0.1475391	0.669085	8.60981	4.14425	3.0617	0.734796	0.989887	0.867228	1.08915	0.793684	2.31917	1.31719	0.0115378	0.109429	0.0270699	0.348337	0.167668	0.123871	0.0297284	0.040049	0.0350864	0.0440651	0.0321109	0.0938293	0.0532911	0.000466798	0.00442728	0.356569	0.300431	0.127367	0.215633	0.00490552	0.165612	0.0480235	0.0165461	0.690635	0.0742783	4.55126e-05	0.00996956	0.234391	3.75559	24.71693
4620	-4074.275	-4080.706	6.431087	0.1395364	0.843172	8.97717	6.31863	5.0579	1.56219	1.88012	1.14376	1.50424	1.2548	4.02776	1.12265	0.267431	0.130829	0.0247332	0.263332	0.185348	0.148366	0.0458245	0.0551506	0.0335507	0.0441247	0.0368078	0.118148	0.0329313	0.0078447	0.00383769	0.352868	0.304663	0.123798	0.218671	0.00517829	0.138481	0.0506938	0.0106588	0.761783	0.0332057	2.65841e-05	0.00762744	0.210086	3.78226	34.09064
4630	-4073.799	-4080.566	6.766754	0.1447032	0.794479	11.6633	6.83377	4.21482	1.69201	1.32507	1.09619	1.53791	0.852184	2.20403	2.77005	0.142668	0.333621	0.0224049	0.328913	0.192717	0.118861	0.0477158	0.0373678	0.0309134	0.0433703	0.0240322	0.0621554	0.0781175	0.00402334	0.00940836	0.375244	0.294129	0.119518	0.21111	0.00414513	0.110851	0.0405796	0.00853216	0.809483	0.0264084	3.78742e-05	0.00909803	0.225796	3.76507	35.46007
4640	-4077.858	-4083.767	5.909362	0.1446027	0.830235	6.69612	8.38185	3.03661	1.61691	0.803328	0.418436	2.4681	0.187948	4.34512	1.84741	0.644718	0.827653	0.0258604	0.208573	0.261081	0.0945852	0.050364	0.0250223	0.0130336	0.0768773	0.00585428	0.135343	0.0575439	0.0200819	0.02578	0.392896	0.289546	0.12514	0.192418	0.00404922	0.108286	0.0396406	0.0105219	0.790752	0.0467497	3.76236e-05	0.00906799	0.225491	3.7654	32.10444
4650	-4082.766	-4087.014	4.247288	0.1457809	0.742348	7.06967	4.15959	3.98446	1.69213	0.617898	0.800814	1.45609	0.19203	2.3481	1.6013	1.6744	0.388238	0.0277751	0.264514	0.155632	0.14908	0.0633116	0.0231188	0.0299626	0.0544799	0.00718486	0.0878548	0.0599129	0.0626482	0.014526	0.369306	0.279217	0.138506	0.212971	0.00435174	0.116377	0.0561648	0.0182819	0.754583	0.0502424	4.06474e-05	0.00942387	0.229065	3.76147	26.72706
4660	-4080.921	-4085.493	4.571926	0.1388799	0.583642	6.87308	6.89796	4.75258	1.36153	0.867846	0.683842	1.24299	0.599009	2.24003	0.731825	0.336449	0.507817	0.0210864	0.248317	0.249216	0.171706	0.0491908	0.0313544	0.0247065	0.0449081	0.0216416	0.0809299	0.0264401	0.0121556	0.0183469	0.35633	0.333394	0.110895	0.199381	0.00546145	0.141904	0.0700693	0.0229438	0.696567	0.0630545	2.5367e-05	0.00745141	0.208086	3.78444	27.67859
4670	-4073.566	-4077.296	3.730039	0.1383963	0.64159	7.92552	5.31147	3.23625	1.5674	0.766142	0.470659	0.602782	0.349038	2.9017	0.563192	0.417242	0.543041	0.0253633	0.313311	0.209973	0.127935	0.0619622	0.030287	0.0186061	0.0238291	0.0137981	0.11471	0.022264	0.0164944	0.0214675	0.350295	0.315365	0.104898	0.229442	0.00694909	0.175601	0.0337222	0.0397039	0.663794	0.0802299	2.44992e-05	0.00732329	0.206614	3.78604	25.29602
4680	-4071.068	-4077.818	6.749563	0.1287112	0.625826	10.1267	9.74969	3.63407	2.13913	0.894044	0.527253	0.896019	0.309074	4.35939	0.971592	0.603115	0.552126	0.0176847	0.286163	0.275508	0.102692	0.0604477	0.025264	0.0148992	0.0253198	0.00873385	0.123188	0.0274554	0.0170429	0.015602	0.360254	0.319485	0.100952	0.219309	0.006564	0.16587	0.0346464	0.0156665	0.755268	0.0219845	1.15466e-05	0.0050335	0.177147	3.81781	35.38806
4690	-4069.536	-4075.244	5.707332	0.1321764	0.656276	7.58472	7.31026	3.7341	1.57775	0.602934	0.541766	1.1973	0.682336	4.65358	1.20466	1.12811	0.504092	0.0209152	0.241722	0.232975	0.119004	0.0502823	0.0192152	0.0172658	0.0381575	0.0217457	0.148308	0.038392	0.0359525	0.0160652	0.357737	0.315806	0.109672	0.216784	0.00774544	0.195725	0.0408824	0.0169314	0.712775	0.0259414	1.53057e-05	0.00579282	0.187673	3.80652	31.3779
4700	-4076.721	-4084.35	7.628857	0.1400633	1.0565	10.5771	8.27971	4.69583	2.88307	1.1037	0.258213	1.69836	0.456036	7.06457	0.517928	0.374104	0.394772	0.0268419	0.268728	0.210359	0.119305	0.0732488	0.0280411	0.0065603	0.0431495	0.0115863	0.179486	0.0131588	0.00950469	0.0100298	0.343152	0.302496	0.113661	0.240692	0.00953671	0.166597	0.0347983	0.0345348	0.732452	0.0220809	2.75942e-05	0.00777047	0.21169	3.78051	39.35991
4710	-4073.92	-4080.334	6.413103	0.139866	0.659226	9.79131	7.02868	3.34395	2.51142	0.606245	0.40022	2.06927	0.795905	4.71122	0.210467	0.63944	1.25203	0.0193779	0.287816	0.206608	0.0982956	0.0738231	0.0178206	0.0117645	0.0608262	0.0233956	0.138486	0.00618667	0.0187963	0.0368033	0.355847	0.30338	0.111994	0.228779	0.00963914	0.168386	0.0351721	0.0349057	0.740319	0.0115781	2.72126e-05	0.00771674	0.211089	3.78117	34.01939
