Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
600	-4081.293	-4077.137	-4.156535	0.3445483	0.143345	0.526113	0.481544	0.456611	0.251497	0.292539	0.142597	0.2603	0.0737022	0.0626296	0.161342	0.20447	0.0948708	0.356528	0.277131	0.142016	0.224324	0.0844194	0.219257	0.0841036	0.0534546	0.516199	0.0425664	0.00959333	0.139311	0.663566	3.18753	3.151562
610	-4083.378	-4081.428	-1.949929	0.329556	0.197619	0.435514	0.561908	0.399137	0.196774	0.236918	0.154341	0.220088	0.0728469	0.131972	0.0396266	0.133889	0.150269	0.351714	0.287723	0.116683	0.24388	0.0814213	0.21944	0.0811167	0.0515562	0.525411	0.0410547	0.00799642	0.127597	0.642257	3.22215	2.930902
620	-4086.248	-4082.937	-3.310746	0.3812518	0.14185	0.583174	0.645591	0.382503	0.245148	0.171958	0.1803	0.204188	0.0904088	0.0761356	0.0178855	0.172899	0.154944	0.34535	0.280712	0.13447	0.239468	0.0826392	0.222722	0.0823301	0.0373695	0.53327	0.0416688	0.0141052	0.167618	0.710169	3.10811	3.066983
630	-4085.243	-4082.2	-3.043211	0.3573568	0.122556	0.539371	0.58764	0.343514	0.249705	0.319423	0.201628	0.206651	0.0468262	0.0454529	0.141323	0.150949	0.0851896	0.337795	0.306408	0.114678	0.241118	0.0817348	0.215078	0.112712	0.036087	0.514968	0.0394193	0.0110734	0.149265	0.680683	3.15898	3.04023
640	-4083.611	-4082.101	-1.510841	0.3607318	0.162734	0.521685	0.497313	0.428472	0.175691	0.155858	0.143203	0.192459	0.0866612	0.0256949	0.128126	0.317578	0.0515179	0.330555	0.296519	0.139591	0.233336	0.0728535	0.248371	0.0991339	0.0317397	0.465382	0.0825202	0.0114807	0.151876	0.685035	3.15161	2.886993
650	-4080.321	-4082.878	2.557018	0.3234766	0.121338	0.409246	0.415115	0.336163	0.25898	0.2273	0.159069	0.186504	0.0387251	0.0266619	0.0705259	0.161567	0.0690119	0.331564	0.297425	0.136962	0.234049	0.0705617	0.203268	0.133173	0.048748	0.476654	0.0675947	0.00739172	0.122838	0.633202	3.23657	2.480207
660	-4088.956	-4083.26	-5.695769	0.3440293	0.231757	0.643669	0.697812	0.38231	0.168647	0.174808	0.134453	0.26405	0.117906	0.0761714	0.140634	0.234473	0.0387961	0.345389	0.309826	0.115933	0.228852	0.0657192	0.21299	0.139543	0.0510796	0.499453	0.0312155	0.00953558	0.138906	0.662852	3.18871	3.305486
670	-4083.433	-4080.915	-2.518302	0.2922847	0.170984	0.481153	0.530946	0.430989	0.18961	0.184109	0.171002	0.234457	0.0464853	0.0906066	0.113786	0.267761	0.0758501	0.31944	0.310264	0.141121	0.229175	0.0637218	0.249052	0.089303	0.0518924	0.50953	0.0365007	0.00469037	0.0985081	0.582615	3.31419	2.987739
680	-4086.501	-4079.258	-7.243026	0.3106395	0.202807	0.647425	0.565303	0.514521	0.28923	0.138631	0.0960016	0.268304	0.0789897	0.125289	0.109567	0.256609	0.167534	0.31944	0.310264	0.141121	0.229175	0.063706	0.24899	0.089529	0.0518795	0.509403	0.0364917	0.00619798	0.112793	0.613245	3.26776	3.460211
690	-4089.246	-4086.199	-3.047127	0.2909428	0.221025	0.518022	0.515883	0.53627	0.271659	0.18459	0.201536	0.204607	0.0112885	0.101626	0.0742635	0.189759	0.0100916	0.31757	0.300217	0.136551	0.245662	0.08467	0.187794	0.091419	0.0563567	0.553364	0.0263954	0.00458942	0.0974702	0.580274	3.31767	3.040621
700	-4088.805	-4078.869	-9.935658	0.3468502	0.204569	0.629152	0.680659	0.662098	0.275224	0.175386	0.203	0.204396	0.0212411	0.13985	0.131575	0.240969	0.161354	0.357941	0.29365	0.11698	0.23143	0.079897	0.232865	0.066517	0.0685678	0.52217	0.0299831	0.00985159	0.141104	0.666714	3.18233	3.729475
710	-4082.244	-4080.942	-1.301848	0.351378	0.124162	0.398705	0.511856	0.434223	0.315562	0.250604	0.17938	0.16182	0.0244185	0.0708057	0.108317	0.155345	0.130896	0.349397	0.287528	0.130007	0.233069	0.080538	0.233179	0.0655723	0.0675939	0.489914	0.0632027	0.0103695	0.144626	0.672813	3.17219	2.866094
720	-4081.55	-4079.241	-2.309076	0.3159672	0.126093	0.566212	0.442786	0.439954	0.257315	0.190415	0.162077	0.182793	0.0724897	0.0865942	0.0950519	0.204575	0.140462	0.349397	0.287528	0.130007	0.233069	0.0744509	0.266344	0.101126	0.0218732	0.478475	0.0577302	0.00667963	0.11696	0.621668	3.25469	2.966816
730	-4078.451	-4079.449	0.9986622	0.3475693	0.172214	0.452002	0.468947	0.37553	0.176966	0.187211	0.152044	0.149461	0.0383258	0.0659483	0.0526239	0.182151	0.162619	0.335398	0.301048	0.13612	0.227434	0.0772497	0.2052	0.107194	0.028512	0.52065	0.0611941	0.00993297	0.141664	0.667691	3.18071	2.636043
740	-4086.021	-4086.211	0.1891859	0.4235584	0.181789	0.535752	0.462102	0.295345	0.188177	0.201918	0.0749416	0.17081	0.0873146	0.0726356	0.0981847	0.269656	0.0783643	0.330246	0.310427	0.121706	0.237621	0.0901812	0.259062	0.112713	0.035996	0.462549	0.0394985	0.0202546	0.199124	0.755565	3.02506	2.71699
