Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
1502	1	-4077.753	-4077.46	-0.2934108	1.007755	0.171977	0.537563	0.543329	0.274546	0.26884	0.15835	0.125194	0.194608	0.120451	0.0527185	0.0899624	0.0580107	0.169701	0.0935275	0.247876	0.0970689	0.0377671	0.460807	0.0629527	0.3308171	0.331292	0.298589	0.129817	0.240302	0.138499	0.47907	1.00127	2.38116	2.76525
1503	1	-4077.922	-4080.765	2.843644	1.299874	0.192795	0.414083	0.418672	0.30363	0.239661	0.142141	0.0661945	0.178348	0.121664	0.0464595	0.0639531	0.139407	0.124536	0.118222	0.228309	0.0705329	0.0477387	0.4792	0.0559974	0.3331063	0.333078	0.310994	0.124835	0.231092	0.192688	0.551461	1.03614	2.21972	2.451544
1504	1	-4078.162	-4080.097	1.935284	0.7302773	0.181025	0.463699	0.444339	0.251988	0.244923	0.147055	0.146493	0.177256	0.0908871	0.0499386	0.0426419	0.0954583	0.206676	0.105693	0.259032	0.108686	0.0344547	0.443926	0.048207	0.2732952	0.34156	0.289996	0.126975	0.241469	0.0806637	0.377472	0.935592	2.60627	2.54238
1505	1	-4079.267	-4080.45	1.182945	0.5479403	0.13672	0.364748	0.337353	0.398609	0.206633	0.188076	0.159286	0.231164	0.206971	0.0536202	0.0689907	0.114767	0.150677	0.0684671	0.275749	0.105297	0.0495684	0.459262	0.041656	0.2319059	0.33574	0.310121	0.119047	0.235093	0.0425813	0.282065	0.852244	2.82311	2.617614
1506	1	-4080.418	-4085.884	5.465452	1.168495	0.122643	0.315615	0.428757	0.316017	0.167303	0.180718	0.114839	0.200482	0.0641799	0.0797148	0.00998553	0.0742838	0.114826	0.125659	0.203956	0.121667	0.0471369	0.423881	0.0776997	0.3005968	0.32776	0.31241	0.141982	0.217848	0.169297	0.522135	1.02314	2.28543	2.189364
1507	1	-4084.631	-4089.126	4.494863	1.522709	0.160444	0.426969	0.23604	0.294001	0.227458	0.19892	0.108568	0.177561	0.0909624	0.182342	0.0615002	0.100068	0.0215868	0.0749495	0.196298	0.106603	0.026404	0.518001	0.0777447	0.3606264	0.349277	0.307311	0.125206	0.218206	0.228809	0.592293	1.05173	2.12717	2.286422
1508	1	-4078.816	-4075.728	-3.08844	0.7494264	0.142366	0.621576	0.509098	0.419729	0.175908	0.23174	0.144392	0.308905	0.124941	0.140351	0.070196	0.0582158	0.0973361	0.0764333	0.209725	0.116246	0.0363169	0.534008	0.0272709	0.3086592	0.330278	0.299171	0.142979	0.227571	0.0847618	0.385947	0.941892	2.5874	3.044753
1509	1	-4080.362	-4081.642	1.280682	1.013461	0.154722	0.455566	0.491156	0.437258	0.173448	0.202758	0.100723	0.159645	0.0734473	0.120331	0.0306844	0.136829	0.0712745	0.0910239	0.25545	0.10916	0.0209796	0.474272	0.0491144	0.3770292	0.353647	0.289646	0.125627	0.23108	0.139632	0.480761	1.0022	2.37741	2.60784
1510	1	-4077.481	-4080.048	2.566738	0.7484973	0.164305	0.440994	0.387783	0.292236	0.200201	0.181303	0.134684	0.240967	0.03493	0.13465	0.0472179	0.126341	0.0936236	0.0728395	0.303674	0.0817363	0.0567175	0.440279	0.0447531	0.294776	0.34522	0.293254	0.114173	0.247353	0.084563	0.385542	0.941595	2.5883	2.479235
1511	1	-4081.556	-4083.069	1.513209	0.9908417	0.189012	0.405045	0.402142	0.423725	0.210619	0.160763	0.167913	0.169382	0.0249933	0.121761	0.168046	0.0714844	0.0697019	0.137269	0.210564	0.0836479	0.0378327	0.476342	0.054345	0.3065327	0.349887	0.2624	0.15071	0.237003	0.135123	0.473982	0.998466	2.39243	2.584588
1512	1	-4084.632	-4081.914	-2.717842	0.744842	0.092922	0.582609	0.567956	0.359525	0.274906	0.257209	0.162532	0.230135	0.0990308	0.189841	0.0804892	0.0512586	0.0592793	0.0987967	0.271035	0.0957654	0.0518643	0.454815	0.0277231	0.2445846	0.336355	0.296003	0.117258	0.250384	0.0837808	0.383942	0.940416	2.59186	3.007693
1513	1	-4082.644	-4080.156	-2.488158	1.034022	0.191275	0.595755	0.587793	0.369312	0.241322	0.195778	0.141708	0.230135	0.0502528	0.24062	0.0932321	0.0365675	0.0109752	0.102821	0.188185	0.108904	0.0138452	0.522172	0.0640741	0.288395	0.329354	0.291794	0.158766	0.220086	0.143692	0.486744	1.00542	2.36415	2.984725
1514	1	-4082.84	-4082.078	-0.7616806	1.186334	0.181076	0.49832	0.514863	0.333013	0.226851	0.253367	0.154913	0.240558	0.0462834	0.164574	0.0307642	0.14531	0.0221855	0.11514	0.198781	0.0956934	0.0109325	0.521227	0.0582263	0.356734	0.309805	0.291253	0.151687	0.247255	0.172568	0.526393	1.02512	2.27592	2.812077
1515	1	-4076.713	-4076.639	-0.07321609	0.940302	0.171489	0.515627	0.506455	0.350458	0.266076	0.175011	0.0754429	0.240558	0.165129	0.102413	0.0438722	0.0900636	0.0406375	0.115246	0.221476	0.120643	0.0248172	0.481588	0.0362292	0.2892704	0.313119	0.303491	0.152002	0.231389	0.124894	0.458042	0.989358	2.42771	2.74323
1516	1	-4080.409	-4080.281	-0.1281611	0.7594435	0.176587	0.501232	0.519398	0.275959	0.232856	0.185031	0.157667	0.254795	0.158321	0.0927568	0.0659118	0.0900636	0.0381462	0.0837202	0.192571	0.11816	0.0188201	0.5499	0.0368285	0.2531298	0.335576	0.281919	0.16441	0.218095	0.0869045	0.390278	0.945051	2.57777	2.748725
1517	1	-4087.15	-4088.612	1.462153	0.6271019	0.144217	0.407505	0.462736	0.295645	0.171158	0.146164	0.125745	0.273008	0.215105	0.15082	0.0591521	0.0550521	0.083388	0.0964687	0.241059	0.0765361	0.0265188	0.524013	0.0354042	0.2612354	0.339211	0.276443	0.142596	0.24175	0.0587416	0.327006	0.89454	2.71971	2.589693
1518	1	-4090.659	-4081.284	-9.375192	0.5654896	0.0865003	0.799452	0.763354	0.384451	0.38731	0.229266	0.162591	0.275879	0.0800252	0.366691	0.0555724	0.0395726	0.0427634	0.0884423	0.228336	0.0912329	0.0509508	0.516609	0.0244298	0.2468242	0.331345	0.297749	0.126384	0.244522	0.0460776	0.292536	0.862637	2.79875	3.673428
1519	1	-4084.738	-4078.962	-5.775824	0.6129288	0.193696	0.480835	0.764296	0.500047	0.288575	0.194608	0.127689	0.217837	0.163924	0.130594	0.0784514	0.106075	0.0668643	0.0723454	0.284287	0.108712	0.0581607	0.449265	0.0272301	0.2002058	0.312108	0.30217	0.129601	0.256121	0.0557851	0.319383	0.887774	2.73706	3.313491
1520	1	-4080.855	-4076.789	-4.065492	0.6497332	0.107019	0.533683	0.614499	0.40405	0.290678	0.224948	0.166865	0.258131	0.044697	0.142447	0.216119	0.0475257	0.0917961	0.0701618	0.250356	0.0786701	0.0622881	0.491667	0.0468576	0.272126	0.344205	0.294208	0.13194	0.229646	0.0635013	0.338815	0.904715	2.69297	3.142458
1521	1	-4088.169	-4088.946	0.7774928	1.117098	0.164836	0.457888	0.473793	0.357247	0.283424	0.14068	0.0915365	0.143945	0.0437046	0.191283	0.133717	0.129479	0.0466265	0.106219	0.254891	0.087488	0.0906743	0.415055	0.045673	0.2811546	0.357572	0.284291	0.121398	0.236738	0.159708	0.509325	1.01698	2.31398	2.658159
1522	1	-4077.798	-4076.615	-1.182184	1.138088	0.135636	0.483698	0.476312	0.347932	0.283067	0.152261	0.196466	0.222543	0.0327543	0.244773	0.108903	0.0828118	0.0869701	0.0734317	0.254247	0.0865813	0.0476569	0.490302	0.0477807	0.355519	0.336361	0.306501	0.121176	0.235962	0.163654	0.514657	1.01958	2.30211	2.854127
1523	1	-4082.582	-4076.875	-5.706896	0.6549886	0.0983848	0.582284	0.540361	0.476289	0.262001	0.152261	0.18191	0.312911	0.0133851	0.30314	0.153069	0.132845	0.0977575	0.0873308	0.228544	0.0665419	0.0519945	0.533616	0.0319727	0.2421193	0.336719	0.294715	0.133758	0.234808	0.0646123	0.341495	0.906974	2.68692	3.306598
1524	1	-4083.838	-4084.628	0.7893338	0.7418911	0.109539	0.417407	0.555058	0.421679	0.233563	0.15656	0.106286	0.105177	0.00850068	0.215003	0.140459	0.132845	0.0548985	0.0768577	0.261706	0.0771008	0.0735952	0.451196	0.0595435	0.3359475	0.338377	0.306815	0.109745	0.245063	0.0831493	0.382643	0.939455	2.59475	2.656975
1525	1	-4084.159	-4081.837	-2.322269	0.8205427	0.105178	0.626089	0.555058	0.397154	0.25584	0.144414	0.0780374	0.270605	0.0473608	0.215003	0.082073	0.156814	0.034509	0.0885406	0.271118	0.0859537	0.0781691	0.433465	0.0427535	0.313424	0.355745	0.290025	0.121446	0.232784	0.0999219	0.415275	0.962488	2.52231	2.968136
1526	1	-4087.347	-4085.766	-1.581069	0.9247024	0.190377	0.394032	0.586143	0.434442	0.219111	0.163639	0.063949	0.287313	0.0702223	0.20545	0.0602065	0.133395	0.085736	0.117291	0.2681	0.0472683	0.0547258	0.48316	0.0294555	0.3768608	0.347434	0.281865	0.116546	0.254155	0.121696	0.452887	0.98631	2.43911	2.894016
1527	1	-4084.33	-4080.758	-3.57217	0.8710811	0.186707	0.474912	0.445461	0.489191	0.237185	0.238565	0.102616	0.234272	0.0391428	0.3455	0.111483	0.157023	0.0310687	0.0946749	0.25901	0.0921446	0.0228373	0.466779	0.0645543	0.3210642	0.346304	0.281096	0.127679	0.244921	0.11057	0.434252	0.974859	2.48032	3.093126
1528	1	-4076.077	-4078.302	2.22539	1.238872	0.1441	0.393998	0.396596	0.320248	0.267022	0.209898	0.106772	0.229243	0.0260284	0.113761	0.1183	0.157023	0.0303816	0.0851472	0.219078	0.121976	0.0251568	0.504537	0.0441061	0.3353054	0.322726	0.306458	0.134328	0.236488	0.182027	0.538411	1.03054	2.24902	2.51337
1529	1	-4079.921	-4076.482	-3.43898	0.9036962	0.203299	0.521099	0.46918	0.410563	0.374602	0.261198	0.126512	0.236642	0.0367954	0.144197	0.121366	0.13891	0.0354434	0.0899263	0.253183	0.120361	0.0235911	0.468721	0.0442182	0.3211319	0.329966	0.297908	0.127921	0.244205	0.117361	0.445761	0.982011	2.45487	3.079807
1530	1	-4087.429	-4083.145	-4.284308	0.71985	0.221786	0.561192	0.505876	0.410563	0.178804	0.195546	0.136261	0.317682	0.0263284	0.136578	0.11422	0.23022	0.129285	0.0698253	0.151474	0.109009	0.0318487	0.600466	0.0373774	0.2748031	0.31512	0.31755	0.129663	0.237668	0.0784323	0.372747	0.932008	2.61681	3.16434
1531	1	-4075.416	-4076.877	1.460605	0.9782195	0.176521	0.460691	0.399053	0.335643	0.239117	0.203527	0.0983131	0.209485	0.0618865	0.171945	0.11422	0.0746103	0.0448373	0.106279	0.179259	0.0907268	0.0242864	0.558702	0.0407474	0.2909822	0.326733	0.297987	0.145516	0.229764	0.132588	0.470106	0.996295	2.40101	2.589848
1532	1	-4077.939	-4079.824	1.885329	0.9451535	0.190875	0.514329	0.417477	0.328729	0.226203	0.14625	0.127908	0.211689	0.0188252	0.150752	0.04864	0.0766944	0.089005	0.0811853	0.231964	0.105446	0.0488868	0.472782	0.0597363	0.3521065	0.32154	0.317284	0.131151	0.230025	0.125885	0.459622	0.990282	2.42421	2.547376
1533	1	-4076.564	-4074.443	-2.120582	0.7686664	0.200912	0.569569	0.431665	0.449293	0.277145	0.167145	0.100489	0.201348	0.0645825	0.261931	0.0298828	0.115974	0.0780322	0.0873717	0.234829	0.109731	0.0600911	0.481016	0.0269607	0.2737164	0.327415	0.300065	0.132445	0.240075	0.088876	0.394206	0.94788	2.56904	2.947967
1534	1	-4079.67	-4081.402	1.731868	1.782121	0.183899	0.455664	0.470171	0.370069	0.179626	0.175041	0.101513	0.20559	0.069922	0.109018	0.0316343	0.127728	0.0828481	0.121767	0.228748	0.097422	0.0522929	0.475258	0.0245123	0.3780286	0.319557	0.302641	0.135675	0.242126	0.265803	0.629646	1.06344	2.04111	2.562722
1535	1	-4081.573	-4080.076	-1.496555	1.092399	0.143523	0.442033	0.494232	0.448856	0.247557	0.198074	0.0898985	0.180464	0.0523795	0.226644	0.0995495	0.185315	0.0770375	0.105501	0.25163	0.103128	0.0286356	0.469155	0.0419504	0.3720649	0.32525	0.286478	0.15099	0.237282	0.155013	0.502865	1.01377	2.32835	2.885564
1536	1	-4079.487	-4080.024	0.5368364	1.105617	0.134647	0.463461	0.527869	0.352806	0.248213	0.176717	0.153896	0.237366	0.0201092	0.157151	0.0836144	0.104476	0.0218996	0.11416	0.211333	0.100493	0.0419332	0.496313	0.035768	0.3192861	0.290699	0.321547	0.148685	0.239069	0.157532	0.506348	1.01551	2.32061	2.682225
1537	1	-4084.919	-4088.138	3.218181	1.601559	0.14956	0.4571	0.427655	0.30403	0.258992	0.143806	0.118441	0.19349	0.0201518	0.157151	0.0835034	0.0465856	0.0536252	0.140455	0.221677	0.069017	0.024234	0.509837	0.0347792	0.399088	0.301641	0.323585	0.152639	0.222135	0.240593	0.604632	1.05587	2.09891	2.414091
1538	1	-4081.937	-4081.86	-0.07638657	0.9459499	0.16323	0.472951	0.386564	0.405472	0.247228	0.197447	0.119113	0.261964	0.0553203	0.187016	0.112772	0.0779762	0.0564947	0.0925237	0.329212	0.0858511	0.0418367	0.389917	0.0606597	0.3215615	0.330824	0.279628	0.136668	0.252881	0.126047	0.45988	0.990433	2.42364	2.743547
1539	1	-4079.06	-4078.06	-1.000747	0.8000326	0.147321	0.510824	0.491312	0.400788	0.198708	0.232624	0.171166	0.271098	0.0363378	0.175142	0.153572	0.0224333	0.0246579	0.097367	0.259873	0.0984844	0.038097	0.442568	0.0636109	0.3141405	0.315958	0.300983	0.130969	0.25209	0.0955657	0.407147	0.956964	2.54032	2.835983
1540	1	-4080.875	-4081.857	0.9822578	0.8847709	0.119367	0.340104	0.449645	0.340472	0.227082	0.168162	0.101053	0.2791	0.0884503	0.141994	0.14665	0.13902	0.0965831	0.0649447	0.260621	0.109717	0.0932754	0.41763	0.0538124	0.2914461	0.335091	0.300227	0.121603	0.243079	0.113429	0.43915	0.977935	2.46949	2.637683
1541	1	-4082.391	-4083.389	0.9982489	0.8863108	0.118202	0.340104	0.409004	0.345109	0.182757	0.265365	0.141765	0.283001	0.0834449	0.226161	0.0962806	0.119991	0.0248985	0.0630833	0.270554	0.124314	0.0589805	0.427605	0.0554638	0.2952393	0.339513	0.325626	0.113085	0.221775	0.11375	0.439695	0.978274	2.46828	2.636084
1542	1	-4078.523	-4079.236	0.7129045	0.7643279	0.15201	0.571449	0.438429	0.366705	0.247406	0.12829	0.167492	0.162934	0.0507997	0.125115	0.097717	0.119991	0.0362802	0.0756317	0.267961	0.112397	0.0694543	0.432548	0.0420076	0.3045084	0.342187	0.293964	0.125711	0.238139	0.0879488	0.392366	0.946558	2.57313	2.664618
1543	1	-4083.937	-4082.104	-1.833712	0.8402573	0.16924	0.559591	0.5395	0.287055	0.218527	0.116831	0.155965	0.211577	0.180576	0.172435	0.0937335	0.193082	0.0211679	0.110408	0.221542	0.0792382	0.0256931	0.506089	0.0570301	0.3271157	0.335875	0.292517	0.132674	0.238934	0.104092	0.422851	0.967514	2.50554	2.91928
1544	1	-4080.241	-4082.097	1.85562	0.6548591	0.131343	0.435	0.433958	0.353703	0.182361	0.207533	0.117057	0.218542	0.0539953	0.141226	0.0184334	0.160576	0.0966168	0.0983852	0.197418	0.100837	0.0118596	0.520343	0.0711582	0.286973	0.313982	0.314352	0.142227	0.229439	0.0645849	0.341429	0.906919	2.68707	2.550347
1545	1	-4075.998	-4080.771	4.773002	1.373839	0.119708	0.371253	0.391939	0.318534	0.221672	0.144203	0.115719	0.17166	0.0424424	0.146801	0.0388116	0.102527	0.0733383	0.138554	0.206044	0.0806828	0.0296926	0.47824	0.0667875	0.3797182	0.307886	0.291537	0.149162	0.251416	0.205159	0.566115	1.04207	2.18666	2.258609
1546	1	-4079.42	-4085.253	5.832897	1.046027	0.0957491	0.445458	0.358822	0.265215	0.205688	0.1491	0.143151	0.170598	0.0424424	0.0710008	0.0451813	0.134704	0.0255102	0.121626	0.260067	0.102767	0.0343512	0.437564	0.0436247	0.3294986	0.343494	0.28402	0.134365	0.238121	0.146045	0.490162	1.00723	2.35657	2.152619
1547	1	-4074.677	-4075	0.3232755	1.062056	0.152465	0.420337	0.500353	0.400841	0.254222	0.215025	0.146347	0.168104	0.217564	0.0685764	0.0392655	0.0717374	0.0487428	0.107429	0.197969	0.114521	0.0160124	0.513996	0.0500722	0.3441285	0.322919	0.297729	0.143224	0.236128	0.149167	0.494641	1.00957	2.34663	2.703581
1548	1	-4089.877	-4086.544	-3.333697	1.1545	0.1964	0.462636	0.485323	0.583876	0.260186	0.287582	0.174999	0.236791	0.217564	0.00404863	0.130732	0.0233798	0.00576026	0.0993971	0.201538	0.101678	0.0104836	0.536908	0.049995	0.390819	0.317478	0.286657	0.144077	0.251788	0.166711	0.518728	1.02153	2.29303	3.069278
1549	1	-4079.293	-4076.405	-2.888207	0.6634347	0.205012	0.442526	0.510281	0.488872	0.201918	0.274237	0.163395	0.250974	0.217564	0.0820759	0.155752	0.0307105	0.00141162	0.0828942	0.204891	0.112013	0.035608	0.529462	0.0351315	0.2844389	0.326009	0.298605	0.144959	0.230427	0.0664016	0.345754	0.910526	2.67732	3.024729
1550	1	-4080.382	-4079.573	-0.8086984	1.056283	0.17788	0.492465	0.401863	0.578712	0.209359	0.153469	0.127717	0.149407	0.16632	0.121765	0.12543	0.111359	0.00103351	0.0925678	0.204952	0.111276	0.033585	0.529617	0.0280024	0.3408289	0.326142	0.304159	0.143731	0.225968	0.148045	0.493039	1.00873	2.35018	2.816779
1551	1	-4085.95	-4082.056	-3.894367	0.6728841	0.148312	0.431074	0.750664	0.387858	0.209359	0.283641	0.151764	0.225757	0.163876	0.121765	0.0715066	0.175704	0.00406381	0.0584376	0.267252	0.0975383	0.0226526	0.48621	0.0679101	0.3003623	0.362573	0.303376	0.127559	0.206491	0.0684083	0.35045	0.91439	2.66675	3.125345
1552	1	-4087.343	-4081.094	-6.248477	0.5499956	0.134663	0.697947	0.645269	0.380148	0.303091	0.284121	0.147612	0.260198	0.338839	0.0504295	0.092961	0.0242695	0.00120901	0.0594012	0.345297	0.087928	0.0415862	0.408792	0.0569957	0.2641694	0.321804	0.306067	0.125235	0.246894	0.0429876	0.283307	0.853494	2.82021	3.360756
1553	1	-4085.165	-4082.674	-2.491062	0.7623192	0.164876	0.621491	0.515993	0.343209	0.250426	0.211795	0.178741	0.207063	0.27199	0.062285	0.11985	0.0345422	0.00275267	0.0565857	0.253039	0.0958684	0.0718815	0.491941	0.0306843	0.2792228	0.350841	0.313127	0.110215	0.225817	0.0875194	0.391509	0.945941	2.57503	2.985015
1554	1	-4089.502	-4089.772	0.2700283	1.216313	0.130003	0.427969	0.513789	0.289027	0.225806	0.121567	0.229288	0.192603	0.314365	0.0656192	0.0863018	0.110099	0.0024686	0.101042	0.222119	0.110812	0.0641592	0.430019	0.0718485	0.3233795	0.347485	0.297011	0.119579	0.235924	0.177997	0.533343	1.02828	2.26038	2.708906
1555	1	-4080.753	-4081.36	0.6072016	1.845626	0.121269	0.526289	0.463392	0.322147	0.267736	0.198051	0.117578	0.204429	0.179984	0.0534554	0.128838	0.0886858	0.00333532	0.118705	0.243627	0.0734069	0.0447559	0.472318	0.0471879	0.3900892	0.311499	0.314669	0.124288	0.249545	0.274124	0.637525	1.0656	2.02275	2.675189
1556	1	-4081.112	-4083.061	1.948815	1.358349	0.147277	0.41331	0.487483	0.225676	0.24071	0.189564	0.155739	0.23937	0.0779813	0.0694664	0.169389	0.121686	0.00337554	0.0969992	0.221554	0.0974203	0.0414617	0.501022	0.0415428	0.3853061	0.329836	0.295316	0.155813	0.219035	0.202588	0.563145	1.04089	2.19337	2.541027
1557	1	-4080.877	-4082.436	1.559211	1.116603	0.114666	0.34227	0.367496	0.371186	0.246642	0.162005	0.146625	0.353991	0.145197	0.0313391	0.145043	0.119258	0.0342697	0.0868606	0.230189	0.109107	0.0302475	0.493888	0.0497072	0.3538164	0.330538	0.304217	0.143523	0.221722	0.159615	0.509198	1.01692	2.31427	2.579988
1558	1	-4078.984	-4074.088	-4.896042	0.8895768	0.167267	0.49449	0.488417	0.366089	0.278621	0.20667	0.124962	0.284122	0.269025	0.107409	0.14759	0.205497	0.0853537	0.08837	0.194017	0.083487	0.0402305	0.558667	0.0352288	0.3360584	0.341115	0.291398	0.130073	0.237414	0.11443	0.440846	0.978989	2.46574	3.225513
1559	1	-4078.974	-4074.545	-4.428667	0.9407478	0.182807	0.665817	0.558261	0.501628	0.24574	0.251381	0.150589	0.204571	0.132168	0.0614671	0.127148	0.064573	0.0326241	0.0923424	0.232363	0.0704922	0.0337665	0.512099	0.0589371	0.3123562	0.342794	0.292831	0.127755	0.23662	0.124985	0.458188	0.989444	2.42738	3.178775
1560	1	-4082.166	-4079.606	-2.560425	0.6520472	0.178851	0.464245	0.471379	0.414767	0.310948	0.189709	0.113776	0.214528	0.180488	0.10762	0.214363	0.116849	0.0144295	0.0557675	0.30556	0.0680819	0.0564543	0.440135	0.0740015	0.3159059	0.349066	0.305125	0.103997	0.241811	0.0639903	0.339998	0.905714	2.6903	2.991951
1561	1	-4085.868	-4082.735	-3.133486	0.8555642	0.0969716	0.523734	0.455949	0.396638	0.234681	0.219136	0.190904	0.328889	0.181433	0.124512	0.204374	0.0535621	0.0384732	0.0710751	0.284927	0.0831958	0.0587944	0.460264	0.0417433	0.3319816	0.32166	0.321974	0.10176	0.254606	0.107315	0.428578	0.971237	2.49287	3.049257
1562	1	-4082.89	-4079.27	-3.619638	0.835079	0.120066	0.607109	0.541073	0.432352	0.276555	0.180633	0.156164	0.188257	0.181433	0.0382655	0.130294	0.175001	0.0706679	0.0604939	0.282868	0.0864302	0.035149	0.439453	0.0956051	0.3931914	0.351638	0.315333	0.103974	0.229055	0.102998	0.420883	0.96622	2.5099	3.097873
1563	1	-4086.164	-4081.843	-4.321289	0.8729041	0.136923	0.626125	0.489336	0.33133	0.313857	0.245784	0.12997	0.25052	0.231652	0.0918258	0.127512	0.110164	0.0830386	0.0653841	0.261266	0.0711106	0.0981034	0.437882	0.066254	0.339914	0.36204	0.312203	0.116847	0.20891	0.110951	0.43491	0.975275	2.47886	3.168038
1564	1	-4083.192	-4079.558	-3.634671	0.6365724	0.115884	0.53853	0.744126	0.3116	0.278596	0.19835	0.166284	0.222489	0.298295	0.0704579	0.0300907	0.0918466	0.0328275	0.0735618	0.295911	0.0933351	0.0372409	0.44802	0.0519317	0.2577429	0.350449	0.287867	0.123852	0.237832	0.0607281	0.332001	0.898889	2.70838	3.099376
1565	1	-4081.26	-4078.833	-2.426855	0.6408696	0.138622	0.45635	0.553906	0.415612	0.285782	0.146263	0.106057	0.185479	0.298295	0.0704579	0.0169934	0.176456	0.128322	0.0965446	0.324856	0.0618208	0.036668	0.416203	0.0639084	0.3064456	0.340261	0.305474	0.107537	0.246728	0.0616321	0.334242	0.900818	2.70331	2.978594
1566	1	-4085.507	-4080.983	-4.524627	0.4265021	0.131235	0.531358	0.502298	0.390508	0.347377	0.177254	0.240457	0.272973	0.273896	0.0567156	0.0417793	0.0673876	0.155135	0.0643428	0.290763	0.0520445	0.0983121	0.423837	0.0707006	0.1639601	0.356417	0.286621	0.111291	0.24567	0.020716	0.201261	0.758437	3.01959	3.188371
1567	1	-4078.471	-4080.268	1.797793	0.4821017	0.145621	0.383438	0.449268	0.35951	0.236761	0.139472	0.111928	0.209034	0.22033	0.0103042	0.0904271	0.0449019	0.155135	0.0883133	0.239053	0.0857603	0.0774081	0.448491	0.0609745	0.1718683	0.345153	0.297977	0.1208	0.23607	0.0301203	0.240071	0.806795	2.92301	2.556129
1568	1	-4076.019	-4077.154	1.134943	0.6304001	0.173087	0.405761	0.465625	0.302912	0.213854	0.193752	0.18043	0.234113	0.178151	0.0116747	0.0817129	0.110636	0.0707058	0.0949637	0.235837	0.116339	0.0586569	0.447714	0.04649	0.251286	0.342972	0.296094	0.133057	0.227877	0.0594325	0.328754	0.89607	2.71574	2.622414
1569	1	-4077.772	-4078.168	0.3958028	0.8076563	0.12485	0.550895	0.455914	0.393787	0.285614	0.177057	0.110857	0.209702	0.178151	0.0146645	0.0973571	0.0285148	0.0689659	0.0926624	0.24914	0.0837427	0.0340108	0.472968	0.067476	0.2844817	0.33336	0.302456	0.129328	0.234856	0.0971869	0.410198	0.959054	2.53356	2.696328
1570	1	-4083.81	-4080.087	-3.72362	0.8550747	0.204286	0.418027	0.715159	0.480092	0.280088	0.217362	0.163797	0.135431	0.174789	0.0400905	0.0457787	0.172746	0.0606231	0.0832036	0.22908	0.0957457	0.035716	0.525077	0.0311782	0.3161519	0.346814	0.298524	0.124153	0.230509	0.107213	0.428397	0.97112	2.49327	3.108271
1571	1	-4080.068	-4082.803	2.735408	1.232532	0.170505	0.333296	0.405779	0.329031	0.251169	0.220104	0.118186	0.225795	0.200171	0.0538653	0.0186748	0.0501812	0.0856113	0.103352	0.22075	0.102897	0.0573639	0.498284	0.0173518	0.3310839	0.343456	0.280702	0.151235	0.224607	0.180899	0.537001	1.02992	2.25218	2.462368
1572	1	-4076.51	-4079.276	2.765735	1.221192	0.140421	0.408578	0.456447	0.308038	0.215973	0.206684	0.113046	0.209169	0.0850721	0.036273	0.0319182	0.136905	0.110812	0.126634	0.262382	0.10534	0.0179767	0.459427	0.0282404	0.3543421	0.343939	0.29073	0.130707	0.234623	0.178872	0.534451	1.02878	2.2579	2.459335
1573	1	-4086.017	-4085.898	-0.1187805	1.145408	0.172239	0.462288	0.498557	0.273147	0.221222	0.17769	0.205016	0.266855	0.122004	0.0602557	0.0681671	0.118855	0.10149	0.102498	0.246696	0.117033	0.00907807	0.428163	0.0965312	0.2838784	0.320732	0.311726	0.140205	0.227337	0.16502	0.516483	1.02046	2.29804	2.747787
1574	1	-4081.913	-4082.622	0.7094853	0.8910414	0.195054	0.417678	0.379869	0.305112	0.212445	0.198935	0.170676	0.317892	0.139173	0.0435398	0.0141938	0.192878	0.0775145	0.104052	0.245933	0.11008	0.0273577	0.444121	0.0684565	0.3212317	0.320445	0.304249	0.135164	0.240141	0.114734	0.441361	0.979307	2.4646	2.66496
1575	1	-4078.94	-4079.494	0.5537498	1.103726	0.112698	0.387907	0.501146	0.351746	0.207894	0.199275	0.181207	0.199753	0.184822	0.102284	0.0903178	0.0651994	0.0962845	0.0936915	0.242462	0.109889	0.0306247	0.468141	0.0551919	0.3212317	0.339902	0.301432	0.133551	0.225115	0.157173	0.505853	1.01527	2.32171	2.680534
1576	1	-4087.585	-4091.602	4.017261	1.1152	0.10689	0.423093	0.343417	0.306718	0.119948	0.13513	0.143127	0.142307	0.170107	0.0664901	0.094525	0.15712	0.125312	0.086206	0.264712	0.152176	0.0439077	0.428804	0.024194	0.2574542	0.311584	0.30513	0.136127	0.247159	0.159349	0.508836	1.01674	2.31507	2.334183
1577	1	-4082.104	-4085.984	3.879364	1.820674	0.11222	0.327593	0.409061	0.32766	0.15945	0.141849	0.149955	0.153764	0.170107	0.0825456	0.0937096	0.126719	0.0933391	0.105903	0.210081	0.13091	0.034846	0.462618	0.0556418	0.3638259	0.317218	0.300013	0.153886	0.228883	0.270886	0.634481	1.06478	2.02985	2.347972
