Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	TL
400	-32346.93	-32417.87	70.94252	0.179267	0.0866883	0.0402259	0.049821	0.142169	0.173227	0.0586965	0.0736552	0.0212181	0.0360371	0.137998	0.0735937	0.07949	0.10238	0.00726	0.0175231	0.0843198	0.223178	0.0650197	0.0420799	0.107265	0.112775	0.0407984	0.0180168	0.314576	0.201711	0.0121344	0.160808	0.05189	0.231694	0.0570663	0.0789421	0.0932052	0.0884643	0.0695562	0.00288736	0.00926654	0.00330216	0.124031	0.0376282	0.128727	0.0592382	0.03663	0.0796353	0.0782403	0.00397745	0.0545466	0.00729571	3.958156
410	-32338.38	-32410.03	71.65	0.164146	0.0825271	0.0366184	0.0397608	0.148248	0.174678	0.0631183	0.0614206	0.0271204	0.0502614	0.145148	0.071776	0.0738558	0.100018	0.0104143	0.010469	0.0891881	0.214249	0.0424901	0.0594575	0.103426	0.114319	0.0446608	0.0348402	0.316954	0.207214	0.0174717	0.168411	0.0683341	0.218288	0.0454205	0.0788658	0.0873538	0.0819624	0.0564283	0.00314759	0.0144954	0.0109926	0.0953177	0.0325915	0.121806	0.0522852	0.0402733	0.086829	0.0684728	0.0070232	0.0402661	0.00499537	3.887409
420	-32339.77	-32411.94	72.17317	0.187383	0.0721157	0.0335449	0.0394296	0.133982	0.158347	0.05732	0.0587661	0.0382638	0.0493144	0.151886	0.0728153	0.075473	0.0988047	0.00585913	0.013563	0.100807	0.217573	0.0666738	0.0446902	0.107471	0.111722	0.0397489	0.0315212	0.300692	0.198212	0.0213226	0.149893	0.057191	0.208919	0.0687785	0.0669006	0.0895258	0.0776397	0.055036	0.00264216	0.0120405	0.00679227	0.0984664	0.0312419	0.129031	0.0512325	0.0367068	0.0612055	0.0863769	0.000517282	0.0553917	0.00226062	3.835091
430	-32341.29	-32412.09	70.80565	0.1922	0.072395	0.0389129	0.0378007	0.147335	0.175759	0.0623529	0.0545435	0.0304237	0.0488847	0.149251	0.080791	0.0810434	0.115595	0.00605217	0.0135459	0.110464	0.218161	0.0532799	0.0500291	0.100125	0.126297	0.0440859	0.0230948	0.32012	0.231516	0.017198	0.16639	0.0402094	0.245308	0.0457906	0.0740663	0.0708329	0.0751582	0.0514424	0.00712609	0.0135604	0.00613733	0.114781	0.0305295	0.130808	0.0487866	0.0442289	0.0805354	0.0703424	0.00380909	0.0468568	0.00388679	3.971843
440	-32338.41	-32409.99	71.58008	0.184383	0.0778844	0.0306796	0.031642	0.147891	0.174728	0.0565359	0.0551888	0.0295866	0.0391291	0.147474	0.0655757	0.0860874	0.107948	0.00565033	0.00840751	0.0853465	0.209654	0.053923	0.0582811	0.112374	0.106459	0.0442156	0.0256083	0.315978	0.201932	0.0234283	0.155951	0.0485432	0.24491	0.0553313	0.0896566	0.0832541	0.0865822	0.0711345	0.00642126	0.0107778	0.00834608	0.113813	0.0245767	0.135618	0.044359	0.0383773	0.0654552	0.0702251	0.00215665	0.0488635	0.0040565	3.8944
450	-32346.12	-32417.46	71.34531	0.176577	0.078739	0.037867	0.039605	0.152403	0.200593	0.0575199	0.0638632	0.0216711	0.035978	0.140924	0.0618928	0.070666	0.0936141	0.00574698	0.0158712	0.0923507	0.236643	0.0467495	0.0545586	0.100034	0.107711	0.0313538	0.0259373	0.296085	0.214413	0.0213378	0.157758	0.0601683	0.223957	0.0498011	0.0764015	0.0981921	0.0840663	0.0662897	0.00370771	0.00921705	0.00419388	0.0970648	0.0403926	0.141785	0.0465426	0.0363867	0.0819627	0.101628	0.00017509	0.0507069	0.00677646	3.917877
460	-32338.69	-32409.68	70.99635	0.195985	0.0763673	0.0418158	0.0463614	0.130139	0.168773	0.0522122	0.06813	0.0344109	0.0454023	0.125625	0.0640524	0.0816465	0.105951	0.0070937	0.0201737	0.107786	0.232198	0.0575442	0.0599828	0.10952	0.118973	0.0368108	0.0269272	0.285011	0.21803	0.0117152	0.151585	0.061208	0.237174	0.063583	0.0802982	0.0816451	0.0876479	0.0608113	0.000581527	0.0146411	0.00583553	0.12158	0.0290844	0.133329	0.0386519	0.0392528	0.0803526	0.0818166	0.00216824	0.0468654	0.00602369	3.952773
470	-32339.69	-32410.81	71.11633	0.20598	0.0717713	0.0363582	0.0330802	0.122853	0.159727	0.0550433	0.0726387	0.0243836	0.0473614	0.136263	0.0808647	0.0771774	0.094879	0.00977933	0.00971653	0.0921033	0.251511	0.0574342	0.0479477	0.113492	0.123004	0.0380493	0.0297199	0.282709	0.20872	0.0175804	0.164762	0.0461537	0.222942	0.0507826	0.0810458	0.091405	0.0861039	0.0636764	0.000255684	0.0119211	0.00891319	0.128389	0.0444638	0.135121	0.046581	0.0384917	0.0848816	0.071117	0.00207452	0.0409579	0.0205898	3.940776
480	-32349.92	-32421.39	71.47017	0.18345	0.0665067	0.0338674	0.0381573	0.17406	0.166444	0.0513975	0.0619556	0.0241606	0.0487321	0.129881	0.0812349	0.0711428	0.105201	0.0129868	0.0144885	0.106622	0.228161	0.0466182	0.0540664	0.0897754	0.117686	0.0331879	0.0279007	0.297408	0.221212	0.0330907	0.175004	0.0489452	0.224347	0.0534555	0.104054	0.086641	0.0822753	0.0588824	0.00383996	0.0130417	0.0105317	0.0870328	0.0297328	0.111113	0.0577783	0.0414324	0.0844536	0.0675408	0.000900716	0.0399983	0.00499772	3.905391
490	-32339.42	-32410.7	71.27522	0.188385	0.0740548	0.0323284	0.0373016	0.140508	0.181429	0.0466097	0.071004	0.024447	0.0496629	0.146822	0.0690003	0.0705244	0.108181	0.00753917	0.0128154	0.0940728	0.222914	0.0526143	0.0675418	0.086442	0.118761	0.0352245	0.0329905	0.330378	0.208711	0.0152334	0.184972	0.0419972	0.225674	0.0508413	0.0826622	0.0980893	0.0804783	0.0539597	0.000311636	0.0144396	0.00939173	0.110874	0.0271916	0.116207	0.0418159	0.0424474	0.0754689	0.0901662	0.00165177	0.0464696	0.00427972	3.924887
500	-32332.43	-32404.07	71.64043	0.195161	0.0771267	0.0384337	0.0382264	0.143114	0.16671	0.0627152	0.0522087	0.0279646	0.0440918	0.138238	0.0705626	0.0787295	0.0984083	0.0120641	0.0133198	0.0949097	0.192723	0.0538851	0.0561547	0.11669	0.125586	0.0254657	0.0250167	0.313198	0.213933	0.0159795	0.161591	0.0609819	0.223924	0.0492705	0.0740198	0.0936523	0.0831201	0.0662838	0.000896916	0.0111691	0.00857693	0.0977355	0.0398802	0.121115	0.0458386	0.0485781	0.0723664	0.0839719	0.000236799	0.0416178	0.0129236	3.888366
510	-32339.48	-32409.94	70.45936	0.18981	0.0764039	0.0354815	0.0411694	0.133552	0.173659	0.0590345	0.0660192	0.0325336	0.0420311	0.136239	0.0727241	0.0779348	0.0998924	0.00586634	0.019528	0.105308	0.241062	0.0682004	0.0462618	0.0997365	0.143155	0.024365	0.0358699	0.310223	0.216237	0.0169752	0.145855	0.0516845	0.248935	0.0513596	0.0882079	0.100824	0.0941262	0.0687665	0.000954369	0.0125354	0.0105141	0.10282	0.0321676	0.120217	0.0474783	0.0444959	0.0702174	0.0794376	9.79786e-05	0.0534427	0.0130645	4.006472
520	-32340.44	-32411.4	70.96097	0.17652	0.0750587	0.0406205	0.0321569	0.148348	0.16125	0.0675482	0.0693246	0.0339373	0.0526082	0.126343	0.0769718	0.0888202	0.0987386	0.00752353	0.0124582	0.0989907	0.220274	0.05434	0.0573902	0.0984198	0.142399	0.040679	0.0232432	0.282914	0.214862	0.0452348	0.14165	0.0485473	0.230917	0.0559918	0.0752081	0.0960019	0.0917787	0.0706067	0.000640143	0.0135237	0.008207	0.122161	0.0320153	0.128791	0.0526783	0.0347667	0.0769828	0.0744052	0.00266145	0.0449608	0.00684336	3.956311
530	-32333.12	-32404.29	71.17387	0.201403	0.0861753	0.0360098	0.0389565	0.147434	0.161226	0.055659	0.0656871	0.0242913	0.0483898	0.14034	0.0692578	0.0999713	0.110092	0.00830154	0.0182818	0.0896017	0.229642	0.0496717	0.0504267	0.105046	0.10789	0.0395442	0.0289042	0.310544	0.201503	0.0210357	0.163101	0.0563957	0.227076	0.045988	0.0791387	0.0831959	0.0839053	0.0568226	0.0011756	0.00917531	0.011967	0.115317	0.0358544	0.123581	0.050742	0.0382731	0.0800976	0.0712205	0.000516253	0.0429097	0.0132841	3.935022
540	-32348.3	-32419.18	70.87548	0.191163	0.0709238	0.0336154	0.0314781	0.134722	0.167739	0.0658321	0.0751638	0.0258501	0.036444	0.147672	0.08238	0.061164	0.088262	0.0115014	0.0119825	0.108057	0.224724	0.0622413	0.0594137	0.103049	0.12475	0.0360489	0.0329466	0.299614	0.210764	0.00750649	0.155269	0.063762	0.232593	0.0303097	0.0796555	0.0958363	0.0962459	0.0681686	0.00842213	0.0139131	0.00659149	0.120902	0.038885	0.131424	0.0407389	0.0426311	0.0968881	0.0684386	0.00416911	0.0423244	0.0226839	3.964861
550	-32336.86	-32408.26	71.40256	0.181464	0.0654963	0.0473168	0.0419093	0.132953	0.159419	0.0625538	0.0560958	0.0226875	0.0475758	0.148406	0.0701817	0.0811465	0.0994815	0.0101339	0.00925196	0.0985046	0.216211	0.0470955	0.0547204	0.112123	0.123813	0.0320984	0.0251254	0.321053	0.19565	0.0234567	0.164116	0.0644185	0.220162	0.0245288	0.0883688	0.0950155	0.0942386	0.0542316	0.000109178	0.01185	0.00386532	0.100527	0.0335595	0.141843	0.0526225	0.0454847	0.0720486	0.0837376	0.00278213	0.049899	0.0228221	3.912152
560	-32342.51	-32413.28	70.76854	0.194097	0.0864868	0.0354886	0.0419867	0.143713	0.155667	0.0588336	0.0638331	0.0268533	0.042275	0.151237	0.0896539	0.0728618	0.0937017	0.00660637	0.0157429	0.0984861	0.237645	0.048276	0.0566326	0.106852	0.114012	0.0365823	0.0379908	0.301096	0.203757	0.0242811	0.192232	0.0473668	0.215222	0.0242182	0.0957674	0.0875392	0.0832688	0.0541427	0.00255232	0.0105308	0.011015	0.0951331	0.0348334	0.134819	0.0592727	0.0450953	0.0893955	0.0598458	0.00215575	0.0488957	0.0376016	3.975554
570	-32332.99	-32404.78	71.79606	0.203191	0.0573172	0.0396618	0.034425	0.135697	0.166363	0.0587579	0.0605655	0.0259493	0.0441874	0.142872	0.0743189	0.0710811	0.0968022	0.00795594	0.0172224	0.1006	0.200174	0.0516165	0.0571126	0.115391	0.121051	0.0364937	0.0252072	0.294354	0.195111	0.0313339	0.147529	0.0574143	0.228978	0.024808	0.0906111	0.0893053	0.0767225	0.0555244	0.0022771	0.0172309	0.00970448	0.0974191	0.0393019	0.136476	0.0547722	0.0401258	0.0768697	0.0741204	0.00156831	0.04887	0.0383611	3.872802
580	-32340.97	-32412.4	71.42989	0.194221	0.0644539	0.0505316	0.0316595	0.134645	0.17987	0.0585694	0.0588511	0.0252111	0.0453796	0.132369	0.087528	0.0874503	0.0966396	0.00617406	0.0113261	0.0959706	0.208943	0.0531333	0.0674168	0.107674	0.113796	0.0325238	0.0250255	0.284928	0.195397	0.0364642	0.157626	0.055089	0.229862	0.0120755	0.100868	0.0821032	0.0785064	0.0619749	0.00464945	0.0157498	0.0108878	0.117359	0.0322669	0.120051	0.0437375	0.0388972	0.0991154	0.0667779	0.000276585	0.0519751	0.0434203	3.909419
590	-32342.33	-32413.36	71.03022	0.20377	0.0880729	0.0337438	0.0408191	0.14777	0.173874	0.052238	0.0605361	0.0180223	0.0431606	0.120607	0.0804691	0.0779084	0.112768	0.0100879	0.0156916	0.104393	0.208418	0.0506786	0.0467767	0.101968	0.127438	0.0424321	0.0269584	0.312778	0.193591	0.028699	0.166952	0.0498125	0.206575	0.0284735	0.0735859	0.0917181	0.0941353	0.0678387	0.00264927	0.0184235	0.00785159	0.133606	0.0257944	0.129622	0.0492015	0.037642	0.0717665	0.0750787	0.00141051	0.0482031	0.0453772	3.949387
600	-32338.77	-32409.24	70.46823	0.207487	0.0765349	0.0327375	0.0384994	0.153318	0.168448	0.0643085	0.056694	0.0257513	0.0485735	0.131231	0.0788199	0.0758174	0.104451	0.0122732	0.00994798	0.0908157	0.218236	0.0497772	0.0402629	0.12475	0.141373	0.0362037	0.0382775	0.312022	0.189512	0.0421681	0.153219	0.0584058	0.223996	0.0110385	0.0978858	0.0901378	0.0821297	0.0573224	0.00118938	0.0132065	0.0110249	0.116757	0.0315989	0.137088	0.0500329	0.0370438	0.0822755	0.0801635	0.000444484	0.0526176	0.0497198	4.005586
610	-32341.18	-32412.27	71.09159	0.179262	0.0705249	0.0369699	0.0387764	0.129734	0.181672	0.05512	0.0645591	0.0245716	0.0437546	0.135987	0.0780394	0.0670406	0.0992294	0.00607927	0.0141912	0.0993356	0.204627	0.0567968	0.0563289	0.117952	0.110586	0.0318548	0.0344338	0.284111	0.211739	0.0363266	0.153912	0.0402706	0.259821	0.0196738	0.0965969	0.0989777	0.0827946	0.0570971	0.000419408	0.00932564	0.00665659	0.122556	0.0435915	0.118554	0.0477252	0.0496886	0.0872407	0.0836111	0.00453995	0.0426471	0.0479476	3.943249
620	-32336.75	-32407.92	71.17695	0.190775	0.0624006	0.0429286	0.0327959	0.137846	0.177605	0.0674611	0.061297	0.0288596	0.0479563	0.139682	0.0761362	0.0794395	0.104564	0.00930218	0.0109569	0.104815	0.223393	0.0465975	0.0438711	0.0960361	0.118577	0.0405576	0.0247025	0.29193	0.209394	0.0195818	0.160442	0.0618952	0.221768	0.0228332	0.0831357	0.088759	0.100531	0.0642524	0.00357703	0.0197642	0.0124306	0.11905	0.0243985	0.139437	0.043069	0.0417062	0.0711309	0.0725737	0.000830895	0.0553457	0.0383237	3.934713
630	-32332.88	-32403.87	70.98928	0.195211	0.0835432	0.0371909	0.0383137	0.131101	0.160843	0.0661396	0.0602064	0.0311186	0.0365645	0.135081	0.0752032	0.0811457	0.0985113	0.00636316	0.0124746	0.0982231	0.221675	0.0511083	0.0607119	0.105833	0.112787	0.0354525	0.0344305	0.29107	0.203211	0.0347839	0.164718	0.0517858	0.224906	0.0148746	0.0879076	0.0894229	0.096513	0.0608192	0.00931662	0.0145109	0.00719173	0.120975	0.0351879	0.138634	0.0508676	0.0419699	0.0931703	0.0690687	0.000513398	0.0447332	0.0380976	3.953481
640	-32343.53	-32414.15	70.62237	0.184856	0.0675696	0.041662	0.0283029	0.136901	0.172162	0.0448107	0.0601203	0.0301299	0.0505321	0.144918	0.0721644	0.0827617	0.118407	0.0077915	0.01393	0.088994	0.207045	0.0484532	0.0556655	0.116244	0.120344	0.0413893	0.0275125	0.342551	0.217006	0.026629	0.15981	0.0487964	0.208992	0.00480162	0.088573	0.0968495	0.0803023	0.0722412	0.00895738	0.0126378	0.00663134	0.108753	0.0298543	0.132724	0.0445506	0.0564186	0.0838186	0.0797132	0.00313105	0.0550294	0.0587344	3.990171
650	-32334.92	-32406.38	71.45459	0.196517	0.08179	0.0418113	0.0344092	0.141159	0.149723	0.0637025	0.064823	0.0289206	0.0522943	0.152757	0.0690539	0.0869621	0.101244	0.0114409	0.00908021	0.0976558	0.198604	0.0548802	0.04333	0.110245	0.121496	0.0352925	0.0272036	0.292118	0.19984	0.0234817	0.16732	0.0645811	0.223735	0.00161395	0.0841668	0.0742876	0.0880157	0.0530041	0.00283812	0.00958458	0.0101641	0.11284	0.0296831	0.128764	0.0456324	0.0430182	0.0809753	0.0801192	0.000971396	0.0573793	0.0584203	3.90695
660	-32336.62	-32407.57	70.94565	0.187757	0.0664174	0.0403912	0.0377321	0.132962	0.181978	0.0736377	0.0530803	0.0248207	0.0441765	0.138469	0.0683283	0.0767913	0.0986254	0.0102982	0.0164673	0.0960226	0.202568	0.0578067	0.0491254	0.131097	0.129323	0.0340821	0.0348636	0.313169	0.222283	0.0243315	0.171018	0.056676	0.22133	0.0186752	0.0841751	0.0818108	0.0967624	0.065707	0.00268665	0.0165703	0.00518098	0.124071	0.0299464	0.124117	0.0432352	0.0375284	0.0738343	0.071967	0.000155382	0.0399074	0.0458845	3.957843
670	-32336.23	-32407.74	71.51135	0.197619	0.0757459	0.0387105	0.0399049	0.15638	0.17417	0.0629519	0.0575207	0.0244893	0.0369077	0.137331	0.0744716	0.0752717	0.0900068	0.00537803	0.0128947	0.0995321	0.196172	0.0548561	0.0541447	0.121433	0.127253	0.0296534	0.0324051	0.315137	0.206262	0.0188565	0.14402	0.0579167	0.221781	0.0275307	0.0800147	0.0957061	0.0974216	0.0584752	0.00127906	0.0181595	0.0033999	0.0986348	0.0442866	0.134946	0.0362988	0.0426455	0.0761759	0.0691287	0.00538867	0.0422115	0.0303948	3.901273
680	-32343.08	-32414.43	71.35599	0.212208	0.0698455	0.0398498	0.030639	0.157816	0.16717	0.0611234	0.0762739	0.0332789	0.037859	0.142271	0.070818	0.0659601	0.105462	0.00797925	0.00825993	0.0952245	0.200657	0.0544227	0.0589902	0.117606	0.102777	0.0422441	0.0213574	0.329567	0.201338	0.0185291	0.152711	0.0583347	0.225732	0.0202355	0.0872125	0.091776	0.0852961	0.0673415	0.00504852	0.00995409	0.0155669	0.102462	0.028615	0.122913	0.0439598	0.0428507	0.0811643	0.0693637	0.00262847	0.0449784	0.0291384	3.916809
690	-32338.67	-32410.04	71.3674	0.215871	0.0740205	0.0299737	0.0411651	0.143592	0.189338	0.0613978	0.0490239	0.0302514	0.0519249	0.128602	0.0815061	0.0719496	0.0983637	0.00867819	0.0106217	0.094387	0.216579	0.0460586	0.0501231	0.110751	0.115455	0.0306926	0.0383214	0.318207	0.181707	0.0224099	0.159708	0.047814	0.208592	0.0270576	0.0786015	0.0845044	0.0910794	0.0590904	0.00111893	0.0127487	0.0114102	0.116232	0.0376592	0.149451	0.0465923	0.0340154	0.0792724	0.0718469	0.000462425	0.0465669	0.0408736	3.915668
700	-32338.55	-32409.33	70.7836	0.185042	0.0804377	0.0488525	0.0339407	0.149472	0.177833	0.0613885	0.0608329	0.0204133	0.041039	0.132215	0.0791618	0.0727867	0.0934937	0.0106913	0.0145664	0.104467	0.206829	0.0468117	0.0538953	0.0960838	0.134046	0.0336248	0.0274274	0.298112	0.219677	0.0176533	0.171383	0.0734547	0.239226	0.00235922	0.0867888	0.083345	0.102034	0.0573271	0.00214883	0.0158714	0.00616686	0.120109	0.0389334	0.137076	0.0446603	0.0437211	0.0669866	0.0775386	0.00430667	0.0444812	0.0553366	3.974048
710	-32338.43	-32409.59	71.16259	0.190672	0.0634076	0.0377342	0.0266419	0.154263	0.175992	0.0582728	0.0551942	0.0255869	0.0425603	0.162554	0.0719004	0.0715508	0.107212	0.00746366	0.0134297	0.0971007	0.220731	0.0505388	0.0445503	0.114602	0.14236	0.0350587	0.0348008	0.28776	0.208878	0.033125	0.166762	0.041894	0.217523	0.0141836	0.0872249	0.0824638	0.0934344	0.0596664	0.00307178	0.0134661	0.00550656	0.10308	0.0288334	0.119462	0.0529229	0.0455466	0.0844182	0.0734454	0.00722115	0.0531749	0.0489083	3.93615
720	-32336.86	-32407.33	70.4648	0.210332	0.0734301	0.0305658	0.038131	0.153259	0.180163	0.0666032	0.0514839	0.0296218	0.0403007	0.160749	0.0698789	0.073763	0.0903959	0.00565702	0.0142366	0.091792	0.226519	0.0525436	0.0611493	0.108545	0.122835	0.0357369	0.0280559	0.295881	0.20576	0.0236921	0.174366	0.0509268	0.244564	0.00385849	0.0829698	0.0957601	0.0947276	0.0583921	0.00340309	0.0120512	0.0100066	0.126999	0.0270419	0.108482	0.052095	0.0515284	0.0797096	0.0763478	0.000472648	0.0424839	0.0686608	4.005928
730	-32345.65	-32416.04	70.38483	0.230091	0.0838102	0.0350649	0.0481729	0.139681	0.166026	0.0619427	0.0695319	0.0358289	0.0389797	0.129799	0.0765372	0.072116	0.108184	0.00611995	0.0117686	0.102713	0.209119	0.0653211	0.0484222	0.113773	0.114045	0.0323958	0.0290362	0.303941	0.213605	0.0149507	0.172513	0.0551107	0.233716	0.00414638	0.0944409	0.0983542	0.0791756	0.0590673	0.00297918	0.0160318	0.00608997	0.107875	0.0481819	0.125797	0.0503173	0.0428681	0.0889356	0.0803372	0.00319435	0.043831	0.0399891	4.013926
740	-32339.19	-32410.78	71.58843	0.178759	0.0790238	0.0353805	0.0331061	0.129021	0.159016	0.0528221	0.0581502	0.0257096	0.0440287	0.122588	0.0773254	0.078957	0.109843	0.0120688	0.0124409	0.0890443	0.209271	0.0627089	0.0503707	0.104503	0.127323	0.0363852	0.034605	0.331179	0.200829	0.0151775	0.157044	0.0452323	0.217146	0.0333118	0.0889541	0.0773804	0.0933922	0.0572452	0.000975004	0.0104281	0.00736194	0.109878	0.040641	0.123288	0.0442354	0.0532141	0.0863005	0.0801073	0.0040613	0.045877	0.0478558	3.893565
750	-32331.63	-32402.39	70.76181	0.189419	0.0711024	0.0462582	0.0359153	0.136291	0.189782	0.0526302	0.059272	0.0308558	0.0434665	0.155197	0.0730665	0.0747558	0.104883	0.0059717	0.0121868	0.115751	0.223926	0.052994	0.0512191	0.107329	0.135116	0.0337253	0.0325276	0.304953	0.212333	0.0171319	0.158443	0.044308	0.21955	0.0547161	0.0769741	0.0958002	0.0846391	0.0526053	0.00260374	0.0122653	0.00892974	0.117545	0.0334182	0.133465	0.0443389	0.0422978	0.0839475	0.0812715	0.00239855	0.0441433	0.0145082	3.976227
760	-32334.45	-32405.68	71.23567	0.228166	0.0679129	0.0355269	0.0337962	0.13751	0.181106	0.0631294	0.0590889	0.0253429	0.0453077	0.135327	0.0727109	0.0780934	0.0992268	0.00632448	0.0118267	0.105869	0.222489	0.0546818	0.0552263	0.108188	0.121621	0.0364133	0.0331742	0.299565	0.205577	0.00954029	0.178481	0.0486512	0.222504	0.0296354	0.0768818	0.0859484	0.0940188	0.0570342	0.0037304	0.00970203	0.0110183	0.118131	0.0300973	0.109262	0.0411557	0.0432221	0.0730001	0.0731123	0.00519096	0.0526702	0.0326561	3.928842
770	-32337.53	-32409.26	71.72361	0.179679	0.0695188	0.0364458	0.0383205	0.127716	0.168371	0.0612319	0.0588847	0.0309196	0.0491268	0.13191	0.0707425	0.0734596	0.0995051	0.00977113	0.0149886	0.0916256	0.211277	0.0555828	0.04744	0.113014	0.131253	0.0509879	0.0211073	0.303333	0.198257	0.0141435	0.156564	0.0439408	0.232077	0.0319936	0.0797217	0.104436	0.0912079	0.0624947	0.0038839	0.0126039	0.00240781	0.116926	0.0279248	0.121589	0.0505177	0.0394852	0.0789596	0.0680059	0.00267069	0.0507191	0.0433068	3.880048
780	-32336.75	-32408.19	71.44271	0.169761	0.0674006	0.0422546	0.0357855	0.129335	0.197325	0.0647418	0.047954	0.0319706	0.0443912	0.131377	0.0757566	0.0772293	0.108753	0.0105011	0.0099946	0.104342	0.209625	0.0609659	0.0511793	0.100292	0.11565	0.0354467	0.027958	0.307507	0.183096	0.027187	0.175546	0.0582742	0.241222	0.013649	0.0884247	0.0832605	0.0824765	0.0638395	0.00198592	0.0163269	0.00405512	0.111686	0.0381942	0.127273	0.0468785	0.0453424	0.0784783	0.0773987	0.00253244	0.0389179	0.0445973	3.908138
790	-32332.77	-32403.95	71.17624	0.196687	0.0786387	0.033226	0.0375868	0.140834	0.175965	0.0605157	0.0621896	0.024972	0.0504725	0.138401	0.0726262	0.0830339	0.0930427	0.00448275	0.00995232	0.0957347	0.214056	0.0626944	0.0506352	0.0997292	0.137647	0.0280035	0.0358762	0.318516	0.190015	0.0285397	0.176127	0.0486451	0.212192	0.018545	0.0901426	0.0827336	0.0792083	0.0636404	0.00524353	0.0165143	0.00700517	0.114929	0.0339199	0.132735	0.0504003	0.0463822	0.0685239	0.0704291	0.00122098	0.048139	0.0440345	3.934785
800	-32344.21	-32414.92	70.70967	0.190267	0.0745324	0.041245	0.0394004	0.147894	0.183673	0.0594476	0.049631	0.0237156	0.042346	0.154784	0.06675	0.081426	0.0948324	0.0043796	0.0150026	0.113017	0.230734	0.0585665	0.0447008	0.0929383	0.144871	0.0376438	0.0318873	0.293811	0.219108	0.0261851	0.18424	0.0545763	0.224589	0.0060465	0.0707892	0.079202	0.0759933	0.0574641	0.00372425	0.0197544	0.00539678	0.114635	0.0406036	0.131835	0.03922	0.0382059	0.0739731	0.0828377	0.000219532	0.0594245	0.0559229	3.981441
810	-32335.59	-32406.63	71.0371	0.200768	0.0809972	0.0407504	0.034137	0.153224	0.172112	0.0609349	0.0529372	0.0267936	0.0437457	0.150933	0.0667366	0.0809704	0.106656	0.0100653	0.0122484	0.0895304	0.218079	0.0566009	0.0481558	0.0917539	0.124114	0.0338654	0.0327327	0.296432	0.204433	0.00795801	0.175635	0.0647073	0.211535	0.0586368	0.0970872	0.0911506	0.0916171	0.0647734	0.00505954	0.0131511	0.00718172	0.107974	0.0341508	0.130309	0.0462105	0.0516427	0.0785051	0.0650142	0.005883	0.0417853	0.00902514	3.948698
820	-32332.63	-32403.54	70.90842	0.195313	0.0702815	0.0333944	0.04786	0.153647	0.169989	0.0610985	0.0664032	0.0332	0.0421812	0.144509	0.0671787	0.0715214	0.107238	0.0046419	0.0120907	0.097195	0.213835	0.0621501	0.0563106	0.121523	0.115669	0.0263456	0.0289418	0.309806	0.215536	0.00876248	0.154873	0.0544539	0.232679	0.0556439	0.0907969	0.0971101	0.0870693	0.0639936	0.00181441	0.0139092	0.0096748	0.103233	0.0317145	0.130102	0.0502278	0.0438059	0.0787312	0.0748688	0.00161411	0.0427599	0.00586822	3.961567
830	-32335.74	-32406.9	71.16086	0.193699	0.0773935	0.0313961	0.0437772	0.144789	0.173212	0.0561602	0.0566701	0.0279348	0.0320662	0.143259	0.0710482	0.071519	0.0919103	0.00782407	0.0213681	0.0926969	0.212192	0.0560167	0.0501403	0.12388	0.123231	0.0351143	0.0327934	0.340003	0.227243	0.0134577	0.152559	0.050034	0.224639	0.0251733	0.0829806	0.0894895	0.0838013	0.0574073	0.00477155	0.00876093	0.00783359	0.112932	0.0333396	0.126741	0.0496737	0.0480806	0.0678956	0.0779895	0.000639174	0.0472401	0.0335473	3.936323
840	-32350.44	-32422.16	71.71847	0.179163	0.093126	0.0421827	0.0435764	0.120913	0.145016	0.0640891	0.0611603	0.0198601	0.0452905	0.130149	0.0612764	0.0672424	0.110565	0.00583266	0.0136778	0.113875	0.217062	0.06119	0.0535956	0.102362	0.122936	0.0248805	0.0350079	0.312363	0.217852	0.0195202	0.154892	0.066452	0.209592	0.0256259	0.0878699	0.0852096	0.0812459	0.0653042	0.0029491	0.00613503	0.00987749	0.102064	0.0351442	0.130468	0.050516	0.0422108	0.0823481	0.067966	0.00543282	0.0463753	0.039119	3.880561
850	-32335.46	-32407.07	71.61586	0.168456	0.0784526	0.0399015	0.0348034	0.153458	0.173948	0.0533932	0.0651572	0.0235692	0.0443743	0.136332	0.0695884	0.0732838	0.0924565	0.00944465	0.0117645	0.0857933	0.226864	0.0577348	0.0678038	0.11624	0.11515	0.0309353	0.0372305	0.318291	0.201511	0.0196459	0.149678	0.0497913	0.213634	0.028841	0.0876444	0.0870768	0.0821883	0.0615945	0.00353903	0.0113691	0.00712552	0.105291	0.0405711	0.126952	0.0503055	0.0448199	0.0885201	0.0664861	0.00052528	0.0409524	0.0383337	3.890823
