Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	TL
15650	-32341.63	-32413.14	71.5092	0.188613	0.0737416	0.0375798	0.0385835	0.165021	0.166851	0.0526124	0.0626708	0.019126	0.0506828	0.137026	0.0773027	0.0673629	0.109873	0.00765323	0.0101231	0.0867902	0.219397	0.0544593	0.058086	0.107589	0.124678	0.0366454	0.0202026	0.286152	0.192303	0.0265044	0.168616	0.0515099	0.233355	0.00198631	0.0804821	0.107335	0.0898332	0.0602512	0.00533077	0.0109278	0.00993692	0.121193	0.0271177	0.108481	0.051666	0.0373128	0.0817598	0.0693306	0.00222317	0.0370761	0.0681364	3.901489
15660	-32344.92	-32416.42	71.50497	0.187485	0.0776138	0.0327135	0.0460113	0.138275	0.181938	0.0640444	0.0471167	0.0264225	0.0396096	0.132587	0.0574074	0.0825575	0.122149	0.00511973	0.0128326	0.0829176	0.22532	0.0469305	0.0593687	0.109657	0.123637	0.0361863	0.0314635	0.297169	0.189499	0.0211967	0.172472	0.0529141	0.217342	0.00165339	0.0771183	0.0938388	0.0759127	0.0578411	0.00275443	0.0177844	0.017188	0.108702	0.0318505	0.130576	0.0458148	0.0518877	0.0721614	0.0747963	0.00404654	0.0436123	0.0744165	3.901911
15670	-32340.6	-32412.25	71.65244	0.188159	0.0718717	0.0319341	0.0336206	0.128833	0.169612	0.0700015	0.0648277	0.0234073	0.0457913	0.143027	0.0635183	0.0863239	0.108325	0.00893927	0.0125794	0.0864476	0.208827	0.0506491	0.0554667	0.101807	0.106591	0.0398339	0.0352031	0.299346	0.217023	0.0272444	0.159498	0.0430542	0.222177	0.0122613	0.074925	0.0926894	0.0797111	0.0580078	0.00696306	0.0095853	0.0132899	0.105077	0.0233572	0.127642	0.0483104	0.0423034	0.0759645	0.0883781	0.00506394	0.0603446	0.0593523	3.887164
15680	-32337.62	-32409.3	71.67808	0.19329	0.0841044	0.0364883	0.0317443	0.150064	0.168459	0.0654386	0.061106	0.0251237	0.0353021	0.124266	0.0692832	0.0784282	0.0966815	0.00736822	0.0151804	0.0973189	0.226461	0.0406441	0.0568884	0.0934326	0.126044	0.0305517	0.0226347	0.311519	0.215476	0.0111531	0.158571	0.0630777	0.233981	0.00937993	0.0885735	0.0882791	0.0905816	0.054709	0.00113644	0.00956037	0.0138932	0.111675	0.0366372	0.122217	0.0491171	0.0492126	0.0676921	0.0800657	0.000388258	0.040187	0.0412153	3.884601
15690	-32331.88	-32403.48	71.60066	0.196204	0.0722454	0.0421273	0.0355853	0.153049	0.169733	0.0623259	0.049556	0.03034	0.0466042	0.123655	0.0682237	0.0767982	0.106475	0.00859898	0.0123443	0.0847786	0.213047	0.0572407	0.0569539	0.105597	0.116807	0.0353509	0.0285936	0.303159	0.232786	0.0133087	0.172997	0.0483548	0.217975	0.0263021	0.0863139	0.0880418	0.0848502	0.0661469	0.00120007	0.0127701	0.00726431	0.115615	0.0219089	0.114491	0.0488717	0.0459626	0.0730056	0.0716552	0.00441283	0.0507995	0.0319165	3.892343
15700	-32340.43	-32412.22	71.78859	0.191537	0.0619565	0.0422306	0.0356823	0.144865	0.173728	0.0604678	0.0542387	0.035035	0.0433776	0.142963	0.0769351	0.0759043	0.108096	0.00640919	0.0105191	0.0812483	0.232478	0.0500855	0.0506623	0.0928046	0.125777	0.0387232	0.0256442	0.279872	0.195951	0.0109705	0.148229	0.0642079	0.218482	0.0265055	0.0859473	0.0894655	0.0897124	0.0584577	0.000779712	0.022517	0.00659821	0.107385	0.0295417	0.124291	0.0514167	0.0480689	0.0746424	0.0741091	0.00438691	0.064222	0.0364216	3.87355
15710	-32335.02	-32405.44	70.42377	0.196972	0.0832549	0.0351563	0.0365286	0.150159	0.180506	0.0608101	0.0659397	0.0325836	0.0460352	0.132844	0.0751725	0.0723767	0.0998308	0.00706344	0.0156816	0.104286	0.236683	0.0552246	0.0589677	0.111894	0.119728	0.0321697	0.0298947	0.317949	0.202108	0.0284309	0.159813	0.0552102	0.215967	0.034679	0.08495	0.0968774	0.0907125	0.0596739	0.00974017	0.0167704	0.006201	0.121491	0.0347541	0.117003	0.0443647	0.0309124	0.0787591	0.0921864	0.000812722	0.0448146	0.026088	4.010032
15720	-32328.57	-32400.24	71.66973	0.175765	0.083181	0.036051	0.0384637	0.136028	0.173169	0.0606687	0.0574166	0.0351368	0.0424918	0.144122	0.073679	0.0886864	0.0967423	0.00961888	0.012493	0.0892724	0.219919	0.0482957	0.057479	0.107242	0.132835	0.0393511	0.031178	0.308895	0.198458	0.023411	0.149136	0.0560649	0.225536	0.0292229	0.0747007	0.0842153	0.0815027	0.0612091	0.0007124	0.0123639	0.0052263	0.110622	0.0308504	0.128836	0.0387362	0.0354602	0.0885597	0.0734813	0.00222415	0.0455709	0.0311554	3.885435
15730	-32336.58	-32407.61	71.02718	0.196934	0.0893508	0.0380851	0.0409159	0.154345	0.179324	0.0540048	0.0607613	0.0217369	0.0524949	0.13661	0.0674944	0.0834539	0.109736	0.00824672	0.0113508	0.0960189	0.196699	0.0414981	0.0640457	0.111238	0.129617	0.0272637	0.0235033	0.300096	0.196739	0.0299536	0.178442	0.0494766	0.221802	0.0140344	0.0837103	0.0837126	0.0854045	0.0590768	0.00490011	0.00986923	0.00645587	0.121866	0.0320037	0.124711	0.0500088	0.0406754	0.0828573	0.0826594	0.00197646	0.0516352	0.0428963	3.949691
15740	-32345.15	-32415.95	70.80349	0.185111	0.0818868	0.0368042	0.0289219	0.143668	0.169732	0.053195	0.0620342	0.0246438	0.0456134	0.126574	0.0885984	0.0895168	0.117208	0.0103269	0.0123823	0.0931213	0.212401	0.0621698	0.0539531	0.0987701	0.128601	0.0421147	0.0193031	0.311159	0.194607	0.0315134	0.167002	0.0421686	0.211987	0.0118058	0.0829758	0.0911213	0.0941225	0.0655745	0.00895528	0.0176246	0.0109389	0.125564	0.0358655	0.120335	0.0452751	0.0429523	0.0841024	0.0840187	0.00467349	0.0480055	0.0530617	3.97206
15750	-32345.21	-32415.72	70.51224	0.197494	0.075143	0.0364304	0.0304426	0.16277	0.178494	0.0488441	0.064944	0.0328997	0.0489386	0.136085	0.0753067	0.0946743	0.116164	0.00744547	0.0155619	0.0956777	0.226655	0.0434307	0.0632055	0.105583	0.139043	0.0389608	0.0312839	0.300414	0.203697	0.0339788	0.177613	0.0467505	0.237412	0.00948677	0.0775711	0.0851923	0.0780048	0.0607367	0.00018541	0.017487	0.00511135	0.0944086	0.0367123	0.131199	0.0422946	0.0496384	0.0601103	0.0806441	0.00084233	0.0435567	0.0626606	4.001185
15760	-32337.16	-32408.54	71.37951	0.191012	0.086128	0.0420213	0.0356602	0.128388	0.188636	0.0651545	0.0650249	0.0241749	0.0361589	0.141191	0.066558	0.0921712	0.0988575	0.00847564	0.0105271	0.0907124	0.222525	0.0436491	0.0548405	0.10838	0.136012	0.0339464	0.0355513	0.288403	0.185456	0.0351772	0.154732	0.044259	0.22994	0.000795193	0.0796794	0.0883963	0.0865285	0.0606323	0.00196808	0.00882028	0.00724598	0.107818	0.0336145	0.138474	0.0556792	0.044759	0.0864523	0.0693714	0.00146383	0.0464893	0.0525472	3.914457
15770	-32347.55	-32419.03	71.4787	0.189353	0.0711739	0.0438363	0.0334409	0.13035	0.174455	0.0518624	0.0657797	0.0182064	0.0525858	0.132402	0.0797076	0.0746532	0.108685	0.0104768	0.0101234	0.0930473	0.242714	0.0617751	0.0571753	0.131156	0.0995422	0.0256439	0.0252379	0.304907	0.20986	0.027245	0.156835	0.0520883	0.221034	0.0145689	0.0788748	0.101675	0.0898463	0.0570889	0.00557206	0.0114904	0.0113362	0.110728	0.0326081	0.110978	0.0407169	0.0422279	0.082982	0.0623827	0.00436682	0.047632	0.0441115	3.904538
15780	-32344.72	-32415.19	70.47094	0.212094	0.0669851	0.0332342	0.0404841	0.138764	0.156461	0.0504684	0.0603455	0.023997	0.0379894	0.144044	0.0635952	0.0648338	0.0998858	0.00919658	0.018541	0.0999982	0.232739	0.0458511	0.0565745	0.107836	0.128343	0.0414601	0.0239143	0.302534	0.24605	0.0244341	0.16716	0.0511703	0.241528	0.0260245	0.0861824	0.0960248	0.0871764	0.0587178	0.00473198	0.0143028	0.00908931	0.123028	0.0374194	0.126262	0.0679276	0.0462587	0.0855591	0.0682151	0.00310316	0.0472135	0.0275651	4.005315
15790	-32341.75	-32412.51	70.76578	0.208365	0.0809676	0.0516514	0.0357022	0.139846	0.171169	0.0496461	0.0570716	0.0274768	0.036087	0.143725	0.0758387	0.0812912	0.0857278	0.0100894	0.0110887	0.0927411	0.212878	0.0522154	0.0465982	0.116374	0.109475	0.0328701	0.0309869	0.308186	0.215822	0.0195182	0.170064	0.0540663	0.231493	0.0466595	0.0792603	0.100468	0.0876616	0.0599937	0.00759272	0.0125371	0.00995521	0.12143	0.0461311	0.126623	0.0522951	0.0458758	0.0669486	0.075533	0.00213354	0.0533801	0.0223211	3.975831
15800	-32334.09	-32405.04	70.95568	0.216468	0.0779253	0.03358	0.0342337	0.146949	0.180933	0.0521646	0.0649103	0.0266753	0.0515935	0.132695	0.0841744	0.0815975	0.0979806	0.0105731	0.0164888	0.0920806	0.228009	0.0546722	0.0473903	0.111302	0.117656	0.0327505	0.0305974	0.287019	0.20741	0.0233329	0.168346	0.0511171	0.230815	0.0357806	0.0815817	0.089315	0.0872523	0.0612992	0.000390764	0.0137755	0.00277377	0.105756	0.0291343	0.127574	0.05721	0.0472641	0.0846773	0.0686982	0.00215437	0.0528157	0.017947	3.956841
15810	-32337.76	-32408.33	70.56839	0.201362	0.0714288	0.0353756	0.0325348	0.147559	0.160808	0.0705476	0.0643136	0.0232339	0.0465465	0.123219	0.0870667	0.0712442	0.098478	0.00753009	0.0141608	0.0950924	0.238747	0.0519409	0.0489817	0.110653	0.103945	0.0307227	0.0337897	0.306612	0.213633	0.0301386	0.165615	0.052434	0.236745	0.0303062	0.101873	0.0852738	0.0884568	0.0691242	0.00356933	0.01213	0.00989164	0.116606	0.0422878	0.127426	0.0543553	0.0455602	0.0771222	0.0716429	0.000343292	0.0508375	0.0343041	3.995569
15820	-32331.91	-32403.5	71.59064	0.181705	0.0644959	0.0415409	0.0371974	0.146363	0.17544	0.0592679	0.0588836	0.0264064	0.0407242	0.134014	0.0789863	0.0632306	0.0897941	0.00957465	0.0122493	0.0921126	0.21221	0.0512409	0.0530448	0.0990256	0.127277	0.0339064	0.0297707	0.324658	0.182505	0.0219279	0.170158	0.0485939	0.233962	0.0430118	0.0771621	0.0908586	0.0929794	0.0551906	0.00315325	0.014224	0.00365425	0.116119	0.0360166	0.134927	0.0480678	0.0422826	0.0962304	0.0752838	0.000188138	0.0451296	0.0185976	3.893344
15830	-32342.81	-32414.44	71.63301	0.189769	0.0621038	0.0406503	0.0272666	0.132386	0.171063	0.0464442	0.0710755	0.0297506	0.0514201	0.149774	0.0696017	0.0666249	0.101858	0.00824916	0.0137086	0.103687	0.194595	0.0501195	0.0551092	0.0883805	0.122278	0.0292794	0.0291281	0.286508	0.221984	0.0214408	0.158576	0.0571072	0.220371	0.0525464	0.0886326	0.0831981	0.0936914	0.0570484	0.00496522	0.0118125	0.00862826	0.123787	0.0367022	0.135707	0.0489779	0.0515701	0.0860062	0.0767597	0.00565384	0.0429718	0.0101397	3.889108
15840	-32345.79	-32416.89	71.10241	0.17885	0.0715879	0.0379378	0.0384893	0.124554	0.167558	0.0575895	0.0645386	0.029029	0.0345355	0.156431	0.0809473	0.07038	0.11827	0.00884294	0.0154049	0.0959156	0.205727	0.0503949	0.0526713	0.11006	0.104887	0.0398207	0.0458522	0.322793	0.200147	0.0261155	0.173579	0.0469179	0.226193	0.050285	0.0933193	0.0831176	0.0766278	0.0757427	0.00303573	0.0115046	0.00618435	0.121416	0.0308433	0.118937	0.051852	0.04905	0.0745694	0.0868938	0.00307519	0.0427792	0.00691282	3.942168
15850	-32349.52	-32419.38	69.86339	0.213114	0.0623921	0.0418477	0.0322383	0.153871	0.203876	0.0661557	0.0723015	0.0319332	0.0331945	0.161095	0.0776944	0.0827674	0.110362	0.00975999	0.0160476	0.109081	0.21404	0.0482368	0.0529357	0.110806	0.130902	0.0449852	0.0271974	0.34065	0.188261	0.0323585	0.152046	0.0397904	0.240322	0.030422	0.0797078	0.088373	0.0838659	0.0538195	0.00122314	0.0130796	0.00669568	0.11293	0.0379525	0.138254	0.036398	0.0447568	0.0907848	0.0720473	0.00201612	0.042684	0.0307963	4.06607
15860	-32344.81	-32416.26	71.45761	0.206017	0.0820466	0.0465407	0.0393477	0.14188	0.164878	0.055285	0.0659842	0.0327467	0.0464787	0.12331	0.0752061	0.0692096	0.0965045	0.0074155	0.0196744	0.111156	0.194933	0.0565717	0.0446559	0.111884	0.114498	0.0383862	0.0348878	0.308003	0.199481	0.0206231	0.168388	0.0540649	0.207811	0.030793	0.0752678	0.0828509	0.0821389	0.0605269	0.000737505	0.0137141	0.0139889	0.0974081	0.0432968	0.126136	0.0438035	0.0380579	0.073848	0.0866606	0.0028442	0.0612351	0.035472	3.906648
15870	-32332	-32403.32	71.3232	0.190081	0.0790171	0.0321339	0.0371417	0.136694	0.165969	0.061582	0.0592207	0.0303852	0.0480788	0.145039	0.0816784	0.0709907	0.0958751	0.0079073	0.0133911	0.0985912	0.200801	0.0552788	0.0536561	0.0977164	0.115401	0.0347253	0.037431	0.296157	0.197767	0.031452	0.140662	0.0568142	0.232861	0.00824538	0.0935778	0.100781	0.0963712	0.0623168	0.00133935	0.0142437	0.00696967	0.11037	0.0341314	0.135362	0.0590228	0.0391278	0.088927	0.0639839	0.00205676	0.0470286	0.0517329	3.920089
15880	-32338.64	-32410.03	71.39356	0.199866	0.0795539	0.0420648	0.032844	0.134412	0.18679	0.0584694	0.0505156	0.0260354	0.0494849	0.14001	0.0767322	0.0687871	0.101481	0.0126592	0.00946349	0.088394	0.231679	0.0500291	0.0645041	0.103466	0.146679	0.0390572	0.0256507	0.315757	0.190567	0.0219742	0.165044	0.0438818	0.214987	0.00514023	0.0894995	0.0903531	0.0862653	0.050221	0.00079683	0.0123128	0.00473528	0.104378	0.0256276	0.127297	0.0470615	0.0363594	0.0806088	0.0809706	0.000733952	0.0453189	0.0545336	3.913053
15890	-32325.31	-32396.67	71.36404	0.18684	0.06967	0.0322208	0.0414745	0.140247	0.175421	0.0679523	0.0573353	0.0249288	0.0434923	0.131156	0.0636555	0.0782551	0.0918038	0.00960778	0.0147709	0.101974	0.219285	0.0477293	0.0542804	0.111305	0.126902	0.0445821	0.0238117	0.314479	0.200839	0.0301704	0.165981	0.0513275	0.225641	0.00176717	0.0850479	0.0884355	0.0846775	0.0665478	0.00174654	0.0147046	0.00797487	0.110553	0.0300834	0.13003	0.04291	0.0406635	0.0763479	0.0775149	0.00045904	0.0481092	0.0612944	3.916004
15900	-32332.8	-32404.06	71.25901	0.192911	0.0744256	0.0395697	0.0323709	0.143862	0.170174	0.0635105	0.0567177	0.0230888	0.0426481	0.136089	0.0657762	0.0751532	0.0989977	0.0100166	0.0123473	0.0953179	0.223946	0.0461671	0.0485089	0.107277	0.129895	0.0473695	0.0269933	0.298067	0.213133	0.0135984	0.161947	0.0650362	0.250922	0.000493875	0.0804773	0.0921861	0.0839824	0.0621258	0.000729661	0.00826482	0.0123953	0.123183	0.032696	0.120205	0.0406809	0.0390878	0.0777973	0.0669457	0.00543803	0.0503388	0.0636459	3.926508
15910	-32353.39	-32425.27	71.87683	0.179759	0.0806512	0.0433459	0.034886	0.137694	0.172611	0.0582713	0.0587717	0.0212231	0.0374143	0.137936	0.075954	0.0696907	0.113085	0.00809709	0.0198226	0.0924445	0.232396	0.0577078	0.0500572	0.0990498	0.109069	0.0267745	0.0234428	0.292778	0.254898	0.00912112	0.156118	0.0486534	0.211811	0.0179913	0.0901304	0.0931254	0.0783901	0.0509805	0.00423969	0.00601825	0.0138632	0.101352	0.0269022	0.127316	0.0353655	0.0332893	0.090283	0.0752279	0.00123814	0.0495472	0.0559314	3.864726
15920	-32338.59	-32410.12	71.52477	0.20075	0.0825754	0.0450864	0.0426173	0.136171	0.164468	0.0547995	0.0670988	0.0270438	0.04708	0.139081	0.057309	0.0722593	0.0962094	0.00890984	0.0112383	0.0832125	0.199377	0.0476335	0.0569711	0.105029	0.137126	0.0367295	0.0299153	0.313638	0.207288	0.00859063	0.161443	0.0632534	0.225839	0.0115455	0.0819807	0.0915945	0.079295	0.0601154	0.00243877	0.0119474	0.00698985	0.103266	0.0347083	0.155539	0.0486169	0.0480473	0.0701668	0.0670074	0.00177182	0.0501667	0.0459919	3.899932
15930	-32332.57	-32403.52	70.9447	0.191214	0.0739759	0.0323494	0.0325281	0.145417	0.17637	0.0597437	0.0590741	0.0279203	0.0342464	0.140118	0.0852506	0.0734678	0.103965	0.00838058	0.0121786	0.108545	0.21319	0.06384	0.0562489	0.117551	0.121982	0.0321012	0.0336067	0.321411	0.212248	0.0315348	0.161417	0.0444914	0.225889	0.0225626	0.0850136	0.0919357	0.0860482	0.062633	0.00130337	0.0127797	0.0148163	0.11252	0.0253663	0.126898	0.0461177	0.0395068	0.0795799	0.0774287	0.000271126	0.0398311	0.0330726	3.957939
15940	-32346.31	-32418.04	71.72912	0.185208	0.0660608	0.0290954	0.0418725	0.131305	0.181619	0.0518029	0.0508922	0.0248167	0.0455909	0.136322	0.0758774	0.0655162	0.115967	0.00746413	0.0230928	0.0925784	0.231781	0.0600613	0.0422131	0.112572	0.108115	0.0373089	0.0293984	0.271975	0.205772	0.0169204	0.175828	0.0619359	0.235054	0.0407338	0.0866201	0.0844596	0.0850027	0.0608228	0.00446167	0.0146597	0.00700356	0.108393	0.0328674	0.108009	0.04345	0.0518343	0.0879836	0.0822166	0.000999848	0.0425813	0.0233802	3.879496
15950	-32331.12	-32402.11	70.98543	0.195509	0.0784268	0.0367724	0.0383855	0.147464	0.169534	0.0707773	0.0660139	0.0276171	0.0395941	0.153785	0.0782866	0.0814539	0.0905272	0.0100394	0.0143849	0.086613	0.21697	0.0519438	0.0564188	0.0899354	0.12149	0.0356926	0.0310796	0.304073	0.207443	0.0187985	0.186255	0.0645961	0.216107	0.0480448	0.0845573	0.0946916	0.0832552	0.0658929	0.00131953	0.00845209	0.00732568	0.107483	0.0340077	0.120487	0.0478767	0.0389449	0.0777948	0.0814548	0.000266739	0.0530129	0.0130106	3.953865
15960	-32343.67	-32415.84	72.17867	0.174861	0.0730661	0.0321231	0.0339505	0.136712	0.169817	0.0557627	0.0597418	0.0234769	0.050739	0.12259	0.0602088	0.0884592	0.103036	0.00991469	0.0132739	0.0889104	0.197513	0.0544239	0.0422041	0.107168	0.132693	0.042209	0.0339064	0.302398	0.213592	0.0250964	0.162149	0.0509969	0.199967	0.0406639	0.0766224	0.0851904	0.0835611	0.0547204	0.00653022	0.0106868	0.00925163	0.0997994	0.031633	0.125872	0.0396908	0.0416157	0.0935393	0.0834473	0.00675144	0.054968	0.0290395	3.834542
15970	-32340.65	-32411.81	71.16192	0.184755	0.0689362	0.0389465	0.0338327	0.153584	0.195415	0.0648472	0.0554641	0.0229873	0.0408671	0.120368	0.0769563	0.0729636	0.112916	0.00567209	0.01409	0.0982302	0.197738	0.0513547	0.0476224	0.107282	0.126576	0.0395833	0.0326822	0.312128	0.193815	0.0350239	0.16263	0.0467736	0.208231	0.0240168	0.0808855	0.101406	0.0823118	0.0602406	0.00429825	0.0100371	0.00932786	0.116238	0.0266218	0.140129	0.0382189	0.0456888	0.0856624	0.0917958	0.00475001	0.0431224	0.049193	3.936216
15980	-32348.95	-32420.82	71.86282	0.197746	0.0704242	0.0276141	0.0371164	0.136144	0.171495	0.0504215	0.0665779	0.0340131	0.0441843	0.15882	0.0574473	0.0695772	0.108675	0.00747278	0.0175255	0.104773	0.203794	0.0589884	0.0418015	0.0929065	0.106615	0.0362539	0.0274644	0.305252	0.200829	0.0268538	0.153318	0.0454745	0.250652	0.0249567	0.0601322	0.089336	0.0978803	0.0690873	0.00060042	0.0151297	0.00720323	0.113224	0.0348477	0.126575	0.0489458	0.0413405	0.0704799	0.0614226	0.00221197	0.045832	0.0466915	3.866127
15990	-32338.94	-32409.92	70.97781	0.196188	0.0664563	0.0316379	0.0372323	0.141754	0.155352	0.0626861	0.0607746	0.0279509	0.0499859	0.160434	0.0772384	0.0861412	0.100551	0.00617302	0.0147736	0.093758	0.220531	0.051228	0.0482563	0.104955	0.126561	0.0324796	0.0310716	0.327872	0.199795	0.0162041	0.156325	0.0514822	0.239972	0.0525155	0.0982094	0.0898593	0.0700422	0.066143	0.00320402	0.017512	0.00940802	0.109458	0.0294142	0.10749	0.0459206	0.0572834	0.0870759	0.0720169	0.000441333	0.0560856	0.00673087	3.954628
16000	-32336.74	-32407.91	71.17308	0.189259	0.090764	0.0381115	0.0447482	0.152001	0.169896	0.0647106	0.047886	0.0296473	0.0414032	0.132722	0.0665772	0.07215	0.0966178	0.0064186	0.0129054	0.0734529	0.193554	0.0518056	0.054126	0.108692	0.124341	0.0352001	0.0281113	0.326133	0.200577	0.0244893	0.155577	0.0558404	0.227952	0.0452396	0.0855224	0.0920545	0.0931303	0.073435	0.00385966	0.0134913	0.00947271	0.120029	0.0330987	0.136291	0.0457115	0.0409179	0.0827654	0.0742599	0.00374673	0.0566342	0.00977036	3.935101
16010	-32348.2	-32419.1	70.89537	0.191962	0.0790137	0.0458304	0.0292375	0.173239	0.187925	0.0601437	0.0590932	0.0284887	0.0544639	0.145389	0.0605757	0.0791661	0.100783	0.0101212	0.0145922	0.0940449	0.215331	0.0465718	0.0578662	0.0919091	0.127735	0.0264354	0.0312417	0.29068	0.190421	0.0452302	0.141289	0.0470193	0.234005	0.0425509	0.0810509	0.0967897	0.0816333	0.0606333	0.00299255	0.0135204	0.00896372	0.130945	0.0295487	0.119343	0.0417112	0.037584	0.0718853	0.0918843	0.00340672	0.0595674	0.0290563	3.962872
16020	-32342.39	-32412.96	70.56638	0.214601	0.0875761	0.0450712	0.034181	0.157002	0.182129	0.06356	0.051766	0.0286566	0.0485928	0.144683	0.0791853	0.0816154	0.100788	0.00484869	0.0135167	0.0797729	0.203907	0.0444136	0.0532678	0.103848	0.131391	0.0280994	0.0338588	0.297634	0.209893	0.0342799	0.175148	0.0437477	0.24706	0.0506569	0.0693471	0.0916564	0.0929328	0.0626406	0.00301239	0.0173529	0.0110369	0.114733	0.0288405	0.121296	0.0524873	0.0345904	0.0774595	0.0741497	0.0012115	0.0462457	0.022028	3.995771
16030	-32336.5	-32407.43	70.93049	0.184901	0.0864808	0.0332498	0.0368129	0.158186	0.155342	0.0512075	0.0543147	0.0285082	0.049648	0.141214	0.071732	0.0739138	0.100084	0.00535181	0.0161257	0.0867502	0.221657	0.0689179	0.0465727	0.117922	0.13827	0.0330684	0.0305238	0.305359	0.203965	0.0288957	0.154667	0.0541357	0.23756	0.0595125	0.087013	0.0986077	0.089537	0.055864	0.00230436	0.0124022	0.00974105	0.130036	0.0313349	0.120872	0.0444587	0.0336269	0.0805909	0.0746738	0.00446324	0.0479562	0.00102814	3.959359
16040	-32338.27	-32409.65	71.37635	0.172373	0.0805527	0.0385601	0.0366955	0.152558	0.176845	0.0506996	0.0724855	0.0270998	0.0451606	0.142734	0.067726	0.0759686	0.0807115	0.0136127	0.011279	0.0973044	0.207633	0.0530099	0.0642069	0.10093	0.128984	0.0270535	0.0245837	0.304287	0.21039	0.0332084	0.169797	0.047992	0.226773	0.0581117	0.0842989	0.0934854	0.091674	0.065322	0.00237523	0.0163895	0.00468927	0.108106	0.0307954	0.129601	0.0364074	0.0420998	0.0746663	0.0758329	0.00102113	0.0558726	0.00281189	3.914774
16050	-32334.69	-32405.93	71.23581	0.190264	0.0725157	0.0400921	0.0312462	0.127646	0.175953	0.0500581	0.0658964	0.030236	0.0438824	0.139064	0.067132	0.077901	0.0978951	0.00694044	0.011656	0.0972456	0.198672	0.0517992	0.0549106	0.107654	0.106808	0.0335385	0.0351769	0.297337	0.212001	0.0328965	0.159015	0.0518234	0.23562	0.0552991	0.0849732	0.106884	0.103461	0.0648395	0.00566448	0.0138183	0.00897084	0.11513	0.0297277	0.135965	0.0436592	0.0475385	0.0867333	0.0662652	0.00115747	0.0543019	0.00156174	3.928827
16060	-32346.46	-32417.87	71.40736	0.202107	0.0808986	0.0429593	0.0313356	0.14022	0.178779	0.0544283	0.0701206	0.0256858	0.0391823	0.138716	0.0725211	0.0776292	0.102193	0.00353729	0.012001	0.094637	0.211647	0.0601204	0.0525102	0.100126	0.132237	0.0353476	0.035161	0.302991	0.210464	0.0291927	0.143613	0.0476038	0.214228	0.0737626	0.0993317	0.0827032	0.0758087	0.0471085	0.00603344	0.0157645	0.0132877	0.100258	0.0325023	0.137611	0.0419329	0.0502078	0.0794779	0.0608708	0.00758098	0.0417029	0.00353365	3.911672
16070	-32337.08	-32408.45	71.36754	0.188955	0.0840381	0.0421945	0.0403343	0.143888	0.17007	0.0593365	0.0704774	0.0376242	0.0520083	0.127652	0.0767058	0.0698231	0.0971936	0.0097609	0.0145437	0.0890317	0.206356	0.0501305	0.0550114	0.0959468	0.144801	0.0366078	0.0289744	0.292872	0.191429	0.0306114	0.169916	0.0529309	0.220733	0.0518311	0.0772259	0.0897926	0.0905869	0.0625179	0.00276339	0.0133671	0.00932278	0.0886842	0.0339688	0.125054	0.0546735	0.0417884	0.076798	0.0778853	0.0022397	0.0520129	0.0151854	3.915655
16080	-32343.89	-32414.28	70.38584	0.201701	0.0779174	0.0376792	0.0345993	0.139714	0.170452	0.066079	0.0605376	0.0250589	0.0347729	0.154397	0.0825815	0.0766565	0.110076	0.0108209	0.0165675	0.100766	0.216799	0.0557992	0.058666	0.105998	0.110578	0.0377141	0.0287138	0.29771	0.194237	0.034908	0.187899	0.039087	0.230997	0.052301	0.0789972	0.0979468	0.103807	0.0534183	0.00119942	0.028407	0.00898766	0.113832	0.0375088	0.137547	0.0400055	0.0370226	0.0835345	0.0730304	0.00283658	0.0488875	0.0150729	4.013825
16090	-32334.95	-32405.78	70.83739	0.190853	0.0740095	0.0294995	0.0327902	0.144363	0.165457	0.0612758	0.0642612	0.0317281	0.0477329	0.134618	0.0603355	0.0820007	0.109225	0.0050018	0.0136252	0.105696	0.223416	0.0548576	0.0444482	0.103023	0.127901	0.0391586	0.0388981	0.301331	0.220081	0.0238282	0.163754	0.061638	0.21818	0.0255481	0.0926582	0.0821112	0.0904265	0.0627531	0.00309458	0.0128357	0.00609873	0.13259	0.0364363	0.129199	0.0446914	0.0428875	0.0721271	0.0781308	0.00128342	0.0523368	0.0304738	3.968669
16100	-32340.1	-32410.98	70.88589	0.195021	0.0808113	0.0423873	0.0324114	0.163095	0.166481	0.0537865	0.0499925	0.0310205	0.0458187	0.139361	0.0661583	0.0779912	0.0981139	0.00744958	0.0148938	0.117059	0.194567	0.0413167	0.0649239	0.105694	0.118308	0.0403315	0.0286542	0.296081	0.202671	0.0298857	0.165924	0.0482292	0.229479	0.0231223	0.0865804	0.0916697	0.0810031	0.0666279	0.000297326	0.0130858	0.00672622	0.110399	0.0393746	0.138934	0.0598585	0.0338549	0.0904717	0.0859119	0.00213301	0.047644	0.038209	3.96382
