Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]	TL
6020	-4650.674	-4674.028	23.3537	0.162694	0.047252	0.0314048	0.0222792	0.0633305	0.159378	0.0588309	0.0482314	0.0454774	0.00808198	0.067191	0.0407916	0.102892	0.0692274	0.0594314	0.0451558	0.055266	0.0395475	0.0799275	0.0469676	0.0203776	0.0201156	0.0152002	0.00321127	0.000695271	0.0173242	0.0106282	0.0329783	0.00257013	0.0175045	0.00772237	0.0106908	0.00308339	0.00550542	0.130705	0.00501037	0.0111199	3.756095	0.9073514	0.280028	0.225949	0.232976	0.261047	1.567801
6030	-4651.726	-4674.051	22.32555	0.154112	0.0539528	0.0349332	0.0320035	0.0585216	0.203348	0.0555937	0.0488909	0.0285892	0.0136899	0.0700611	0.039535	0.118344	0.0690975	0.0495213	0.0221836	0.0517834	0.0415557	0.0670929	0.0451316	0.0163473	0.0343517	0.00627974	0.00534686	0.00020953	0.00974729	0.00608836	0.0282134	0.00259487	0.00717643	0.0115499	0.0167325	0.00922423	0.00792747	0.149055	0.00203437	0.00721344	4.539447	1.049823	0.280028	0.225949	0.232976	0.261047	1.578033
6040	-4655.867	-4679.74	23.87355	0.136653	0.0625936	0.0239351	0.0111285	0.108462	0.156815	0.0629437	0.03916	0.0330812	0.0059872	0.0817136	0.0301179	0.103052	0.04994	0.0471507	0.0250023	0.0578889	0.0337966	0.0604436	0.0714134	0.0143906	0.0240741	0.00341044	0.00641265	0.000258473	0.0128172	0.00331825	0.0186745	0.00298521	0.0030404	0.00958748	0.0198068	0.00471416	0.0216135	0.133529	0.00608527	0.00407251	3.795781	1.125129	0.285277	0.230184	0.218597	0.265941	1.49007
6050	-4645.693	-4669.608	23.91492	0.155362	0.0546725	0.0208874	0.027427	0.0703725	0.154384	0.0558548	0.0563248	0.0267627	0.0082457	0.0765604	0.0464798	0.0775135	0.0735358	0.0432236	0.0319961	0.0439882	0.0343176	0.055516	0.0770234	0.023988	0.0244597	0.0046609	0.0136065	0.000772543	0.0237119	0.00231558	0.0174004	0.00270251	0.00443663	0.0112277	0.0167485	0.00711801	0.010436	0.136977	0.00729242	0.00515791	3.742058	1.003582	0.286432	0.231116	0.219482	0.262969	1.503459
6060	-4653.864	-4676.478	22.61343	0.144546	0.0435478	0.0353655	0.0193552	0.083296	0.163808	0.0412731	0.062875	0.0296249	0.00526034	0.077255	0.0390918	0.0775848	0.0731781	0.0642023	0.024235	0.0782873	0.0324859	0.0750189	0.0451099	0.0236596	0.0179162	0.0148001	0.0061741	0.00118505	0.00855005	0.00343686	0.0187697	0.00101079	0.0124577	0.011388	0.0195347	0.00592557	0.0066958	0.126065	0.00951052	0.0058096	4.798688	1.20013	0.272246	0.243656	0.220231	0.263866	1.508291
6070	-4652.524	-4675.077	22.55383	0.14274	0.0599208	0.034877	0.0306914	0.0702324	0.137713	0.0555665	0.0548021	0.0285002	0.00474083	0.0672474	0.0406391	0.0921878	0.088932	0.0465368	0.0417214	0.0527227	0.0503283	0.0670713	0.0438901	0.0232551	0.0282089	0.025519	0.0137314	0.00465431	0.0110661	0.00625421	0.0291733	0.0012077	0.0198553	0.0119538	0.0165782	0.00840703	0.0064456	0.128833	0.00506268	0.00549142	4.456254	1.117486	0.276059	0.239637	0.220325	0.263979	1.556759
6080	-4652.403	-4675.829	23.42605	0.140675	0.0667468	0.0189201	0.0223691	0.0674383	0.156675	0.0541771	0.0448629	0.0381601	0.00748625	0.0607481	0.0405378	0.099729	0.088932	0.061804	0.0220547	0.0587015	0.0257354	0.0630656	0.066523	0.0324777	0.0481449	0.0113179	0.0069978	0.0011791	0.0119432	0.00414992	0.0163257	0.000664019	0.0131934	0.0173086	0.00991957	0.0107452	0.0048728	0.125311	0.00179092	0.00851538	4.010364	0.9567495	0.276059	0.239637	0.220325	0.263979	1.530199
6090	-4650.574	-4673.506	22.93206	0.148716	0.0608985	0.0228403	0.0129648	0.0645942	0.161616	0.0517424	0.0317058	0.0291582	0.00694138	0.0872572	0.0585074	0.0962309	0.0730614	0.0434098	0.0314176	0.0704629	0.034859	0.086423	0.0756526	0.0248031	0.0215847	0.0113835	0.00498522	0.00248872	0.0112971	0.00503698	0.0138008	0.000332443	0.00727206	0.0191324	0.0129158	0.00391047	0.00825407	0.153751	0.00144298	0.00936468	4.052182	1.10875	0.275534	0.239181	0.219906	0.265379	1.560216
6100	-4651.674	-4674.052	22.37807	0.177917	0.0584178	0.0283314	0.0213588	0.070227	0.180002	0.049931	0.0472684	0.0433279	0.0172629	0.0782964	0.0324445	0.107473	0.0815892	0.051263	0.0212685	0.0508783	0.034859	0.0640389	0.0930947	0.0327104	0.0310128	0.0167345	0.00223684	0.00576359	0.00926897	0.00811312	0.0203333	0.000466645	0.0104908	0.0124647	0.0116663	0.000726541	0.00936573	0.132702	0.000705122	0.00718442	4.187206	0.9179237	0.275534	0.239181	0.219906	0.265379	1.621196
6110	-4654.674	-4677.528	22.8543	0.133109	0.0632219	0.033774	0.0241908	0.070227	0.203964	0.0417967	0.0511929	0.0395764	0.0103599	0.105873	0.0455844	0.0780163	0.0821601	0.0367263	0.0411952	0.0708471	0.0310384	0.0540262	0.0860621	0.0180472	0.0195881	0.0204888	0.00604445	0.00753074	0.00906961	0.00345037	0.0302754	0.000749568	0.0101613	0.00497516	0.0179406	0.0025982	0.00471494	0.130129	0.00150956	0.00785228	3.761189	1.098991	0.275534	0.239181	0.219906	0.265379	1.598068
6120	-4650.756	-4673.966	23.21017	0.148322	0.0661921	0.0334053	0.0259375	0.0735917	0.209092	0.0718958	0.0456581	0.0350354	0.0145316	0.0710705	0.0464964	0.0748722	0.0580317	0.0486729	0.0368343	0.0453588	0.0539271	0.0585464	0.0651187	0.0235131	0.0109384	0.0175073	0.0111268	0.00274151	0.00967394	0.0076502	0.028698	0.00034226	0.00836069	0.00724122	0.0188381	0.00851296	0.011289	0.124414	0.00202613	0.00467182	3.636626	1.046993	0.275534	0.239181	0.219906	0.265379	1.580137
6130	-4651.805	-4673.95	22.14486	0.144708	0.0659512	0.0228516	0.0260806	0.0609541	0.146537	0.0615027	0.0652448	0.0434948	0.00886756	0.0781884	0.0340716	0.102601	0.0700351	0.032294	0.0398188	0.0536731	0.0281738	0.0739582	0.0495746	0.0284341	0.0274627	0.0182753	0.00543664	0.00243497	0.0202794	0.00706993	0.0296506	0.00181002	0.00901217	0.0191328	0.0272313	0.00612852	0.00487208	0.17932	0.00447789	0.00381665	4.550571	0.965458	0.277257	0.234425	0.22128	0.267038	1.603427
6140	-4648.957	-4672.216	23.25872	0.169104	0.048911	0.0303126	0.0286922	0.0891599	0.156519	0.0615027	0.0440123	0.0392474	0.00624687	0.0880567	0.0445822	0.0873634	0.085893	0.0358598	0.0257536	0.0480732	0.0382773	0.0595707	0.0564954	0.0257555	0.011113	0.0144337	0.00302813	0.00418765	0.00239788	0.00825871	0.0199831	0.00220886	0.00903082	0.0102162	0.00842367	0.00435014	0.00878951	0.14839	0.00585132	0.00775049	4.092961	0.965458	0.277257	0.234425	0.22128	0.267038	1.537802
6150	-4656.645	-4680.695	24.05055	0.109772	0.0619673	0.0149493	0.018099	0.0696856	0.178545	0.064309	0.0376146	0.0373349	0.0144909	0.0658614	0.0310749	0.0854422	0.0821785	0.043469	0.0309362	0.058746	0.0303798	0.061644	0.0482041	0.0242623	0.0305823	0.035732	0.00620149	0.00144991	0.00248996	0.00481343	0.0465222	0.00159105	0.00701079	0.0133632	0.0160489	0.00764148	0.0165203	0.13643	0.00239372	0.00676842	3.724337	0.8750182	0.277257	0.234425	0.22128	0.267038	1.504525
6160	-4651.866	-4675.774	23.90807	0.137343	0.0612848	0.0370011	0.0211073	0.0561519	0.129687	0.0652958	0.0442966	0.0383323	0.00676062	0.053165	0.0443256	0.104246	0.0666069	0.0483568	0.0302261	0.050675	0.040475	0.0659778	0.046672	0.029383	0.0261035	0.0232477	0.00801891	0.00237905	0.00299798	0.00172055	0.0288878	0.00477566	0.00300778	0.0118152	0.0103187	0.00875051	0.0120063	0.135533	0.00258414	0.00777459	4.107032	1.00714	0.270619	0.236578	0.223313	0.269491	1.467292
6170	-4651.716	-4674.104	22.3879	0.128773	0.0517994	0.0262445	0.0326352	0.0748096	0.193908	0.0548497	0.0525659	0.0315436	0.00893224	0.087783	0.0387401	0.101523	0.0666069	0.0577383	0.0388182	0.0502693	0.0436706	0.0750604	0.08164	0.021527	0.0196153	0.0183633	0.00812173	0.00241075	0.00452996	0.00645443	0.0299737	0.0049823	0.00243317	0.0158184	0.00527529	0.0087397	0.00683105	0.143528	0.00143568	0.0120012	4.107032	1.10071	0.270619	0.236578	0.223313	0.269491	1.609952
6180	-4659.38	-4682.097	22.71653	0.134215	0.0422837	0.0329382	0.0244774	0.0860872	0.139248	0.0473805	0.0477203	0.0343573	0.0134116	0.071305	0.0473473	0.0896156	0.0542456	0.0605653	0.027795	0.0636094	0.0326031	0.0692686	0.075849	0.0163324	0.0386237	0.0187017	0.0033249	0.00217241	0.00831282	0.0065845	0.0230339	0.00346944	0.0029124	0.0277126	0.0167923	0.0166401	0.0131232	0.185373	0.00229423	0.00707638	4.153957	0.9566422	0.270619	0.236578	0.223313	0.269491	1.586803
6190	-4645.806	-4669.931	24.12556	0.152489	0.0634769	0.0197189	0.0186658	0.0585394	0.163206	0.0630753	0.0523072	0.0317664	0.00991796	0.0816069	0.0294319	0.0995709	0.0555596	0.0273593	0.0266919	0.0557892	0.0246038	0.0614808	0.0606827	0.0170636	0.024491	0.0149638	0.0045233	0.0071024	0.00915182	0.00944687	0.0255025	0.00712013	0.0116069	0.00744977	0.0153388	0.00275332	0.00822021	0.135843	0.00190365	0.00190969	3.923068	1.04322	0.270619	0.236578	0.223313	0.269491	1.460331
6200	-4650.869	-4673.054	22.18566	0.157568	0.0492851	0.0258998	0.0184602	0.0883536	0.163206	0.0542292	0.0390799	0.0352424	0.00387451	0.0833326	0.0430933	0.0780379	0.0942171	0.0311365	0.0312099	0.0513715	0.0295745	0.089688	0.0810252	0.020742	0.0346464	0.0188106	0.00979685	0.00447829	0.00488402	0.00267458	0.0163176	0.00196169	0.0142482	0.011339	0.021781	0.00426956	0.00464996	0.148808	0.00473157	0.00593784	4.647316	1.082554	0.272811	0.230394	0.225121	0.271674	1.577963
6210	-4652.283	-4674.944	22.66094	0.14283	0.0630991	0.0308798	0.0215062	0.0545481	0.184023	0.0520781	0.0361032	0.0225328	0.00718486	0.0755527	0.0410403	0.11124	0.074012	0.0462216	0.0254442	0.0738469	0.040682	0.0568717	0.0447575	0.0222063	0.0255844	0.017386	0.0119374	0.00321857	0.00865115	0.00116534	0.0278276	0.00933226	0.0170996	0.0178154	0.0152432	0.00305034	0.00504752	0.171664	0.00431698	0.00285776	4.163862	1.181774	0.266011	0.232548	0.227227	0.274214	1.568858
6220	-4644.588	-4667.702	23.11403	0.14283	0.0630991	0.0250943	0.0213351	0.0462059	0.163363	0.0517218	0.0387634	0.0282739	0.00666212	0.0791973	0.0434489	0.0871282	0.0867385	0.0567419	0.0348428	0.0530702	0.0367188	0.073719	0.0593358	0.0150671	0.0242127	0.0114629	0.00688733	0.00437552	0.0165919	0.00355427	0.0273397	0.00110179	0.0111828	0.0189568	0.0143945	0.00975788	0.00622253	0.171664	0.00571673	0.00236739	4.009597	1.080074	0.27542	0.229567	0.224314	0.270699	1.549146
6230	-4658.226	-4681.764	23.53797	0.122598	0.0757857	0.027499	0.0238055	0.0750601	0.14439	0.0657083	0.0326891	0.0531985	0.00916376	0.0796529	0.0507334	0.0770985	0.0475938	0.0542517	0.0371082	0.0651917	0.0295916	0.0668964	0.0711931	0.00958362	0.0326117	0.0191106	0.00874117	0.00361511	0.0238847	0.00437644	0.0239941	0.000991519	0.0127276	0.0286925	0.0166429	0.00512827	0.00943677	0.142182	0.00476037	0.00797238	3.59549	0.9250967	0.285366	0.226416	0.221235	0.266983	1.56366
6240	-4648.868	-4672.271	23.40348	0.149097	0.0427446	0.0196382	0.0176942	0.0763658	0.181245	0.0542726	0.0483532	0.0413357	0.00999176	0.0790953	0.023933	0.0845375	0.0644968	0.0526482	0.0298327	0.0650995	0.04574	0.0709352	0.0791129	0.0222456	0.0237962	0.0291829	0.0133468	0.00234796	0.0113434	0.0125589	0.0231049	0.00380201	0.00425073	0.0202303	0.00946007	0.00372593	0.00387918	0.131459	0.00161391	0.00839097	3.803608	0.8789872	0.281864	0.23591	0.218519	0.263706	1.560908
6250	-4654.011	-4676.622	22.61069	0.158858	0.0556939	0.0214327	0.021007	0.0559335	0.186239	0.0534389	0.0241976	0.033548	0.0134929	0.0637311	0.0398889	0.0884904	0.0736242	0.0648755	0.0389731	0.072347	0.0426011	0.0888179	0.0881996	0.0163951	0.0163429	0.0291043	0.00413633	0.00151938	0.0126317	0.00539828	0.023654	0.00608564	0.00548856	0.0134842	0.0177706	0.00215584	0.00287854	0.136576	0.00755318	0.00598009	4.254051	0.9049698	0.281864	0.23591	0.218519	0.263706	1.592545
6260	-4657.183	-4679.926	22.74205	0.147382	0.0555277	0.0537886	0.022019	0.0691773	0.187101	0.0526245	0.0470609	0.0325139	0.0157921	0.0804366	0.0393259	0.0647804	0.0680862	0.0615922	0.0431222	0.0515259	0.0426011	0.0725059	0.0747958	0.0470068	0.0164462	0.00977024	0.00629814	0.00142734	0.0157913	0.00408406	0.0225633	0.00315616	0.00966106	0.0128322	0.0258788	0.000308509	0.00370538	0.100855	0.00338102	0.00515106	4.212012	1.040329	0.281864	0.23591	0.218519	0.263706	1.570076
6270	-4653.179	-4675.408	22.22931	0.132733	0.0717839	0.0409924	0.0192018	0.0855558	0.193605	0.0655131	0.0445932	0.0450572	0.0126086	0.090095	0.0331566	0.0842908	0.0709713	0.0303413	0.0394657	0.0744804	0.0295701	0.0767374	0.0619547	0.0273899	0.0356015	0.020761	0.00909906	0.00308277	0.00789547	0.00610207	0.026322	0.00232707	0.0104426	0.0117795	0.0124873	0.00105168	0.00142246	0.156117	0.00368201	0.00383931	4.096156	0.9485865	0.28151	0.235614	0.219501	0.263375	1.64211
6280	-4659.973	-4683.991	24.01771	0.116226	0.0677868	0.0254906	0.0180718	0.0548478	0.201265	0.0468446	0.0549527	0.047762	0.00492984	0.0744535	0.0508752	0.0815875	0.0887917	0.0568619	0.0272714	0.0402668	0.0522632	0.0853434	0.0481557	0.0177078	0.0140365	0.0178078	0.0125324	0.0049184	0.0115897	0.00216342	0.0171654	0.00343293	0.00328423	0.0105925	0.0133957	0.000650333	0.002683	0.14268	0.00784486	0.00612172	3.510889	0.8400133	0.278056	0.232723	0.229079	0.260143	1.532654
6290	-4654.763	-4678.405	23.64231	0.137087	0.0657896	0.0239649	0.0172678	0.0635078	0.178828	0.0593554	0.0373735	0.030121	0.00925371	0.0786146	0.0303391	0.0853051	0.0426773	0.0526713	0.0292755	0.0590942	0.046606	0.0617491	0.0691153	0.0206028	0.0155408	0.0291263	0.0167794	0.00834987	0.016148	0.00283683	0.030157	0.00542997	0.0102531	0.0139533	0.0120237	0.00044468	0.00295006	0.146531	0.00887743	0.00371163	3.749509	1.086226	0.277326	0.225316	0.228477	0.268881	1.521711
6300	-4669.109	-4691.726	22.61725	0.164405	0.0502096	0.0136028	0.0119019	0.0614376	0.125734	0.0800773	0.0513268	0.0412971	0.0119941	0.0786146	0.0467611	0.116227	0.0702992	0.0339039	0.0286342	0.0618451	0.0504243	0.0617552	0.0780028	0.0303742	0.0167982	0.0202673	0.00951171	0.00244647	0.0326658	0.00695353	0.0368513	0.00554518	0.0137907	0.0103129	0.00848405	0.000371837	0.0163026	0.130142	0.00586093	0.0116714	4.033787	1.076092	0.277326	0.225316	0.228477	0.268881	1.596803
6310	-4648.734	-4671.468	22.73341	0.164033	0.0720297	0.0301886	0.0148015	0.0559602	0.178415	0.0531948	0.0638015	0.0321515	0.014848	0.0774491	0.0455162	0.0797342	0.091598	0.0409478	0.0370647	0.055183	0.03226	0.0691272	0.0609207	0.0220209	0.0193002	0.0195499	0.0111526	0.00230689	0.0227268	0.00914329	0.0229211	0.00647881	0.00891961	0.0121238	0.0112057	8.66982e-05	0.00643664	0.134713	0.00439598	0.00635251	4.033787	1.037361	0.270322	0.244881	0.222707	0.26209	1.58906
6320	-4660.112	-4683.158	23.04556	0.155741	0.0578633	0.0262546	0.0182585	0.0579471	0.153328	0.0508382	0.057553	0.0466484	0.0121434	0.0843769	0.0442943	0.120923	0.0761832	0.0353324	0.0310003	0.0649971	0.0474794	0.0769352	0.0660771	0.0385445	0.0132886	0.0127466	0.00972917	0.00398151	0.0107946	0.00262916	0.0220312	0.00463885	0.0140702	0.0241623	0.00494235	0.000138711	0.00736698	0.129212	0.0040635	0.0169894	3.504762	1.109785	0.272447	0.244168	0.222058	0.261327	1.603504
6330	-4654.92	-4678.937	24.01666	0.166735	0.0417059	0.0239102	0.0219809	0.0757722	0.145024	0.0511453	0.0539681	0.0278744	0.00792141	0.0690943	0.044295	0.0549037	0.0735928	0.0482654	0.0222592	0.0532072	0.0319367	0.0541572	0.0614128	0.0244281	0.0125995	0.0214507	0.00469219	0.00275878	0.0111436	0.00291988	0.027368	0.00283027	0.0342509	0.0160668	0.0175486	0.000153886	0.00528764	0.130978	0.00345205	0.0060174	4.055194	1.092219	0.272447	0.244168	0.222058	0.261327	1.453108
6340	-4651.033	-4674.437	23.40359	0.159794	0.0577279	0.0288714	0.0357934	0.0637568	0.183009	0.0508324	0.0519386	0.0193981	0.00909669	0.0781305	0.0439664	0.0855012	0.0527356	0.0455377	0.0416223	0.049102	0.0402215	0.0642284	0.0685681	0.0313714	0.0231557	0.0211127	0.00545012	0.00360563	0.0152472	0.00202942	0.0215695	0.00219278	0.0231944	0.0194874	0.0160841	0.000695976	0.00456734	0.111967	0.00589027	0.00406584	3.784167	1.092219	0.272447	0.244168	0.222058	0.261327	1.541518
6350	-4660.977	-4682.962	21.98447	0.159794	0.0734187	0.0328764	0.0174606	0.0738261	0.140377	0.0527057	0.05303	0.0189911	0.0159538	0.0758514	0.0405734	0.0836708	0.0959859	0.0556951	0.0477655	0.0554488	0.0654926	0.0728689	0.0792601	0.0191908	0.0256784	0.0239363	0.00278302	0.00336024	0.0118065	0.00176611	0.0215127	0.00548795	0.0150276	0.0226616	0.0154664	0.0021301	0.00318247	0.129776	0.00779067	0.00793898	4.428786	0.9764814	0.272447	0.244168	0.222058	0.261327	1.630541
6360	-4657.826	-4681.867	24.04061	0.148897	0.0421771	0.0166613	0.014858	0.0581403	0.140368	0.0674858	0.0430851	0.0600224	0.0115831	0.0689505	0.0371874	0.0888678	0.0693436	0.0361853	0.0287912	0.054475	0.027803	0.0610131	0.0733888	0.0306175	0.0165732	0.020238	0.00980812	0.00206461	0.0137196	0.00315417	0.0242576	0.00457674	0.00967019	0.0150155	0.00933256	0.00240158	0.0052112	0.165171	0.00411363	0.00813176	3.821205	0.8999299	0.273582	0.245185	0.222983	0.25825	1.493341
6370	-4657.352	-4680.562	23.20943	0.151518	0.050372	0.0197208	0.0260417	0.0856537	0.199756	0.0643448	0.0539599	0.046222	0.0119496	0.070718	0.0434024	0.0666168	0.0622435	0.0478437	0.029099	0.0704621	0.0535116	0.0665767	0.0512167	0.041116	0.0180961	0.01376	0.00640979	0.00232599	0.0119122	0.00234302	0.038691	0.00232264	0.00623712	0.0113765	0.0146257	0.0033531	0.00576821	0.143495	0.00807943	0.00128412	3.54248	0.9190038	0.273582	0.245185	0.222983	0.25825	1.602425
6380	-4648.959	-4672.425	23.46607	0.118312	0.0589886	0.026344	0.0312699	0.0576607	0.173746	0.066441	0.0465501	0.0322323	0.0172026	0.0618518	0.0431348	0.104284	0.0550356	0.0498963	0.0365679	0.047704	0.0494853	0.0832294	0.0666845	0.0224004	0.0238748	0.010843	0.0158502	0.000971467	0.0150097	0.00411662	0.0159208	0.000378052	0.00863516	0.0101449	0.0140394	0.000897456	0.00716626	0.129476	0.00612835	0.00217455	4.061506	1.021108	0.273582	0.245185	0.222983	0.25825	1.514647
6390	-4659.465	-4684.079	24.61427	0.121462	0.0492122	0.019276	0.0174342	0.0824297	0.169893	0.0448188	0.0468086	0.0375248	0.0233107	0.0827676	0.0285565	0.0793319	0.0670855	0.0513398	0.0412556	0.033168	0.0296277	0.074568	0.0464463	0.0142353	0.0214176	0.00941817	0.0159343	0.00102055	0.00628703	0.00286819	0.0315141	0.000486136	0.0175956	0.0144582	0.0215191	0.000280556	0.00647317	0.142389	0.00127638	0.00115849	3.644767	0.8896369	0.273582	0.245185	0.222983	0.25825	1.454648
6400	-4666.427	-4688.867	22.43979	0.163578	0.0565528	0.0255141	0.0162917	0.070513	0.160894	0.0721536	0.0533995	0.0439854	0.0180084	0.0960504	0.0372473	0.0668033	0.109641	0.0571094	0.0426549	0.0659962	0.0300771	0.0796652	0.0590332	0.00991	0.024417	0.00365844	0.0139781	0.00961596	0.00319066	0.0075254	0.0322982	0.000846888	0.0159869	0.0232474	0.0173534	0.000692075	0.00789611	0.144051	0.00264325	0.00193569	3.644767	1.166449	0.273582	0.245185	0.222983	0.25825	1.644415
6410	-4650.601	-4673.763	23.16192	0.176599	0.051065	0.0285568	0.0189593	0.0805832	0.17409	0.0707257	0.0398475	0.0361774	0.00746411	0.0775976	0.0304334	0.0757285	0.0966283	0.0361794	0.0285193	0.0619659	0.0352685	0.0578141	0.0537264	0.0311598	0.0312322	0.00326628	0.0122406	0.00261176	0.00901232	0.00626316	0.0213784	0.00108228	0.0150271	0.018862	0.0146181	0.000466676	0.00582766	0.164991	0.00311457	0.00356841	3.657849	1.048868	0.269318	0.246624	0.224292	0.259766	1.582651
6420	-4658.074	-4680.844	22.76991	0.164773	0.0451804	0.0336151	0.020517	0.0684795	0.206217	0.0609766	0.0552766	0.0248024	0.00518181	0.0757745	0.0318465	0.0854975	0.0687049	0.043286	0.0311877	0.0645635	0.0386168	0.0682882	0.0608199	0.010655	0.0215305	0.00171431	0.0190226	0.00238637	0.0238577	0.00531842	0.0502036	0.00148203	0.0102277	0.00622097	0.0150739	0.000267026	0.0162843	0.150953	0.00160104	0.00267634	3.94559	1.048868	0.269318	0.246624	0.224292	0.259766	1.593079
6430	-4652.551	-4676.067	23.51577	0.140667	0.050342	0.0220988	0.0181803	0.0705328	0.176565	0.0511228	0.0529328	0.0160353	0.010809	0.0805966	0.0383486	0.0814763	0.0676012	0.0492852	0.0364559	0.0662533	0.0478032	0.0445915	0.0711579	0.0236915	0.019715	0.00677511	0.01581	0.00256791	0.0119431	0.00365734	0.0309563	0.00186111	0.00863943	0.0109469	0.0273077	0.00108359	0.00769639	0.129327	0.00323583	0.00721662	4.084769	1.041745	0.269318	0.246624	0.224292	0.259766	1.505287
6440	-4660.436	-4682.947	22.51144	0.140063	0.0622313	0.034963	0.0336615	0.0642794	0.170867	0.0628272	0.0344701	0.0137387	0.00925099	0.0875243	0.0479118	0.0774079	0.075471	0.0467445	0.0332789	0.061532	0.0457687	0.0637572	0.0663632	0.0192483	0.028291	0.00910879	0.0179612	0.00345714	0.0118792	0.00902991	0.0219574	0.00152085	0.0220634	0.00655216	0.0133518	0.00196823	0.00825723	0.161624	0.00717155	0.00745932	4.352605	1.000973	0.269318	0.246624	0.224292	0.259766	1.583013
6450	-4659.624	-4682.619	22.99488	0.173439	0.0573132	0.0317209	0.0112366	0.0551524	0.218279	0.0462691	0.0344701	0.0411891	0.0111795	0.0707762	0.0269895	0.0867417	0.0898189	0.0557751	0.0447091	0.0781107	0.0231099	0.0614175	0.0606125	0.0207579	0.0309404	0.0107776	0.0102181	0.0033536	0.00755511	0.00686492	0.0353665	0.00210679	0.00844104	0.0136242	0.016615	0.00123215	0.00584881	0.144767	0.00215471	0.00668707	3.69227	0.9517956	0.269318	0.246624	0.224292	0.259766	1.605621
6460	-4646.232	-4669.34	23.10869	0.162427	0.0648169	0.0166113	0.015492	0.0691857	0.187759	0.0732985	0.0528229	0.0384828	0.0093927	0.0662661	0.0440191	0.0928423	0.0528194	0.0503487	0.0289611	0.0646944	0.0307932	0.0463614	0.0758714	0.02267	0.023085	0.0252035	0.0104736	0.00752436	0.0105971	0.00483369	0.0218786	0.00313231	0.0135178	0.0198151	0.0118955	0.00424502	0.00581648	0.157585	0.00295729	0.00315337	3.69227	0.9776989	0.269318	0.246624	0.224292	0.259766	1.59165
6470	-4655.218	-4677.947	22.72889	0.140758	0.0654207	0.0241191	0.0213338	0.0664069	0.171032	0.0621552	0.0473608	0.0482342	0.00463861	0.0959582	0.0356356	0.100378	0.0630934	0.0277067	0.0445323	0.0595517	0.0241907	0.0429849	0.0777335	0.0363135	0.027058	0.00733138	0.0108887	0.00476377	0.0075694	0.00155207	0.0183308	0.00426887	0.017918	0.0216173	0.019138	0.00740076	0.00495187	0.140928	0.00182668	0.00465598	4.369825	0.9990786	0.269318	0.246624	0.224292	0.259766	1.559737
6480	-4655.538	-4679.035	23.49664	0.140573	0.0402182	0.0134873	0.0214148	0.0688132	0.159288	0.0621552	0.0504983	0.0454909	0.0112327	0.0627087	0.0416534	0.0735572	0.0745141	0.0384165	0.0505213	0.0643539	0.0366506	0.0586271	0.0634045	0.0219612	0.014825	0.0414619	0.0108094	0.00382646	0.0199744	0.00214279	0.0202922	0.00256749	0.00520999	0.0114407	0.0251873	0.0126215	0.00355704	0.107438	0.00144542	0.00218796	4.393941	0.9592998	0.269318	0.246624	0.224292	0.259766	1.484528
6490	-4650.475	-4673.683	23.20832	0.150423	0.0484633	0.0377871	0.022689	0.0598442	0.170961	0.048248	0.0425784	0.033014	0.00825484	0.0764273	0.0227965	0.10668	0.0684096	0.0571891	0.0487942	0.048505	0.0445453	0.0689925	0.0775084	0.0132243	0.0159552	0.00911005	0.00513907	0.00664466	0.00947087	0.00961299	0.028482	0.00290966	0.00485113	0.0133995	0.0219216	0.00268946	0.00681906	0.148792	0.00222845	0.00195221	3.994321	1.039383	0.268929	0.246269	0.225411	0.259391	1.545313
6500	-4647.969	-4671.048	23.07888	0.145676	0.0454915	0.0207713	0.0259022	0.0607191	0.159015	0.0638666	0.0448883	0.0351314	0.00976716	0.0492327	0.0412671	0.0864748	0.0615604	0.0574163	0.03472	0.062041	0.0386604	0.0833102	0.0661323	0.0205952	0.0266709	0.0416415	0.0123381	0.0105676	0.00726362	0.00655887	0.0272243	0.00184336	0.00561006	0.0137545	0.0122802	0.00488151	0.00723161	0.166998	0.00147965	0.00115481	3.959597	1.055292	0.268105	0.245513	0.22472	0.261662	1.560138
6510	-4655.959	-4678.458	22.49908	0.152228	0.0559932	0.0282948	0.0173787	0.095835	0.191937	0.0660106	0.0501837	0.0260591	0.00747562	0.059011	0.0472848	0.0854392	0.102889	0.0650791	0.0470065	0.0657454	0.0409896	0.0551503	0.0596831	0.0158166	0.0194099	0.0151759	0.0119125	0.00445382	0.00836442	0.00445062	0.0168365	0.00140243	0.0131203	0.0117453	0.00934895	0.00378191	0.00640182	0.187421	0.00197888	0.00235555	3.550205	1.109364	0.269437	0.246733	0.225836	0.257994	1.65365
