Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]	TL
2200	-4654.343	-4677.318	22.97473	0.180584	0.0538536	0.0335096	0.0166294	0.0812396	0.200768	0.0483057	0.0527034	0.0357693	0.00867202	0.0976759	0.0350965	0.0725296	0.0781092	0.0386652	0.0191381	0.0667836	0.0237962	0.0695505	0.0700883	0.0131942	0.0194009	0.0180171	0.00315814	0.00133654	0.00722404	0.00115618	0.0201935	0.00167449	0.00733528	0.0162009	0.013322	0.00752363	0.00698178	0.156794	0.00497169	0.0029291	3.818766	1.052854	0.258769	0.239014	0.233745	0.268471	1.584881
2210	-4665.942	-4688.733	22.79185	0.162489	0.0716728	0.0246481	0.0198863	0.0936788	0.123093	0.0799074	0.044049	0.0301615	0.00890586	0.05896	0.039128	0.103714	0.0597129	0.064053	0.0312109	0.0609051	0.0350893	0.0792888	0.0574859	0.0246996	0.0205747	0.00898803	0.00200549	0.00314667	0.0142278	0.000706031	0.0358852	0.00160507	0.00833313	0.0209462	0.0194616	0.00355421	0.011388	0.161231	0.00509371	0.00328849	3.818766	1.152797	0.261735	0.241753	0.236424	0.260088	1.593175
2220	-4655.091	-4677.883	22.79155	0.156997	0.0516624	0.026884	0.0172813	0.0698079	0.17271	0.0540857	0.0552678	0.0503906	0.00555072	0.0792607	0.0327055	0.0758809	0.0918867	0.0426185	0.0354834	0.0445813	0.0388906	0.0724768	0.0526525	0.0247384	0.0308098	0.0136019	0.00499754	0.00213368	0.0205749	0.00066748	0.0279939	0.00417027	0.00503491	0.02447	0.0153871	0.00327542	0.00639845	0.123473	0.00203767	0.00482048	4.366047	1.120975	0.261735	0.241753	0.236424	0.260088	1.541659
2230	-4656.681	-4680.261	23.5801	0.127571	0.0522562	0.0262604	0.021221	0.0686542	0.169358	0.0597102	0.0352238	0.0533904	0.0136242	0.0698025	0.0285822	0.0840041	0.0834586	0.0545393	0.0306756	0.0589169	0.0446451	0.0743321	0.0549721	0.0221972	0.0145592	0.0302552	0.0125639	0.000634414	0.0132696	0.000483704	0.0153612	0.00199235	0.00416814	0.0259975	0.0212386	0.0100699	0.00544568	0.122062	0.00133591	0.00351239	3.923527	1.02808	0.261735	0.241753	0.236424	0.260088	1.516345
2240	-4657.52	-4681.312	23.79112	0.150871	0.041997	0.0188958	0.0310749	0.04823	0.192627	0.0479783	0.064393	0.045576	0.0107996	0.0657029	0.0520974	0.0962361	0.0530223	0.0270559	0.033491	0.0636214	0.0331206	0.0819265	0.0835115	0.0202676	0.034148	0.0156894	0.00828905	0.00156065	0.0103637	0.00083005	0.0138821	0.00696246	0.00957496	0.0239203	0.01637	0.00355379	0.00593279	0.11171	0.000818894	0.00594016	3.55554	1.02808	0.263208	0.243115	0.232125	0.261552	1.532042
2250	-4654.778	-4678.005	23.22757	0.169216	0.0525827	0.0220609	0.017644	0.0994306	0.132933	0.0549457	0.0616029	0.0350237	0.00916912	0.0858526	0.0487419	0.104274	0.0761078	0.0524342	0.0356293	0.0722174	0.0408846	0.0660629	0.0476688	0.0344132	0.0200568	0.00681906	0.00695869	0.00445629	0.0139814	0.00209794	0.0134197	0.00478641	0.0159799	0.0145825	0.0132939	0.00187398	0.00539938	0.120555	0.00197537	0.00360492	3.617827	1.1624	0.263522	0.243405	0.232401	0.260672	1.568736
2260	-4656.696	-4679.988	23.29181	0.123291	0.0496918	0.0240437	0.0269683	0.0943	0.152381	0.071967	0.0421571	0.0333049	0.00921458	0.0875806	0.0653649	0.0836308	0.0690539	0.0335262	0.0395892	0.0533349	0.0374551	0.0720314	0.102248	0.0171275	0.0234668	0.00969602	0.00972568	0.00445256	0.0130774	0.00480379	0.0220073	0.00282197	0.0159221	0.0125618	0.0223778	0.000593846	0.00627334	0.12935	0.000900245	0.00397658	3.552976	1.147676	0.257297	0.245462	0.234366	0.262875	1.57027
2270	-4655.908	-4678.39	22.48202	0.163638	0.0705792	0.023766	0.0172985	0.0766796	0.153719	0.05177	0.0436101	0.0281539	0.00734309	0.0916337	0.040903	0.0767779	0.0776763	0.0441711	0.0367305	0.0483253	0.0407114	0.0727072	0.068447	0.0253285	0.0310837	0.00874373	0.0175152	0.0050204	0.00958536	0.00184437	0.0219332	0.00262583	0.0215604	0.0113003	0.0179579	0.000827443	0.00663749	0.138156	0.000722922	0.00836648	4.443714	1.130919	0.259284	0.247358	0.236176	0.257182	1.56385
2280	-4657.606	-4680.09	22.48444	0.192258	0.0610976	0.0290502	0.0136036	0.0603487	0.15209	0.0629934	0.0691289	0.0433668	0.00994997	0.0939392	0.0517494	0.0984228	0.0748579	0.0475498	0.0265925	0.0638441	0.0253293	0.0660304	0.0653914	0.0174669	0.0235017	0.00546828	0.00162672	0.0110629	0.0227269	0.000749945	0.0315066	0.00145099	0.0106103	0.0171608	0.0278654	0.00131291	0.00870335	0.138832	0.00136392	0.01032	3.882071	0.935402	0.252818	0.24119	0.230287	0.275705	1.639324
2290	-4657.392	-4679.448	22.05584	0.155873	0.0801852	0.0290485	0.0194663	0.0692184	0.181674	0.0478198	0.0593133	0.0287311	0.0167499	0.0882789	0.0411219	0.105031	0.0648716	0.0497103	0.0325798	0.0668146	0.0420015	0.0809212	0.0584122	0.0271651	0.0259482	0.0091014	0.00161414	0.00874516	0.00789609	0.000979558	0.0172377	0.00263654	0.0215252	0.00684749	0.037662	0.00114761	0.00839105	0.162299	0.00284967	0.0064131	3.882071	1.094425	0.252818	0.24119	0.230287	0.275705	1.666282
2300	-4660.849	-4682.812	21.96274	0.155873	0.0541097	0.0325138	0.019396	0.0565436	0.183354	0.0451637	0.0704627	0.0521386	0.00756306	0.074248	0.0506617	0.0943449	0.0527507	0.0392174	0.047394	0.0695453	0.0458386	0.0625043	0.0707335	0.0235795	0.017607	0.0210884	0.000961134	0.0119129	0.014817	0.000676141	0.0354004	0.0102969	0.008565	0.00918755	0.0232075	0.00254537	0.00746457	0.154919	0.00205339	0.0112296	4.335362	0.9983841	0.247303	0.257744	0.225263	0.26969	1.639867
2310	-4655.552	-4677.767	22.2151	0.145596	0.0563412	0.0206149	0.0264285	0.0751854	0.181778	0.0813789	0.0474405	0.0361274	0.0109192	0.0652105	0.0427687	0.124571	0.073368	0.0399042	0.0465153	0.0728603	0.0497276	0.050508	0.0733391	0.0260992	0.0260812	0.0317999	0.00395618	0.00655502	0.00648142	0.000795173	0.0185392	0.00360463	0.00887916	0.00723784	0.0166623	0.001125	0.00707186	0.135244	0.00174645	0.0057619	4.271131	0.9266828	0.247303	0.257744	0.225263	0.26969	1.628224
2320	-4677.31	-4699.627	22.31783	0.186989	0.0724957	0.0328627	0.0186699	0.0652403	0.141383	0.05391	0.0702049	0.0567262	0.0104648	0.0905287	0.0309891	0.0955954	0.0685078	0.0424216	0.0398079	0.050934	0.027776	0.0456887	0.0881432	0.018506	0.0290297	0.0108663	0.00507184	0.0120056	0.00311915	0.0046164	0.0447209	0.0170108	0.0168738	0.00402541	0.0210217	0.00429605	0.00295904	0.123286	0.00148152	0.00776578	4.271131	0.9462405	0.252805	0.263479	0.230275	0.253441	1.615995
2330	-4658.99	-4680.788	21.79794	0.161463	0.0766485	0.0243297	0.022622	0.0882665	0.199978	0.0649988	0.0566151	0.0292036	0.00527203	0.0684701	0.0420498	0.096709	0.0785898	0.0535711	0.0311695	0.0537483	0.038697	0.0621054	0.0794478	0.0243199	0.0165188	0.0320266	0.00594493	0.00617475	0.00812482	0.00338088	0.0264381	0.0105355	0.0114825	0.0074245	0.0233162	0.0183436	0.00178195	0.120355	0.00696489	0.00674954	4.258551	1.000285	0.252805	0.263479	0.230275	0.253441	1.663838
2340	-4658.687	-4681.84	23.15368	0.151431	0.0579987	0.022945	0.0234967	0.0749144	0.171885	0.0662604	0.0324144	0.0169156	0.00982822	0.056133	0.0464455	0.100955	0.0705309	0.0389742	0.0417967	0.0495899	0.0313338	0.0591478	0.0709671	0.0224176	0.023937	0.0296103	0.00705816	0.00241	0.0145021	0.00329537	0.0165632	0.00897305	0.0155852	0.0093399	0.0129143	0.0136453	0.00967754	0.166633	0.00366744	0.0082969	3.863139	1.053451	0.251014	0.261612	0.228643	0.258732	1.562488
2350	-4656.043	-4678.986	22.94243	0.128299	0.0776918	0.0160597	0.0146503	0.0811213	0.192472	0.0559686	0.0363419	0.030415	0.0128647	0.0746823	0.0525197	0.0912404	0.0736098	0.0259004	0.0253182	0.0465025	0.045254	0.0749625	0.0731784	0.0316887	0.0261933	0.0167545	0.00727443	0.00484958	0.0190908	0.00810249	0.0228479	0.00289944	0.0110643	0.0186758	0.0100079	0.00654484	0.00589138	0.152725	0.0090448	0.00370641	3.863139	1.02546	0.256901	0.244294	0.234005	0.2648	1.586413
2360	-4656.359	-4679.988	23.62921	0.134839	0.0807734	0.0247986	0.0132974	0.0535734	0.171361	0.0521534	0.0424743	0.0384245	0.00965767	0.0781231	0.044523	0.100303	0.0755324	0.036039	0.0347906	0.0546831	0.0351144	0.0642135	0.0596529	0.0317159	0.0294644	0.0101044	0.00500321	0.0062928	0.0110658	0.00550657	0.0299278	0.00280679	0.00806413	0.023598	0.0144608	0.00195691	0.00632915	0.148799	0.00801898	0.00795964	3.546301	0.9656171	0.257381	0.244751	0.234443	0.263424	1.555403
2370	-4660.113	-4683.009	22.89569	0.140999	0.0637902	0.0287654	0.0125163	0.0873526	0.156304	0.0643829	0.0521049	0.039458	0.00678889	0.0761238	0.0474006	0.0782899	0.0566181	0.0597849	0.0359569	0.0503813	0.0522187	0.0682343	0.0651087	0.0205478	0.0342511	0.0147546	0.00935528	0.00245645	0.0132518	0.00471051	0.0264107	0.00798483	0.016072	0.0440344	0.0128541	0.00245954	0.00835751	0.144029	0.00416362	0.0102191	3.726202	0.8883542	0.262434	0.243086	0.232848	0.261632	1.618491
2380	-4648.198	-4671.664	23.46658	0.159689	0.05037	0.0251711	0.0187764	0.075769	0.166622	0.0767115	0.060871	0.0370759	0.00812192	0.0612252	0.0502859	0.0771684	0.0679913	0.0441481	0.0279342	0.0812519	0.0359293	0.0486028	0.0752323	0.0154879	0.020684	0.0167511	0.0129092	0.00150544	0.0156914	0.00333238	0.0302888	0.0039671	0.0116218	0.0213429	0.0184022	0.00511156	0.00333226	0.110942	0.0044313	0.0052234	3.726202	1.002657	0.262434	0.243086	0.232848	0.261632	1.549971
2390	-4656.11	-4679.242	23.13209	0.116436	0.0749358	0.0301248	0.017612	0.0561311	0.167902	0.0793448	0.0374321	0.0378332	0.00616175	0.0756537	0.0327668	0.0729913	0.0914318	0.0431572	0.0321719	0.0554732	0.0314168	0.075605	0.0819754	0.0259477	0.0173153	0.026477	0.0114912	0.000340365	0.0105029	0.0033054	0.0233081	0.00290805	0.00740132	0.0259837	0.021599	0.0107332	0.00562377	0.109606	0.00399336	0.0126187	4.203295	1.002657	0.262434	0.243086	0.232848	0.261632	1.535712
2400	-4659.296	-4681.329	22.03264	0.138492	0.0633546	0.0248412	0.0180934	0.0679262	0.142888	0.069362	0.0399333	0.045554	0.00645354	0.0784503	0.0471662	0.118528	0.0680101	0.0398692	0.0365716	0.0749793	0.0428776	0.0915667	0.0509682	0.0150287	0.0256885	0.0232555	0.0214833	0.000156836	0.00918566	0.00391228	0.0302491	0.00807016	0.00960051	0.0138731	0.0272328	0.0103895	0.00959988	0.12335	0.00768818	0.015849	4.350209	1.107315	0.263472	0.242744	0.23252	0.261264	1.620499
2410	-4649.145	-4672.72	23.57445	0.162071	0.0643872	0.0362281	0.0216038	0.0763976	0.175288	0.0605539	0.0495695	0.0365986	0.00574941	0.071847	0.0484878	0.107288	0.0653893	0.0348416	0.0384565	0.0491721	0.0337578	0.065592	0.0727257	0.02427	0.0177381	0.0199548	0.00608754	0.000322117	0.0100599	0.00248643	0.0165639	0.00769474	0.0102792	0.0113652	0.0268011	0.0168503	0.00299282	0.125364	0.00300771	0.00698614	3.448226	0.8241832	0.263472	0.242744	0.23252	0.261264	1.58483
2420	-4645.534	-4669.387	23.85348	0.153686	0.0431714	0.0210149	0.0225583	0.0729335	0.144697	0.0593609	0.0424076	0.0297226	0.00973105	0.0704481	0.041736	0.109168	0.0672215	0.0388526	0.0407293	0.0636303	0.0326221	0.0788917	0.0707341	0.0147063	0.0198606	0.00943424	0.0065482	6.85864e-05	0.00781995	0.000636532	0.0235016	0.00394371	0.0108584	0.0109427	0.0192396	0.0116074	0.0101861	0.11657	0.00592041	0.0141269	3.742399	1.1064	0.263472	0.242744	0.23252	0.261264	1.499288
2430	-4654.509	-4677.912	23.40296	0.1333	0.0588178	0.0307936	0.0322301	0.0561379	0.156653	0.047651	0.0540802	0.028629	0.00814917	0.0631775	0.050474	0.0833725	0.0615942	0.0468731	0.0307571	0.0683952	0.0224796	0.0574886	0.0729465	0.0266517	0.0133293	0.0101245	0.0151621	0.000156138	0.0129093	0.000974353	0.0195082	0.00794609	0.00638175	0.00663749	0.025992	0.00573987	0.010103	0.135522	0.0117566	0.00852978	4.393249	1.084707	0.276454	0.238465	0.228421	0.256659	1.481424
2440	-4660.134	-4682.004	21.87015	0.175262	0.0534366	0.0207318	0.0315362	0.0613507	0.148401	0.0762929	0.054693	0.037296	0.0139283	0.0758987	0.025469	0.101793	0.10928	0.0326568	0.0430747	0.0584152	0.032885	0.0725015	0.0486315	0.0213143	0.0289922	0.0120736	0.0208838	0.000193611	0.0158005	0.00105374	0.026704	0.00702489	0.0094779	0.00886878	0.0167314	0.00614981	0.0130557	0.160263	0.00872468	0.00237664	4.354304	1.138472	0.276454	0.238465	0.228421	0.256659	1.633223
2450	-4647.931	-4672.322	24.39195	0.166511	0.0555032	0.0209895	0.0246391	0.0678815	0.155986	0.0628527	0.0492768	0.0333845	0.0120289	0.0688305	0.0395105	0.0791084	0.0829163	0.0350452	0.0328877	0.0587147	0.0415417	0.0720211	0.0571849	0.0199972	0.0277089	0.0106737	0.00722543	0.000370271	0.00584691	0.0037665	0.0171999	0.00836412	0.00690739	0.00756087	0.00745878	0.00740508	0.00156198	0.103796	0.015771	0.00419983	3.564793	1.012133	0.276454	0.238465	0.228421	0.256659	1.472628
2460	-4649.945	-4673.022	23.07701	0.119336	0.0533463	0.032483	0.0283182	0.054286	0.172969	0.0611984	0.0484074	0.0363636	0.00578578	0.0688305	0.0477293	0.0877075	0.0791557	0.061803	0.0275907	0.0650122	0.0410121	0.0487187	0.0723938	0.0208545	0.0195497	0.00806025	0.0100759	0.0010097	0.00796595	0.0042135	0.0302722	0.00435672	0.0163681	0.0131863	0.0183619	0.00646418	0.00163088	0.123494	0.0158541	0.00789235	4.39283	1.004742	0.276454	0.238465	0.228421	0.256659	1.522058
2470	-4655.984	-4678.798	22.81338	0.124323	0.0432932	0.0207161	0.019144	0.058202	0.176516	0.0770857	0.051747	0.0565807	0.00347058	0.0636028	0.0449365	0.0946628	0.0786099	0.0642459	0.0191593	0.0619422	0.045231	0.0667199	0.0508521	0.0188845	0.0339465	0.00970598	0.0139404	0.000531412	0.0164568	0.00509808	0.0206215	0.0045319	0.0112367	0.011726	0.00682308	0.00314036	0.00817833	0.139459	0.0111703	0.00222495	4.405156	1.089459	0.275247	0.241791	0.227424	0.255538	1.538716
2480	-4642.581	-4665.242	22.66081	0.146817	0.0818145	0.0293138	0.0281712	0.0809794	0.180474	0.0647651	0.0405124	0.0388078	0.00728479	0.0719204	0.0445854	0.0860654	0.0647628	0.0515169	0.0323095	0.0642464	0.0346984	0.0707953	0.0544867	0.0186877	0.0222524	0.00824706	0.00935935	0.00143612	0.016019	0.0034659	0.0249357	0.00355951	0.0131285	0.00810381	0.0105982	0.00720713	0.00676752	0.160861	0.00170393	0.00283374	4.139438	0.9599749	0.275247	0.241791	0.227424	0.255538	1.593494
2490	-4649.304	-4672.477	23.17249	0.176988	0.0488933	0.0233097	0.0152051	0.0695213	0.159348	0.0683872	0.0349043	0.0323266	0.0185004	0.0559217	0.05412	0.0854887	0.0811719	0.0546391	0.0278822	0.055916	0.034256	0.0682698	0.0765008	0.0281781	0.0246015	0.0169808	0.0103511	0.00325156	0.00600378	0.00640941	0.022503	0.00451574	0.0140994	0.0133768	0.0079539	0.00769904	0.00332447	0.168996	0.00178813	0.00125979	3.638865	1.055373	0.27471	0.241319	0.228932	0.255039	1.582843
2500	-4652.074	-4674.925	22.85099	0.123301	0.0572242	0.0225503	0.0206196	0.0817616	0.166095	0.0652991	0.0502484	0.0292477	0.00510593	0.0843242	0.0400235	0.0802955	0.0850026	0.033045	0.0382788	0.0765403	0.0424146	0.0755776	0.0618847	0.0296344	0.0291346	0.00611526	0.00571608	0.00218755	0.0222684	0.0058845	0.0334195	0.00985369	0.00616249	0.0166481	0.0171036	0.00543396	0.00905341	0.132614	0.00216693	0.00522941	4.116082	0.953428	0.271518	0.223297	0.226272	0.278914	1.577466
2510	-4652.91	-4676.309	23.39869	0.136941	0.067612	0.0313803	0.0205172	0.0705605	0.150842	0.0527967	0.052271	0.0274136	0.0053975	0.0563011	0.0285753	0.0691783	0.0726812	0.038008	0.0216048	0.0487167	0.0435693	0.065285	0.0928148	0.0120446	0.0225022	0.0106957	0.0156758	0.00351899	0.0180273	0.00712542	0.0188976	0.0107774	0.0143149	0.00999038	0.00915461	0.007408	0.00873681	0.150896	0.00274964	0.00482153	4.447323	1.051119	0.27623	0.234292	0.230199	0.259279	1.479802
2520	-4653.745	-4678.214	24.46926	0.120886	0.0548583	0.0143761	0.0293082	0.075827	0.149991	0.0579669	0.0480561	0.0351423	0.00432155	0.0592343	0.037088	0.114771	0.0584366	0.0385238	0.0273787	0.0486303	0.0489861	0.0605702	0.0458599	0.0177551	0.019647	0.0132798	0.0127119	0.0021142	0.0106005	0.00347297	0.0265985	0.0190655	0.0133861	0.0118616	0.0122063	0.00690393	0.00781867	0.127105	0.00457948	0.00464841	3.850154	0.9360782	0.27623	0.234292	0.230199	0.259279	1.443966
2530	-4651.219	-4673.774	22.55556	0.143966	0.0577429	0.0327698	0.0103048	0.0648359	0.192657	0.0605959	0.0415504	0.0398053	0.00419848	0.0793628	0.0449289	0.0857614	0.0681316	0.0528049	0.0331624	0.0490666	0.0242726	0.0643654	0.0912339	0.0204098	0.0282958	0.0141161	0.0181074	0.000764204	0.00833614	0.00287607	0.022721	0.00265112	0.0116847	0.0141427	0.0225698	0.00815799	0.00560434	0.14748	0.00617239	0.00349354	4.262454	1.086145	0.27623	0.234292	0.230199	0.259279	1.579099
2540	-4654.2	-4677.274	23.07444	0.145173	0.0378	0.034628	0.0157633	0.0804072	0.17161	0.0626302	0.0415592	0.0214842	0.0130836	0.0665314	0.047731	0.0798841	0.0527294	0.0373071	0.0305533	0.0515721	0.0393088	0.0634517	0.0775742	0.0241848	0.0280566	0.0245348	0.0102399	0.0023472	0.00564884	0.00788557	0.0341431	0.00796326	0.0151977	0.0157819	0.00989959	0.00313453	0.00187385	0.132178	0.00491197	0.0066076	4.51203	1.054975	0.275175	0.241162	0.225376	0.258288	1.505371
2550	-4650.512	-4673.501	22.98963	0.135343	0.0538618	0.0373494	0.0321781	0.0622533	0.161952	0.0587077	0.0437536	0.0475754	0.00437908	0.0769929	0.0551234	0.0919292	0.0815974	0.0430346	0.0375067	0.0432702	0.0296992	0.0674334	0.0676798	0.0265074	0.0226827	0.0171971	0.0178442	0.0042371	0.00585662	0.00484627	0.0317753	0.00193466	0.0108462	0.0111802	0.0161121	0.00958434	0.00570936	0.147451	0.00346784	0.00762841	3.880559	1.060159	0.275175	0.241162	0.225376	0.258288	1.576481
2560	-4661.144	-4684.4	23.25514	0.12253	0.0548327	0.0236422	0.031919	0.0719164	0.167594	0.0461268	0.0642675	0.0403535	0.00894485	0.0773133	0.0354599	0.0937167	0.054759	0.0581378	0.0415386	0.0359816	0.0284692	0.059989	0.0906345	0.0186806	0.0432332	0.0241041	0.00763432	0.00216305	0.0238852	0.00346588	0.0272943	0.00158782	0.0195148	0.0101518	0.0108613	0.0204584	0.00818963	0.148046	0.0111768	0.0028287	3.579621	0.9463651	0.275175	0.241162	0.225376	0.258288	1.591403
2570	-4646.415	-4669.366	22.95096	0.194639	0.0528013	0.0186017	0.0170998	0.0722663	0.192154	0.0658206	0.0575643	0.0352122	0.0135356	0.0646778	0.0367275	0.081717	0.0745139	0.048499	0.0397031	0.0623926	0.0421267	0.0622492	0.0630868	0.0226706	0.0212424	0.00656107	0.00330524	0.00285068	0.016428	0.00230528	0.0179951	0.00285646	0.00886824	0.0107622	0.0174963	0.0087051	0.00434551	0.160619	0.00339961	0.00394497	3.714324	0.9324433	0.263992	0.231361	0.224705	0.279942	1.609743
2580	-4651.102	-4673.738	22.6358	0.158998	0.064036	0.0227668	0.0311622	0.0710984	0.201542	0.0569426	0.0365196	0.0358148	0.00970793	0.0690637	0.0390193	0.103329	0.0480994	0.0427698	0.0223276	0.0561311	0.0338447	0.0707724	0.0736266	0.0289717	0.0364239	0.015884	0.00268009	0.00289589	0.0123598	0.00298021	0.0251864	0.00203158	0.0116413	0.0141417	0.0213632	0.0065467	0.0119203	0.142179	0.00331505	0.00479226	4.148135	0.9823729	0.262717	0.231762	0.225094	0.280427	1.592884
2590	-4651.45	-4674.679	23.22913	0.135413	0.0583482	0.0186773	0.0217646	0.0935017	0.174491	0.070255	0.0554671	0.0351357	0.00863544	0.0617478	0.0349666	0.0736621	0.0680527	0.0300262	0.0376601	0.0597496	0.0273922	0.0691414	0.0587956	0.0192489	0.0217409	0.0119553	0.00712255	0.00265435	0.010686	0.00415768	0.0330157	0.00532784	0.00970259	0.015583	0.0106744	0.0169459	0.00802513	0.146279	0.0067711	0.00375079	4.062102	1.138675	0.262141	0.233445	0.224601	0.279813	1.526525
2600	-4656.16	-4679.07	22.91028	0.158539	0.0524196	0.0289658	0.0276356	0.0920267	0.163886	0.0533268	0.0618352	0.0291521	0.00750763	0.0756517	0.0227518	0.0749169	0.0704877	0.0507348	0.0399803	0.0517701	0.030682	0.0683632	0.0516612	0.0187243	0.0120191	0.0152159	0.00598478	0.0131999	0.010629	0.0102151	0.0332528	0.00373055	0.0144859	0.0162099	0.014775	0.00820898	0.00309044	0.113405	0.00647676	0.00565173	4.482152	1.127028	0.262062	0.233375	0.224835	0.279728	1.51757
2610	-4658.42	-4680.445	22.02568	0.179875	0.0681599	0.0230353	0.0231122	0.0689103	0.205924	0.0461706	0.0417223	0.0346903	0.00549795	0.0547008	0.0418706	0.0984235	0.0949466	0.0453805	0.0384009	0.0538632	0.0620874	0.078196	0.071598	0.017451	0.0245865	0.0114097	0.00761226	0.0109426	0.0152317	0.00718643	0.030978	0.00730272	0.00483373	0.011278	0.018158	0.0126247	0.00847839	0.168187	0.00226791	0.0043686	3.842931	0.8319308	0.262062	0.233375	0.224835	0.279728	1.699462
2620	-4652.878	-4674.541	21.66342	0.163949	0.0631836	0.0187292	0.0230914	0.0751301	0.142311	0.0632472	0.0475547	0.0311472	0.0102451	0.0669392	0.0254247	0.102982	0.0830208	0.0606615	0.0403996	0.0703652	0.0459633	0.0780782	0.0761007	0.0256921	0.0234976	0.0177253	0.00949944	0.00628546	0.0129175	0.00841149	0.0226181	0.0149412	0.0167169	0.0154413	0.022055	0.00898142	0.00524178	0.153082	0.00234696	0.00480393	4.470607	0.9733155	0.262062	0.233375	0.224835	0.279728	1.658782
2630	-4657.943	-4681.929	23.98576	0.136653	0.0341915	0.0264773	0.0104372	0.0679393	0.1743	0.0446102	0.0427319	0.0320335	0.0163239	0.0805509	0.0480201	0.0905245	0.0611209	0.0529153	0.0315972	0.0387744	0.0516647	0.0513791	0.086877	0.0234659	0.0255232	0.0147839	0.00199416	0.00417664	0.0099182	0.00670596	0.0254824	0.00704157	0.0168843	0.0237444	0.0107905	0.00823346	0.0071031	0.125136	0.00324599	0.00458197	3.683679	1.046375	0.262062	0.233375	0.224835	0.279728	1.497934
2640	-4651.3	-4674.205	22.90511	0.176475	0.0475978	0.0258857	0.0174777	0.0825602	0.154521	0.0635451	0.0464356	0.0486529	0.00715102	0.0694776	0.048609	0.0983111	0.0657687	0.0436252	0.0443409	0.055534	0.0284994	0.0690681	0.0731238	0.022927	0.0308544	0.0245067	0.0106944	0.00702178	0.0203308	0.00560903	0.0293849	0.00311952	0.0163052	0.0125631	0.00911762	0.00551301	0.0125508	0.126501	0.00947436	0.00152485	3.597096	1.046375	0.275149	0.237557	0.228865	0.258429	1.614657
2650	-4649.197	-4672.141	22.94427	0.144848	0.0735861	0.0272144	0.0222562	0.0710812	0.161462	0.0732125	0.0431678	0.0367441	0.0111327	0.0521825	0.0334131	0.105566	0.0708774	0.030513	0.0213291	0.0465549	0.0356842	0.082546	0.0891554	0.0188184	0.0212772	0.00980547	0.00765988	0.00648867	0.0114016	0.00864607	0.0206767	0.00160873	0.00634342	0.00944313	0.0123176	0.0051238	0.00320074	0.139155	0.00222883	0.00309747	4.506319	1.046375	0.276192	0.238458	0.22594	0.259409	1.519819
2660	-4657.276	-4680.474	23.19784	0.108763	0.0478068	0.0158423	0.0155071	0.0556908	0.16102	0.0617134	0.0662578	0.043842	0.0146002	0.093104	0.0330083	0.090594	0.0546191	0.042782	0.0430437	0.0527514	0.0429596	0.0992521	0.07468	0.0244356	0.0126357	0.00802947	0.0102869	0.00481396	0.0101012	0.00347312	0.0377449	0.00179136	0.00512476	0.0126385	0.0197139	0.00891293	0.00250145	0.133727	0.00307503	0.00291366	4.218146	1.081602	0.274197	0.236736	0.231531	0.257535	1.519757
