Iteration	Posterior	Likelihood	Prior	branchG[1]	branchG[2]	branchG[3]	branchG[4]	branchG[5]	branchG[6]	branchG[7]	branchG[8]	branchG[9]	branchG[10]	branchG[11]	branchG[12]	branchG[13]	branchG[14]	branchG[15]	branchG[16]	branchG[17]	branchG[18]	branchG[19]	branchG[20]	branchG[21]	branchG[22]	branchG[23]	branchG[24]	branchG[25]	branchG[26]	branchG[27]	branchG[28]	branchG[29]	branchG[30]	branchG[31]	branchG[32]	branchG[33]	branchG[34]	branchG[35]	branchG[36]	branchG[37]	branchG[38]	branchG[39]	branchG[40]	branchG[41]	branchG[42]	branchG[43]	branchG[44]	branchG[45]	branchG[46]	branchG[47]	branchG[48]	branchG[49]	branchG[50]	branchG[51]	branchG[52]	branchG[53]	branchG[54]	branchG[55]	branchG[56]	branchG[57]	branchG[58]	branchG[59]	branchG[60]	branchG[61]	branchG[62]	branchG[63]	branchG[64]	branchG[65]	branchG[66]	branchG[67]	branchG[68]	branchG[69]	branchG[70]	branchG[71]	branchG[72]	branchG[73]	branchG[74]	branchG[75]	branchG[76]	branchG[77]	branchG[78]	gamma	kappa	meanG	nodelogG[1]	nodelogG[2]	nodelogG[3]	nodelogG[4]	nodelogG[5]	nodelogG[6]	nodelogG[7]	nodelogG[8]	nodelogG[9]	nodelogG[10]	nodelogG[11]	nodelogG[12]	nodelogG[13]	nodelogG[14]	nodelogG[15]	nodelogG[16]	nodelogG[17]	nodelogG[18]	nodelogG[19]	nodelogG[20]	nodelogG[21]	nodelogG[22]	nodelogG[23]	nodelogG[24]	nodelogG[25]	nodelogG[26]	nodelogG[27]	nodelogG[28]	nodelogG[29]	nodelogG[30]	nodelogG[31]	nodelogG[32]	nodelogG[33]	nodelogG[34]	nodelogG[35]	nodelogG[36]	nodelogG[37]	nodelogG[38]	nodelogG[39]	nodelogG[40]	nodelogG[41]	nodelogG[42]	nodelogG[43]	nodelogG[44]	nodelogG[45]	nodelogG[46]	nodelogG[47]	nodelogG[48]	nodelogG[49]	nodelogG[50]	nodelogG[51]	nodelogG[52]	nodelogG[53]	nodelogG[54]	nodelogG[55]	nodelogG[56]	nodelogG[57]	nodelogG[58]	nodelogG[59]	nodelogG[60]	nodelogG[61]	nodelogG[62]	nodelogG[63]	nodelogG[64]	nodelogG[65]	nodelogG[66]	nodelogG[67]	nodelogG[68]	nodelogG[69]	nodelogG[70]	nodelogG[71]	nodelogG[72]	nodelogG[73]	nodelogG[74]	nodelogG[75]	nodelogG[76]	nodelogG[77]	nodelogG[78]	nodelogG[79]	root_age	sigmaG
1470	-8937.999	-8692.576	-245.4225	10.7913	8.58671	7.66301	9.34937	9.25986	6.45592	9.7579	7.13095	7.32396	9.87599	6.66369	8.33159	8.68682	10.5779	10.1072	7.33453	5.59318	10.4899	17.0997	18.7965	15.4995	17.7859	9.02952	11.2592	8.7428	13.3041	8.76577	8.84676	7.23301	8.09067	9.18313	8.11249	11.281	4.70755	9.65319	8.26559	11.4527	10.1129	11.2443	7.18776	10.4445	9.33832	8.362	7.21243	7.1836	8.02464	8.68935	8.09381	8.95409	10.333	10.068	9.29815	8.52647	8.82041	11.3109	11.3526	12.4028	12.64	11.8954	9.9309	7.42323	7.48596	7.74507	7.45629	6.76121	6.96124	6.7586	6.84654	7.3064	6.3111	7.98082	7.25286	7.49214	7.64944	7.05267	7.06397	8.1572	8.98925	0.3888993	5.432782	9.169347	1.20363	1.00514	0.910296	1.02818	1.01982	0.743365	1.19866	0.926241	0.882355	1.14202	0.809193	1.00288	1.03915	1.18278	1.14323	0.872028	0.636601	1.14596	1.38051	1.46269	1.27907	1.39823	0.865687	1.05737	0.82195	1.22148	0.859094	0.891606	0.756854	0.854185	1.00979	0.918192	1.22523	0.466126	1.13264	0.958564	1.10462	0.996564	1.07728	0.797237	1.01319	1.02459	0.91595	0.879463	0.8367	0.875984	0.961785	0.91619	0.900117	1.02649	1.00196	1.00393	0.932867	0.928671	1.04564	1.06135	1.08547	1.10157	1.10192	1.04884	0.858716	0.866025	0.88247	0.895581	0.838572	0.847138	0.838236	0.821477	0.849465	0.780054	0.913386	0.862516	0.858503	0.890709	0.87655	0.820156	0.877942	0.94514	0.962306	76.70774	1.254129
1480	-8944.548	-8693.675	-250.8729	6.11889	8.58671	6.29939	9.62179	9.52968	9.54635	4.77765	6.72509	5.85318	10.1332	5.01008	8.55522	8.91999	10.5779	10.1072	8.37623	10.8887	10.5777	17.0997	18.7965	15.4995	17.1377	6.77728	13.0176	19.1826	12.5751	8.5081	12.1486	7.23301	8.09067	9.18313	8.11249	4.42322	4.12255	9.65319	8.26559	11.2582	10.3142	9.68728	5.6189	8.84544	8.04522	8.26873	6.75781	7.1836	8.02464	8.68935	8.09381	8.95409	9.73663	10.037	9.29815	8.43136	8.10714	11.4189	11.4734	12.4028	12.1793	11.4744	9.94172	8.2421	7.62291	7.95281	7.51875	6.94269	7.08172	6.50269	6.84654	7.21572	6.3111	8.21338	7.25286	7.49214	7.64944	7.05267	6.9763	8.05596	8.35553	0.3888993	4.859358	9.071265	0.710829	1.00514	0.740094	1.02818	1.01982	1.08312	0.578375	0.875342	0.639214	1.11592	0.59498	1.00288	1.03915	1.18278	1.14323	0.912238	1.14009	1.14596	1.38051	1.46269	1.27907	1.39823	0.616469	1.18342	1.49621	1.22148	0.882129	1.16977	0.756854	0.854185	1.00979	0.918192	0.468565	0.40742	1.13264	0.958564	1.10462	1.02856	1.07728	0.583353	0.998313	0.895126	0.91595	0.822912	0.8367	0.875984	0.961785	0.91619	0.900117	0.977536	0.999281	1.00393	0.932867	0.918928	1.04564	1.0696	1.08547	1.10157	1.06968	1.04978	0.93386	0.866025	0.898216	0.902826	0.861579	0.895569	0.804708	0.821477	0.849465	0.780054	0.938334	0.862516	0.858503	0.890709	0.87655	0.820156	0.867094	0.94514	0.898808	90.49082	1.325491
1490	-8938.52	-8692.887	-245.6332	6.96999	8.58671	5.11249	9.62179	9.52968	6.65796	4.79009	6.49541	7.72803	8.66522	5.76624	8.53188	8.89565	11.0018	10.5122	7.56341	4.19154	10.1825	18.2588	20.0706	15.7066	16.6145	15.0056	11.9029	10.9244	12.7212	13.2149	11.449	6.47568	7.24354	9.48806	8.62479	4.79375	7.49732	9.65319	9.04276	10.6518	9.90966	9.68728	10.3528	8.36897	8.04522	8.44901	6.53726	7.85903	8.77915	8.03786	8.89067	9.51953	9.84979	10.037	9.29815	8.61518	8.34219	11.4189	11.8088	13.4204	11.9653	11.4493	10.0237	8.06678	7.95055	7.67705	7.51721	6.76431	7.08172	6.35294	6.9471	7.49429	6.35612	7.82773	7.22482	7.11275	7.18134	6.78657	6.81492	7.89175	8.24282	0.3888993	5.488766	9.129457	0.823948	1.00514	0.562127	1.02818	1.01982	0.783209	0.55413	0.818655	0.880569	0.979991	0.717077	1.00288	1.03915	1.18278	1.14323	0.844676	0.331988	1.14596	1.38051	1.46269	1.27907	1.39823	1.30686	1.10567	1.00719	1.22148	1.25455	1.11825	0.756854	0.854185	1.00979	0.918192	0.567258	0.95572	1.13264	0.958564	1.10462	1.0419	1.07728	1.11416	0.950218	0.895126	0.91595	0.794092	0.8367	0.954038	0.865718	0.944563	0.953305	0.987574	0.999281	1.00393	0.932867	0.937661	1.04564	1.0696	1.14244	1.1131	1.04275	1.07481	0.912759	0.900152	0.900642	0.869747	0.859206	0.895569	0.804708	0.801241	0.882366	0.806558	0.938334	0.862516	0.855138	0.848937	0.863474	0.799826	0.867094	0.927253	0.904899	80.73616	1.405334
1500	-8931.952	-8685.348	-246.6042	6.28788	8.32792	5.30716	9.62179	9.52968	8.61545	5.70758	8.09234	7.3094	5.4218	8.12679	8.50696	8.86967	10.9405	10.4536	7.33513	4.51831	10.1825	18.2588	20.0706	15.7066	16.6145	11.6631	8.01994	8.12949	12.5649	9.3926	14.1221	7.02043	7.85288	9.76482	8.62479	6.8847	7.3679	9.65319	8.50228	11.4375	8.81262	9.68728	6.65659	8.98635	7.91334	8.31051	6.93358	7.3893	8.35338	8.9682	9.15	9.51953	9.72878	10.037	9.40961	8.71845	9.18296	10.9926	11.271	13.4204	11.9653	11.5502	11.7581	7.49734	7.90626	7.67705	7.2863	6.93953	6.44676	6.5366	6.92837	7.21025	7.02064	7.82773	7.17209	7.28026	7.18134	7.49609	7.47161	9.1083	10.5505	0.3888993	5.153169	9.090484	0.761073	1.00514	0.574367	1.02818	1.01982	1.00708	0.706346	1.00959	0.913789	0.654312	1.01513	1.00288	1.03915	1.18278	1.14323	0.881642	0.460779	1.14596	1.38051	1.46269	1.27907	1.39823	1.07291	0.747629	0.798638	1.22148	0.968736	1.30052	0.756854	0.854185	1.00979	0.918192	0.830554	0.889471	1.13264	0.958564	1.10462	0.878169	1.07728	0.74491	1.01204	0.895126	0.901594	0.845216	0.8367	0.900507	0.935873	0.969537	0.953305	0.976836	0.999281	1.00393	0.943218	0.937661	1.06071	1.02149	1.14244	1.1131	1.04275	1.08243	0.849173	0.895301	0.900642	0.869747	0.856665	0.813975	0.804708	0.825995	0.855268	0.806558	0.938334	0.835935	0.875357	0.848937	0.863474	0.886196	0.860632	1.05824	0.988304	85.32767	1.21652
1510	-8936.733	-8688.394	-248.339	4.55993	8.32792	6.88517	9.03827	8.95174	4.89504	6.26053	4.52789	6.84312	9.00962	5.36829	8.51635	8.87946	10.9405	10.4536	11.9044	10.1403	11.0238	18.6581	20.5095	16.931	17.6491	8.1862	10.0426	15.7235	12.3491	9.22714	8.99295	7.31027	8.17709	10.1722	9.096	5.99981	8.76323	9.65319	8.75706	11.4375	9.01267	11.3626	9.80017	10.5404	9.34843	8.46982	6.93358	7.61072	8.60369	9.728	10.0524	9.72516	9.59223	9.75371	9.11489	8.8223	9.29235	10.8182	11.3614	14.783	13.7012	12.2695	11.3289	8.51886	7.90626	8.31136	7.59084	6.94719	6.60417	6.5366	6.66709	6.22218	6.23991	7.66049	7.02296	7.42699	7.48164	6.73451	6.01966	7.87001	10.1654	0.3856854	4.741969	9.334783	0.481981	1.00514	0.818723	1.02818	1.01982	0.516039	0.796003	0.514574	0.83558	1.07448	0.654964	1.00288	1.03915	1.18278	1.14323	1.19129	1.05198	1.14596	1.38051	1.46269	1.27907	1.39823	0.786288	0.963818	1.36467	1.22148	0.968349	0.905749	0.756854	0.854185	1.00979	0.918192	0.711059	1.04011	1.13264	0.958564	1.10462	0.897666	1.07728	1.07467	1.01204	1.03368	0.907802	0.845216	0.8367	0.926152	0.971013	1.00503	0.999509	0.961784	1.00206	0.976285	0.943218	0.947946	1.03988	1.02843	1.16123	1.1783	1.09522	1.08243	0.960121	0.895301	0.900642	0.938702	0.857623	0.834928	0.804708	0.825995	0.821878	0.797219	0.883993	0.835935	0.857106	0.88452	0.863474	0.793137	0.766007	1.02594	0.988304	83.56309	1.452529
1520	-8940.268	-8685.48	-254.7886	6.6655	8.32792	7.61467	9.03827	8.95174	12.4687	10.6664	8.55817	6.6072	3.86031	6.77998	7.85054	8.18527	11.1417	10.6458	10.9401	11.6973	11.0238	18.8922	20.7669	16.931	18.6769	6.77029	7.59313	7.80954	10.141	5.8242	6.41764	6.11636	6.84161	9.22961	7.47565	6.02762	4.98732	9.15468	7.72296	11.4375	11.0252	11.5073	7.65915	10.6747	10.039	8.98109	6.05972	6.36537	7.43455	7.38506	7.49619	7.18273	6.92165	7.70207	8.02582	8.64422	8.81748	9.85788	10.5231	14.9685	14.4991	12.5483	8.95072	9.21528	8.35033	8.61971	7.53776	6.24715	6.40651	6.37644	6.45825	5.93162	7.1282	7.66049	6.88216	7.27809	7.48164	7.25287	6.2238	6.17656	7.88562	0.361172	5.315626	8.874627	0.811731	1.00514	0.923787	1.02818	1.01982	1.32817	1.20762	1.01635	0.8315	0.364709	0.857748	1.00288	1.03915	1.18278	1.14323	1.08131	1.13943	1.14596	1.38051	1.46269	1.27907	1.39823	0.665144	0.76477	0.793754	1.22148	0.739795	0.725008	0.756854	0.854185	1.00979	0.918192	0.78603	0.621474	1.13264	0.958564	1.10462	1.07273	1.07728	0.809649	1.01204	1.04467	0.958712	0.774261	0.790644	0.817003	0.816133	0.920575	0.829105	0.790678	0.889742	0.883473	0.925506	0.947946	0.996071	0.991496	1.17206	1.1783	1.14438	1.05279	0.996734	0.911124	0.932283	0.938702	0.786916	0.808534	0.804708	0.804448	0.815782	0.848413	0.883993	0.835935	0.839515	0.88452	0.863474	0.857546	0.730564	0.850929	0.942743	76.08569	1.337802
1530	-8952.802	-8701.617	-251.1853	7.84321	8.32792	10.5278	8.5815	8.49935	7.95919	6.68604	9.45218	7.0544	5.27149	9.22423	7.87236	8.20802	11.1687	10.6717	12.1704	8.4756	10.8745	20.1396	22.1381	17.0916	16.3525	6.70179	13.1097	13.091	11.8843	8.50837	9.62344	6.38545	7.14261	9.22961	8.53365	7.31326	6.39656	8.84098	7.29346	11.4375	15.547	9.58579	8.4152	8.8922	8.36266	8.68594	5.85207	5.80539	7.03809	7.70997	8.5571	8.19927	7.80524	7.41126	8.04525	8.38039	8.67433	10.1244	10.5231	16.1082	12.8151	10.9867	11.6813	9.14942	8.31079	8.44223	7.4357	6.26451	6.40651	6.37644	6.45825	7.3551	7.1489	7.27918	6.7648	7.15972	7.48764	7.27394	7.73981	9.99527	10.4682	0.3831105	4.251338	9.266724	0.953053	1.00514	1.2201	1.02818	1.01982	0.938264	0.801925	1.10265	0.888386	0.635333	1.12515	1.00288	1.03915	1.18278	1.14323	1.17387	0.859607	1.14596	1.38051	1.46269	1.27907	1.39823	0.633139	1.21594	1.24245	1.22148	0.931231	1.11035	0.756854	0.854185	1.00979	0.918192	0.953961	0.837632	1.13264	0.958564	1.10462	1.37125	1.07728	0.891417	1.01204	0.885977	0.958712	0.774261	0.760359	0.767304	0.85353	0.920575	0.944078	0.928462	0.856311	0.883473	0.927606	0.918922	1.01924	0.991496	1.2276	1.1865	1.02894	1.05279	0.996734	0.913232	0.926053	0.926861	0.789327	0.808534	0.804708	0.804448	0.815782	0.848413	0.838949	0.835935	0.824575	0.885216	0.863474	0.860065	0.917395	1.08219	0.95755	76.08569	1.386651
1540	-8946.018	-8691.41	-254.6075	6.46149	8.32792	5.55473	8.48824	8.40698	5.483	9.71296	5.30283	5.22746	10.225	5.74052	8.08187	8.42646	11.1687	10.6717	12.0851	13.9726	11.0904	18.9646	20.8464	17.9725	20.8857	8.25343	7.49206	8.66235	13.2995	8.14919	13.6785	6.76952	7.57222	9.22961	8.53365	5.35417	4.68579	8.84098	7.62071	10.8143	7.8521	10.7822	5.36512	9.45704	8.41965	7.99108	5.85207	6.06587	7.36838	8.1737	8.5571	8.19927	9.49883	8.05957	8.06111	8.63054	8.34132	9.8412	10.3919	15.9501	17.2112	14.0323	10.4843	9.44776	8.37837	8.67982	7.5833	6.43123	6.40651	6.37644	6.45825	6.74453	7.07364	7.20007	6.7648	7.15972	7.48764	7.27394	7.0973	8.22632	8.79023	0.3831105	4.81075	9.105375	0.784731	1.00514	0.664751	1.02818	1.01982	0.614563	1.13548	0.609795	0.628047	1.2108	0.713194	1.00288	1.03915	1.18278	1.14323	1.14693	1.27298	1.14596	1.38051	1.46269	1.27907	1.39823	0.827777	0.74371	0.894667	1.22148	0.79604	1.34293	0.756854	0.854185	1.00979	0.918192	0.683123	0.567305	1.13264	0.958564	1.10462	0.826598	1.07728	0.596707	0.963374	0.988137	0.862451	0.774261	0.760359	0.805427	0.904262	0.920575	0.944078	1.02619	0.929151	0.883473	0.929317	0.942759	1.00549	0.980604	1.17538	1.23015	1.24147	1.05279	1.01757	0.913232	0.933087	0.943935	0.81214	0.808534	0.804708	0.804448	0.815782	0.83922	0.829458	0.835935	0.824575	0.885216	0.863474	0.860065	0.842121	0.98829	0.89971	79.84173	1.695893
1550	-8952.502	-8692.677	-259.8252	8.68851	8.32792	7.09951	9.9353	9.84019	7.70067	5.74157	6.60578	4.09259	6.06796	7.14031	7.44527	7.76272	11.7953	11.2703	7.36956	13.3734	11.3625	21.2131	23.318	18.9128	18.5003	9.72251	9.57055	8.76106	11.6093	8.97217	6.04184	7.196	8.04927	9.37128	8.28446	4.61365	7.25738	9.46875	7.55507	10.484	10.4418	12.0366	9.00786	10.2348	10.1589	8.73458	6.26762	6.44063	6.80228	8.82201	8.43473	7.95985	7.75263	7.53564	7.50645	8.12752	6.68955	8.87675	9.41378	18.7747	16.0431	11.5728	8.81534	8.91639	9.3051	9.35181	8.10838	5.94721	6.62041	6.40072	6.76572	6.47789	6.77436	8.11096	6.7648	6.89077	7.20638	6.96618	6.25535	6.83694	6.29513	0.3831105	5.156953	9.063657	1.04196	1.00514	0.877881	1.02818	1.01982	0.909583	0.678841	0.800628	0.386936	0.729024	0.902726	1.00288	1.03915	1.18278	1.14323	0.811308	1.32891	1.14596	1.38051	1.46269	1.27907	1.39823	1.03583	1.02215	0.928327	1.22148	0.997664	0.691571	0.756854	0.854185	1.00979	0.918192	0.553829	0.947298	1.13264	0.958564	1.10462	1.10112	1.07728	0.97928	0.936427	1.08373	0.929963	0.774261	0.819944	0.797913	0.957329	0.933806	0.918336	0.908131	0.870767	0.883473	0.867396	0.952521	0.939722	0.956786	1.2727	1.27444	1.13613	0.990742	0.923575	0.960639	0.976803	0.964988	0.740878	0.837061	0.804708	0.807749	0.85288	0.83922	0.966185	0.835935	0.824575	0.85196	0.863474	0.822516	0.769988	0.899736	0.698273	82.13853	1.695893
1560	-8958.778	-8691.189	-267.5893	3.46782	8.48994	6.13043	10.8775	10.7734	7.3976	5.6379	9.38317	3.67648	6.01376	5.67063	8.50642	8.86911	11.649	11.1306	8.5059	9.92151	10.803	19.1967	21.1016	17.3308	22.4061	13.0707	11.1313	8.8105	10.1047	6.93532	7.91849	6.58961	7.37098	9.37206	8.79157	6.66148	5.64203	8.65249	7.42932	10.4397	9.11001	11.2464	7.55409	9.52242	10.8033	9.88717	5.26283	5.78745	6.68906	8.07927	8.95179	8.44709	6.74787	7.53564	7.50645	8.08323	7.94654	8.79267	11.1155	15.5689	17.8049	16.7079	10.8965	9.47926	9.18971	8.89134	7.63401	6.72724	6.62041	6.33703	6.63314	7.43967	6.73515	9.21305	6.99366	7.24988	7.47651	7.17022	7.46727	8.22213	7.79668	0.3831105	5.481166	9.143371	0.227442	1.00514	0.738243	1.02818	1.01982	0.874707	0.693131	1.1356	0.293803	0.72123	0.702554	1.00288	1.03915	1.18278	1.14323	0.882695	1.01641	1.14596	1.38051	1.46269	1.27907	1.39823	1.29287	1.15337	0.941481	1.22148	0.894567	0.926518	0.756854	0.854185	1.00979	0.918192	0.946343	0.802072	1.13264	0.958564	1.10462	0.986289	1.07728	0.713995	0.932749	1.02475	1.04237	0.700798	0.74164	0.783334	0.880866	0.933879	0.969941	0.787566	0.870767	0.883473	0.867396	0.947774	0.939722	0.948519	1.18595	1.19857	1.30251	1.14334	0.976745	0.9498	0.976803	0.921131	0.85661	0.837061	0.804708	0.799064	0.844374	0.809103	1.04488	0.852671	0.836738	0.883924	0.863474	0.847591	0.898733	0.931236	0.852583	82.13853	1.581804
1570	-8967.243	-8696.213	-271.0304	5.32166	8.48994	5.39735	8.1508	8.07276	11.9106	7.0895	8.29761	10.5232	8.38037	5.20682	8.70544	9.07662	12.8842	12.3108	7.93708	15.1721	11.5546	20.2187	22.225	17.3308	20.0605	7.1949	11.0381	5.67329	12.8463	9.94131	5.56603	6.58961	7.37098	9.49951	8.60565	3.36766	6.42584	8.68963	7.42932	9.97893	8.59822	12.3827	11.2227	10.0218	11.3351	9.29541	5.28542	5.81229	7.0066	8.18914	8.88163	8.09643	8.66268	7.45114	7.69921	8.35328	8.50266	8.47101	10.9569	16.3977	15.941	14.9588	12.3169	9.47926	10.1641	9.50994	8.3101	6.88463	6.39139	6.33703	6.7509	7.23474	6.10591	6.90356	7.01307	7.27	7.60268	7.29122	7.1349	8.88027	9.5581	0.404868	5.593379	9.348641	0.599422	1.00514	0.625216	1.02818	1.01982	1.27385	0.977322	1.114	1.23781	1.04004	0.628436	1.00288	1.03915	1.18278	1.14323	0.822576	1.38535	1.14596	1.38051	1.46269	1.27907	1.39823	0.794213	1.16596	0.571636	1.22148	0.998816	0.611857	0.756854	0.854185	1.00979	0.918192	0.353858	0.915062	1.13264	0.958564	1.10462	0.975274	1.07728	1.09969	0.893543	1.10835	1.0005	0.700798	0.745361	0.783334	0.880866	0.94561	0.951375	0.996071	0.879234	0.865212	0.90768	0.936034	0.919836	0.936034	1.231	1.19857	1.20646	1.14334	0.976745	1.03734	0.976803	0.979552	0.876698	0.806482	0.804708	0.799064	0.85966	0.72391	0.794222	0.852671	0.839145	0.883924	0.878009	0.847591	0.859185	1.03767	0.923076	92.22439	1.428015
1580	-8953.007	-8690.057	-262.9507	8.61844	8.48994	7.49177	8.60715	8.52475	7.50369	6.07212	11.6208	9.68221	8.18644	4.76384	9.10356	9.49172	12.618	12.0565	11.6829	10.3966	11.7213	18.9088	20.7851	17.6286	18.5847	9.76353	16.3599	10.0406	11.5782	6.19803	10.2403	6.77571	7.57914	9.06845	8.90676	6.88425	8.05841	8.82167	7.85857	9.86467	9.47128	10.0909	11.0341	8.07349	8.97926	9.0358	5.51507	6.24153	7.41142	8.03831	8.77527	9.04395	7.80757	8.04176	8.30949	8.35328	7.99784	8.3849	10.3124	15.5989	15.0219	13.1772	11.2211	11.8278	10.5061	10.1819	8.30405	7.15825	7.04816	6.30074	6.61199	7.33947	7.14369	7.29008	7.17061	7.43332	7.7963	7.47691	7.34792	8.76243	8.61412	0.3647313	4.947597	9.497278	1.01819	1.00514	0.890728	1.02818	1.01982	0.850696	0.706426	1.27022	1.08051	0.934746	0.551205	1.00288	1.03915	1.18278	1.14323	1.01297	0.911652	1.14596	1.38051	1.46269	1.27907	1.39823	1.05938	1.50772	1.07636	1.22148	0.678709	1.14139	0.756854	0.854185	1.00979	0.918192	0.951071	1.08786	1.13264	0.958564	1.10462	1.06928	1.07728	1.10958	0.883541	0.930582	0.9759	0.724642	0.75846	0.832123	0.905055	0.905274	0.981247	0.905798	0.879234	0.931468	0.90768	0.936034	0.919836	0.927159	1.17282	1.21337	1.14008	1.09956	1.12213	1.01921	1.02367	0.991989	0.915539	0.891444	0.804708	0.794074	0.846591	0.860255	0.841541	0.852671	0.858441	0.883924	0.899853	0.847591	0.884738	1.00051	0.869911	81.22893	1.63482
1590	-8956.89	-8695.251	-261.6382	7.56463	8.48994	5.86955	9.76279	9.66933	7.83163	4.84713	7.39148	10.2942	14.4252	7.64256	8.17966	8.52842	12.3623	11.8121	12.8677	10.7014	11.3979	18.199	20.0049	16.5153	18.2067	8.29916	5.92728	9.12659	13.1048	12.3797	9.29055	7.80448	8.72991	10.7932	8.90676	4.69303	5.71755	8.82167	7.85901	10.0113	6.38624	11.5121	6.77641	9.34746	10.1519	8.95464	5.81588	6.24188	7.41184	11.0198	10.4443	9.04395	10.1349	9.22279	8.30949	8.35328	8.7387	8.3849	10.3124	14.0652	13.787	12.9092	10.6437	10.7316	10.2931	9.90109	8.8391	6.66053	6.77172	6.52484	7.49508	8.03397	6.98062	8.26889	7.20322	7.46712	7.83023	7.50945	7.34792	8.31148	8.92769	0.3647313	5.036478	9.449927	0.904904	1.00514	0.674827	1.02818	1.01982	0.884079	0.530772	0.897266	1.1685	1.46155	0.961769	1.00288	1.03915	1.18278	1.14323	1.18134	1.02122	1.14596	1.38051	1.46269	1.27907	1.39823	0.918232	0.625875	0.993458	1.22148	1.17204	0.937826	0.756854	0.854185	1.00979	0.918192	0.572135	0.743648	1.13264	0.958564	1.10462	0.714137	1.07728	0.693938	0.896353	1.04503	0.968062	0.770772	0.75846	0.832171	1.02783	1.05651	0.981247	1.01338	0.998256	0.931468	0.90768	0.936034	0.919836	0.927159	1.13959	1.1567	1.12223	1.09956	1.03766	1.00142	1.02367	0.967694	0.822587	0.856689	0.804708	0.824431	0.925122	0.840197	0.95097	0.852671	0.862382	0.883924	0.903626	0.847591	0.884738	0.954618	0.94686	88.71754	1.508371
1600	-8976.32	-8700.201	-276.1184	8.0092	8.37762	6.13712	9.82369	9.72965	12.1329	6.31037	7.47555	7.41184	7.56093	6.1855	8.17966	8.52842	12.3623	11.8121	14.1196	7.57643	11.3979	18.8226	20.6903	15.3414	17.2752	6.63957	5.97133	8.25182	12.4794	6.12999	7.0729	6.63781	7.42489	11.0789	8.90676	5.72635	6.28617	8.91329	6.9317	9.88238	7.74052	11.5121	8.97135	9.22712	9.26049	8.12997	5.87629	5.56256	7.17812	9.62051	10.7207	9.04395	9.73013	9.29827	9.12404	9.12903	8.38408	8.51874	10.4791	13.5131	12.1518	12.4466	10.2277	10.3248	10.2931	9.90109	8.8391	6.66053	6.5627	6.52484	7.49508	7.46925	6.29764	8.32047	7.10793	7.46712	7.79374	7.2315	6.60938	7.3072	8.13802	0.3647313	5.354965	9.099785	0.966075	1.00514	0.713547	1.02818	1.01982	1.26837	0.820643	0.96782	0.910396	0.927694	0.778041	1.00288	1.03915	1.18278	1.14323	1.29555	0.75484	1.14596	1.38051	1.46269	1.27907	1.39823	0.710689	0.618552	0.90594	1.22148	0.604018	0.69386	0.756854	0.854185	1.00979	0.918192	0.744984	0.826001	1.13264	0.958564	1.10462	0.892442	1.07728	1.01748	0.885098	1.04503	0.888234	0.770772	0.767434	0.723116	0.887196	1.0792	0.981247	0.970902	1.00534	0.931468	0.988906	0.931943	0.933591	0.927159	1.16885	1.09266	1.07662	1.11349	1.00409	1.00142	1.02367	0.967694	0.822587	0.829457	0.804708	0.824431	0.925122	0.779466	0.956372	0.841104	0.862382	0.883924	0.899568	0.818889	0.821433	0.90607	0.914968	89.91251	1.566867
1610	-8991.555	-8712.332	-279.2232	5.19315	8.37762	5.40993	8.39996	8.31954	10.0747	8.83717	6.81123	17.9179	6.84506	4.24413	9.11663	9.50534	14.3301	13.6923	10.9801	8.28817	12.73	19.7917	21.7556	17.5945	17.1534	15.3986	4.89993	9.44885	11.5004	8.83472	7.94797	7.87254	8.80603	11.0789	8.9038	7.43177	7.33995	8.77126	7.56793	13.0918	10.0415	11.5121	8.17266	12.2237	10.1365	8.13389	5.99748	5.97635	6.18655	11.4101	10.7172	8.79402	8.12156	8.19172	7.00586	6.5869	7.51484	7.88503	10.555	16.2957	13.8382	12.4484	12.3465	10.8584	12.7812	11.8457	9.87212	7.42349	6.45464	6.80344	7.49508	7.36578	7.0047	7.1146	7.10793	7.46712	7.79374	7.2315	6.51782	8.63627	9.56445	0.3647313	6.58825	9.662725	0.589757	1.00514	0.604001	1.02818	1.01982	1.1069	1.02074	0.794561	1.72786	0.892036	0.414551	1.00288	1.03915	1.18278	1.14323	1.0931	0.848809	1.14596	1.38051	1.46269	1.27907	1.39823	1.50851	0.513932	1.0236	1.22148	0.992441	0.881179	0.756854	0.854185	1.00979	0.918192	0.939728	0.92893	1.13264	0.958564	1.10462	0.874226	1.07728	0.857985	1.12937	1.04503	0.966742	0.802456	0.753482	0.79939	1.03538	1.0792	0.980959	0.899945	0.919333	0.907416	0.783507	0.853855	0.866448	0.927159	1.21246	1.21169	1.07047	1.11976	0.988109	1.12972	1.08342	1.0637	0.916785	0.778718	0.841026	0.824431	0.925122	0.871891	0.820377	0.841104	0.862382	0.883924	0.899568	0.818889	0.809316	1.06334	0.897984	89.91251	1.738181
