Iteration	Posterior	Likelihood	Prior	alpha	beta	clockrate[1]	clockrate[2]	clockrate[3]	clockrate[4]	clockrate[5]	clockrate[6]	clockrate[7]	clockrate[8]	clockrate[9]	clockrate[10]	clockrate[11]	clockrate[12]	clockrate[13]	clockrate[14]	clockrate[15]	clockrate[16]	clockrate[17]	clockrate[18]	clockrate[19]	clockrate[20]	clockrate[21]	clockrate[22]	clockrate[23]	clockrate[24]	clockrate[25]	clockrate[26]	clockrate[27]	clockrate[28]	clockrate[29]	clockrate[30]	clockrate[31]	clockrate[32]	clockrate[33]	clockrate[34]	clockrate[35]	clockrate[36]	clockrate[37]	clockrate[38]	clockrate[39]	clockrate[40]	clockrate[41]	clockrate[42]	clockrate[43]	clockrate[44]	clockrate[45]	clockrate[46]	clockrate[47]	clockrate[48]	clockrate[49]	clockrate[50]	clockrate[51]	clockrate[52]	clockrate[53]	clockrate[54]	clockrate[55]	clockrate[56]	clockrate[57]	clockrate[58]	clockrate[59]	clockrate[60]	clockrate[61]	clockrate[62]	clockrate[63]	clockrate[64]	clockrate[65]	clockrate[66]	clockrate[67]	clockrate[68]	clockrate[69]	clockrate[70]	clockrate[71]	clockrate[72]	clockrate[73]	clockrate[74]	clockrate[75]	clockrate[76]	clockrate[77]	clockrate[78]	clockrate[79]	clockrate[80]	clockrate[81]	clockrate[82]	clockrate[83]	clockrate[84]	clockrate[85]	clockrate[86]	clockrate[87]	clockrate[88]	clockrate[89]	clockrate[90]	clockrate[91]	clockrate[92]	clockrate[93]	clockrate[94]	clockrate[95]	clockrate[96]	clockrate[97]	clockrate[98]	clockrate[99]	clockrate[100]	clockrate[101]	clockrate[102]	clockrate[103]	clockrate[104]	clockrate[105]	clockrate[106]	clockrate[107]	clockrate[108]	clockrate[109]	clockrate[110]	clockrate[111]	clockrate[112]	clockrate[113]	clockrate[114]	clockrate[115]	clockrate[116]	clockrate[117]	clockrate[118]	clockrate[119]	clockrate[120]	gamma	kappa	lambda	mean_clockrate	mu	relvar_clockrate
100	-17960.84	-17918.38	-42.46424	1.71251	3.334305	0.123366	0.535818	1.096	1.2817	0.427273	0.0703106	1.09434	0.577201	0.405256	0.615459	0.647871	0.629273	0.671578	1.13759	0.244689	0.140778	0.412995	0.351562	0.366021	0.386575	0.0288639	0.422067	0.478422	0.280834	0.422291	0.141857	0.581692	0.117901	0.12971	0.413781	0.895629	1.15269	0.0187544	0.14584	0.40591	1.31577	0.313686	0.0709392	0.276479	0.205118	0.336883	0.200442	0.179709	0.189258	0.3152	0.488542	0.475216	0.106673	0.565234	0.499985	0.372785	0.283877	0.599445	0.345349	0.650861	0.345879	0.301784	0.209484	0.260917	1.54208	0.0977273	0.675491	1.0692	0.2898	0.136364	0.576288	0.638535	0.320159	0.916529	0.0929608	0.223632	0.244061	0.403011	0.202055	0.998642	0.444702	1.54317	0.621875	1.11006	0.601301	0.315134	0.0561713	0.43171	0.348273	0.591398	0.302184	0.562146	0.239805	0.316039	0.685312	0.531081	0.158166	1.66273	0.100904	0.157112	0.216946	0.244493	0.660504	1.42159	1.14633	0.755096	0.193059	0.246664	1.06038	0.503335	0.58893	0.926061	1.01047	0.510747	0.681293	0.515509	0.372534	0.657453	0.154211	0.891624	1.04008	0.187966	0.0697514	0.193237	0.586324	0.4648531	3.942655	0.0164621	0.5136033	13.27738	0.5839381
110	-17912.58	-17876.21	-36.36913	1.846688	3.551388	0.132827	0.498112	1.10916	1.2021	0.492742	0.0694555	1.02665	0.555879	0.459478	0.728558	0.615538	0.549118	0.712722	0.94277	0.249211	0.15298	0.375083	0.390895	0.427234	0.35995	0.0298244	0.392161	0.437159	0.297049	0.448507	0.174362	0.496023	0.103529	0.134392	0.332919	1.0168	1.08576	0.0185393	0.129585	0.436408	1.22293	0.280584	0.0671247	0.270237	0.193605	0.321308	0.191929	0.193476	0.206531	0.313869	0.469329	0.487095	0.110688	0.567909	0.468676	0.410206	0.295601	0.601815	0.316824	0.572039	0.304641	0.310243	0.252174	0.251323	1.35584	0.105089	0.671533	0.985396	0.316117	0.119677	0.56272	0.681832	0.300536	0.825722	0.100209	0.223876	0.226211	0.421233	0.195019	1.00109	0.440727	1.81329	0.627818	1.00132	0.567939	0.291483	0.0561052	0.462916	0.316745	0.496527	0.295685	0.486727	0.243538	0.326611	0.605275	0.492785	0.15015	1.45454	0.109256	0.165037	0.207537	0.292948	0.55893	1.37496	1.28489	0.818831	0.207234	0.257668	1.04941	0.465537	0.575945	0.914461	1.05786	0.503741	0.682974	0.550437	0.369521	0.653572	0.147979	0.783066	1.19557	0.201631	0.0711514	0.172702	0.476569	0.4860324	4.018313	0.007528417	0.5199905	10.24914	0.54151
120	-17885.16	-17846.82	-38.3322	1.821428	3.506365	0.135197	0.55124	1.14264	1.2388	0.473674	0.0718465	0.962969	0.613529	0.463921	0.726368	0.63484	0.51708	0.71556	0.983856	0.234864	0.144673	0.321177	0.379447	0.445477	0.390078	0.0299284	0.367953	0.393735	0.266804	0.479255	0.173546	0.490698	0.0990275	0.152342	0.316565	0.984178	1.03968	0.0204691	0.124812	0.478824	1.13234	0.246812	0.0595253	0.273286	0.188282	0.285695	0.207775	0.193233	0.214858	0.344369	0.535979	0.458426	0.11876	0.583042	0.501188	0.386701	0.417711	0.596342	0.37688	0.537681	0.260404	0.268906	0.210728	0.276878	1.2243	0.104545	0.570043	0.844846	0.312321	0.111552	0.591077	0.68865	0.301477	0.756204	0.101052	0.228656	0.224914	0.476283	0.222341	0.848795	0.475167	1.60871	0.689335	1.01717	0.609304	0.322249	0.0551082	0.523281	0.285976	0.50874	0.255626	0.44149	0.241896	0.326191	0.691681	0.448701	0.13487	1.49466	0.114895	0.158453	0.210094	0.275034	0.540797	1.39446	1.24067	0.840299	0.211258	0.304013	0.920482	0.393281	0.661901	0.996026	1.0379	0.530473	0.63077	0.511397	0.379645	0.749127	0.171752	0.719069	1.18227	0.217147	0.0663357	0.161197	0.433685	0.494732	4.046902	0.008454033	0.5194634	13.86551	0.5490197
130	-17863.9	-17827.92	-35.98648	1.81395	3.747839	0.143665	0.516066	1.15205	1.4117	0.44396	0.0762082	0.966203	0.635503	0.483584	0.731971	0.609503	0.454852	0.740601	0.909933	0.247724	0.168142	0.314767	0.392911	0.428869	0.434455	0.0306438	0.310872	0.370619	0.254821	0.500891	0.16711	0.448398	0.0902027	0.141253	0.300748	1.08487	0.83499	0.0203967	0.133138	0.538474	1.10277	0.244808	0.0656605	0.233233	0.201313	0.276999	0.163755	0.214974	0.224865	0.344238	0.546517	0.365039	0.120013	0.576945	0.495714	0.413853	0.457219	0.579459	0.394893	0.481661	0.276257	0.269646	0.22595	0.293684	1.16619	0.106953	0.51485	0.87672	0.321487	0.104635	0.570625	0.74706	0.313579	0.731433	0.0954917	0.258166	0.223106	0.4176	0.231611	0.795509	0.444107	1.47864	0.719685	1.16273	0.66644	0.343714	0.0551341	0.553024	0.262821	0.604973	0.243274	0.472641	0.215222	0.329015	0.674865	0.443768	0.12924	1.6789	0.113065	0.161437	0.214764	0.260889	0.438013	1.3415	1.04687	0.743919	0.228283	0.314913	0.944884	0.36348	0.644587	0.931652	0.840843	0.453155	0.726255	0.475224	0.407638	0.739664	0.17537	0.617637	1.19839	0.21748	0.0555977	0.167577	0.430481	0.4856885	4.046902	0.01260262	0.4839989	13.86551	0.5512831
140	-17850.33	-17814.7	-35.62981	2.061551	4.349143	0.13327	0.612566	1.14706	1.54216	0.400123	0.082651	0.961319	0.793739	0.496194	0.765696	0.575879	0.496505	0.70424	1.05301	0.261898	0.172215	0.306666	0.356852	0.463155	0.409582	0.0356945	0.273429	0.369627	0.311558	0.406008	0.180225	0.437634	0.101849	0.137512	0.30467	1.0493	0.748678	0.017941	0.135946	0.542309	1.19724	0.273433	0.070033	0.239136	0.203478	0.257189	0.161013	0.242788	0.243329	0.337132	0.666482	0.375405	0.121229	0.524196	0.595525	0.393225	0.469934	0.51617	0.356845	0.460848	0.288644	0.261432	0.209884	0.32279	1.16297	0.100697	0.560586	0.805626	0.32174	0.108611	0.592148	0.610082	0.319173	0.779314	0.0947907	0.261843	0.222436	0.369908	0.234983	0.735212	0.431888	1.50642	0.730111	0.963409	0.700613	0.4198	0.0670046	0.471108	0.298087	0.664344	0.215421	0.506295	0.213702	0.332755	0.695677	0.443224	0.151493	1.69225	0.112065	0.169447	0.183406	0.281407	0.459111	1.4582	0.944818	0.694014	0.22622	0.337132	1.07592	0.324206	0.659505	0.93028	0.759347	0.479099	0.677669	0.496902	0.43252	0.847839	0.168391	0.645019	1.25256	0.20339	0.058247	0.163488	0.445979	0.4685609	3.694265	0.2450826	0.4740132	12.32581	0.4850716
150	-17834.39	-17799.32	-35.07477	2.048503	3.809289	0.140114	0.607883	1.22582	1.58796	0.424903	0.0901239	0.935735	0.773289	0.47385	0.753585	0.564965	0.481797	0.650103	0.952917	0.259461	0.155078	0.29854	0.347711	0.481877	0.449618	0.0365839	0.231423	0.313483	0.256844	0.394097	0.205447	0.37284	0.104074	0.136744	0.294968	1.07925	0.652091	0.0192771	0.130144	0.551849	1.27497	0.275315	0.0711641	0.25003	0.210529	0.244819	0.161526	0.249899	0.218908	0.330048	0.670964	0.370531	0.121937	0.468511	0.476787	0.41231	0.472695	0.500381	0.35152	0.387557	0.295804	0.234491	0.199481	0.315516	1.06109	0.104027	0.618717	0.932486	0.325005	0.1122	0.619374	0.629336	0.326689	0.820246	0.0918778	0.235713	0.240404	0.35523	0.225587	0.78208	0.460126	1.36552	0.837115	0.957083	0.741024	0.386996	0.0706326	0.494983	0.31705	0.740868	0.197949	0.440456	0.243244	0.352262	0.671605	0.40985	0.159536	1.52652	0.115286	0.162366	0.194328	0.281986	0.442564	1.3849	0.835389	0.786587	0.224298	0.328814	1.18246	0.311901	0.625794	0.925851	0.754337	0.525481	0.683837	0.537926	0.463409	0.977566	0.181337	0.685723	1.38649	0.205665	0.0594867	0.158455	0.407827	0.4880092	3.88167	0.5404736	0.5377651	10.14742	0.4881614
160	-17826.39	-17788.01	-38.38165	1.789269	3.258407	0.155134	0.674992	1.28328	1.52194	0.522357	0.0990359	0.939955	0.760814	0.504413	0.783835	0.493374	0.519522	0.666223	0.949315	0.243601	0.146337	0.370819	0.34087	0.506295	0.449496	0.0389415	0.260167	0.409198	0.252245	0.392514	0.188098	0.388265	0.0959657	0.132468	0.301623	0.983681	0.519256	0.0202502	0.152038	0.490134	1.21526	0.281282	0.0749088	0.231755	0.207585	0.205865	0.142279	0.276489	0.202069	0.353204	0.634047	0.339015	0.123051	0.437378	0.563337	0.366016	0.553999	0.46208	0.37186	0.414499	0.280983	0.22119	0.231469	0.331871	1.02774	0.0993852	0.636985	1.01143	0.329401	0.108346	0.658468	0.595978	0.340189	0.810888	0.0960008	0.269276	0.209117	0.331625	0.239647	0.759649	0.47779	1.41648	0.815417	0.935751	0.699089	0.401593	0.0728053	0.481772	0.317936	0.722167	0.193719	0.392207	0.239998	0.345134	0.709772	0.363083	0.156368	1.62857	0.11512	0.166178	0.198889	0.317985	0.464336	1.36879	0.85377	0.880743	0.242514	0.412111	1.35224	0.318883	0.690713	0.816302	0.711126	0.537444	0.704382	0.603925	0.493628	1.03365	0.194622	0.73003	1.46244	0.220204	0.0594974	0.15307	0.380399	0.4809127	3.999665	0.4815316	0.5491239	11.66853	0.5588875
170	-17816.94	-17779.91	-37.02746	1.935054	3.480568	0.176702	0.729599	1.27383	1.44374	0.537931	0.108824	1.03632	0.804646	0.486435	0.756262	0.506931	0.472535	0.761528	1.15142	0.24009	0.149798	0.3964	0.356631	0.488814	0.535236	0.038304	0.320933	0.394847	0.256499	0.371872	0.165368	0.44877	0.101164	0.158274	0.31196	1.14158	0.577483	0.0198167	0.141367	0.584417	1.43502	0.282729	0.0759733	0.239809	0.212394	0.235726	0.146933	0.259123	0.169641	0.362311	0.622679	0.314135	0.135327	0.432031	0.596894	0.392202	0.641974	0.501558	0.378153	0.447034	0.294046	0.247997	0.236408	0.322598	0.880592	0.106573	0.62799	1.05505	0.326323	0.115883	0.590966	0.540271	0.343938	0.705663	0.111225	0.295882	0.222233	0.349871	0.232378	0.809503	0.562568	1.28112	0.728452	0.979588	0.601308	0.40055	0.0773113	0.525862	0.325043	0.665533	0.188015	0.42684	0.280815	0.336508	0.772044	0.330487	0.149758	1.6912	0.112125	0.188058	0.195519	0.290601	0.472734	1.28384	0.781706	0.8131	0.275413	0.394792	1.30874	0.345701	0.713206	0.818915	0.682681	0.513043	0.805119	0.62217	0.47652	1.04317	0.191852	0.693217	1.67012	0.218064	0.0683918	0.148526	0.365516	0.4817986	3.967297	0.293355	0.5559592	8.977678	0.5167815
180	-17802.32	-17760.46	-41.85487	1.902886	3.790004	0.200107	0.72287	1.16095	1.34631	0.553432	0.136813	0.908704	0.799043	0.50332	0.790959	0.458403	0.473068	0.783713	1.12967	0.27505	0.136357	0.39865	0.351341	0.50012	0.566586	0.0339158	0.362119	0.431464	0.254702	0.377426	0.17334	0.429341	0.0959693	0.165026	0.325062	1.25866	0.657468	0.0210741	0.130874	0.61267	1.46214	0.301265	0.077817	0.257932	0.209341	0.234218	0.13518	0.262967	0.124694	0.385666	0.53552	0.301693	0.123725	0.402427	0.606859	0.391467	0.624038	0.538702	0.335655	0.503759	0.247026	0.223395	0.246098	0.298512	0.791493	0.0902776	0.633579	1.08682	0.355992	0.134886	0.513585	0.568326	0.326779	0.643103	0.122851	0.281931	0.197426	0.348471	0.248882	0.887416	0.576997	1.48762	0.735716	0.866225	0.867585	0.408272	0.0747503	0.505971	0.328761	0.629676	0.203625	0.503286	0.291555	0.335446	0.711814	0.346542	0.158824	1.88373	0.126758	0.193604	0.209055	0.307695	0.503708	1.07549	0.853542	0.858999	0.323527	0.399133	1.40442	0.292527	0.668507	0.729006	0.773345	0.509798	0.840839	0.54326	0.502741	1.17113	0.200641	0.716731	1.73968	0.252021	0.0761017	0.14114	0.339241	0.4914081	3.967297	0.4174908	0.5020802	13.41762	0.5255176
190	-17795	-17754.72	-40.278	1.966495	3.761044	0.21312	0.65738	1.13773	1.17614	0.605946	0.132365	0.903045	0.781556	0.4515	0.829333	0.458098	0.451781	0.90365	1.12275	0.25341	0.134532	0.37969	0.315268	0.489438	0.604002	0.0361242	0.325442	0.409909	0.272563	0.401126	0.165859	0.409014	0.0946972	0.204955	0.318355	1.15771	0.65744	0.0235569	0.140533	0.614362	1.58153	0.298557	0.0766958	0.236412	0.209588	0.249076	0.149524	0.242587	0.115218	0.351003	0.564493	0.248355	0.138884	0.43896	0.632799	0.373798	0.69716	0.579274	0.335876	0.546407	0.22384	0.210451	0.210203	0.299568	0.855044	0.100559	0.538468	1.21447	0.371266	0.138313	0.529226	0.590554	0.314302	0.602928	0.132767	0.26664	0.177622	0.383411	0.263457	0.871615	0.531288	1.7094	0.716113	0.805492	0.810774	0.405372	0.0683403	0.446648	0.334565	0.58734	0.18582	0.512751	0.278431	0.340231	0.695153	0.293889	0.146869	1.67215	0.117201	0.184542	0.21497	0.271499	0.502036	0.955748	0.885739	0.812261	0.343626	0.411301	1.40034	0.332886	0.70676	0.684176	0.569851	0.490198	0.816921	0.612044	0.482421	1.24292	0.244057	0.671939	2.16545	0.250903	0.0816146	0.141816	0.271891	0.4794445	3.856377	0.6771621	0.522859	11.33963	0.5085188
200	-17778.19	-17738.02	-40.16648	2.112926	4.136606	0.219725	0.682765	1.02345	1.15086	0.570553	0.146857	0.895898	0.794996	0.435953	0.861367	0.471077	0.479228	0.918797	1.17995	0.272468	0.134726	0.357602	0.306593	0.472833	0.618219	0.0354628	0.411095	0.35863	0.242827	0.402938	0.177266	0.40193	0.0999632	0.211619	0.298461	1.03758	0.686253	0.0250013	0.143037	0.597674	1.47606	0.269123	0.0882512	0.242819	0.200292	0.284849	0.160426	0.257253	0.128484	0.326163	0.583898	0.229383	0.154896	0.462704	0.623	0.329241	0.753961	0.602698	0.311709	0.542581	0.231556	0.200563	0.232877	0.311295	0.923382	0.102392	0.482562	1.31353	0.368802	0.145996	0.608135	0.558094	0.281474	0.597658	0.160025	0.264809	0.179034	0.396335	0.269375	0.976097	0.481508	1.56692	0.702692	0.870603	0.820083	0.320073	0.0715473	0.424805	0.367473	0.604331	0.1813	0.463979	0.305605	0.360471	0.637239	0.267383	0.141392	1.70223	0.0969919	0.178568	0.240424	0.265897	0.483718	0.991353	0.925424	0.813122	0.326873	0.442098	1.24464	0.324739	0.871123	0.698058	0.496309	0.413691	0.907965	0.580163	0.495884	1.36167	0.22915	0.714776	1.99217	0.247039	0.0751659	0.147145	0.27238	0.4785453	3.856377	0.5759893	0.5107873	12.05957	0.4732774
210	-17783.48	-17738.86	-44.61957	2.065434	4.054498	0.216441	0.684555	1.06396	1.05097	0.57347	0.157441	0.850125	0.77957	0.402686	0.957217	0.446763	0.500968	0.80406	1.29026	0.292557	0.140433	0.360382	0.265732	0.44569	0.576369	0.0388832	0.434501	0.400756	0.219098	0.43322	0.155302	0.473733	0.0978768	0.231104	0.273591	1.07088	0.722488	0.0283411	0.141993	0.479043	1.62743	0.241586	0.0872201	0.282729	0.193381	0.309299	0.166207	0.240259	0.135654	0.335845	0.475946	0.224674	0.19455	0.45312	0.567658	0.38179	0.826418	0.652586	0.315721	0.517078	0.217091	0.19087	0.269147	0.328435	0.983724	0.0928727	0.529203	1.23487	0.395927	0.137286	0.685282	0.534886	0.265798	0.658385	0.167297	0.242011	0.177302	0.389282	0.267667	0.915711	0.547594	1.47277	0.688603	0.732874	0.954557	0.302792	0.0782474	0.468642	0.414425	0.708959	0.176494	0.401657	0.290978	0.335485	0.737799	0.280978	0.12762	1.76712	0.0988377	0.183031	0.22931	0.285649	0.496448	0.999424	0.984321	0.746457	0.320531	0.456166	1.2697	0.322982	0.761077	0.700836	0.463943	0.405708	0.93947	0.557301	0.475039	1.31392	0.224191	0.639097	2.07126	0.213771	0.0806845	0.157838	0.270962	0.4785453	3.709446	1.792555	0.5094179	14.87695	0.4841597
220	-17774.05	-17738.07	-35.97984	2.164482	4.322266	0.224862	0.601783	1.04798	0.975609	0.596129	0.149373	0.810459	0.821588	0.401106	0.901612	0.46154	0.419299	0.900469	1.27184	0.314858	0.132802	0.318984	0.231697	0.448543	0.539639	0.0398152	0.376868	0.370472	0.259286	0.465547	0.130604	0.478301	0.102505	0.222934	0.266101	1.01638	0.715856	0.0283074	0.151213	0.455823	1.59244	0.260456	0.0957983	0.287762	0.235185	0.2891	0.165824	0.23584	0.157449	0.335946	0.483778	0.219339	0.180555	0.47376	0.583184	0.375652	0.859521	0.670756	0.324353	0.426841	0.224119	0.160328	0.293828	0.316731	1.04152	0.105797	0.514614	1.32044	0.368887	0.12212	0.584142	0.480781	0.259521	0.649268	0.168092	0.259327	0.170717	0.359154	0.274899	0.797378	0.555311	1.4526	0.641645	0.608387	0.905448	0.270984	0.0941254	0.516397	0.395806	0.660233	0.196187	0.432099	0.327462	0.374321	0.731705	0.270022	0.127214	1.49841	0.101285	0.189746	0.251201	0.263901	0.482034	0.842841	0.84867	0.782806	0.3425	0.432904	1.1811	0.327857	0.842665	0.674946	0.468924	0.424381	0.996804	0.573688	0.484798	1.41176	0.22217	0.6782	2.18759	0.202536	0.0864461	0.175047	0.266998	0.484296	3.853266	0.7994884	0.5007749	10.13657	0.4620043
230	-17770.06	-17726.61	-43.4529	2.369268	4.312608	0.234944	0.646771	1.02635	0.892957	0.55685	0.188883	0.829665	0.886727	0.444111	0.913523	0.481402	0.439549	0.945996	1.2294	0.315494	0.111828	0.304816	0.243066	0.466849	0.538105	0.0374318	0.397249	0.376059	0.289682	0.442898	0.12546	0.449869	0.10447	0.245108	0.275449	0.910841	0.656768	0.0297918	0.133949	0.581679	1.74216	0.238207	0.100144	0.256137	0.220487	0.252445	0.154311	0.215574	0.149582	0.307515	0.502999	0.207859	0.18297	0.398518	0.566357	0.378653	0.950436	0.606423	0.276886	0.400393	0.218893	0.186752	0.276736	0.326972	1.01134	0.0974782	0.529813	1.41601	0.341924	0.135682	0.529737	0.411811	0.257588	0.680592	0.162927	0.245901	0.176086	0.354198	0.289936	0.820985	0.58805	1.47393	0.607208	0.705758	0.920162	0.232857	0.082296	0.512423	0.373448	0.533704	0.181284	0.473519	0.293431	0.370583	0.859919	0.271948	0.124685	1.49436	0.0984541	0.192521	0.29323	0.238138	0.527543	0.791086	0.941549	0.659423	0.359156	0.459787	1.0969	0.342141	0.883104	0.740601	0.508559	0.415952	0.98692	0.555735	0.502471	1.5018	0.214295	0.675217	2.26913	0.196045	0.095173	0.171541	0.276546	0.469495	3.708938	0.2635419	0.5493817	13.94017	0.4220713
240	-17777.55	-17732.91	-44.6403	2.270866	4.125224	0.255443	0.875901	1.03432	1.05774	0.515696	0.183905	0.781282	0.934564	0.479581	0.903685	0.42285	0.438355	1.15318	1.33513	0.307815	0.126147	0.281603	0.257014	0.427996	0.528749	0.0410208	0.380919	0.368809	0.28344	0.416512	0.116036	0.45382	0.119156	0.273123	0.241801	0.995262	0.679382	0.0295999	0.140347	0.596885	1.96169	0.216117	0.0997725	0.257534	0.249534	0.24818	0.14612	0.196587	0.146134	0.365795	0.529655	0.228761	0.187537	0.38201	0.676397	0.410345	0.918138	0.637654	0.258939	0.442975	0.259413	0.192237	0.289623	0.323558	1.05377	0.0922182	0.505394	1.35483	0.304066	0.155506	0.531079	0.414298	0.2637	0.621015	0.180944	0.240188	0.178576	0.367357	0.291339	0.857511	0.519185	1.33314	0.578301	0.807344	0.856798	0.257953	0.0806329	0.572244	0.424284	0.576459	0.178665	0.485162	0.302468	0.356762	0.942186	0.275014	0.136398	1.36613	0.101845	0.232016	0.293353	0.226955	0.550006	0.843842	1.097	0.679923	0.360653	0.483317	1.1191	0.349744	0.881421	0.77449	0.457518	0.393826	0.912324	0.598336	0.541249	1.43188	0.188658	0.787501	2.11393	0.219381	0.101145	0.160612	0.230698	0.4894162	4.279802	1.833523	0.5504831	11.89094	0.4403606
250	-17764.33	-17723.47	-40.85943	2.311399	4.433139	0.238729	0.868425	1.06528	1.09736	0.536892	0.177909	0.768482	0.948051	0.447029	0.896043	0.446287	0.451553	1.0907	1.33341	0.309767	0.107381	0.280192	0.270112	0.421422	0.514309	0.0440354	0.371737	0.331036	0.25225	0.444672	0.123373	0.500275	0.125015	0.283313	0.249817	0.961699	0.694912	0.0317353	0.15887	0.564591	1.98977	0.221615	0.0835296	0.250805	0.240532	0.302531	0.140929	0.177638	0.149364	0.368464	0.521562	0.236587	0.248462	0.320555	0.651656	0.387345	0.873505	0.743861	0.336324	0.390482	0.255244	0.191197	0.230726	0.286662	0.930927	0.079396	0.537047	1.32922	0.295062	0.178159	0.555525	0.423487	0.285995	0.616986	0.21148	0.2355	0.172622	0.32212	0.317455	0.920114	0.535235	1.30757	0.575937	0.809142	0.915646	0.282099	0.080574	0.441672	0.386097	0.450196	0.177997	0.522846	0.304073	0.343827	0.891366	0.220555	0.156689	1.28339	0.0949602	0.225657	0.284715	0.196372	0.460718	0.823697	1.01151	0.601036	0.407238	0.47498	1.21356	0.335091	0.821424	0.638482	0.449553	0.39037	0.832351	0.56695	0.509481	1.34231	0.187898	0.658418	2.02246	0.223038	0.100339	0.196379	0.211533	0.4633566	4.279802	2.01831	0.5213909	11.85932	0.4326385
260	-17767.28	-17723.58	-43.69957	2.297659	4.759653	0.244721	0.853119	1.0801	1.01285	0.50122	0.190578	0.722208	0.950248	0.46999	0.869239	0.483269	0.388694	1.14212	1.49841	0.277431	0.120545	0.279313	0.276536	0.477689	0.517786	0.045386	0.348898	0.286057	0.242188	0.409803	0.12694	0.495193	0.12015	0.274976	0.261539	0.985185	0.556094	0.0307437	0.162115	0.557058	1.70174	0.192415	0.0780259	0.276131	0.227533	0.264427	0.170659	0.171292	0.161934	0.322765	0.47552	0.220911	0.209149	0.374437	0.671118	0.362768	0.8064	0.75244	0.330179	0.351945	0.243869	0.180659	0.235016	0.276535	0.923418	0.0770743	0.567719	1.41215	0.276901	0.197948	0.600567	0.34194	0.303657	0.635801	0.243123	0.236268	0.184575	0.351004	0.336667	1.06597	0.650036	1.25849	0.57937	0.752907	0.861259	0.271991	0.0758874	0.459778	0.325657	0.441822	0.172505	0.549969	0.292614	0.361948	0.879311	0.229604	0.167743	1.39052	0.0968722	0.270992	0.359784	0.200404	0.464124	0.740284	0.908515	0.51575	0.403491	0.472765	1.2416	0.287809	0.849002	0.658468	0.467985	0.386552	0.888512	0.518384	0.5511	1.26302	0.152543	0.666278	2.12763	0.252878	0.0949401	0.174949	0.226013	0.491731	3.957002	2.635078	0.4827366	15.15935	0.4352256
270	-17755.29	-17718.41	-36.87821	2.246507	4.303888	0.217733	0.930395	0.948302	1.06099	0.499789	0.189639	0.741988	1.03301	0.470806	0.885366	0.390666	0.417319	1.07616	1.37629	0.265881	0.115758	0.28027	0.276103	0.501801	0.521214	0.0472306	0.305041	0.296951	0.22938	0.467955	0.150917	0.504702	0.110498	0.291842	0.276993	0.960613	0.579952	0.0307141	0.144016	0.55871	1.80885	0.202591	0.0896353	0.254099	0.269882	0.257174	0.174131	0.151301	0.158649	0.326276	0.480335	0.230548	0.224913	0.376297	0.605643	0.394485	0.849365	0.627001	0.376365	0.326012	0.254413	0.221549	0.255114	0.299065	0.984884	0.0746825	0.516424	1.46621	0.272712	0.198318	0.593374	0.345651	0.316669	0.528504	0.263099	0.256638	0.172423	0.414806	0.393261	1.05947	0.64857	1.31959	0.56637	0.835073	0.76713	0.250054	0.0668294	0.424311	0.363278	0.505098	0.170079	0.524966	0.27999	0.390375	0.751741	0.247846	0.190252	1.32337	0.110619	0.25977	0.380313	0.185979	0.466962	0.675494	0.945952	0.510215	0.419166	0.433189	1.28695	0.303848	0.96535	0.609834	0.5	0.427061	0.871317	0.447372	0.569757	1.29109	0.171955	0.739441	2.03629	0.25653	0.10708	0.168547	0.231695	0.4872337	3.957002	0.4441944	0.5219716	10.86201	0.4451355
280	-17749.85	-17710.33	-39.52583	2.288894	4.232866	0.187061	0.865134	0.950424	1.10403	0.457583	0.20848	0.678255	1.05122	0.513948	0.820075	0.385227	0.395873	1.32387	1.34987	0.306348	0.116013	0.275071	0.280938	0.48386	0.471983	0.0460354	0.319885	0.293965	0.257799	0.425884	0.157779	0.418606	0.110397	0.246724	0.310567	0.890843	0.55349	0.0308425	0.152083	0.579184	1.73187	0.191563	0.096086	0.196653	0.300297	0.266437	0.144028	0.159191	0.173374	0.34615	0.542954	0.240696	0.223272	0.377063	0.586184	0.428642	0.99819	0.5466	0.398435	0.354741	0.237788	0.191571	0.239716	0.313632	0.932948	0.0778346	0.506514	1.48217	0.230203	0.223004	0.615246	0.335095	0.352027	0.509551	0.246122	0.242086	0.17046	0.433412	0.379643	0.913895	0.710942	1.53034	0.595548	0.767192	0.869661	0.274389	0.0716246	0.446089	0.359738	0.536809	0.170416	0.554047	0.269694	0.354534	0.698655	0.257708	0.198223	1.30362	0.127449	0.25603	0.313331	0.208971	0.434882	0.727849	0.982265	0.473693	0.393602	0.553192	1.45561	0.277078	1.09569	0.604232	0.518783	0.420668	0.836146	0.39281	0.51218	1.18403	0.186356	0.820999	2.16531	0.263329	0.119286	0.165724	0.236803	0.4761057	3.957002	0.2488526	0.5407432	11.46049	0.4368923
