Iteration	Posterior	Likelihood	Prior	alpha	beta	clockrate[1]	clockrate[2]	clockrate[3]	clockrate[4]	clockrate[5]	clockrate[6]	clockrate[7]	clockrate[8]	clockrate[9]	clockrate[10]	clockrate[11]	clockrate[12]	clockrate[13]	clockrate[14]	clockrate[15]	clockrate[16]	clockrate[17]	clockrate[18]	clockrate[19]	clockrate[20]	clockrate[21]	clockrate[22]	clockrate[23]	clockrate[24]	clockrate[25]	clockrate[26]	clockrate[27]	clockrate[28]	clockrate[29]	clockrate[30]	clockrate[31]	clockrate[32]	clockrate[33]	clockrate[34]	clockrate[35]	clockrate[36]	clockrate[37]	clockrate[38]	clockrate[39]	clockrate[40]	clockrate[41]	clockrate[42]	clockrate[43]	clockrate[44]	clockrate[45]	clockrate[46]	clockrate[47]	clockrate[48]	clockrate[49]	clockrate[50]	clockrate[51]	clockrate[52]	clockrate[53]	clockrate[54]	clockrate[55]	clockrate[56]	clockrate[57]	clockrate[58]	clockrate[59]	clockrate[60]	clockrate[61]	clockrate[62]	clockrate[63]	clockrate[64]	clockrate[65]	clockrate[66]	clockrate[67]	clockrate[68]	clockrate[69]	clockrate[70]	clockrate[71]	clockrate[72]	clockrate[73]	clockrate[74]	clockrate[75]	clockrate[76]	clockrate[77]	clockrate[78]	clockrate[79]	clockrate[80]	clockrate[81]	clockrate[82]	clockrate[83]	clockrate[84]	clockrate[85]	clockrate[86]	clockrate[87]	clockrate[88]	clockrate[89]	clockrate[90]	clockrate[91]	clockrate[92]	clockrate[93]	clockrate[94]	clockrate[95]	clockrate[96]	clockrate[97]	clockrate[98]	clockrate[99]	clockrate[100]	clockrate[101]	clockrate[102]	clockrate[103]	clockrate[104]	clockrate[105]	clockrate[106]	clockrate[107]	clockrate[108]	clockrate[109]	clockrate[110]	clockrate[111]	clockrate[112]	clockrate[113]	clockrate[114]	clockrate[115]	clockrate[116]	clockrate[117]	clockrate[118]	clockrate[119]	clockrate[120]	gamma	kappa	lambda	mean_clockrate	mu	relvar_clockrate
1550	-17694.05	-17684.12	-9.93221	2.942584	7.551656	0.463013	0.932662	0.486541	0.828419	0.427952	0.828329	0.414477	0.767361	0.31611	0.470821	0.364923	0.310543	1.08365	0.974527	0.990183	0.379288	0.314131	0.154207	0.302008	0.308389	0.256661	0.206832	0.188714	0.615179	0.230147	0.203963	0.334497	0.236859	0.413934	0.121177	0.51147	0.281965	0.0324978	0.153059	0.200007	1.00135	0.189417	0.157139	0.29034	0.335998	0.498683	0.4112	0.253922	0.183856	0.431403	0.532706	0.358037	0.448071	0.394938	0.598526	0.409753	0.578052	0.191754	0.273504	0.429981	0.254484	0.213009	0.262274	0.311663	0.707052	0.0871157	0.375783	0.196544	0.460828	0.210028	0.682181	0.308731	0.74665	0.994266	1.15188	0.346072	0.21373	0.491409	0.0527691	0.552643	0.407604	0.225745	0.385188	0.900041	0.155848	0.243617	0.122751	0.113613	0.293907	0.188477	0.15743	0.134491	0.366893	0.280198	0.165414	0.153855	0.148457	0.814641	0.095769	0.192875	0.109756	0.252283	0.699596	0.685264	0.530154	0.493577	0.445481	0.166185	0.613095	0.281351	0.835875	0.480807	0.318931	0.350965	1.16839	0.539856	0.835922	0.934344	0.408448	0.572429	1.04365	0.777222	0.123927	0.348999	0.172313	0.4879975	3.986928	0.7334369	0.3896608	10.93877	0.3398373
1560	-17678.04	-17667.16	-10.88928	2.89217	6.830561	0.416917	0.880498	0.503616	0.861857	0.449455	0.763043	0.453525	0.698964	0.371742	0.445481	0.357834	0.327425	0.89247	0.956739	0.907543	0.440492	0.344667	0.152667	0.296366	0.290675	0.266792	0.191291	0.184023	0.645298	0.248892	0.208635	0.309393	0.287228	0.380333	0.116306	0.494715	0.265476	0.0337813	0.147749	0.196498	1.03467	0.177867	0.190558	0.319769	0.356635	0.554977	0.358833	0.27685	0.171036	0.469832	0.662106	0.361337	0.418053	0.517494	0.66882	0.391459	0.642829	0.195787	0.256673	0.407733	0.269951	0.227038	0.299617	0.30847	0.759394	0.0866183	0.343363	0.227179	0.494007	0.233017	0.6966	0.30899	0.832565	0.977281	1.25862	0.342759	0.207248	0.54678	0.048177	0.576914	0.410354	0.240569	0.459029	0.967749	0.15533	0.222379	0.145853	0.117004	0.296346	0.201891	0.159176	0.143642	0.361563	0.281992	0.1665	0.162728	0.156112	0.969917	0.0943952	0.218134	0.11322	0.267602	0.646737	0.728572	0.540761	0.502365	0.353127	0.163313	0.663951	0.267019	0.779741	0.471309	0.302495	0.370111	1.17206	0.507383	0.941324	1.01106	0.42095	0.577403	1.06872	0.753967	0.108115	0.364548	0.177026	0.4755629	3.986928	0.1924666	0.4234162	10.93957	0.3457611
1570	-17685.39	-17675.05	-10.33405	3.134037	7.895643	0.383392	0.793856	0.554174	0.887885	0.534897	0.612954	0.460136	0.720373	0.331006	0.423712	0.360453	0.325555	0.955135	1.04315	0.792695	0.408883	0.328336	0.166645	0.321668	0.340097	0.26568	0.207699	0.16912	0.66568	0.262205	0.217755	0.272174	0.277682	0.356608	0.138432	0.559595	0.240191	0.0331061	0.157837	0.249834	0.948575	0.150051	0.189375	0.332815	0.379458	0.583486	0.34179	0.301643	0.147424	0.434931	0.642308	0.3568	0.458617	0.549427	0.676406	0.379437	0.530571	0.191116	0.29108	0.360425	0.266828	0.198328	0.321868	0.310739	0.800847	0.0950209	0.307787	0.24976	0.569706	0.228674	0.71426	0.258289	0.844515	0.895639	1.30235	0.327375	0.227558	0.485406	0.0489394	0.59153	0.422975	0.253006	0.438728	0.888411	0.158064	0.203134	0.166813	0.111059	0.27239	0.215216	0.138082	0.15192	0.367806	0.278755	0.158893	0.181803	0.154684	0.83333	0.0923997	0.208951	0.10031	0.249008	0.697072	0.676903	0.619631	0.449665	0.395977	0.176488	0.615054	0.306355	0.818751	0.44702	0.294196	0.347471	1.09381	0.516365	0.821928	0.974209	0.428122	0.68087	0.960539	0.773632	0.102626	0.355128	0.172875	0.4949411	4.371578	0.04686676	0.3969324	11.70326	0.3190773
1580	-17686.79	-17678.94	-7.847452	2.848215	6.421446	0.349915	0.738448	0.569796	0.904619	0.505524	0.681814	0.451916	0.678199	0.353325	0.4649	0.388531	0.355159	1.15862	1.11042	0.700258	0.369674	0.340932	0.191493	0.345467	0.342553	0.258937	0.208528	0.175267	0.665369	0.300885	0.237447	0.261409	0.349576	0.389239	0.131293	0.57746	0.257209	0.0355672	0.151078	0.277089	0.820767	0.168767	0.217317	0.330981	0.398049	0.568094	0.337637	0.285588	0.143736	0.413584	0.689401	0.415155	0.495305	0.481667	0.662244	0.399217	0.519805	0.182167	0.24868	0.349941	0.243752	0.203354	0.351898	0.343876	0.737524	0.0939755	0.31069	0.246883	0.544376	0.221953	0.828173	0.290401	0.889485	0.920408	1.19026	0.295966	0.247409	0.479294	0.0467198	0.575294	0.44934	0.275822	0.487901	0.874091	0.139726	0.174616	0.201046	0.100179	0.238	0.218728	0.142308	0.179346	0.348424	0.257105	0.160464	0.183717	0.159738	0.778682	0.0963599	0.224866	0.10863	0.248321	0.784377	0.650069	0.526399	0.395205	0.37421	0.165159	0.630393	0.281897	0.965735	0.53346	0.285244	0.346856	1.06751	0.472575	0.754292	1.0315	0.34655	0.728635	0.88062	0.710214	0.0964532	0.37897	0.154665	0.4846155	4.011461	0.04740595	0.4435473	10.65171	0.351097
1590	-17673.74	-17665.11	-8.621554	3.212071	7.447665	0.356378	0.682849	0.536445	0.809124	0.449331	0.574024	0.413813	0.652964	0.31457	0.474139	0.347714	0.331123	1.04787	0.9945	0.652663	0.374231	0.324488	0.191994	0.313646	0.402861	0.257104	0.193307	0.220403	0.577677	0.307102	0.251319	0.252905	0.369331	0.408919	0.155339	0.614127	0.253112	0.0359318	0.132788	0.263838	0.812804	0.158733	0.229188	0.339302	0.382976	0.544268	0.326706	0.289854	0.143864	0.505027	0.665479	0.474442	0.457908	0.414634	0.650752	0.436329	0.504206	0.164092	0.226954	0.371685	0.221414	0.207717	0.289066	0.384751	0.758387	0.0976252	0.295788	0.261547	0.509177	0.20587	0.850275	0.324142	0.783972	0.872576	1.16219	0.337995	0.237476	0.449327	0.0496421	0.577188	0.456623	0.239842	0.587019	0.836719	0.162171	0.192957	0.245539	0.0989193	0.255774	0.221543	0.156339	0.179711	0.365998	0.249748	0.144221	0.198026	0.156356	0.865274	0.0991418	0.264979	0.091998	0.242562	0.836655	0.602414	0.520911	0.380172	0.355618	0.161871	0.583657	0.248644	0.825119	0.490284	0.260083	0.34331	1.02961	0.508677	0.793932	1.09311	0.32729	0.777602	0.974083	0.841565	0.0835953	0.389532	0.165951	0.4822747	3.886558	0.05738759	0.4312857	13.44277	0.3113256
1600	-17681.31	-17675.5	-5.809193	2.734307	6.42855	0.291698	0.677968	0.523483	0.759583	0.412836	0.568214	0.435155	0.71652	0.315733	0.451613	0.37092	0.381947	1.12237	1.05686	0.676217	0.429508	0.29552	0.194475	0.329004	0.377389	0.228645	0.187732	0.236931	0.519932	0.301203	0.25342	0.221916	0.347569	0.372279	0.192049	0.58344	0.252457	0.0362978	0.136686	0.263321	0.827636	0.136166	0.250603	0.337535	0.34242	0.563166	0.352799	0.293136	0.137096	0.514449	0.658906	0.542708	0.493023	0.443502	0.656043	0.458049	0.567204	0.150424	0.230355	0.40485	0.239452	0.243397	0.282651	0.320816	0.771658	0.0939771	0.31306	0.266455	0.530703	0.193615	0.961709	0.32879	0.695502	0.831505	1.31027	0.333568	0.18698	0.513437	0.0520567	0.563879	0.486406	0.229747	0.498391	0.798696	0.147824	0.184874	0.235499	0.0922506	0.22079	0.247716	0.16095	0.175763	0.403142	0.262774	0.146706	0.186214	0.145541	1.0341	0.098935	0.276879	0.0877479	0.263553	0.826901	0.58163	0.57267	0.393597	0.361804	0.157123	0.567879	0.230385	0.998097	0.542743	0.246148	0.325752	0.89355	0.473523	0.809004	1.06196	0.302846	0.748188	0.962099	0.934234	0.0880928	0.31189	0.156364	0.4792803	3.886558	0.1861307	0.4253381	8.517705	0.3657233
1610	-17683.18	-17672.19	-10.99054	2.98728	7.176129	0.253572	0.607921	0.523826	0.712683	0.419792	0.526453	0.449806	0.721836	0.323796	0.421051	0.409431	0.392875	1.05213	1.26417	0.69394	0.368122	0.348994	0.200799	0.32854	0.361716	0.252952	0.195008	0.277125	0.516522	0.308948	0.271048	0.231847	0.369596	0.399166	0.209394	0.581504	0.247664	0.03191	0.135605	0.268686	0.812785	0.14668	0.253402	0.301614	0.382407	0.605598	0.34836	0.268907	0.132477	0.503973	0.643104	0.574726	0.514878	0.480671	0.687963	0.458463	0.612388	0.137601	0.263986	0.423825	0.255753	0.246637	0.252753	0.369496	0.651101	0.0953131	0.294666	0.283382	0.582213	0.18442	0.968391	0.346375	0.650203	0.857542	1.33451	0.377343	0.203956	0.542481	0.0522193	0.526788	0.58939	0.226124	0.532306	0.817353	0.138833	0.183357	0.19697	0.0950641	0.226529	0.253891	0.149724	0.176109	0.406697	0.25224	0.12769	0.213843	0.126303	1.11172	0.0902635	0.301407	0.0838256	0.268676	0.802356	0.541152	0.559428	0.428402	0.323217	0.145377	0.589549	0.182094	1.04133	0.521281	0.224281	0.298621	0.877724	0.47432	0.834562	1.12844	0.283747	0.727197	1.01506	0.9864	0.107467	0.307533	0.147418	0.4932726	3.886558	0.08158804	0.4162801	9.950818	0.3347527
1620	-17691.38	-17677.4	-13.98362	3.099337	6.88199	0.261263	0.645552	0.572313	0.747099	0.439388	0.501985	0.415389	0.775234	0.352374	0.504679	0.456236	0.406204	0.988245	1.31597	0.670434	0.351082	0.381402	0.190656	0.37755	0.462942	0.25553	0.17271	0.274419	0.585869	0.266657	0.251831	0.234089	0.361139	0.415515	0.196341	0.488426	0.238893	0.0383419	0.14661	0.32979	0.677566	0.136509	0.219426	0.309367	0.360836	0.626262	0.333024	0.280336	0.124753	0.576289	0.640531	0.534266	0.517208	0.514083	0.640449	0.444096	0.60574	0.139144	0.307234	0.367453	0.235898	0.231775	0.245839	0.352503	0.676463	0.0858307	0.295083	0.260063	0.628161	0.181006	1.09578	0.381528	0.613097	0.919361	1.16778	0.413958	0.185292	0.576896	0.0526186	0.479442	0.532633	0.211556	0.514994	0.73554	0.142871	0.171903	0.162765	0.0998496	0.211062	0.279122	0.148728	0.168954	0.389941	0.273001	0.123387	0.236707	0.126747	1.07473	0.0825154	0.30334	0.0880076	0.260086	0.934711	0.494448	0.606103	0.417051	0.309978	0.166236	0.580323	0.191061	1.11138	0.523326	0.20965	0.325805	1.00267	0.479498	0.828074	1.07322	0.301548	0.764894	0.965021	0.910841	0.099777	0.324135	0.146186	0.4881853	4.009196	0.1187075	0.4503548	11.03247	0.3226497
1630	-17699.32	-17687.63	-11.69073	3.223774	7.882878	0.243423	0.547979	0.580897	0.680336	0.442265	0.466423	0.382783	0.699463	0.354796	0.593197	0.441258	0.413321	0.971241	1.22744	0.70857	0.368845	0.372457	0.197246	0.379451	0.464588	0.265863	0.194096	0.2983	0.582626	0.254487	0.265911	0.228925	0.338637	0.442052	0.21963	0.470214	0.26273	0.0393058	0.165364	0.3234	0.729745	0.143964	0.210323	0.307997	0.305681	0.558493	0.301208	0.291705	0.126537	0.566862	0.657864	0.508955	0.518157	0.527588	0.633169	0.369737	0.59726	0.138714	0.291519	0.376444	0.236052	0.238465	0.290235	0.328434	0.694087	0.0912797	0.287354	0.246236	0.541752	0.18613	1.07186	0.410976	0.55276	0.872638	1.13367	0.432788	0.162887	0.577302	0.0579869	0.42516	0.555954	0.19787	0.540536	0.752962	0.145021	0.191675	0.164376	0.0954965	0.217137	0.302848	0.140035	0.162118	0.434928	0.269467	0.117753	0.247962	0.133007	1.1812	0.0851995	0.289686	0.0926135	0.254205	0.95661	0.479935	0.597116	0.353789	0.270026	0.155361	0.628786	0.18659	1.03146	0.578726	0.213055	0.325418	0.873618	0.437424	0.794508	1.15225	0.320829	0.732648	0.923492	0.946177	0.0948616	0.33729	0.173778	0.4881853	4.154925	0.1342088	0.4089591	11.38529	0.3101954
1640	-17693.66	-17683.91	-9.753799	3.316775	7.319855	0.27392	0.554961	0.516751	0.727704	0.430077	0.439641	0.44066	0.801974	0.445261	0.558405	0.40936	0.36808	1.05353	1.20584	0.682851	0.357766	0.330498	0.196708	0.391665	0.444499	0.249359	0.168855	0.297667	0.674974	0.29329	0.25026	0.184189	0.333841	0.397174	0.243165	0.476652	0.264875	0.0472913	0.179336	0.326527	0.65774	0.161456	0.205993	0.417069	0.337978	0.549497	0.283524	0.267198	0.137493	0.56941	0.687671	0.462758	0.538958	0.563237	0.59973	0.286549	0.610025	0.140336	0.302209	0.407168	0.285833	0.245273	0.253653	0.258374	0.673575	0.104744	0.273681	0.28373	0.50543	0.165538	0.994393	0.440592	0.59414	0.849751	1.0094	0.380578	0.171066	0.569239	0.054141	0.425091	0.534233	0.212384	0.535954	0.729103	0.143577	0.196329	0.16374	0.107962	0.234129	0.315326	0.139908	0.179842	0.401716	0.23288	0.102529	0.248566	0.132699	1.16592	0.0858164	0.257778	0.0995795	0.262144	0.998953	0.454589	0.618255	0.353393	0.305225	0.159234	0.630844	0.191695	0.924869	0.598427	0.204765	0.343884	0.850925	0.41823	0.829982	1.03972	0.369105	0.586176	0.888951	1.03664	0.102004	0.332219	0.191465	0.4873201	4.154925	0.17093	0.4531204	11.30929	0.3014977
1650	-17690.08	-17681.13	-8.952698	2.846943	6.94025	0.261868	0.578038	0.491985	0.753037	0.445981	0.402637	0.453185	0.818632	0.447046	0.568004	0.335684	0.359445	1.03608	1.06609	0.715053	0.358778	0.32457	0.214552	0.330041	0.377458	0.240579	0.170814	0.292577	0.757918	0.332714	0.255038	0.218204	0.330404	0.412819	0.195228	0.491139	0.254888	0.0535453	0.184821	0.328141	0.734792	0.141092	0.202441	0.48331	0.360585	0.481528	0.298475	0.265812	0.127966	0.547878	0.653538	0.480008	0.497944	0.554631	0.575746	0.305468	0.555265	0.164961	0.303653	0.369089	0.269515	0.250768	0.248408	0.225222	0.722369	0.114479	0.257813	0.265051	0.588786	0.181162	1.09539	0.434933	0.678524	0.77822	0.893354	0.324167	0.170771	0.475655	0.060282	0.421518	0.547906	0.223445	0.529884	0.76349	0.148205	0.192042	0.159479	0.119544	0.2437	0.331187	0.157877	0.168008	0.365688	0.221985	0.0922225	0.20414	0.137954	1.38687	0.0818474	0.253204	0.119386	0.242333	0.905488	0.453007	0.619559	0.34946	0.311411	0.153385	0.527769	0.192362	0.896182	0.588019	0.194323	0.339362	0.944198	0.403972	0.778692	1.08903	0.358938	0.602412	0.968132	0.993006	0.0971926	0.322563	0.211739	0.4950139	4.154925	0.3025749	0.4102075	13.33973	0.351254
1660	-17687.21	-17679.21	-7.997835	2.604716	6.657154	0.25	0.562593	0.547024	0.819345	0.46717	0.392445	0.489238	0.909558	0.40837	0.594345	0.345748	0.39058	1.09103	1.0406	0.685672	0.391943	0.334834	0.231454	0.36933	0.404639	0.276072	0.179183	0.253949	0.715955	0.295925	0.234817	0.216995	0.325261	0.387587	0.189319	0.512634	0.254395	0.0515552	0.194357	0.33925	0.674202	0.13931	0.222328	0.436186	0.389828	0.489572	0.3019	0.292485	0.15784	0.569075	0.697263	0.482478	0.49956	0.555799	0.577286	0.278417	0.507407	0.170378	0.317268	0.37114	0.244754	0.233245	0.227647	0.24143	0.685888	0.106916	0.256294	0.323239	0.512868	0.184169	0.883979	0.44521	0.657179	0.685873	0.899921	0.316392	0.174331	0.457042	0.0624261	0.416999	0.546027	0.235148	0.626919	0.689133	0.169105	0.190283	0.149877	0.120712	0.249356	0.373478	0.179767	0.158136	0.374624	0.203191	0.0835978	0.190871	0.112405	1.33647	0.0834933	0.262586	0.10815	0.232207	0.829244	0.373452	0.655824	0.330507	0.327439	0.190779	0.613668	0.19049	0.942602	0.675492	0.202254	0.339864	0.963452	0.40265	0.796034	1.01887	0.363034	0.623051	1.00132	0.864292	0.0905124	0.326551	0.206615	0.4951763	3.982175	0.531605	0.3912656	12.78844	0.3839191
1670	-17691.22	-17684.28	-6.940384	2.524507	6.278938	0.232263	0.629215	0.554573	0.88251	0.496126	0.424257	0.489859	0.880954	0.362028	0.589709	0.334404	0.385653	1.22377	1.08519	0.77317	0.398562	0.319344	0.23772	0.377214	0.437039	0.281451	0.189088	0.240814	0.670038	0.364055	0.261442	0.249555	0.29299	0.401149	0.20464	0.510957	0.25465	0.0486285	0.222575	0.379	0.720199	0.120824	0.195255	0.434156	0.367711	0.42987	0.309378	0.286551	0.130201	0.512108	0.728641	0.454568	0.520103	0.523042	0.550248	0.299683	0.627398	0.191418	0.283902	0.376864	0.234854	0.251326	0.232977	0.269479	0.678811	0.0960076	0.282455	0.307201	0.545584	0.180091	0.862619	0.384381	0.654781	0.767496	0.895073	0.335849	0.179356	0.483975	0.0584799	0.440743	0.583549	0.258966	0.562743	0.593138	0.161339	0.217793	0.143844	0.116223	0.271105	0.330133	0.17229	0.14533	0.327256	0.192009	0.0864044	0.187102	0.112352	1.39901	0.0801859	0.276545	0.108142	0.247441	0.737393	0.358227	0.698352	0.366141	0.328721	0.188111	0.63695	0.193695	0.829421	0.771486	0.236521	0.377702	0.855445	0.488526	0.840967	0.830052	0.271288	0.567142	0.976038	0.840221	0.0824118	0.35193	0.215491	0.4923941	4.232333	0.6720669	0.4020595	11.10264	0.3961169
1680	-17689.65	-17681.84	-7.811995	2.418395	5.023586	0.243829	0.69507	0.554161	0.870641	0.477353	0.35211	0.477787	0.92234	0.35283	0.423898	0.273137	0.366329	1.14558	1.17781	0.807112	0.344802	0.279543	0.256199	0.376851	0.408382	0.286766	0.173069	0.250837	0.540003	0.356791	0.26429	0.248964	0.29901	0.417306	0.184441	0.468129	0.227722	0.0482133	0.215507	0.395808	0.739079	0.122118	0.169119	0.443267	0.365807	0.382664	0.360825	0.282259	0.134581	0.53766	0.82636	0.460378	0.456894	0.499697	0.540719	0.336178	0.626365	0.216573	0.299687	0.395374	0.258456	0.264924	0.223509	0.304993	0.759783	0.0857339	0.310635	0.315358	0.542952	0.175052	0.800862	0.444427	0.544939	0.712501	1.03401	0.345723	0.19286	0.509397	0.0485822	0.394594	0.700835	0.278646	0.526648	0.715171	0.172208	0.23451	0.170774	0.136987	0.293746	0.321266	0.166789	0.156234	0.344384	0.19151	0.0821248	0.187636	0.112753	1.28198	0.0710842	0.254613	0.11243	0.252564	0.719774	0.341445	0.793218	0.3752	0.26674	0.22034	0.576273	0.183639	0.760679	0.651557	0.24351	0.351778	0.736957	0.530252	1.00549	0.8313	0.351832	0.550726	1.03965	0.888682	0.0916458	0.392472	0.233963	0.4838716	4.232333	0.6804352	0.4814081	9.381003	0.4134974
1690	-17680.03	-17673.8	-6.232436	2.428448	5.590211	0.261183	0.704585	0.524351	0.8144	0.475323	0.366114	0.477991	0.947924	0.341054	0.433311	0.278727	0.374767	0.990301	1.0511	0.758784	0.366175	0.239279	0.291407	0.320304	0.451462	0.286977	0.173234	0.303268	0.564199	0.37091	0.257246	0.246044	0.311251	0.328289	0.182137	0.45362	0.213459	0.0511739	0.184757	0.437133	0.67402	0.143612	0.122917	0.47147	0.355612	0.355258	0.340512	0.267691	0.143007	0.540471	0.909653	0.487941	0.431126	0.431422	0.468273	0.289744	0.604942	0.211303	0.275967	0.416158	0.265196	0.252439	0.208381	0.273053	0.746556	0.0749731	0.264195	0.325548	0.524222	0.194255	0.670839	0.438351	0.523113	0.642861	1.03861	0.3298	0.187072	0.525002	0.0491508	0.3879	0.703371	0.272165	0.537609	0.758503	0.185529	0.227343	0.153912	0.15515	0.321823	0.298979	0.146341	0.161892	0.327133	0.201135	0.0733404	0.209317	0.121318	1.2282	0.0693479	0.262278	0.136748	0.265681	0.660839	0.348551	0.830652	0.380001	0.254707	0.211662	0.589304	0.184786	0.701508	0.761187	0.233151	0.355751	0.689946	0.577737	0.934135	0.941659	0.37546	0.517019	1.00647	0.871045	0.0974454	0.350452	0.206059	0.492135	3.962239	1.121738	0.4344108	12.59818	0.4117856
1700	-17685.1	-17677.9	-7.200844	2.409887	5.411057	0.246514	0.712703	0.559997	0.788602	0.480886	0.38956	0.461632	0.953042	0.368679	0.43389	0.29237	0.415035	1.02955	1.08554	0.781552	0.371479	0.255655	0.272812	0.323364	0.473813	0.291838	0.157361	0.292741	0.525006	0.384005	0.312502	0.253202	0.381233	0.358728	0.1778	0.37641	0.192989	0.0485883	0.1804	0.426414	0.653293	0.141294	0.103754	0.480298	0.320193	0.36875	0.327563	0.287392	0.134809	0.491614	0.898052	0.46554	0.348429	0.43386	0.504146	0.278863	0.556947	0.215204	0.312925	0.360896	0.256127	0.232016	0.199727	0.267145	0.784921	0.0769797	0.250014	0.312019	0.553624	0.20612	0.707326	0.340403	0.60339	0.676819	1.04492	0.352183	0.185143	0.488616	0.0502677	0.449162	0.811128	0.292725	0.602361	0.827297	0.169531	0.232344	0.149818	0.161928	0.307692	0.298049	0.153838	0.158971	0.318638	0.200711	0.0864253	0.202369	0.12617	1.21287	0.0757623	0.234712	0.120601	0.269274	0.653846	0.330583	0.903689	0.417085	0.277145	0.216629	0.556935	0.183362	0.66932	0.793903	0.22817	0.32001	0.715479	0.585447	0.931189	0.979768	0.449192	0.628943	1.03956	0.846795	0.0974205	0.342913	0.178992	0.4822025	3.962239	1.066154	0.4453635	10.75669	0.4149571
1710	-17686.44	-17680.63	-5.812499	2.533593	5.495929	0.219962	0.668633	0.57873	0.71687	0.472753	0.369068	0.475062	0.93871	0.378484	0.452644	0.283499	0.403072	0.927692	1.047	0.799478	0.378147	0.25703	0.226855	0.329136	0.475586	0.345512	0.145083	0.293745	0.520507	0.401716	0.330361	0.264481	0.363629	0.336301	0.167784	0.348338	0.178346	0.0520239	0.180014	0.44896	0.693251	0.148307	0.0985328	0.487355	0.347437	0.29097	0.370732	0.285093	0.141838	0.447999	0.927818	0.481385	0.357186	0.376479	0.516063	0.283182	0.483524	0.197156	0.2956	0.395354	0.274697	0.221365	0.222324	0.25278	0.777104	0.074865	0.255366	0.351644	0.565533	0.194202	0.670138	0.346817	0.651163	0.642588	1.07829	0.317346	0.171308	0.393454	0.0497904	0.444359	0.807083	0.260694	0.55618	0.816084	0.182972	0.241747	0.134773	0.173667	0.293007	0.263588	0.159391	0.171396	0.300782	0.208936	0.0865601	0.212724	0.115266	1.13439	0.078361	0.20562	0.130491	0.245834	0.609757	0.333258	0.77629	0.371648	0.276899	0.244681	0.59633	0.20123	0.695462	0.80565	0.200706	0.336684	0.618058	0.610254	0.877384	0.925373	0.478422	0.654717	0.965704	0.861114	0.0970629	0.336597	0.182077	0.4691522	4.027638	0.4383136	0.4609945	11.94855	0.3946964
1720	-17671.99	-17666.43	-5.558105	2.704143	6.488767	0.230202	0.732296	0.520081	0.695319	0.493059	0.450956	0.461079	0.8941	0.328332	0.559978	0.293302	0.381416	0.890977	1.06708	0.825592	0.335155	0.220984	0.202403	0.309442	0.449121	0.38167	0.146169	0.30025	0.49777	0.399633	0.279631	0.266807	0.387744	0.352361	0.148652	0.385651	0.199698	0.0518677	0.203537	0.448185	0.64443	0.196888	0.104755	0.503357	0.39781	0.322345	0.391564	0.250023	0.140558	0.456943	0.986977	0.425446	0.331399	0.374873	0.548567	0.26753	0.506663	0.205496	0.31476	0.401663	0.262415	0.208888	0.252601	0.280612	0.74	0.0799193	0.249632	0.324853	0.533201	0.200648	0.634411	0.324138	0.630255	0.636319	1.13058	0.344798	0.165865	0.375613	0.0512744	0.454864	0.842146	0.293954	0.506676	0.920182	0.182375	0.282613	0.129949	0.177802	0.333745	0.277804	0.17846	0.151136	0.330428	0.207047	0.0845475	0.213478	0.123033	1.22801	0.0756666	0.23003	0.11849	0.230291	0.653794	0.364081	0.692092	0.41895	0.301175	0.231129	0.563729	0.208338	0.677376	0.85577	0.191843	0.31087	0.77848	0.644388	0.926178	0.843537	0.474926	0.670828	1.03334	0.807058	0.0790417	0.299372	0.163001	0.4803077	4.003132	0.234254	0.4167422	12.04454	0.3698029
1730	-17675.99	-17673.67	-2.31791	2.892832	7.086873	0.217982	0.695283	0.512457	0.729707	0.550757	0.378357	0.50641	0.804068	0.368205	0.565121	0.314801	0.412828	0.793462	1.01606	0.779672	0.347063	0.224418	0.173142	0.270256	0.465864	0.396242	0.144107	0.292938	0.555767	0.405944	0.282892	0.245315	0.360533	0.347665	0.16159	0.349135	0.189427	0.0528947	0.20625	0.436493	0.638909	0.216262	0.113465	0.500856	0.353546	0.353971	0.350527	0.22975	0.130154	0.4533	0.966544	0.447208	0.366854	0.366057	0.529943	0.283129	0.428974	0.217851	0.302434	0.418661	0.278189	0.199217	0.269133	0.277854	0.621863	0.0770318	0.296316	0.318417	0.476066	0.192767	0.598084	0.31607	0.631572	0.605431	0.94556	0.372392	0.155111	0.354961	0.0508117	0.512385	0.914595	0.316651	0.523837	0.860763	0.200856	0.272437	0.124871	0.179514	0.361924	0.286879	0.186552	0.145068	0.255423	0.198809	0.0991866	0.218406	0.138982	1.23896	0.067498	0.214134	0.123	0.230519	0.69584	0.364914	0.638671	0.414964	0.318954	0.241674	0.616383	0.213974	0.635469	0.976982	0.197529	0.320213	0.786805	0.759682	0.763344	0.923837	0.413131	0.614522	0.984549	0.770782	0.0870579	0.299136	0.166679	0.4880232	3.710157	0.7685697	0.4081958	11.26832	0.345682
